Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
Наименование Избирательной комиссии:    Новокубанская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3258	УИК №3259	УИК №3260	УИК №3261					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	975	7	0	31	19	17	3	0	13	5	1	16	7	12	0	1	2	42	41	23	22	16	19	11	15	6	9	18	29	18	17	27	12	24	37	3	6	35	48	36	7	5	2	10	1	18	24	8	48	24	27	34	23	19	18	8	19	0	7	12	8	5					
		2.20%	3.98%	0.00%	2.16%	1.44%	1.10%	1.04%	0.00%	1.59%	1.19%	0.53%	4.98%	1.54%	2.32%	0.00%	0.22%	1.17%	4.09%	3.93%	2.31%	2.14%	1.60%	1.58%	0.99%	1.43%	0.97%	1.67%	1.74%	2.61%	1.61%	1.61%	1.85%	2.18%	2.21%	4.27%	1.46%	2.48%	2.64%	4.28%	2.53%	2.85%	1.74%	1.87%	4.88%	0.56%	2.95%	1.24%	3.60%	13.52%	47.06%	4.01%	5.02%	2.67%	2.20%	2.35%	1.29%	2.93%	0.00%	0.69%	0.79%	1.04%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	164	0	0	3	3	1	0	3	7	1	0	0	3	1	0	0	0	7	4	5	7	8	7	6	3	2	2	6	4	5	4	11	2	2	1	0	0	9	5	2	0	0	0	1	0	2	7	2	0	2	0	3	2	2	2	2	2	0	4	4	3	2					
		0.37%	0.00%	0.00%	0.21%	0.23%	0.06%	0.00%	2.61%	0.86%	0.24%	0.00%	0.00%	0.66%	0.19%	0.00%	0.00%	0.00%	0.68%	0.38%	0.50%	0.68%	0.80%	0.58%	0.54%	0.29%	0.32%	0.37%	0.58%	0.36%	0.45%	0.38%	0.75%	0.36%	0.18%	0.12%	0.00%	0.00%	0.68%	0.45%	0.14%	0.00%	0.00%	0.00%	0.49%	0.00%	0.33%	0.36%	0.90%	0.00%	3.92%	0.00%	0.44%	0.23%	0.23%	0.26%	0.32%	0.31%	0.00%	0.39%	0.26%	0.39%	0.35%					
20	3.Политическая партия «Демократическая партия России»	60	0	0	1	4	3	0	0	0	1	1	0	2	0	0	0	1	1	1	2	4	2	2	3	0	0	1	0	5	4	0	0	1	2	3	0	0	1	0	2	0	1	0	0	0	0	6	0	0	0	1	1	0	0	2	0	0	0	2	0	0	0					
		0.14%	0.00%	0.00%	0.07%	0.30%	0.19%	0.00%	0.00%	0.00%	0.24%	0.53%	0.00%	0.44%	0.00%	0.00%	0.00%	0.58%	0.10%	0.10%	0.20%	0.39%	0.20%	0.17%	0.27%	0.00%	0.00%	0.19%	0.00%	0.45%	0.36%	0.00%	0.00%	0.18%	0.18%	0.35%	0.00%	0.00%	0.08%	0.00%	0.14%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.15%	0.15%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4953	11	24	147	201	179	19	2	91	45	19	18	19	27	8	12	11	145	161	150	121	149	140	137	118	64	57	122	151	122	127	154	62	149	119	7	15	162	108	189	32	3	8	10	7	33	149	23	31	2	97	95	180	148	124	119	81	18	42	86	41	62					
		11.19%	6.25%	10.30%	10.24%	15.19%	11.57%	6.57%	1.74%	11.14%	10.74%	10.05%	5.61%	4.19%	5.22%	3.23%	2.66%	6.43%	14.12%	15.44%	15.08%	11.77%	14.91%	11.63%	12.30%	11.25%	10.32%	10.56%	11.80%	13.59%	10.88%	12.05%	10.53%	11.25%	13.71%	13.74%	3.40%	6.20%	12.22%	9.63%	13.27%	13.01%	1.05%	7.48%	4.88%	3.95%	5.41%	7.71%	10.36%	8.73%	3.92%	14.41%	14.03%	20.91%	17.13%	16.21%	19.13%	12.50%	10.84%	4.13%	5.65%	5.35%	10.92%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	193	0	0	13	6	3	4	1	3	4	2	2	6	4	1	0	0	3	6	1	4	8	4	5	2	2	4	6	9	9	3	6	0	2	1	0	0	9	4	2	1	0	0	1	0	5	9	1	1	0	4	4	8	3	4	0	3	0	0	2	5	3					
		0.44%	0.00%	0.00%	0.91%	0.45%	0.19%	1.38%	0.87%	0.37%	0.95%	1.06%	0.62%	1.32%	0.77%	0.40%	0.00%	0.00%	0.29%	0.58%	0.10%	0.39%	0.80%	0.33%	0.45%	0.19%	0.32%	0.74%	0.58%	0.81%	0.80%	0.28%	0.41%	0.00%	0.18%	0.12%	0.00%	0.00%	0.68%	0.36%	0.14%	0.41%	0.00%	0.00%	0.49%	0.00%	0.82%	0.47%	0.45%	0.28%	0.00%	0.59%	0.59%	0.93%	0.35%	0.52%	0.00%	0.46%	0.00%	0.00%	0.13%	0.65%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	72	1	0	5	1	2	0	0	0	0	0	3	2	1	0	1	1	1	0	1	1	4	0	0	2	0	0	3	4	0	3	3	2	1	1	0	1	2	1	1	0	0	0	0	0	1	6	1	2	0	3	3	1	0	2	0	1	0	3	0	1	0					
		0.16%	0.57%	0.00%	0.35%	0.08%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.44%	0.19%	0.00%	0.22%	0.58%	0.10%	0.00%	0.10%	0.10%	0.40%	0.00%	0.00%	0.19%	0.00%	0.00%	0.29%	0.36%	0.00%	0.28%	0.21%	0.36%	0.09%	0.12%	0.00%	0.41%	0.15%	0.09%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.31%	0.45%	0.56%	0.00%	0.45%	0.44%	0.12%	0.00%	0.26%	0.00%	0.15%	0.00%	0.29%	0.00%	0.13%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3572	17	22	145	96	127	24	7	71	31	18	13	32	39	19	17	3	93	81	70	97	83	92	108	118	68	48	87	101	108	92	138	45	99	58	10	13	59	119	130	14	12	2	17	18	66	163	14	22	2	49	45	63	61	51	39	75	14	106	70	26	45					
		8.07%	9.66%	9.44%	10.10%	7.26%	8.21%	8.30%	6.09%	8.69%	7.40%	9.52%	4.05%	7.05%	7.54%	7.66%	3.77%	1.75%	9.06%	7.77%	7.04%	9.44%	8.31%	7.64%	9.69%	11.25%	10.97%	8.89%	8.41%	9.09%	9.63%	8.73%	9.43%	8.17%	9.11%	6.70%	4.85%	5.37%	4.45%	10.62%	9.13%	5.69%	4.18%	1.87%	8.29%	10.17%	10.82%	8.43%	6.31%	6.20%	3.92%	7.28%	6.65%	7.32%	7.06%	6.67%	6.27%	11.57%	8.43%	10.42%	4.60%	3.39%	7.92%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2879	11	13	77	81	113	9	5	65	21	6	8	34	22	9	14	8	113	92	84	108	97	83	78	57	61	45	80	103	120	69	148	57	58	31	17	9	100	52	48	3	15	2	6	5	17	83	13	7	2	39	50	38	60	40	37	47	12	50	77	22	48					
		6.50%	6.25%	5.58%	5.37%	6.12%	7.30%	3.11%	4.35%	7.96%	5.01%	3.17%	2.49%	7.49%	4.26%	3.63%	3.10%	4.68%	11.00%	8.82%	8.44%	10.51%	9.71%	6.89%	7.00%	5.43%	9.84%	8.33%	7.74%	9.27%	10.70%	6.55%	10.12%	10.34%	5.34%	3.58%	8.25%	3.72%	7.54%	4.64%	3.37%	1.22%	5.23%	1.87%	2.93%	2.82%	2.79%	4.29%	5.86%	1.97%	3.92%	5.79%	7.39%	4.41%	6.94%	5.23%	5.95%	7.25%	7.23%	4.92%	5.06%	2.87%	8.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	309	1	2	11	14	24	3	1	3	2	1	4	4	3	3	3	0	4	3	4	8	4	10	7	6	4	8	2	6	9	3	4	10	7	15	1	4	10	7	19	2	2	0	0	2	4	10	2	2	0	8	4	6	4	10	3	2	0	5	4	0	5					
		0.70%	0.57%	0.86%	0.77%	1.06%	1.55%	1.04%	0.87%	0.37%	0.48%	0.53%	1.25%	0.88%	0.58%	1.21%	0.67%	0.00%	0.39%	0.29%	0.40%	0.78%	0.40%	0.83%	0.63%	0.57%	0.65%	1.48%	0.19%	0.54%	0.80%	0.28%	0.27%	1.81%	0.64%	1.73%	0.49%	1.65%	0.75%	0.62%	1.33%	0.81%	0.70%	0.00%	0.00%	1.13%	0.66%	0.52%	0.90%	0.56%	0.00%	1.19%	0.59%	0.70%	0.46%	1.31%	0.48%	0.31%	0.00%	0.49%	0.26%	0.00%	0.88%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29923	125	170	963	867	1059	218	92	535	296	135	244	335	393	200	395	138	591	620	633	619	602	825	727	698	391	349	686	657	699	703	936	348	707	574	165	186	891	738	955	174	238	89	158	144	436	1427	154	223	19	429	424	521	552	503	394	407	115	788	1247	639	377					
		67.59%	71.02%	72.96%	67.11%	65.53%	68.46%	75.43%	80.00%	65.48%	70.64%	71.43%	76.01%	73.79%	76.02%	80.65%	87.58%	80.70%	57.55%	59.44%	63.62%	60.21%	60.26%	68.52%	65.26%	66.54%	63.06%	64.63%	66.34%	59.14%	62.36%	66.70%	63.98%	63.16%	65.04%	66.28%	80.10%	76.86%	67.19%	65.83%	67.06%	70.73%	82.93%	83.18%	77.07%	81.36%	71.48%	73.82%	69.37%	62.82%	37.25%	63.74%	62.63%	60.51%	63.89%	65.75%	63.34%	62.81%	69.28%	77.48%	81.99%	83.31%	66.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	328	3	2	16	8	4	1	0	10	1	2	1	1	1	0	0	1	13	13	10	14	12	13	10	11	10	7	10	17	13	19	19	4	7	1	0	1	4	7	10	0	1	0	1	0	2	13	0	0	0	6	1	1	1	5	5	3	0	2	0	0	11					
		0.74%	1.70%	0.86%	1.11%	0.60%	0.26%	0.35%	0.00%	1.22%	0.24%	1.06%	0.31%	0.22%	0.19%	0.00%	0.00%	0.58%	1.27%	1.25%	1.01%	1.36%	1.20%	1.08%	0.90%	1.05%	1.61%	1.30%	0.97%	1.53%	1.16%	1.80%	1.30%	0.73%	0.64%	0.12%	0.00%	0.41%	0.30%	0.62%	0.70%	0.00%	0.35%	0.00%	0.49%	0.00%	0.33%	0.67%	0.00%	0.00%	0.00%	0.89%	0.15%	0.12%	0.12%	0.65%	0.80%	0.46%	0.00%	0.20%	0.00%	0.00%	1.94%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
