Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Волжская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197					
18	"1. ""ЕДИНЕНИЕ"""	683	13	16	3	4	0	17	10	0	3	8	12	2	13	10	3	3	0	2	16	12	11	24	4	13	3	2	6	6	6	12	20	46	137	20	24	31	13	9	5	6	15	12	16	12	7	22	26	7	10	5	6					
		2.43%	2.03%	2.40%	0.87%	3.96%	0.0%	1.37%	3.90%	0.0%	0.56%	1.11%	1.45%	1.06%	2.57%	2.61%	1.55%	0.90%	0.0%	2.24%	1.95%	1.58%	1.45%	2.11%	0.79%	7.14%	1.96%	0.71%	1.54%	1.32%	4.22%	5.71%	2.87%	4.76%	7.98%	2.58%	2.49%	2.20%	3.17%	2.48%	0.93%	1.47%	2.05%	2.45%	1.89%	1.88%	1.29%	2.53%	2.62%	4.21%	1.52%	2.74%	1.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	589	14	10	4	0	0	27	8	4	8	6	10	3	7	9	1	4	5	0	24	15	15	23	4	5	1	18	4	11	8	2	15	38	52	20	27	31	11	14	13	14	8	14	17	7	11	15	13	3	7	6	3					
		2.09%	2.19%	1.50%	1.17%	0.0%	0.0%	2.19%	3.12%	1.65%	1.50%	0.83%	1.21%	1.59%	1.38%	2.35%	0.51%	1.20%	3.03%	0.0%	2.92%	1.98%	1.98%	2.02%	0.79%	2.74%	0.65%	6.42%	1.02%	2.43%	5.63%	0.95%	2.15%	3.93%	3.03%	2.58%	2.80%	2.20%	2.68%	3.86%	2.42%	3.43%	1.09%	2.86%	2.01%	1.09%	2.02%	1.72%	1.31%	1.80%	1.06%	3.29%	0.67%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	976	30	19	11	5	4	44	13	10	32	44	38	6	18	29	4	3	3	8	29	38	46	43	9	3	4	8	27	38	6	15	22	22	21	16	9	18	20	8	27	24	29	25	24	20	13	27	28	2	8	6	20					
		3.47%	4.70%	2.85%	3.22%	4.95%	2.94%	3.57%	5.07%	4.14%	6.02%	6.13%	4.61%	3.19%	3.56%	7.59%	2.07%	0.90%	1.81%	8.98%	3.53%	5.01%	6.09%	3.79%	1.78%	1.64%	2.61%	2.85%	6.94%	8.40%	4.22%	7.14%	3.16%	2.27%	1.22%	2.06%	0.93%	1.28%	4.88%	2.20%	5.02%	5.88%	3.96%	5.12%	2.84%	3.13%	2.39%	3.10%	2.82%	1.20%	1.22%	3.29%	4.51%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	546	9	13	1	0	0	15	4	0	21	17	23	4	11	6	2	5	2	5	28	15	21	13	15	1	1	13	5	14	7	10	16	20	42	23	15	21	8	9	6	10	12	9	19	12	6	4	12	5	7	4	5					
		1.94%	1.41%	1.95%	0.29%	0.0%	0.0%	1.21%	1.56%	0.0%	3.95%	2.37%	2.79%	2.12%	2.17%	1.57%	1.03%	1.50%	1.21%	5.61%	3.41%	1.98%	2.78%	1.14%	2.97%	0.54%	0.65%	4.64%	1.28%	3.09%	4.92%	4.76%	2.30%	2.07%	2.44%	2.97%	1.55%	1.49%	1.95%	2.48%	1.11%	2.45%	1.64%	1.84%	2.25%	1.88%	1.10%	0.46%	1.21%	3.01%	1.06%	2.19%	1.12%					
22	"5. ""За Русь Святую"""	189	6	5	1	1	4	5	3	1	5	9	7	0	3	8	4	1	1	0	4	3	6	2	4	3	6	3	3	2	0	0	6	6	19	4	2	6	0	5	4	5	5	4	4	0	3	6	6	2	0	2	0					
		0.67%	0.94%	0.75%	0.29%	0.99%	2.94%	0.40%	1.17%	0.41%	0.94%	1.25%	0.84%	0.0%	0.59%	2.09%	2.07%	0.30%	0.60%	0.0%	0.48%	0.39%	0.79%	0.17%	0.79%	1.64%	3.92%	1.07%	0.77%	0.44%	0.0%	0.0%	0.86%	0.62%	1.10%	0.51%	0.20%	0.42%	0.0%	1.38%	0.74%	1.22%	0.68%	0.81%	0.47%	0.0%	0.55%	0.69%	0.60%	1.20%	0.0%	1.09%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	86	1	3	0	0	0	2	0	1	1	1	1	0	0	4	1	0	1	1	1	1	4	5	2	0	1	0	0	1	1	0	0	3	5	1	5	7	2	0	4	2	1	0	4	4	0	5	2	0	1	3	4					
		0.30%	0.15%	0.45%	0.0%	0.0%	0.0%	0.16%	0.0%	0.41%	0.18%	0.13%	0.12%	0.0%	0.0%	1.04%	0.51%	0.0%	0.60%	1.12%	0.12%	0.13%	0.52%	0.44%	0.39%	0.0%	0.65%	0.0%	0.0%	0.22%	0.70%	0.0%	0.0%	0.31%	0.29%	0.12%	0.51%	0.49%	0.48%	0.0%	0.74%	0.49%	0.13%	0.0%	0.47%	0.62%	0.0%	0.57%	0.20%	0.0%	0.15%	1.64%	0.90%					
24	"7. ""Новый курс - Автомобильная Россия"""	225	5	3	0	0	0	6	5	1	4	2	6	0	5	2	1	0	0	0	5	7	7	8	8	3	0	2	2	2	0	0	4	22	23	3	12	23	0	0	5	2	4	3	7	4	1	7	7	0	3	1	10					
		0.80%	0.78%	0.45%	0.0%	0.0%	0.0%	0.48%	1.95%	0.41%	0.75%	0.27%	0.72%	0.0%	0.99%	0.52%	0.51%	0.0%	0.0%	0.0%	0.60%	0.92%	0.92%	0.70%	1.58%	1.64%	0.0%	0.71%	0.51%	0.44%	0.0%	0.0%	0.57%	2.27%	1.34%	0.38%	1.24%	1.63%	0.0%	0.0%	0.93%	0.49%	0.54%	0.61%	0.83%	0.62%	0.18%	0.80%	0.70%	0.0%	0.45%	0.54%	2.25%					
25	"8. ""Народно-республиканская партия России"""	46	1	0	0	0	1	5	1	0	0	1	1	2	1	3	0	0	0	0	0	1	0	2	2	1	0	1	0	1	0	0	0	0	1	1	0	0	3	0	0	10	1	0	0	0	1	1	2	0	1	1	0					
		0.16%	0.15%	0.0%	0.0%	0.0%	0.73%	0.40%	0.39%	0.0%	0.0%	0.13%	0.12%	1.06%	0.19%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.17%	0.39%	0.54%	0.0%	0.35%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.05%	0.12%	0.0%	0.0%	0.73%	0.0%	0.0%	2.45%	0.13%	0.0%	0.0%	0.0%	0.18%	0.11%	0.20%	0.0%	0.15%	0.54%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	103	2	2	0	0	0	3	0	1	0	1	0	0	0	3	1	0	0	0	2	4	4	1	1	0	0	0	0	0	0	0	9	9	16	6	9	9	1	0	2	0	3	1	2	2	0	5	1	0	2	0	1					
		0.36%	0.31%	0.30%	0.0%	0.0%	0.0%	0.24%	0.0%	0.41%	0.0%	0.13%	0.0%	0.0%	0.0%	0.78%	0.51%	0.0%	0.0%	0.0%	0.24%	0.52%	0.52%	0.08%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.93%	0.93%	0.77%	0.93%	0.64%	0.24%	0.0%	0.37%	0.0%	0.41%	0.20%	0.23%	0.31%	0.0%	0.57%	0.10%	0.0%	0.30%	0.0%	0.22%					
27	"10. ""Аграрная партия России"""	791	10	12	13	11	10	82	25	14	12	25	25	14	19	6	7	10	5	0	8	21	13	59	27	10	17	3	16	16	7	3	4	7	14	10	20	14	10	7	10	0	9	2	23	22	11	48	26	1	18	4	31					
		2.81%	1.56%	1.80%	3.81%	10.89%	7.35%	6.65%	9.76%	5.80%	2.25%	3.48%	3.03%	7.44%	3.76%	1.57%	3.62%	3.01%	3.03%	0.0%	0.97%	2.77%	1.72%	5.20%	5.35%	5.49%	11.11%	1.07%	4.11%	3.53%	4.92%	1.42%	0.57%	0.72%	0.81%	1.29%	2.07%	0.99%	2.44%	1.93%	1.86%	0.0%	1.23%	0.40%	2.72%	3.44%	2.02%	5.52%	2.62%	0.60%	2.74%	2.19%	6.99%					
28	"11. ""Истинные патриоты России"""	56	1	1	0	0	0	1	0	0	0	2	0	0	1	0	0	3	0	0	1	1	1	0	0	0	1	0	0	1	1	1	3	0	17	2	2	3	2	0	0	0	0	0	0	2	3	3	1	0	1	1	0					
		0.19%	0.15%	0.15%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.19%	0.0%	0.0%	0.90%	0.0%	0.0%	0.12%	0.13%	0.13%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.22%	0.70%	0.47%	0.43%	0.0%	0.99%	0.25%	0.20%	0.21%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.55%	0.34%	0.10%	0.0%	0.15%	0.54%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	422	3	8	5	0	0	17	1	1	10	20	9	3	8	2	2	5	8	1	25	17	13	21	4	3	1	1	6	8	2	5	6	16	9	4	7	15	12	23	23	10	12	9	9	11	6	15	14	0	6	3	3					
		1.50%	0.47%	1.20%	1.46%	0.0%	0.0%	1.37%	0.39%	0.41%	1.88%	2.78%	1.09%	1.59%	1.58%	0.52%	1.03%	1.50%	4.84%	1.12%	3.04%	2.24%	1.72%	1.85%	0.79%	1.64%	0.65%	0.35%	1.54%	1.76%	1.40%	2.38%	0.86%	1.65%	0.52%	0.51%	0.72%	1.06%	2.93%	6.35%	4.28%	2.45%	1.64%	1.84%	1.06%	1.72%	1.10%	1.72%	1.41%	0.0%	0.91%	1.64%	0.67%					
30	"13. ""Демократическая партия России"""	84	7	0	1	0	0	6	1	1	1	4	0	0	4	3	0	2	1	0	3	6	1	0	0	0	0	0	0	1	1	0	3	3	5	0	2	1	0	3	0	2	4	2	5	1	0	3	0	1	3	3	0					
		0.29%	1.09%	0.0%	0.29%	0.0%	0.0%	0.48%	0.39%	0.41%	0.18%	0.55%	0.0%	0.0%	0.79%	0.78%	0.0%	0.60%	0.60%	0.0%	0.36%	0.79%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.70%	0.0%	0.43%	0.31%	0.29%	0.0%	0.20%	0.07%	0.0%	0.82%	0.0%	0.49%	0.54%	0.40%	0.59%	0.15%	0.0%	0.34%	0.0%	0.60%	0.45%	1.64%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	61	2	0	0	0	0	2	0	1	2	1	2	0	2	2	0	1	3	0	0	0	5	1	3	0	0	0	2	0	0	1	4	3	3	3	2	1	2	1	0	1	2	1	1	0	2	3	1	1	0	0	0					
		0.21%	0.31%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.41%	0.37%	0.13%	0.24%	0.0%	0.39%	0.52%	0.0%	0.30%	1.81%	0.0%	0.0%	0.0%	0.66%	0.08%	0.59%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.47%	0.57%	0.31%	0.17%	0.38%	0.20%	0.07%	0.48%	0.27%	0.0%	0.24%	0.27%	0.20%	0.11%	0.0%	0.36%	0.34%	0.10%	0.60%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	88	1	0	1	0	0	3	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	6	9	29	3	6	7	0	0	1	0	1	1	0	0	2	5	1	0	0	1	2					
		0.31%	0.15%	0.0%	0.29%	0.0%	0.0%	0.24%	0.0%	0.41%	0.18%	0.13%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.13%	0.0%	0.19%	0.54%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.86%	0.93%	1.69%	0.38%	0.62%	0.49%	0.0%	0.0%	0.18%	0.0%	0.13%	0.20%	0.0%	0.0%	0.36%	0.57%	0.10%	0.0%	0.0%	0.54%	0.45%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1499	35	18	11	1	2	61	25	33	46	35	37	14	29	11	16	13	7	4	52	59	55	59	17	3	6	25	17	21	12	11	21	27	45	56	58	131	17	21	37	28	34	23	60	38	19	58	39	8	21	3	20					
		5.33%	5.48%	2.70%	3.22%	0.99%	1.47%	4.95%	9.76%	13.69%	8.66%	4.88%	4.49%	7.44%	5.74%	2.87%	8.29%	3.91%	4.24%	4.49%	6.34%	7.79%	7.28%	5.20%	3.37%	1.64%	3.92%	8.92%	4.37%	4.64%	8.45%	5.23%	3.02%	2.79%	2.62%	7.23%	6.02%	9.33%	4.15%	5.80%	6.89%	6.86%	4.65%	4.71%	7.11%	5.95%	3.50%	6.67%	3.93%	4.81%	3.20%	1.64%	4.51%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	116	0	1	1	2	0	9	0	2	1	4	3	1	0	2	0	1	0	1	3	2	4	10	3	0	1	0	0	0	0	1	2	3	11	4	5	8	0	1	2	1	3	3	0	2	0	6	6	1	3	1	2					
		0.41%	0.0%	0.15%	0.29%	1.98%	0.0%	0.73%	0.0%	0.82%	0.18%	0.55%	0.36%	0.53%	0.0%	0.52%	0.0%	0.30%	0.0%	1.12%	0.36%	0.26%	0.52%	0.88%	0.59%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.47%	0.28%	0.31%	0.64%	0.51%	0.51%	0.56%	0.0%	0.27%	0.37%	0.24%	0.41%	0.61%	0.0%	0.31%	0.0%	0.69%	0.60%	0.60%	0.45%	0.54%	0.45%					
35	"18. ""ЛДПР"""	4065	112	76	45	5	5	161	44	39	94	119	131	30	73	53	23	32	10	4	132	100	95	209	93	39	23	40	44	70	14	33	141	176	264	110	165	186	53	46	97	67	102	41	92	70	79	122	102	12	110	28	54					
		14.46%	17.55%	11.41%	13.19%	4.95%	3.67%	13.06%	17.18%	16.18%	17.70%	16.59%	15.89%	15.95%	14.45%	13.87%	11.91%	9.63%	6.06%	4.49%	16.09%	13.21%	12.58%	18.43%	18.45%	21.42%	15.03%	14.28%	11.31%	15.48%	9.85%	15.71%	20.28%	18.21%	15.39%	14.21%	17.15%	13.24%	12.95%	12.70%	18.06%	16.42%	13.95%	8.40%	10.91%	10.97%	14.57%	14.03%	10.30%	7.22%	16.79%	15.38%	12.18%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	401	12	13	0	1	5	30	3	4	7	14	23	1	7	5	1	4	0	0	8	10	9	32	7	2	5	4	7	8	3	5	10	7	7	6	8	10	2	10	7	6	9	6	10	13	12	11	21	2	11	1	2					
		1.42%	1.88%	1.95%	0.0%	0.99%	3.67%	2.43%	1.17%	1.65%	1.31%	1.95%	2.79%	0.53%	1.38%	1.30%	0.51%	1.20%	0.0%	0.0%	0.97%	1.32%	1.19%	2.82%	1.38%	1.09%	3.26%	1.42%	1.79%	1.76%	2.11%	2.38%	1.43%	0.72%	0.40%	0.77%	0.83%	0.71%	0.48%	2.76%	1.30%	1.47%	1.23%	1.22%	1.18%	2.03%	2.21%	1.26%	2.12%	1.20%	1.67%	0.54%	0.45%					
37	"20. ""Политическая партия ""Единая Россия"""	10320	222	305	167	59	84	414	42	55	166	213	251	54	141	152	41	143	88	46	290	273	252	360	183	51	35	79	122	118	35	69	284	379	638	332	422	616	169	124	158	124	268	192	343	259	257	286	417	73	308	33	128					
		36.73%	34.79%	45.79%	48.97%	58.41%	61.76%	33.60%	16.40%	22.82%	31.26%	29.70%	30.46%	28.72%	27.92%	39.79%	21.24%	43.07%	53.33%	51.68%	35.36%	36.06%	33.37%	31.74%	36.30%	28.02%	22.87%	28.21%	31.36%	26.10%	24.64%	32.85%	40.86%	39.23%	37.20%	42.89%	43.86%	43.87%	41.32%	34.25%	29.42%	30.39%	36.66%	39.34%	40.68%	40.59%	47.41%	32.91%	42.12%	43.97%	47.02%	18.13%	28.89%					
38	"21. ""Российская Конституционно-демократическая партия"""	55	1	1	1	0	0	2	0	0	0	1	3	0	1	0	0	0	1	0	1	0	5	2	2	0	3	2	1	0	0	0	2	3	6	1	3	1	0	0	0	2	1	0	3	0	0	1	2	0	0	2	1					
		0.19%	0.15%	0.15%	0.29%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.13%	0.36%	0.0%	0.19%	0.0%	0.0%	0.0%	0.60%	0.0%	0.12%	0.0%	0.66%	0.17%	0.39%	0.0%	1.96%	0.71%	0.25%	0.0%	0.0%	0.0%	0.28%	0.31%	0.34%	0.12%	0.31%	0.07%	0.0%	0.0%	0.0%	0.49%	0.13%	0.0%	0.35%	0.0%	0.0%	0.11%	0.20%	0.0%	0.0%	1.09%	0.22%					
39	"22. ""Развитие предпринимательства"""	91	1	3	0	0	0	7	1	1	1	1	2	3	3	2	0	0	0	0	3	4	5	1	0	1	0	0	2	1	0	0	3	3	4	5	2	8	0	0	1	1	4	0	0	3	1	4	6	0	3	1	0					
		0.32%	0.15%	0.45%	0.0%	0.0%	0.0%	0.56%	0.39%	0.41%	0.18%	0.13%	0.24%	1.59%	0.59%	0.52%	0.0%	0.0%	0.0%	0.0%	0.36%	0.52%	0.66%	0.08%	0.0%	0.54%	0.0%	0.0%	0.51%	0.22%	0.0%	0.0%	0.43%	0.31%	0.23%	0.64%	0.20%	0.56%	0.0%	0.0%	0.18%	0.24%	0.54%	0.0%	0.0%	0.47%	0.18%	0.46%	0.60%	0.0%	0.45%	0.54%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4499	110	112	47	10	20	214	38	59	99	145	183	34	113	48	65	69	27	15	122	136	134	177	83	27	28	59	98	82	24	26	54	52	153	72	89	152	60	67	114	66	163	105	140	125	68	166	196	35	88	53	77					
		16.01%	17.24%	16.81%	13.78%	9.90%	14.70%	17.37%	14.84%	24.48%	18.64%	20.22%	22.20%	18.08%	22.37%	12.56%	33.67%	20.78%	16.36%	16.85%	14.87%	17.96%	17.74%	15.60%	16.46%	14.83%	18.30%	21.07%	25.19%	18.14%	16.90%	12.38%	7.76%	5.38%	8.92%	9.30%	9.25%	10.82%	14.66%	18.50%	21.22%	16.17%	22.29%	21.51%	16.60%	19.59%	12.54%	19.10%	19.79%	21.08%	13.43%	29.12%	17.38%					
																																																										
41	Против всех	1451	17	28	12	2	1	66	14	10	13	34	48	8	30	14	11	23	2	2	41	22	36	75	24	6	7	15	24	41	6	7	52	96	165	64	60	91	10	9	16	14	26	17	38	19	27	28	18	3	28	9	22					
		5.16%	2.66%	4.20%	3.51%	1.98%	0.73%	5.35%	5.46%	4.14%	2.44%	4.74%	5.82%	4.25%	5.94%	3.66%	5.69%	6.92%	1.21%	2.24%	5.0%	2.90%	4.76%	6.61%	4.76%	3.29%	4.57%	5.35%	6.16%	9.07%	4.22%	3.33%	7.48%	9.93%	9.62%	8.26%	6.23%	6.48%	2.44%	2.48%	2.97%	3.43%	3.55%	3.48%	4.50%	2.97%	4.98%	3.22%	1.81%	1.80%	4.27%	4.94%	4.96%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
