7	Число избирательных бюллетеней в переносных ящиках для голосования	2558	12	12	6	18	19	19	25	25	29	17	33	49	87	25	10	22	11	5	34	24	24	14	26	20	15	30	15	18	30	10	23	23	15	42	12	18	21	23	10	8	35	54	9	36	272	12	22	21	0	21	16	19	28	123	4	17	53	14	0	38	10	41	6	7	20	18	18	0	21	22	34	29	81	27	4	13	12	15	39	10	21	22	8	9	5	65	24	26	22	47	22	58	32	20	10	23	13	21	5	5									
8	Число бюллетеней в стационарных ящиках для голосования	104710	1379	1258	1104	576	750	831	1104	1299	1332	1441	1288	870	313	1228	1544	1447	1167	1297	1237	1368	1268	1371	1229	1269	1389	1422	1576	1455	1373	1471	1626	1066	1556	1353	993	845	735	1219	721	1224	480	1690	294	755	1557	1896	1439	976	130	1155	1558	721	291	380	123	179	77	66	109	79	1218	1432	89	484	1828	1082	1138	487	897	1085	744	998	1400	1227	406	1334	914	1305	445	862	1332	1341	1095	1259	852	1518	1089	780	871	949	1589	1519	1261	1701	1145	1244	1110	1312	786	633									
9	Число недействительных избирательных бюллетеней	1214	7	16	12	12	10	12	11	14	33	16	14	12	4	17	15	14	15	18	15	13	12	15	18	11	9	9	20	15	5	15	19	11	17	10	13	8	12	18	15	15	7	19	4	11	29	24	18	12	5	10	11	3	7	8	2	2	0	1	4	4	12	9	0	7	17	9	23	5	9	16	7	10	12	13	7	11	13	14	2	10	16	26	13	6	19	19	11	9	14	14	16	16	17	19	11	12	11	14	9	8									
10	Число действительных избирательных бюллетеней	106054	1384	1254	1098	582	759	838	1118	1310	1328	1442	1307	907	396	1236	1539	1455	1163	1284	1256	1379	1280	1370	1237	1278	1395	1443	1571	1458	1398	1466	1630	1078	1554	1385	992	855	744	1224	716	1217	508	1725	299	780	1800	1884	1443	985	125	1166	1563	737	312	495	125	194	130	79	105	113	1216	1464	95	484	1831	1091	1133	482	909	1091	771	1017	1469	1241	403	1336	913	1306	482	862	1337	1337	1090	1262	838	1564	1102	797	879	982	1595	1561	1276	1702	1144	1255	1112	1319	782	630									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																															
13	Бабурин Сергей Николаевич	970	17	6	15	3	10	10	6	19	9	13	4	17	5	12	10	10	14	18	10	9	7	11	15	12	12	16	5	14	12	14	16	3	11	12	9	10	3	13	7	5	3	15	3	6	15	11	7	9	1	11	10	7	2	3	0	4	1	1	3	1	8	26	0	5	12	14	16	2	12	8	13	11	9	11	4	9	6	18	0	7	12	12	9	12	4	16	20	11	8	14	13	18	21	13	10	17	8	16	3	5									
		0.90%	1.22%	0.47%	1.35%	0.51%	1.30%	1.18%	0.53%	1.44%	0.66%	0.89%	0.30%	1.85%	1.25%	0.96%	0.64%	0.68%	1.19%	1.38%	0.79%	0.65%	0.54%	0.79%	1.20%	0.93%	0.85%	1.10%	0.31%	0.95%	0.86%	0.95%	0.97%	0.28%	0.70%	0.86%	0.90%	1.16%	0.40%	1.05%	0.96%	0.41%	0.58%	0.86%	0.99%	0.76%	0.82%	0.58%	0.48%	0.90%	0.77%	0.94%	0.64%	0.95%	0.63%	0.60%	0.00%	2.04%	0.77%	1.25%	2.75%	0.85%	0.65%	1.77%	0.00%	1.02%	0.65%	1.27%	1.38%	0.41%	1.31%	0.72%	1.67%	1.07%	0.61%	0.88%	0.98%	0.67%	0.65%	1.36%	0.00%	0.80%	0.89%	0.88%	0.82%	0.95%	0.47%	1.01%	1.80%	1.36%	0.90%	1.41%	0.81%	1.14%	1.62%	0.76%	0.87%	1.34%	0.71%	1.20%	0.38%	0.78%									
14	Грудинин Павел Николаевич	13730	188	136	136	59	92	116	121	141	140	198	179	113	48	143	211	188	123	149	132	180	163	216	163	168	166	179	200	210	195	188	195	160	236	188	105	82	66	122	82	130	49	254	29	104	209	290	174	106	18	158	243	111	46	50	14	21	14	17	18	11	177	195	5	66	261	149	146	11	120	148	99	112	191	155	59	180	106	207	47	119	195	185	135	188	141	237	158	99	114	120	177	183	166	261	203	154	135	166	122	95									
		12.80%	13.52%	10.71%	12.25%	9.93%	11.96%	13.65%	10.72%	10.65%	10.29%	13.58%	13.55%	12.30%	12.00%	11.41%	13.58%	12.80%	10.44%	11.44%	10.39%	12.93%	12.62%	15.60%	12.99%	13.03%	11.82%	12.33%	12.57%	14.26%	13.90%	12.69%	11.83%	14.69%	15.02%	13.48%	10.45%	9.50%	8.73%	9.82%	11.22%	10.55%	9.51%	14.56%	9.57%	13.15%	11.43%	15.20%	11.91%	10.63%	13.85%	13.44%	15.44%	15.00%	14.42%	9.94%	11.02%	10.71%	10.77%	21.25%	16.51%	9.40%	14.41%	13.24%	5.26%	13.44%	14.12%	13.55%	12.63%	2.26%	13.07%	13.37%	12.72%	10.91%	12.90%	12.36%	14.39%	13.36%	11.45%	15.68%	9.71%	13.65%	14.41%	13.57%	12.24%	14.83%	16.45%	14.97%	14.20%	12.28%	12.77%	12.05%	10.99%	11.60%	12.84%	15.17%	17.58%	12.15%	12.02%	12.45%	15.42%	14.89%									
15	Жириновский Владимир Вольфович	9565	137	126	98	51	53	73	115	131	136	137	117	81	43	116	111	122	132	108	117	131	121	117	105	117	140	155	121	127	129	119	140	104	124	77	149	93	95	155	84	113	57	166	26	42	184	201	117	78	23	115	138	59	25	50	14	19	14	1	15	13	134	90	22	42	145	67	91	144	84	94	60	70	134	73	43	109	91	89	67	76	115	106	88	131	74	101	89	59	84	78	151	149	99	92	104	112	98	103	72	58									
		8.92%	9.85%	9.92%	8.83%	8.59%	6.89%	8.59%	10.19%	9.89%	9.99%	9.40%	8.86%	8.81%	10.75%	9.26%	7.14%	8.30%	11.21%	8.29%	9.21%	9.41%	9.37%	8.45%	8.37%	9.08%	9.97%	10.67%	7.61%	8.62%	9.19%	8.04%	8.49%	9.55%	7.89%	5.52%	14.83%	10.78%	12.57%	12.48%	11.49%	9.17%	11.07%	9.52%	8.58%	5.31%	10.06%	10.53%	8.01%	7.82%	17.69%	9.78%	8.77%	7.97%	7.84%	9.94%	11.02%	9.69%	10.77%	1.25%	13.76%	11.11%	10.91%	6.11%	23.16%	8.55%	7.85%	6.09%	7.87%	29.57%	9.15%	8.49%	7.71%	6.82%	9.05%	5.82%	10.49%	8.09%	9.83%	6.74%	13.84%	8.72%	8.50%	7.78%	7.98%	10.33%	8.63%	6.38%	7.99%	7.32%	9.41%	7.83%	9.37%	9.45%	7.66%	5.35%	9.00%	8.84%	8.73%	7.73%	9.10%	9.09%									
16	Путин Владимир Владимирович	74628	957	910	783	436	542	594	805	943	972	987	933	643	278	875	1111	1022	821	913	919	956	895	926	881	894	981	978	1133	983	966	1056	1170	737	1058	975	691	637	540	887	505	900	381	1222	234	588	1289	1245	1030	728	77	811	1081	508	226	370	92	138	100	58	64	84	827	1060	66	324	1274	774	796	288	627	769	545	743	1031	908	278	963	660	880	348	594	929	948	773	832	557	1095	759	553	605	709	1136	1101	884	1183	758	904	785	920	516	407									
		69.57%	68.80%	71.65%	70.54%	73.40%	70.48%	69.88%	71.30%	71.22%	71.42%	67.70%	70.63%	69.97%	69.50%	69.83%	71.49%	69.57%	69.69%	70.12%	72.31%	68.68%	69.27%	66.86%	70.20%	69.36%	69.87%	67.36%	71.21%	66.73%	68.85%	71.30%	70.95%	67.68%	67.35%	69.89%	68.76%	73.81%	71.43%	71.42%	69.08%	73.05%	73.98%	70.07%	77.23%	74.34%	70.48%	65.25%	70.50%	73.02%	59.23%	68.96%	68.68%	68.65%	70.85%	73.56%	72.44%	70.41%	76.92%	72.50%	58.72%	71.79%	67.35%	71.96%	69.47%	65.99%	68.94%	70.36%	68.86%	59.14%	68.30%	69.47%	70.05%	72.35%	69.62%	72.41%	67.80%	71.49%	71.27%	66.67%	71.90%	68.12%	68.66%	69.55%	70.08%	65.62%	64.99%	69.17%	68.19%	68.61%	67.75%	71.18%	70.52%	69.82%	68.37%	68.74%	65.63%	71.35%	69.90%	69.02%	65.23%	63.79%									
17	Собчак Ксения Анатольевна	2781	31	31	20	18	26	14	33	27	31	40	29	22	8	30	36	42	28	39	27	37	32	35	29	30	29	41	42	61	39	37	42	30	64	49	17	10	13	15	17	27	7	32	2	13	54	46	45	19	2	24	38	15	4	9	0	7	0	1	1	1	30	34	0	16	61	33	32	25	32	30	24	25	42	31	9	27	18	40	8	25	34	23	27	34	25	48	27	35	29	29	47	35	28	58	30	28	40	53	36	25									
		2.59%	2.23%	2.44%	1.80%	3.03%	3.38%	1.65%	2.92%	2.04%	2.28%	2.74%	2.20%	2.39%	2.00%	2.39%	2.32%	2.86%	2.38%	2.99%	2.12%	2.66%	2.48%	2.53%	2.31%	2.33%	2.07%	2.82%	2.64%	4.14%	2.78%	2.50%	2.55%	2.75%	4.07%	3.51%	1.69%	1.16%	1.72%	1.21%	2.33%	2.19%	1.36%	1.83%	0.66%	1.64%	2.95%	2.41%	3.08%	1.91%	1.54%	2.04%	2.41%	2.03%	1.25%	1.79%	0.00%	3.57%	0.00%	1.25%	0.92%	0.85%	2.44%	2.31%	0.00%	3.26%	3.30%	3.00%	2.77%	5.13%	3.49%	2.71%	3.08%	2.43%	2.84%	2.47%	2.20%	2.00%	1.94%	3.03%	1.65%	2.87%	2.51%	1.69%	2.45%	2.68%	2.92%	3.03%	2.43%	4.34%	3.25%	2.91%	2.92%	2.22%	2.17%	3.37%	2.60%	2.21%	3.56%	3.98%	4.55%	3.92%									
18	Сурайкин Максим Александрович	1015	13	8	11	7	9	9	15	9	6	13	10	7	4	26	14	10	15	14	13	12	19	15	8	16	24	19	12	11	12	10	19	9	16	13	6	6	9	12	6	12	5	10	3	9	13	12	11	6	2	15	11	10	4	6	1	2	0	0	4	1	6	16	0	8	15	10	13	3	3	9	4	16	17	17	6	9	9	9	4	10	12	18	10	10	8	14	16	7	9	6	12	22	20	8	9	8	9	13	6	10									
		0.95%	0.93%	0.63%	0.99%	1.18%	1.17%	1.06%	1.33%	0.68%	0.44%	0.89%	0.76%	0.76%	1.00%	2.08%	0.90%	0.68%	1.27%	1.08%	1.02%	0.86%	1.47%	1.08%	0.64%	1.24%	1.71%	1.31%	0.75%	0.75%	0.86%	0.68%	1.15%	0.83%	1.02%	0.93%	0.60%	0.70%	1.19%	0.97%	0.82%	0.97%	0.97%	0.57%	0.99%	1.14%	0.71%	0.63%	0.75%	0.60%	1.54%	1.28%	0.70%	1.35%	1.25%	1.19%	0.79%	1.02%	0.00%	0.00%	3.67%	0.85%	0.49%	1.09%	0.00%	1.63%	0.81%	0.91%	1.12%	0.62%	0.33%	0.81%	0.51%	1.56%	1.15%	1.36%	1.46%	0.67%	0.97%	0.68%	0.83%	1.15%	0.89%	1.32%	0.91%	0.79%	0.93%	0.88%	1.44%	0.87%	1.01%	0.60%	0.74%	1.40%	1.55%	0.46%	0.78%	0.63%	0.80%	0.98%	0.76%	1.57%									
19	Титов Борис Юрьевич	1464	18	15	15	1	11	14	11	15	17	26	10	10	6	13	20	28	15	22	17	27	14	20	18	22	20	27	32	24	12	19	25	13	22	28	10	11	9	10	7	11	5	16	0	5	16	34	23	8	1	16	18	14	4	4	3	0	0	0	0	1	14	21	1	7	32	28	16	6	17	11	5	15	14	27	1	19	6	31	7	14	16	16	18	13	10	21	17	13	6	10	14	22	22	38	12	16	16	24	17	18									
		1.36%	1.29%	1.18%	1.35%	0.17%	1.43%	1.65%	0.97%	1.13%	1.25%	1.78%	0.76%	1.09%	1.50%	1.04%	1.29%	1.91%	1.27%	1.69%	1.34%	1.94%	1.08%	1.44%	1.43%	1.71%	1.42%	1.86%	2.01%	1.63%	0.86%	1.28%	1.52%	1.19%	1.40%	2.01%	0.99%	1.27%	1.19%	0.81%	0.96%	0.89%	0.97%	0.92%	0.00%	0.63%	0.87%	1.78%	1.57%	0.80%	0.77%	1.36%	1.14%	1.89%	1.25%	0.80%	2.36%	0.00%	0.00%	0.00%	0.00%	0.85%	1.14%	1.43%	1.05%	1.43%	1.73%	2.55%	1.38%	1.23%	1.85%	0.99%	0.64%	1.46%	0.95%	2.15%	0.24%	1.41%	0.65%	2.35%	1.45%	1.61%	1.18%	1.17%	1.63%	1.03%	1.17%	1.33%	1.53%	1.61%	0.67%	1.00%	0.87%	1.40%	1.70%	2.21%	1.04%	1.26%	1.42%	1.80%	2.15%	2.82%									
20	Явлинский Григорий Алексеевич	1901	23	22	20	7	16	8	12	25	17	28	25	14	4	21	26	33	15	21	21	27	29	30	18	19	23	28	26	28	33	23	23	22	23	43	5	6	9	10	8	19	1	10	2	13	20	45	36	31	1	16	24	13	1	3	1	3	1	1	0	1	20	22	1	16	31	16	23	3	14	22	21	25	31	19	3	20	17	32	1	17	24	29	30	42	19	32	16	20	24	16	45	31	36	49	18	16	21	24	10	12									
		1.77%	1.65%	1.73%	1.80%	1.18%	2.08%	0.94%	1.06%	1.89%	1.25%	1.92%	1.89%	1.52%	1.00%	1.68%	1.67%	2.25%	1.27%	1.61%	1.65%	1.94%	2.24%	2.17%	1.43%	1.47%	1.64%	1.93%	1.63%	1.90%	2.35%	1.55%	1.39%	2.02%	1.46%	3.08%	0.50%	0.70%	1.19%	0.81%	1.09%	1.54%	0.19%	0.57%	0.66%	1.64%	1.09%	2.36%	2.46%	3.11%	0.77%	1.36%	1.52%	1.76%	0.31%	0.60%	0.79%	1.53%	0.77%	1.25%	0.00%	0.85%	1.63%	1.49%	1.05%	3.26%	1.68%	1.45%	1.99%	0.62%	1.53%	1.99%	2.70%	2.43%	2.09%	1.52%	0.73%	1.48%	1.84%	2.42%	0.21%	1.95%	1.77%	2.13%	2.72%	3.31%	2.22%	2.02%	1.44%	2.48%	2.69%	1.61%	2.79%	1.97%	2.78%	2.85%	1.56%	1.26%	1.87%	1.80%	1.26%	1.88%									
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
