7	Число избирательных бюллетеней в переносных ящиках для голосования	3564	43	13	61	182	5	14	0	0	0	29	0	12	65	13	21	58	69	0	87	42	112	44	56	58	10	21	28	12	65	14	25	44	48	32	0	21	44	34	27	57	50	60	38	26	14	52	32	33	12	59	28	25	18	21	18	37	40	51	44	14	34	37	50	17	4	32	28	27	40	28	67	24	37	23	12	39	11	32	24	23	31	81	21	30	45	63	23	29	17	32	99	71	10	64	188	33					
8	Число бюллетеней в стационарных ящиках для голосования	97582	818	694	284	698	275	547	305	130	151	197	191	1242	1045	518	1126	1187	1305	334	1200	1279	1198	978	1341	1167	462	602	758	1264	632	534	1218	1231	1049	1305	1191	1257	1072	1039	1028	1133	1641	1539	943	1198	1218	1288	803	1359	1087	1442	1312	1470	1465	690	904	1054	1376	1203	1278	710	1375	636	176	1268	1365	1393	1275	1470	1454	1300	1466	1263	1461	1109	1469	1263	841	1454	1250	1394	1312	1298	1485	1222	863	954	814	1248	881	1208	574	1365	350	653	475	233					
9	Число недействительных избирательных бюллетеней	1302	20	7	6	10	2	10	3	4	0	4	2	13	29	13	19	25	22	1	5	26	22	25	4	11	11	15	8	32	5	12	20	4	20	19	30	10	10	24	24	15	36	32	9	23	26	8	13	24	15	18	23	21	28	12	14	11	22	14	6	8	19	10	3	9	28	5	4	5	4	28	6	4	22	6	18	5	8	4	16	15	3	18	12	21	7	15	13	4	11	13	8	11	17	9	10	6					
10	Число действительных избирательных бюллетеней	99844	841	700	339	870	278	551	302	126	151	222	189	1241	1081	518	1128	1220	1352	333	1282	1295	1288	997	1393	1214	461	608	778	1244	692	536	1223	1271	1077	1318	1161	1268	1106	1049	1031	1175	1655	1567	972	1201	1206	1332	822	1368	1084	1483	1317	1474	1455	699	908	1080	1394	1240	1316	716	1390	663	223	1276	1341	1420	1299	1492	1490	1300	1527	1283	1476	1126	1463	1297	844	1482	1258	1402	1340	1361	1494	1231	901	1002	824	1273	887	1227	665	1425	343	708	653	260					
11	Число полученных открепительных  удостоверений	3107	75	35	0	0	0	0	0	0	0	0	0	35	60	25	25	40	50	0	100	35	35	25	45	35	30	25	30	45	30	30	35	36	35	35	110	30	30	25	30	40	30	35	30	35	30	35	30	35	30	35	45	35	40	25	25	30	35	30	35	30	35	30	5	40	40	45	35	55	55	35	41	50	45	35	40	45	25	35	35	35	35	35	35	40	30	30	30	35	20	35	25	40	10	25	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2419	53	18	0	0	0	0	0	0	0	0	0	34	59	19	16	29	44	0	94	35	26	20	42	34	11	10	11	36	30	12	20	32	21	26	82	29	23	19	17	34	28	34	15	35	22	29	20	35	18	26	40	33	35	11	22	24	23	21	35	12	29	15	2	34	35	43	28	50	45	35	41	36	30	26	36	41	25	26	30	21	22	26	32	32	17	17	18	15	10	32	19	21	10	20	46	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3949	44	43	31	164	66	32	47	13	9	71	28	14	16	27	32	57	30	199	6	24	28	39	17	86	13	38	47	34	12	16	32	92	35	73	115	31	110	26	38	25	37	39	19	26	59	36	18	35	19	288	35	102	30	15	34	46	35	38	26	46	29	17	24	22	31	52	31	36	76	39	29	65	45	30	39	56	58	7	14	30	40	30	41	32	29	28	13	19	20	43	5	27	18	14	7	10					
14	Число неиспользованных открепительных удостоверений	688	22	17	0	0	0	0	0	0	0	0	0	1	1	6	9	11	6	0	6	0	9	5	3	1	19	15	19	9	0	18	15	4	14	9	28	1	7	6	13	6	2	1	15	0	8	6	10	0	12	9	5	2	5	14	3	6	12	9	0	18	6	15	3	6	5	2	7	5	10	0	0	14	15	9	4	4	0	9	5	14	13	9	3	8	13	13	12	20	10	3	6	19	0	5	4	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	375	5	2	0	0	0	0	0	0	0	0	0	4	4	2	2	3	5	0	6	6	4	5	6	10	1	5	4	2	5	4	7	7	10	4	3	5	7	3	2	6	3	7	1	7	8	6	3	12	5	5	4	2	8	3	2	5	2	4	3	3	5	3	2	9	5	9	1	10	4	8	5	9	4	4	7	2	2	5	3	8	3	4	7	6	3	0	0	2	1	2	0	6	0	3	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																							
18	Богданов Андрей Владимирович	1691	45	26	7	7	7	8	3	1	2	5	3	34	21	16	15	31	41	2	6	23	27	26	6	32	13	15	13	14	7	13	26	6	20	25	48	26	33	24	6	16	33	37	20	23	23	5	21	26	15	27	26	29	34	11	30	25	33	33	4	15	26	13	5	8	34	7	4	5	6	36	7	7	18	6	35	6	20	7	20	35	5	14	29	26	14	18	16	4	15	24	6	5	5	18	10	8					
		1.67%	5.23%	3.68%	2.03%	0.80%	2.50%	1.43%	0.98%	0.77%	1.32%	2.21%	1.57%	2.71%	1.89%	3.01%	1.31%	2.49%	2.98%	0.60%	0.47%	1.74%	2.06%	2.54%	0.43%	2.61%	2.75%	2.41%	1.65%	1.10%	1.00%	2.37%	2.09%	0.47%	1.82%	1.87%	4.03%	2.03%	2.96%	2.24%	0.57%	1.34%	1.95%	2.31%	2.04%	1.88%	1.87%	0.37%	2.51%	1.87%	1.36%	1.80%	1.94%	1.94%	2.29%	1.55%	3.25%	2.29%	2.33%	2.63%	0.30%	2.07%	1.85%	1.93%	2.21%	0.62%	2.48%	0.49%	0.31%	0.33%	0.40%	2.71%	0.46%	0.54%	1.20%	0.53%	2.36%	0.46%	2.35%	0.47%	1.57%	2.47%	0.37%	1.02%	1.93%	2.08%	1.54%	1.77%	1.91%	0.31%	1.67%	1.94%	0.89%	0.35%	1.39%	2.51%	1.51%	3.01%					
19	Жириновский Владимир Вольфович	11301	109	110	22	51	19	28	17	3	24	20	4	181	153	57	158	138	164	14	58	154	131	111	59	179	96	115	158	216	141	91	156	48	160	194	175	158	86	116	105	153	244	202	111	159	161	54	107	160	148	215	253	221	229	112	135	162	203	185	51	117	174	98	37	59	189	61	58	60	58	165	61	56	222	47	210	64	120	77	202	210	58	154	76	158	140	131	116	64	144	191	90	82	35	109	120	44					
		11.17%	12.66%	15.56%	6.38%	5.80%	6.79%	4.99%	5.57%	2.31%	15.89%	8.85%	2.09%	14.43%	13.78%	10.73%	13.78%	11.08%	11.94%	4.19%	4.51%	11.66%	10.00%	10.86%	4.22%	14.61%	20.34%	18.46%	20.10%	16.93%	20.23%	16.61%	12.55%	3.76%	14.59%	14.51%	14.69%	12.36%	7.71%	10.81%	9.95%	12.86%	14.43%	12.63%	11.31%	12.99%	13.07%	4.03%	12.81%	11.49%	13.47%	14.32%	18.88%	14.78%	15.44%	15.75%	14.64%	14.85%	14.34%	14.75%	3.86%	16.16%	12.35%	14.56%	16.37%	4.59%	13.81%	4.28%	4.45%	4.01%	3.88%	12.42%	3.98%	4.35%	14.82%	4.15%	14.18%	4.92%	14.08%	5.18%	15.86%	14.82%	4.32%	11.17%	5.05%	12.62%	15.42%	12.88%	13.86%	5.01%	16.04%	15.40%	13.37%	5.71%	9.72%	15.20%	18.10%	16.54%					
20	Зюганов Геннадий Андреевич	20527	106	128	32	155	101	43	27	12	32	38	11	274	213	153	168	291	370	9	349	312	313	263	370	291	72	87	115	254	88	88	274	324	209	288	104	227	225	304	146	271	383	400	234	210	298	323	150	303	238	326	235	299	296	165	205	222	294	243	311	158	352	152	23	329	239	307	349	353	334	297	291	280	281	268	293	276	120	280	264	317	353	215	148	311	137	199	172	268	186	204	86	88	83	114	105	23					
		20.29%	12.31%	18.10%	9.28%	17.61%	36.07%	7.66%	8.85%	9.23%	21.19%	16.81%	5.76%	21.85%	19.19%	28.81%	14.65%	23.37%	26.93%	2.69%	27.12%	23.62%	23.89%	25.73%	26.49%	23.76%	15.25%	13.96%	14.63%	19.91%	12.63%	16.06%	22.04%	25.41%	19.05%	21.54%	8.73%	17.76%	20.16%	28.33%	13.84%	22.77%	22.65%	25.02%	23.85%	17.16%	24.19%	24.10%	17.96%	21.77%	21.66%	21.72%	17.54%	20.00%	19.96%	23.21%	22.23%	20.35%	20.76%	19.38%	23.52%	21.82%	24.98%	22.59%	10.18%	25.60%	17.46%	21.54%	26.78%	23.58%	22.36%	22.36%	18.98%	21.76%	18.76%	23.67%	19.78%	21.20%	14.08%	18.84%	20.72%	22.37%	26.28%	15.59%	9.83%	24.84%	15.09%	19.57%	20.55%	20.99%	20.71%	16.45%	12.78%	6.13%	23.06%	15.90%	15.84%	8.65%					
21	Медведев Дмитрий Анатольевич	66325	581	436	278	657	151	472	255	110	93	159	171	752	694	292	787	760	777	308	869	806	817	597	958	712	280	391	492	760	456	344	767	893	688	811	834	857	762	605	774	735	995	928	607	809	724	950	544	879	683	915	803	925	896	411	538	671	864	779	950	426	838	400	158	880	879	1045	888	1074	1092	802	1168	940	955	805	925	951	584	1118	772	840	924	978	1241	736	610	654	520	937	542	808	483	1250	220	467	418	185					
		65.57%	67.48%	61.67%	80.58%	74.66%	53.93%	84.14%	83.61%	84.62%	61.59%	70.35%	89.53%	59.97%	62.52%	54.99%	68.61%	61.04%	56.55%	92.22%	67.52%	61.01%	62.37%	58.41%	68.58%	58.12%	59.32%	62.76%	62.60%	59.56%	65.42%	62.77%	61.71%	70.04%	62.72%	60.66%	70.03%	67.06%	68.28%	56.38%	73.36%	61.76%	58.84%	58.04%	61.88%	66.09%	58.77%	70.90%	65.15%	63.15%	62.15%	60.96%	59.93%	61.87%	60.42%	57.81%	58.35%	61.50%	61.02%	62.12%	71.86%	58.84%	59.47%	59.44%	69.91%	68.48%	64.21%	73.33%	68.15%	71.74%	73.09%	60.39%	76.19%	73.04%	63.75%	71.11%	62.46%	73.04%	68.54%	75.24%	60.60%	59.28%	68.80%	70.92%	82.40%	58.79%	67.18%	64.31%	62.13%	73.38%	60.36%	65.16%	71.77%	87.05%	61.11%	65.13%	63.05%	69.55%					
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
