7	Число избирательных бюллетеней в переносных ящиках для голосования	2416	0	25	36	6	41	125	5	28	52	6	2	26	0	17	35	8	41	33	0	30	28	29	34	49	36	21	23	21	19	11	11	23	30	22	34	0	21	20	36	29	40	29	40	35	19	14	26	24	20	7	41	15	23	6	23	8	18	20	30	28	12	42	29	17	16	11	23	20	13	24	17	28	19	18	20	27	33	7	17	22	23	18	22	15	31	24	39	22	30	35	8	44	43	13	42	93	20									
8	Число бюллетеней в стационарных ящиках для голосования	104465	204	1294	1307	618	178	261	178	198	65	43	117	86	77	1411	1307	1144	1202	1369	556	1255	1372	1188	1029	1626	1202	446	1234	1206	1361	591	789	1353	1527	1026	1409	837	1357	1039	1048	997	1066	1697	1600	1043	1635	1334	1500	783	1358	1112	1065	1245	1426	978	674	889	1026	1444	1326	1709	904	1477	742	164	1553	1532	1667	1484	1746	1697	1285	1734	1496	1337	1435	1524	1560	1404	1345	1244	1457	1461	1519	1461	1518	810	859	695	1355	914	1150	523	1305	326	679	563	123									
9	Число недействительных избирательных бюллетеней	1474	3	16	26	8	3	4	7	1	0	0	0	1	1	11	22	7	12	22	12	19	19	16	10	16	10	7	16	17	19	10	13	9	30	10	17	8	12	12	13	18	7	31	20	13	33	21	21	9	24	23	10	69	20	13	6	15	15	26	24	25	16	24	15	4	29	23	12	15	27	22	22	20	16	19	27	20	22	13	21	16	14	9	15	9	21	14	11	10	15	13	16	3	20	8	17	14	0									
10	Число действительных избирательных бюллетеней	105407	201	1303	1317	616	216	382	176	225	117	49	119	111	76	1417	1320	1145	1231	1380	544	1266	1381	1201	1053	1659	1228	460	1241	1210	1361	592	787	1367	1527	1038	1426	829	1366	1047	1071	1008	1099	1695	1620	1065	1621	1327	1505	798	1354	1096	1096	1191	1429	971	691	882	1029	1438	1332	1712	900	1495	756	177	1540	1520	1678	1489	1732	1699	1280	1742	1499	1336	1428	1531	1571	1398	1341	1250	1466	1470	1526	1467	1528	820	887	707	1370	936	1142	564	1328	331	704	642	143									
11	Число полученных открепительных  удостоверений	3755	0	45	200	25	0	0	0	0	0	0	0	0	0	45	55	35	35	45	0	45	45	45	35	50	45	25	45	45	55	35	25	45	50	45	50	140	45	35	35	35	35	50	50	35	50	45	50	25	45	35	45	45	60	45	25	25	35	45	45	50	35	45	25	10	50	50	50	45	50	50	45	50	65	45	45	45	50	45	45	35	45	45	50	45	45	35	35	25	45	35	35	20	45	10	25	35	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2631	0	36	200	19	0	0	0	0	0	0	0	0	0	34	43	27	31	26	0	42	40	33	19	39	21	14	35	33	46	19	21	37	44	33	29	119	29	16	25	24	18	28	34	20	37	26	35	17	26	17	20	36	49	34	18	19	22	31	25	26	10	22	15	2	38	31	31	28	50	43	28	34	62	15	32	23	36	28	24	26	29	29	42	32	29	8	11	14	19	16	27	15	40	10	25	35	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3342	204	22	57	17	30	50	35	13	24	2	10	14	21	34	36	40	29	38	261	61	14	39	41	36	30	16	37	42	38	14	37	59	93	26	43	58	38	48	34	38	28	28	46	16	25	36	30	21	41	14	29	27	50	28	23	26	41	36	18	9	61	20	17	11	32	35	37	26	33	27	29	55	51	16	20	47	30	52	15	17	33	37	32	19	31	22	15	11	17	16	13	7	28	34	13	21	11									
14	Число неиспользованных открепительных удостоверений	1124	0	9	0	6	0	0	0	0	0	0	0	0	0	11	12	8	4	19	0	3	5	12	16	11	24	11	10	12	9	16	4	8	6	12	21	21	16	19	10	11	17	22	16	15	13	19	15	8	19	18	25	9	11	11	7	6	13	14	20	24	25	23	10	8	12	19	19	17	0	7	17	16	3	30	13	22	14	17	21	9	16	16	8	13	16	27	24	11	26	19	8	5	5	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	77	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	1	0	1	0	0	0	0	1	0	2	2	4	4	0	0	0	0	0	4	0	1	1	1	0	0	4	1	2	0	0	3	2	1	0	1	1	1	0	3	0	0	1	0	3	3	2	0	3	0	0	1	2	1	0	1	1	0	1	2	0	0	0	2	2	0	1	0	0	0	1	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																												
19	Жириновский Владимир Вольфович	7830	21	95	108	47	8	31	9	13	5	1	10	9	7	96	81	92	77	76	93	90	84	70	56	94	92	59	111	110	89	76	59	114	103	78	89	126	84	76	62	62	79	122	110	58	98	81	113	67	83	66	82	102	96	72	40	67	64	105	99	121	99	105	44	20	132	104	118	102	131	122	91	160	115	84	116	114	125	106	113	75	108	138	99	107	85	88	70	71	122	69	86	56	113	22	57	55	20									
		7.33%	10.29%	7.20%	8.04%	7.53%	3.65%	8.03%	4.92%	5.75%	4.27%	2.04%	8.40%	8.04%	9.09%	6.72%	6.04%	7.99%	6.19%	5.42%	16.73%	7.00%	6.00%	5.75%	5.27%	5.61%	7.43%	12.63%	8.83%	8.96%	6.45%	12.62%	7.38%	8.28%	6.62%	7.44%	6.17%	15.05%	6.10%	7.18%	5.72%	6.04%	7.14%	7.07%	6.71%	5.38%	5.93%	6.01%	7.40%	8.30%	6.02%	5.90%	7.41%	8.10%	6.63%	7.32%	5.74%	7.47%	6.13%	7.17%	7.30%	6.97%	10.81%	6.91%	5.71%	11.05%	8.41%	6.74%	6.98%	6.78%	7.45%	7.09%	6.99%	9.08%	7.59%	6.20%	7.97%	7.35%	7.85%	7.51%	8.30%	5.92%	7.30%	9.33%	6.42%	7.25%	5.49%	10.55%	7.80%	9.90%	8.81%	7.27%	7.43%	9.88%	8.38%	6.49%	7.91%	8.38%	13.99%									
20	Зюганов Геннадий Андреевич	19063	31	226	194	101	40	73	52	40	22	8	26	21	11	244	289	185	241	295	24	267	262	229	228	336	239	82	160	173	224	67	132	255	300	204	263	130	223	178	234	201	203	308	293	212	277	289	301	135	253	198	209	198	259	207	129	175	196	270	230	324	167	332	142	8	294	212	304	301	274	298	253	342	261	225	256	290	268	202	258	220	296	317	247	277	314	120	159	120	247	162	188	80	177	64	92	97	23									
		17.84%	15.20%	17.13%	14.45%	16.19%	18.26%	18.91%	28.42%	17.70%	18.80%	16.33%	21.85%	18.75%	14.29%	17.09%	21.54%	16.06%	19.39%	21.04%	4.32%	20.78%	18.71%	18.82%	21.45%	20.06%	19.31%	17.56%	12.73%	14.10%	16.23%	11.13%	16.50%	18.53%	19.27%	19.47%	18.23%	15.53%	16.18%	16.81%	21.59%	19.59%	18.35%	17.84%	17.87%	19.67%	16.75%	21.44%	19.72%	16.73%	18.36%	17.69%	18.90%	15.71%	17.87%	21.04%	18.51%	19.51%	18.77%	18.44%	16.96%	18.65%	18.23%	21.86%	18.42%	4.42%	18.74%	13.74%	17.99%	20.01%	15.58%	17.32%	19.43%	19.41%	17.23%	16.61%	17.59%	18.70%	16.82%	14.32%	18.94%	17.38%	20.00%	21.43%	16.03%	18.77%	20.27%	14.39%	17.71%	16.74%	17.83%	17.07%	16.23%	14.11%	13.13%	18.88%	12.76%	14.79%	16.08%									
21	Миронов Сергей Михайлович	5268	11	83	74	37	13	22	11	13	8	1	5	9	2	69	76	54	77	76	8	89	71	76	73	99	73	26	45	43	69	25	54	68	84	48	70	45	49	54	56	48	46	68	86	51	72	73	94	44	76	51	58	56	83	54	37	43	60	79	65	86	45	80	36	7	83	68	81	67	89	107	65	79	76	70	73	70	72	71	63	59	77	65	68	64	68	24	39	20	52	27	58	17	46	14	38	26	8									
		4.93%	5.39%	6.29%	5.51%	5.93%	5.94%	5.70%	6.01%	5.75%	6.84%	2.04%	4.20%	8.04%	2.60%	4.83%	5.66%	4.69%	6.19%	5.42%	1.44%	6.93%	5.07%	6.24%	6.87%	5.91%	5.90%	5.57%	3.58%	3.50%	5.00%	4.15%	6.75%	4.94%	5.39%	4.58%	4.85%	5.38%	3.56%	5.10%	5.17%	4.68%	4.16%	3.94%	5.24%	4.73%	4.35%	5.42%	6.16%	5.45%	5.52%	4.56%	5.24%	4.44%	5.73%	5.49%	5.31%	4.79%	5.75%	5.40%	4.79%	4.95%	4.91%	5.27%	4.67%	3.87%	5.29%	4.41%	4.79%	4.45%	5.06%	6.22%	4.99%	4.48%	5.02%	5.17%	5.02%	4.51%	4.52%	5.03%	4.63%	4.66%	5.20%	4.39%	4.41%	4.34%	4.39%	2.88%	4.34%	2.79%	3.75%	2.85%	5.01%	2.99%	3.41%	4.13%	5.27%	3.96%	5.59%									
22	Прохоров Михаил Дмитриевич	14615	28	218	262	80	12	29	9	21	13	2	14	12	11	173	224	167	205	240	22	158	193	188	153	253	173	55	169	176	199	56	151	186	239	133	262	138	295	155	129	139	178	228	219	146	277	190	194	95	180	129	137	152	195	123	80	115	109	178	166	236	105	160	81	33	219	274	217	187	274	225	188	224	221	187	171	187	228	212	204	164	204	176	257	256	333	64	70	53	114	97	145	44	182	24	90	63	13									
		13.67%	13.73%	16.53%	19.51%	12.82%	5.48%	7.51%	4.92%	9.29%	11.11%	4.08%	11.76%	10.71%	14.29%	12.11%	16.69%	14.50%	16.49%	17.12%	3.96%	12.30%	13.79%	15.45%	14.39%	15.10%	13.97%	11.78%	13.44%	14.34%	14.42%	9.30%	18.88%	13.52%	15.35%	12.69%	18.16%	16.49%	21.41%	14.64%	11.90%	13.55%	16.09%	13.21%	13.35%	13.54%	16.75%	14.09%	12.71%	11.77%	13.06%	11.53%	12.39%	12.06%	13.46%	12.50%	11.48%	12.82%	10.44%	12.16%	12.24%	13.59%	11.46%	10.53%	10.51%	18.23%	13.96%	17.76%	12.84%	12.43%	15.58%	13.07%	14.44%	12.71%	14.59%	13.80%	11.75%	12.06%	14.31%	15.02%	14.98%	12.95%	13.78%	11.90%	16.68%	17.34%	21.50%	7.67%	7.80%	7.39%	8.23%	10.22%	12.52%	7.76%	13.50%	7.08%	12.48%	9.60%	9.09%									
23	Путин Владимир Владимирович	58631	110	681	679	351	143	227	95	138	69	37	64	60	45	835	650	647	631	693	397	662	771	638	543	877	651	238	756	708	780	368	391	744	801	575	742	390	715	584	590	558	593	969	912	598	897	694	803	457	762	652	610	683	796	515	405	482	600	806	772	945	484	818	453	109	812	862	958	832	964	947	683	937	826	770	812	870	878	807	703	732	781	774	855	763	728	524	549	443	835	581	665	367	810	207	427	401	79									
		54.86%	53.92%	51.63%	50.56%	56.25%	65.30%	58.81%	51.91%	61.06%	58.97%	75.51%	53.78%	53.57%	58.44%	58.47%	48.44%	56.16%	50.76%	49.43%	71.40%	51.52%	55.07%	52.42%	51.08%	52.36%	52.58%	50.96%	60.14%	57.70%	56.52%	61.13%	48.88%	54.07%	51.45%	54.87%	51.42%	46.59%	51.89%	55.15%	54.43%	54.39%	53.62%	56.14%	55.61%	55.47%	54.23%	51.48%	52.62%	56.63%	55.30%	58.27%	55.15%	54.21%	54.93%	52.34%	58.11%	53.73%	57.47%	55.05%	56.93%	54.40%	52.84%	53.85%	58.75%	60.22%	51.75%	55.87%	56.69%	55.32%	54.80%	55.03%	52.46%	53.18%	54.52%	56.83%	55.81%	56.09%	55.12%	57.19%	51.62%	57.82%	52.77%	52.33%	55.48%	51.69%	46.99%	62.83%	61.14%	61.79%	60.29%	61.22%	57.43%	64.73%	60.09%	61.06%	59.22%	61.13%	55.24%									
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
																																																																																																												
