Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Вагайская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542									
		0.18%	1.52%	0.00%	0.35%	0.00%	0.15%	0.17%	0.08%	0.40%	0.00%	0.48%	0.00%	0.00%	0.33%	0.00%	0.32%	0.00%	0.71%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.78%	0.64%	0.00%	0.21%	0.00%	0.38%	0.46%	0.00%	0.00%	0.00%	1.87%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	387	2	7	21	9	12	37	17	10	2	10	0	16	18	6	7	1	2	4	21	1	1	0	25	0	1	2	0	15	31	1	1	4	20	3	4	42	4	5	11	3	8	3									
		2.63%	1.02%	2.90%	3.67%	5.77%	1.75%	3.06%	1.30%	1.98%	1.23%	4.76%	0.00%	12.40%	5.96%	6.45%	2.26%	0.29%	0.71%	1.03%	2.28%	0.73%	0.72%	0.00%	3.93%	0.00%	1.39%	0.51%	0.00%	4.41%	3.28%	0.78%	0.64%	1.79%	4.24%	1.16%	1.52%	9.57%	1.31%	1.69%	6.96%	2.80%	2.43%	2.08%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
