Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Юстинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220									
		1.56%	2.77%	3.41%	1.80%	1.99%	1.13%	0.59%	2.59%	2.00%	1.79%	4.11%	0.00%	0.91%	1.23%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	58	5	13	15	7	3	2	4	2	1	0	0	3	3	0	0									
		1.06%	1.26%	2.77%	3.01%	1.08%	0.48%	0.59%	1.15%	4.00%	0.30%	0.00%	0.00%	0.91%	0.74%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4190	251	306	354	486	380	288	268	29	281	63	26	280	376	315	487									
		76.92%	63.22%	65.25%	70.94%	74.65%	61.09%	84.46%	77.23%	58.00%	83.63%	86.30%	57.78%	85.37%	92.61%	90.00%	91.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	8	1	1	4	0	1	0	1	0	0	0	0	0	0	0	0									
		0.15%	0.25%	0.21%	0.80%	0.00%	0.16%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0									
		0.09%	0.00%	0.43%	0.00%	0.00%	0.16%	0.00%	0.29%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	166	22	19	21	19	58	4	4	3	3	1	2	3	3	4	0									
		3.05%	5.54%	4.05%	4.21%	2.92%	9.32%	1.17%	1.15%	6.00%	0.89%	1.37%	4.44%	0.91%	0.74%	1.14%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0									
		0.13%	0.76%	0.00%	0.40%	0.00%	0.16%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	2	0	0	3	2	0	1	0	0	0	0	0	0	0	0									
		0.15%	0.50%	0.00%	0.00%	0.46%	0.32%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	3	3	5	5	1	1	4	0	4	2	0	0	1	1	0									
		0.55%	0.76%	0.64%	1.00%	0.77%	0.16%	0.29%	1.15%	0.00%	1.19%	2.74%	0.00%	0.00%	0.25%	0.29%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	584	67	68	42	83	105	34	33	7	36	3	15	28	7	18	38									
		10.72%	16.88%	14.50%	8.42%	12.75%	16.88%	9.97%	9.51%	14.00%	10.71%	4.11%	33.33%	8.54%	1.72%	5.14%	7.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	7	9	5	10	5	2	3	2	0	1	0	3	6	1	2									
		1.03%	1.76%	1.92%	1.00%	1.54%	0.80%	0.59%	0.86%	4.00%	0.00%	1.37%	0.00%	0.91%	1.48%	0.29%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	192	24	26	29	25	37	6	8	5	4	0	0	8	5	11	4									
		3.52%	6.05%	5.54%	5.81%	3.84%	5.95%	1.76%	2.31%	10.00%	1.19%	0.00%	0.00%	2.44%	1.23%	3.14%	0.75%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
