Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Тимская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	5	10	1	0	0	1	1	0	2	0	1	2	0	4	0	5	3	0	0	0	2	1	2	0	4									
		0.88%	0.73%	1.42%	0.70%	0.00%	0.00%	0.66%	0.51%	0.00%	1.01%	0.00%	0.86%	0.98%	0.00%	1.84%	0.00%	2.31%	2.56%	0.00%	0.00%	0.00%	1.21%	1.32%	1.10%	0.00%	1.92%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	235	38	32	2	5	3	10	10	5	9	4	4	14	5	10	2	9	5	9	9	20	3	6	8	9	4									
		4.72%	5.55%	4.53%	1.41%	4.59%	3.95%	6.62%	5.13%	3.47%	4.52%	3.23%	3.45%	6.83%	5.38%	4.61%	3.33%	4.17%	4.27%	6.25%	7.38%	5.42%	1.82%	7.89%	4.42%	5.84%	1.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	19	12	0	1	0	0	3	1	5	1	1	3	0	3	0	2	0	1	4	6	1	1	1	2	5									
		1.45%	2.77%	1.70%	0.00%	0.92%	0.00%	0.00%	1.54%	0.69%	2.51%	0.81%	0.86%	1.46%	0.00%	1.38%	0.00%	0.93%	0.00%	0.69%	3.28%	1.63%	0.61%	1.32%	0.55%	1.30%	2.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2864	330	390	102	70	49	103	98	102	111	97	79	116	62	123	30	114	57	87	64	176	101	56	111	105	131									
		57.58%	48.18%	55.24%	71.83%	64.22%	64.47%	68.21%	50.26%	70.83%	55.78%	78.23%	68.10%	56.59%	66.67%	56.68%	50.00%	52.78%	48.72%	60.42%	52.46%	47.70%	61.21%	73.68%	61.33%	68.18%	62.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	6	4	0	0	1	0	2	0	2	0	0	3	1	3	1	0	0	1	0	1	0	1	2	1	0									
		0.58%	0.88%	0.57%	0.00%	0.00%	1.32%	0.00%	1.03%	0.00%	1.01%	0.00%	0.00%	1.46%	1.08%	1.38%	1.67%	0.00%	0.00%	0.69%	0.00%	0.27%	0.00%	1.32%	1.10%	0.65%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	1	0	0	1	8	2	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	2									
		0.44%	0.15%	0.00%	0.00%	0.92%	10.53%	1.32%	0.51%	0.00%	0.00%	0.81%	0.00%	0.49%	1.08%	0.46%	0.00%	0.46%	0.00%	0.69%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.96%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	696	107	101	18	9	0	21	27	18	26	8	14	22	9	29	13	28	20	17	24	82	26	2	26	22	27									
		13.99%	15.62%	14.31%	12.68%	8.26%	0.00%	13.91%	13.85%	12.50%	13.07%	6.45%	12.07%	10.73%	9.68%	13.36%	21.67%	12.96%	17.09%	11.81%	19.67%	22.22%	15.76%	2.63%	14.36%	14.29%	12.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	4	5	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0									
		0.34%	0.58%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.46%	0.00%	0.46%	0.85%	0.69%	0.00%	0.27%	0.61%	0.00%	0.55%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	6	1	1	1	0	0	0	0	2	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	3									
		0.40%	0.88%	0.14%	0.70%	0.92%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.86%	0.00%	0.00%	0.92%	0.00%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	0	1	0	0									
		0.30%	0.29%	0.71%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.85%	0.69%	0.00%	0.00%	1.21%	0.00%	0.55%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	11	3	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	2	0	0	0	0	2									
		0.52%	1.61%	0.42%	0.70%	0.00%	0.00%	0.66%	0.51%	0.00%	0.00%	0.81%	0.86%	0.00%	0.00%	0.00%	0.00%	0.46%	0.85%	0.00%	0.82%	0.54%	0.00%	0.00%	0.00%	0.00%	0.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	630	102	95	10	15	14	6	39	10	25	8	3	35	11	31	12	31	17	22	13	42	27	5	21	12	24									
		12.67%	14.89%	13.46%	7.04%	13.76%	18.42%	3.97%	20.00%	6.94%	12.56%	6.45%	2.59%	17.07%	11.83%	14.29%	20.00%	14.35%	14.53%	15.28%	10.66%	11.38%	16.36%	6.58%	11.60%	7.79%	11.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	18	12	1	0	1	2	5	2	5	1	4	1	3	5	0	5	3	0	0	12	0	0	3	0	1									
		1.69%	2.63%	1.70%	0.70%	0.00%	1.32%	1.32%	2.56%	1.39%	2.51%	0.81%	3.45%	0.49%	3.23%	2.30%	0.00%	2.31%	2.56%	0.00%	0.00%	3.25%	0.00%	0.00%	1.66%	0.00%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	111	25	16	3	3	0	2	5	1	3	1	5	5	1	2	2	7	4	0	4	15	1	0	4	1	1									
		2.23%	3.65%	2.27%	2.11%	2.75%	0.00%	1.32%	2.56%	0.69%	1.51%	0.81%	4.31%	2.44%	1.08%	0.92%	3.33%	3.24%	3.42%	0.00%	3.28%	4.07%	0.61%	0.00%	2.21%	0.65%	0.48%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
