Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Мелекесская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	485	11	3	5	8	3	5	7	8	4	4	39	4	4	12	1	12	3	3	3	18	37	26	24	7	2	36	23	25	4	3	13	1	2	4	5	12	19	6	18	2	1	13	7	3	16	6	4	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	17	5	9	0	0	3	0	5	0	0	1	0	0	0	4	0	5	0	6	0	0	0	0	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	119	3	2	0	0	1	0	2	3	0	0	7	0	2	6	2	3	1	2	0	8	7	9	14	0	0	4	2	4	1	0	0	0	4	3	6	3	2	1	0	2	0	2	0	5	4	3	0	1					
14	Число погашенных открепительных удостоверений	424	11	3	5	8	3	5	7	3	4	4	39	4	4	12	1	12	3	3	3	18	20	21	15	7	2	33	23	20	4	3	12	1	2	4	1	12	14	6	12	2	1	13	7	3	15	6	4	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	282	15	3	4	12	11	5	10	6	2	2	13	4	1	3	1	11	4	5	0	6	18	8	1	0	3	12	6	11	2	0	19	1	2	2	0	8	13	5	8	3	2	7	5	3	9	5	5	6					
		1.55%	3.19%	2.11%	2.23%	3.06%	6.66%	2.0%	3.37%	1.64%	1.03%	1.38%	1.07%	2.33%	0.60%	0.66%	1.88%	2.13%	2.40%	4.90%	0.0%	0.98%	1.31%	0.91%	0.11%	0.0%	3.89%	1.18%	1.01%	1.45%	2.08%	0.0%	3.17%	1.75%	1.83%	1.36%	0.0%	1.86%	1.45%	1.57%	1.48%	3.44%	3.03%	1.30%	1.84%	2.29%	1.30%	2.05%	2.39%	1.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	197	14	0	3	4	5	2	4	3	0	0	14	2	1	6	1	1	1	0	0	7	14	6	7	3	0	18	9	12	1	2	4	1	2	0	4	8	7	4	8	0	1	3	0	1	5	2	5	2					
		1.08%	2.98%	0.0%	1.67%	1.02%	3.03%	0.8%	1.35%	0.82%	0.0%	0.0%	1.15%	1.16%	0.60%	1.32%	1.88%	0.19%	0.60%	0.0%	0.0%	1.14%	1.02%	0.68%	0.81%	1.28%	0.0%	1.78%	1.51%	1.58%	1.04%	1.38%	0.66%	1.75%	1.83%	0.0%	1.58%	1.86%	0.78%	1.26%	1.48%	0.0%	1.51%	0.55%	0.0%	0.76%	0.72%	0.82%	2.39%	0.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	372	7	3	4	12	7	1	4	9	3	2	23	8	1	15	2	12	0	1	3	22	23	9	16	5	2	12	12	24	8	0	16	0	0	0	7	7	22	5	12	3	3	21	3	6	7	4	0	6					
		2.05%	1.49%	2.11%	2.23%	3.06%	4.24%	0.4%	1.35%	2.47%	1.54%	1.38%	1.90%	4.67%	0.60%	3.30%	3.77%	2.32%	0.0%	0.98%	1.98%	3.60%	1.68%	1.02%	1.86%	2.14%	2.59%	1.18%	2.02%	3.17%	8.33%	0.0%	2.67%	0.0%	0.0%	0.0%	2.77%	1.63%	2.46%	1.57%	2.22%	3.44%	4.54%	3.91%	1.10%	4.58%	1.01%	1.64%	0.0%	1.73%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	238	6	1	1	9	0	2	8	3	1	0	12	1	0	3	0	8	3	0	0	12	19	6	16	8	3	23	13	11	0	1	4	0	3	1	4	8	9	5	6	2	0	8	1	2	8	5	1	1					
		1.31%	1.27%	0.70%	0.55%	2.29%	0.0%	0.8%	2.70%	0.82%	0.51%	0.0%	0.99%	0.58%	0.0%	0.66%	0.0%	1.55%	1.80%	0.0%	0.0%	1.96%	1.39%	0.68%	1.86%	3.43%	3.89%	2.27%	2.18%	1.45%	0.0%	0.69%	0.66%	0.0%	2.75%	0.68%	1.58%	1.86%	1.00%	1.57%	1.11%	2.29%	0.0%	1.48%	0.36%	1.52%	1.16%	2.05%	0.47%	0.28%					
22	"5. ""За Русь Святую"""	112	2	5	0	4	5	1	1	1	0	0	9	1	1	1	0	2	1	1	2	5	3	3	5	1	1	1	3	4	3	0	18	0	1	1	0	4	2	3	4	0	1	3	0	3	3	1	0	2					
		0.61%	0.42%	3.52%	0.0%	1.02%	3.03%	0.4%	0.33%	0.27%	0.0%	0.0%	0.74%	0.58%	0.60%	0.22%	0.0%	0.38%	0.60%	0.98%	1.32%	0.81%	0.21%	0.34%	0.58%	0.42%	1.29%	0.09%	0.50%	0.52%	3.12%	0.0%	3.00%	0.0%	0.91%	0.68%	0.0%	0.93%	0.22%	0.94%	0.74%	0.0%	1.51%	0.55%	0.0%	2.29%	0.43%	0.41%	0.0%	0.57%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	1	0	0	4	3	0	0	0	0	1	3	1	1	2	0	2	0	0	1	5	6	0	2	0	0	1	0	1	1	0	3	0	0	1	1	0	3	0	3	0	0	1	0	0	2	1	0	1					
		0.28%	0.21%	0.0%	0.0%	1.02%	1.81%	0.0%	0.0%	0.0%	0.0%	0.69%	0.24%	0.58%	0.60%	0.44%	0.0%	0.38%	0.0%	0.0%	0.66%	0.81%	0.43%	0.0%	0.23%	0.0%	0.0%	0.09%	0.0%	0.13%	1.04%	0.0%	0.50%	0.0%	0.0%	0.68%	0.39%	0.0%	0.33%	0.0%	0.55%	0.0%	0.0%	0.18%	0.0%	0.0%	0.29%	0.41%	0.0%	0.28%					
24	"7. ""Новый курс - Автомобильная Россия"""	77	6	0	0	4	4	0	0	2	0	0	4	6	0	3	0	4	0	1	0	5	7	4	4	3	0	3	1	0	0	2	1	0	2	0	0	1	2	2	1	1	0	0	2	0	1	0	0	1					
		0.42%	1.27%	0.0%	0.0%	1.02%	2.42%	0.0%	0.0%	0.54%	0.0%	0.0%	0.33%	3.50%	0.0%	0.66%	0.0%	0.77%	0.0%	0.98%	0.0%	0.81%	0.51%	0.45%	0.46%	1.28%	0.0%	0.29%	0.16%	0.0%	0.0%	1.38%	0.16%	0.0%	1.83%	0.0%	0.0%	0.23%	0.22%	0.63%	0.18%	1.14%	0.0%	0.0%	0.73%	0.0%	0.14%	0.0%	0.0%	0.28%					
25	"8. ""Народно-республиканская партия России"""	33	1	2	1	2	1	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	4	1	1	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	3	3	0	0					
		0.18%	0.21%	1.40%	0.55%	0.51%	0.60%	0.4%	0.0%	0.0%	0.0%	0.0%	0.16%	1.16%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.29%	0.11%	0.11%	0.85%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.39%	0.0%	0.11%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.76%	0.43%	1.23%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	67	3	0	1	1	2	0	1	1	1	0	1	1	0	4	0	0	0	1	0	4	0	1	1	1	0	7	0	5	0	0	3	0	0	0	0	3	8	4	4	1	0	2	0	1	0	1	4	0					
		0.36%	0.63%	0.0%	0.55%	0.25%	1.21%	0.0%	0.33%	0.27%	0.51%	0.0%	0.08%	0.58%	0.0%	0.88%	0.0%	0.0%	0.0%	0.98%	0.0%	0.65%	0.0%	0.11%	0.11%	0.42%	0.0%	0.69%	0.0%	0.66%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.69%	0.89%	1.26%	0.74%	1.14%	0.0%	0.37%	0.0%	0.76%	0.0%	0.41%	1.91%	0.0%					
27	"10. ""Аграрная партия России"""	1483	33	7	31	38	9	7	10	33	34	32	154	31	17	34	4	39	7	9	11	30	39	53	75	35	8	102	25	38	2	13	46	6	23	26	25	10	70	10	46	8	10	47	20	19	40	50	22	45					
		8.18%	7.03%	4.92%	17.31%	9.69%	5.45%	2.8%	3.37%	9.06%	17.52%	22.22%	12.75%	18.12%	10.36%	7.48%	7.54%	7.55%	4.21%	8.82%	7.28%	4.91%	2.85%	6.05%	8.72%	15.02%	10.38%	10.09%	4.20%	5.03%	2.08%	9.02%	7.67%	10.52%	21.10%	17.68%	9.92%	2.33%	7.84%	3.15%	8.51%	9.19%	15.15%	8.75%	7.38%	14.50%	5.80%	20.57%	10.52%	13.00%					
28	"11. ""Истинные патриоты России"""	43	3	0	0	2	1	0	1	0	2	0	7	0	2	0	0	2	0	0	0	0	1	1	1	2	1	2	3	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	3					
		0.23%	0.63%	0.0%	0.0%	0.51%	0.60%	0.0%	0.33%	0.0%	1.03%	0.0%	0.57%	0.0%	1.21%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.07%	0.11%	0.11%	0.85%	1.29%	0.19%	0.50%	0.26%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.41%	0.95%	0.86%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	178	7	2	0	2	1	0	7	3	4	2	5	4	4	5	0	8	2	3	1	2	16	13	9	3	0	8	5	3	4	1	3	0	0	3	2	4	9	7	4	1	0	5	1	4	5	3	2	1					
		0.98%	1.49%	1.40%	0.0%	0.51%	0.60%	0.0%	2.36%	0.82%	2.06%	1.38%	0.41%	2.33%	2.43%	1.10%	0.0%	1.55%	1.20%	2.94%	0.66%	0.32%	1.17%	1.48%	1.04%	1.28%	0.0%	0.79%	0.84%	0.39%	4.16%	0.69%	0.50%	0.0%	0.0%	2.04%	0.79%	0.93%	1.00%	2.20%	0.74%	1.14%	0.0%	0.93%	0.36%	3.05%	0.72%	1.23%	0.95%	0.28%					
30	"13. ""Демократическая партия России"""	35	4	0	0	1	0	0	1	3	0	0	2	0	1	1	0	2	0	0	0	2	4	1	2	0	0	2	0	1	0	0	1	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0					
		0.19%	0.85%	0.0%	0.0%	0.25%	0.0%	0.0%	0.33%	0.82%	0.0%	0.0%	0.16%	0.0%	0.60%	0.22%	0.0%	0.38%	0.0%	0.0%	0.0%	0.32%	0.29%	0.11%	0.23%	0.0%	0.0%	0.19%	0.0%	0.13%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	1	0	1	1	0	3	3	2	0	1	0	0	0	1	0	0	5	1	0	0	1	1	2	0	0	1	0	0	1	0	1	0	0	2	0	1	2	0	0	0	0	1	0	0	2	0	1	0					
		0.19%	0.21%	0.0%	0.55%	0.25%	0.0%	1.2%	1.01%	0.54%	0.0%	0.69%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	3.01%	0.98%	0.0%	0.0%	0.07%	0.11%	0.23%	0.0%	0.0%	0.09%	0.0%	0.0%	1.04%	0.0%	0.16%	0.0%	0.0%	1.36%	0.0%	0.23%	0.22%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.29%	0.0%	0.47%	0.0%					
32	"15. ""Партия СЛОН"""	14	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0					
		0.07%	0.21%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.09%	0.16%	0.13%	0.0%	0.0%	0.0%	0.0%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.41%	0.47%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1057	27	5	24	10	6	9	9	14	2	12	54	11	5	36	4	36	5	7	0	54	113	50	52	26	3	96	33	44	2	3	15	1	10	11	6	9	48	19	19	11	6	34	5	6	52	25	13	15					
		5.83%	5.75%	3.52%	13.40%	2.55%	3.63%	3.6%	3.04%	3.84%	1.03%	8.33%	4.47%	6.43%	3.04%	7.92%	7.54%	6.97%	3.01%	6.86%	0.0%	8.85%	8.27%	5.71%	6.04%	11.15%	3.89%	9.50%	5.55%	5.82%	2.08%	2.08%	2.50%	1.75%	9.17%	7.48%	2.38%	2.09%	5.38%	5.99%	3.51%	12.64%	9.09%	6.33%	1.84%	4.58%	7.54%	10.28%	6.22%	4.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	60	4	0	0	2	1	1	1	0	1	1	4	0	0	2	0	1	1	1	1	2	0	3	4	0	0	3	4	2	0	2	0	0	1	1	0	2	3	2	3	0	0	1	1	0	1	2	2	0					
		0.33%	0.85%	0.0%	0.0%	0.51%	0.60%	0.4%	0.33%	0.0%	0.51%	0.69%	0.33%	0.0%	0.0%	0.44%	0.0%	0.19%	0.60%	0.98%	0.66%	0.32%	0.0%	0.34%	0.46%	0.0%	0.0%	0.29%	0.67%	0.26%	0.0%	1.38%	0.0%	0.0%	0.91%	0.68%	0.0%	0.46%	0.33%	0.63%	0.55%	0.0%	0.0%	0.18%	0.36%	0.0%	0.14%	0.82%	0.95%	0.0%					
35	"18. ""ЛДПР"""	2041	70	21	17	22	3	13	17	25	25	15	149	8	29	32	5	113	36	7	12	66	182	94	140	16	15	156	71	116	11	11	30	3	8	12	35	68	96	29	30	3	3	37	39	23	85	7	9	27					
		11.26%	14.92%	14.78%	9.49%	5.61%	1.81%	5.2%	5.74%	6.86%	12.88%	10.41%	12.34%	4.67%	17.68%	7.04%	9.43%	21.89%	21.68%	6.86%	7.94%	10.81%	13.33%	10.74%	16.27%	6.86%	19.48%	15.44%	11.95%	15.36%	11.45%	7.63%	5.00%	5.26%	7.33%	8.16%	13.88%	15.85%	10.76%	9.14%	5.55%	3.44%	4.54%	6.89%	14.39%	17.55%	12.33%	2.88%	4.30%	7.80%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	262	9	2	3	2	0	3	0	7	1	2	34	1	4	8	1	15	0	2	0	17	14	8	7	3	3	13	9	13	5	4	7	1	0	4	3	14	10	4	1	3	1	1	2	1	8	6	0	6					
		1.44%	1.91%	1.40%	1.67%	0.51%	0.0%	1.2%	0.0%	1.92%	0.51%	1.38%	2.81%	0.58%	2.43%	1.76%	1.88%	2.90%	0.0%	1.96%	0.0%	2.78%	1.02%	0.91%	0.81%	1.28%	3.89%	1.28%	1.51%	1.72%	5.20%	2.77%	1.16%	1.75%	0.0%	2.72%	1.19%	3.26%	1.12%	1.26%	0.18%	3.44%	1.51%	0.18%	0.73%	0.76%	1.16%	2.46%	0.0%	1.73%					
37	"20. ""Политическая партия ""Единая Россия"""	6870	170	62	55	105	90	135	96	168	89	45	439	68	74	193	32	194	70	32	87	238	540	289	347	39	30	342	177	234	23	76	294	33	26	35	106	181	327	122	235	27	24	177	110	36	330	56	89	123					
		37.91%	36.24%	43.66%	30.72%	26.78%	54.54%	54.0%	32.43%	46.15%	45.87%	31.25%	36.37%	39.76%	45.12%	42.51%	60.37%	37.59%	42.16%	31.37%	57.61%	39.01%	39.56%	33.02%	40.34%	16.73%	38.96%	33.86%	29.79%	30.99%	23.95%	52.77%	49.08%	57.89%	23.85%	23.80%	42.06%	42.19%	36.65%	38.48%	43.51%	31.03%	36.36%	32.96%	40.59%	27.48%	47.89%	23.04%	42.58%	35.54%					
38	"21. ""Российская Конституционно-демократическая партия"""	53	1	0	0	5	0	2	3	1	3	2	4	1	0	0	0	2	0	0	0	2	3	0	3	0	0	1	1	0	0	0	1	0	0	1	1	2	1	0	1	1	1	1	1	1	2	2	2	1					
		0.29%	0.21%	0.0%	0.0%	1.27%	0.0%	0.8%	1.01%	0.27%	1.54%	1.38%	0.33%	0.58%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.32%	0.21%	0.0%	0.34%	0.0%	0.0%	0.09%	0.16%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.68%	0.39%	0.46%	0.11%	0.0%	0.18%	1.14%	1.51%	0.18%	0.36%	0.76%	0.29%	0.82%	0.95%	0.28%					
39	"22. ""Развитие предпринимательства"""	39	2	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	5	4	3	0	0	1	2	4	0	0	0	0	1	0	0	1	0	0	1	1	0	0	2	0	1	1	0	0					
		0.21%	0.42%	0.0%	0.0%	1.53%	0.0%	0.4%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.0%	0.0%	0.36%	0.45%	0.34%	0.0%	0.0%	0.09%	0.33%	0.52%	0.0%	0.0%	0.0%	0.0%	0.91%	0.0%	0.0%	0.23%	0.0%	0.0%	0.18%	1.14%	0.0%	0.0%	0.73%	0.0%	0.14%	0.41%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3068	38	16	19	80	9	55	77	60	15	16	188	15	10	57	2	34	14	24	19	102	236	262	105	68	7	145	152	131	15	17	86	6	19	24	37	57	184	61	112	8	10	170	59	11	77	43	35	81					
		16.93%	8.10%	11.26%	10.61%	20.40%	5.45%	22.0%	26.01%	16.48%	7.73%	11.11%	15.57%	8.77%	6.09%	12.55%	3.77%	6.58%	8.43%	23.52%	12.58%	16.72%	17.28%	29.94%	12.20%	29.18%	9.09%	14.35%	25.58%	17.35%	15.62%	11.80%	14.35%	10.52%	17.43%	16.32%	14.68%	13.28%	20.62%	19.24%	20.74%	9.19%	15.15%	31.65%	21.77%	8.39%	11.17%	17.69%	16.74%	23.41%					
																																																							
41	Против всех	680	22	3	3	12	2	2	2	10	1	7	55	3	8	12	0	0	5	1	6	17	77	38	45	10	0	43	21	54	5	5	26	1	1	8	17	13	46	21	22	0	0	5	12	9	20	5	0	5					
		3.75%	4.69%	2.11%	1.67%	3.06%	1.21%	0.8%	0.67%	2.74%	0.51%	4.86%	4.55%	1.75%	4.87%	2.64%	0.0%	0.0%	3.01%	0.98%	3.97%	2.78%	5.64%	4.34%	5.23%	4.29%	0.0%	4.25%	3.53%	7.15%	5.20%	3.47%	4.34%	1.75%	0.91%	5.44%	6.74%	3.03%	5.15%	6.62%	4.07%	0.0%	0.0%	0.93%	4.42%	6.87%	2.90%	2.05%	0.0%	1.44%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
