Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Горьковская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	68	1	1	1	1	2	1	1	0	0	1	8	4	2	0	1	0	1	0	1	0	0	0	0	4	0	0	6	2	4	2	3	2	3	0	2	2	1	0	1	4	1	1	0	2	2									
		0.83%	1.52%	1.85%	1.02%	0.24%	0.53%	0.77%	0.83%	0.00%	0.00%	0.34%	1.43%	0.77%	0.53%	0.00%	0.68%	0.00%	1.28%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	1.67%	2.35%	0.88%	2.86%	1.01%	3.45%	1.32%	0.00%	1.79%	0.56%	0.94%	0.00%	1.54%	1.05%	0.81%	0.54%	0.00%	1.96%	2.53%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	478	4	7	4	18	18	11	44	4	3	23	37	22	28	19	5	1	4	2	2	0	7	13	3	12	3	9	7	7	33	4	20	3	9	1	5	20	1	2	2	17	8	13	4	12	7									
		5.84%	6.06%	12.96%	4.08%	4.30%	4.75%	8.46%	36.36%	7.84%	5.45%	7.82%	6.60%	4.22%	7.45%	3.77%	3.40%	1.09%	5.13%	2.35%	3.70%	0.00%	11.11%	5.80%	3.61%	3.29%	7.69%	9.78%	1.94%	8.24%	7.25%	5.71%	6.76%	5.17%	3.96%	2.22%	4.46%	5.57%	0.94%	4.44%	3.08%	4.45%	6.45%	7.03%	9.76%	11.76%	8.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	143	1	1	0	8	4	0	1	3	2	9	9	8	6	8	5	0	2	1	0	0	2	7	0	8	2	1	12	1	12	0	5	1	1	0	3	2	0	0	0	10	2	1	0	5	0									
		1.75%	1.52%	1.85%	0.00%	1.91%	1.06%	0.00%	0.83%	5.88%	3.64%	3.06%	1.60%	1.54%	1.60%	1.59%	3.40%	0.00%	2.56%	1.18%	0.00%	0.00%	3.17%	3.13%	0.00%	2.19%	5.13%	1.09%	3.33%	1.18%	2.64%	0.00%	1.69%	1.72%	0.44%	0.00%	2.68%	0.56%	0.00%	0.00%	0.00%	2.62%	1.61%	0.54%	0.00%	4.90%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3906	47	30	69	221	188	101	43	30	30	150	155	207	143	150	85	35	39	53	25	21	39	126	48	220	17	35	207	45	189	28	140	26	124	26	81	193	89	21	43	142	80	63	17	56	29									
		47.74%	71.21%	55.56%	70.41%	52.74%	49.60%	77.69%	35.54%	58.82%	54.55%	51.02%	27.63%	39.73%	38.03%	29.76%	57.82%	38.04%	50.00%	62.35%	46.30%	61.76%	61.90%	56.25%	57.83%	60.27%	43.59%	38.04%	57.50%	52.94%	41.54%	40.00%	47.30%	44.83%	54.63%	57.78%	72.32%	53.76%	83.96%	46.67%	66.15%	37.17%	64.52%	34.05%	41.46%	54.90%	36.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	0	0	0	5	1	1	0	0	1	1	3	2	1	1	3	1	2	0	0	0	0	1	1	2	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0									
		0.42%	0.00%	0.00%	0.00%	1.19%	0.26%	0.77%	0.00%	0.00%	1.82%	0.34%	0.53%	0.38%	0.27%	0.20%	2.04%	1.09%	2.56%	0.00%	0.00%	0.00%	0.00%	0.45%	1.20%	0.55%	0.00%	0.00%	0.28%	1.18%	0.00%	0.00%	0.34%	0.00%	0.44%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.26%	0.81%	0.00%	0.00%	0.98%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	1	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	1	0	1	1	0	0	2	0	0	0	0	2	0	1	1	0	0	0	2	1	1	0	2	0	0	0	2	0									
		0.29%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.19%	0.27%	0.00%	1.36%	1.09%	0.00%	1.18%	0.00%	2.94%	1.59%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.34%	1.72%	0.00%	0.00%	0.00%	0.56%	0.94%	2.22%	0.00%	0.52%	0.00%	0.00%	0.00%	1.96%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1423	5	3	15	75	36	3	22	6	6	46	138	120	73	176	19	15	12	15	15	3	4	32	4	59	9	7	48	18	72	24	55	8	41	7	11	76	3	13	8	44	14	34	4	16	9									
		17.39%	7.58%	5.56%	15.31%	17.90%	9.50%	2.31%	18.18%	11.76%	10.91%	15.65%	24.60%	23.03%	19.41%	34.92%	12.93%	16.30%	15.38%	17.65%	27.78%	8.82%	6.35%	14.29%	4.82%	16.16%	23.08%	7.61%	13.33%	21.18%	15.82%	34.29%	18.58%	13.79%	18.06%	15.56%	9.82%	21.17%	2.83%	28.89%	12.31%	11.52%	11.29%	18.38%	9.76%	15.69%	11.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	1	0	0	2	1	0	0	0	0	1	2	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0									
		0.27%	1.52%	0.00%	0.00%	0.48%	0.26%	0.00%	0.00%	0.00%	0.00%	0.34%	0.36%	0.19%	1.06%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	0	0	0	0	1	0	2	0	1	0	5	1	2	8	0	0	0	0	0	0	0	1	0	5	0	0	2	0	2	0	2	0	1	0	0	2	0	1	0	1	0	1	0	0	0									
		0.46%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	1.65%	0.00%	1.82%	0.00%	0.89%	0.19%	0.53%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	1.37%	0.00%	0.00%	0.56%	0.00%	0.44%	0.00%	0.68%	0.00%	0.44%	0.00%	0.00%	0.56%	0.00%	2.22%	0.00%	0.26%	0.00%	0.54%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	1	1	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0									
		0.17%	0.00%	0.00%	0.00%	0.24%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.20%	1.36%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.89%	0.28%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	0	0	0	1	3	0	0	0	0	5	10	4	3	2	0	0	2	0	0	0	0	1	1	5	1	0	4	1	4	2	2	0	0	1	1	0	0	0	0	2	0	1	0	0	0									
		0.68%	0.00%	0.00%	0.00%	0.24%	0.79%	0.00%	0.00%	0.00%	0.00%	1.70%	1.78%	0.77%	0.80%	0.40%	0.00%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.45%	1.20%	1.37%	2.56%	0.00%	1.11%	1.18%	0.88%	2.86%	0.68%	0.00%	0.00%	2.22%	0.89%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.54%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1535	6	9	7	69	115	12	4	8	11	40	152	117	94	110	19	19	11	4	8	9	8	34	24	33	5	32	55	9	83	5	48	15	20	9	8	44	11	4	10	136	12	63	10	5	28									
		18.76%	9.09%	16.67%	7.14%	16.47%	30.34%	9.23%	3.31%	15.69%	20.00%	13.61%	27.09%	22.46%	25.00%	21.83%	12.93%	20.65%	14.10%	4.71%	14.81%	26.47%	12.70%	15.18%	28.92%	9.04%	12.82%	34.78%	15.28%	10.59%	18.24%	7.14%	16.22%	25.86%	8.81%	20.00%	7.14%	12.26%	10.38%	8.89%	15.38%	35.60%	9.68%	34.05%	24.39%	4.90%	35.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0	0	0	1	0	1	0	1	2	0	3	1	1	0	2	0	0	0	0	0	0	2	1	2	1	0	0									
		0.31%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.20%	0.68%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.27%	0.00%	1.09%	0.56%	0.00%	0.66%	1.43%	0.34%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.81%	1.08%	2.44%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	176	0	1	0	7	6	1	0	0	1	8	10	9	6	16	0	7	1	1	3	0	0	1	2	3	2	4	12	0	21	0	15	2	5	0	0	8	0	1	1	8	3	4	1	3	3									
		2.15%	0.00%	1.85%	0.00%	1.67%	1.58%	0.77%	0.00%	0.00%	1.82%	2.72%	1.78%	1.73%	1.60%	3.17%	0.00%	7.61%	1.28%	1.18%	5.56%	0.00%	0.00%	0.45%	2.41%	0.82%	5.13%	4.35%	3.33%	0.00%	4.62%	0.00%	5.07%	3.45%	2.20%	0.00%	0.00%	2.23%	0.00%	2.22%	1.54%	2.09%	2.42%	2.16%	2.44%	2.94%	3.80%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
