Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																							
Дата голосования: 18.09.2016																																																																							
																																																																							
Наименование Избирательной комиссии:    Промышленновская																																																																							
																																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																																							
																																																																							
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	742	30	30	30	30	30	30	30	30	20	5	10	5	3	3	3	5	5	5	10	2	5	5	5	6	5	2	8	5	11	5	10	10	10	10	3	3	5	5	2	5	5	5	10	5	5	5	5	6	5	5	5	5	30	30	30	30	30	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	399	11	12	19	7	6	13	7	30	10	5	10	5	3	3	3	5	5	5	10	0	3	5	5	6	5	2	8	5	11	5	10	10	10	10	3	3	5	5	0	5	0	5	10	0	5	5	5	6	5	0	5	2	6	13	14	5	8	7	5	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	171	6	1	2	0	15	3	5	6	2	2	2	0	3	4	2	2	2	3	2	1	4	4	6	1	4	2	4	2	2	4	2	6	3	2	2	1	3	1	0	3	3	5	4	2	1	3	2	2	3	0	2	2	6	6	2	2	2	3	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	343	19	18	11	23	24	17	23	0	10	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	5	0	0	0	0	0	5	0	3	24	17	16	25	22	23	25	22									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	2	0	1	0	2	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	1	1	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	12	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0									
		0.04%	0.39%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	39	11	6	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0									
		0.12%	1.42%	0.81%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	22	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0									
		0.07%	0.13%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27977	671	602	690	751	627	615	665	768	859	244	550	428	120	123	160	463	399	435	845	54	535	570	693	275	316	71	411	406	601	352	628	901	958	706	110	135	478	168	68	290	297	295	275	278	463	264	299	61	250	553	283	360	626	680	718	702	732	664	706	730									
		85.74%	86.80%	81.24%	87.12%	84.86%	84.96%	78.54%	86.48%	88.68%	88.01%	87.77%	78.57%	93.86%	87.59%	92.48%	90.91%	87.36%	83.47%	88.41%	85.53%	91.53%	86.71%	84.19%	88.73%	82.83%	91.33%	88.75%	80.75%	82.86%	79.18%	83.22%	80.82%	80.52%	82.37%	82.48%	89.43%	91.22%	88.35%	82.35%	91.89%	93.55%	95.81%	97.36%	91.97%	95.86%	81.23%	86.27%	97.71%	98.39%	88.65%	90.21%	87.08%	89.11%	86.11%	89.47%	89.64%	83.27%	83.66%	86.35%	83.75%	84.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1498	37	65	49	46	52	62	37	31	11	3	23	2	7	5	8	23	28	5	53	2	35	27	40	14	4	0	0	24	41	25	48	68	72	1	2	0	5	12	1	8	4	1	8	2	29	15	0	1	12	37	14	11	45	38	50	63	62	41	52	37									
		4.59%	4.79%	8.77%	6.19%	5.20%	7.05%	7.92%	4.81%	3.58%	1.13%	1.08%	3.29%	0.44%	5.11%	3.76%	4.55%	4.34%	5.86%	1.02%	5.36%	3.39%	5.67%	3.99%	5.12%	4.22%	1.16%	0.00%	0.00%	4.90%	5.40%	5.91%	6.18%	6.08%	6.19%	0.12%	1.63%	0.00%	0.92%	5.88%	1.35%	2.58%	1.29%	0.33%	2.68%	0.69%	5.09%	4.90%	0.00%	1.61%	4.26%	6.04%	4.31%	2.72%	6.19%	5.00%	6.24%	7.47%	7.09%	5.33%	6.17%	4.28%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	2	2	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.26%	0.27%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	3	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	5	0	0									
		0.10%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.30%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	1.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.36%	0.00%	0.65%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2159	38	30	38	64	41	60	45	48	95	23	67	19	9	5	6	19	40	46	44	3	45	38	38	28	25	6	51	40	76	22	74	107	111	95	4	13	45	11	4	10	7	3	12	7	50	19	0	0	20	19	21	32	38	35	25	56	60	50	60	62									
		6.62%	4.92%	4.05%	4.80%	7.23%	5.56%	7.66%	5.85%	5.54%	9.73%	8.27%	9.57%	4.17%	6.57%	3.76%	3.41%	3.58%	8.37%	9.35%	4.45%	5.08%	7.29%	5.61%	4.87%	8.43%	7.23%	7.50%	10.02%	8.16%	10.01%	5.20%	9.52%	9.56%	9.54%	11.10%	3.25%	8.78%	8.32%	5.39%	5.41%	3.23%	2.26%	0.99%	4.01%	2.41%	8.77%	6.21%	0.00%	0.00%	7.09%	3.10%	6.46%	7.92%	5.23%	4.61%	3.12%	6.64%	6.86%	6.50%	7.12%	7.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	0	2	0	5	0	0	7	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	5	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5									
		0.13%	0.00%	0.27%	0.00%	0.56%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.19%	0.42%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.27%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.58%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	773	6	9	15	19	18	21	13	19	10	8	60	4	1	0	2	4	8	6	38	0	2	29	7	15	1	3	47	10	36	24	27	34	20	54	7	0	13	2	1	2	2	4	4	3	28	8	7	0	0	4	7	1	5	7	4	10	20	9	25	30									
		2.37%	0.78%	1.21%	1.89%	2.15%	2.44%	2.68%	1.69%	2.19%	1.02%	2.88%	8.57%	0.88%	0.73%	0.00%	1.14%	0.75%	1.67%	1.22%	3.85%	0.00%	0.32%	4.28%	0.90%	4.52%	0.29%	3.75%	9.23%	2.04%	4.74%	5.67%	3.47%	3.04%	1.72%	6.31%	5.69%	0.00%	2.40%	0.98%	1.35%	0.65%	0.65%	1.32%	1.34%	1.03%	4.91%	2.61%	2.29%	0.00%	0.00%	0.65%	2.15%	0.25%	0.69%	0.92%	0.50%	1.19%	2.29%	1.17%	2.97%	3.47%									
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
