Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Тихорецкая городская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214	УИК №5215	УИК №5216	УИК №5217	УИК №5218	УИК №5219	УИК №5220	УИК №5221	УИК №5222	УИК №5223	УИК №5224	УИК №5225	УИК №5226	УИК №5227	УИК №5228	УИК №5229	УИК №5230	УИК №5231	УИК №5232	УИК №5233	УИК №5234									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	313	12	9	13	24	7	18	0	9	12	39	6	15	14	8	10	8	3	6	15	10	8	8	10	5	8	9	5	12	0	5	5	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	149	0	6	11	14	0	8	21	6	4	0	14	5	0	0	0	0	17	0	6	0	7	2	6	0	0	0	9	0	5	0	0	4	0	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	180	7	11	6	7	6	8	4	10	3	3	5	8	10	9	10	8	4	5	4	2	3	3	12	3	2	1	5	7	0	2	2	0	7	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	194	16	6	0	0	0	2	0	26	0	1	7	12	6	9	8	13	1	5	7	1	3	0	6	5	1	2	5	17	0	14	0	4	12	5									
		0.59%	1.54%	0.55%	0.00%	0.00%	0.00%	0.14%	0.00%	2.13%	0.00%	0.11%	1.18%	0.89%	0.43%	0.73%	1.24%	0.90%	0.09%	0.46%	0.63%	0.10%	0.32%	0.00%	0.40%	0.74%	0.11%	1.01%	0.83%	1.55%	0.00%	3.33%	0.00%	0.69%	1.08%	0.76%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	257	16	10	0	0	5	4	10	25	2	0	18	0	23	9	19	23	1	10	12	1	0	0	11	9	2	6	5	1	1	10	0	6	18	0									
		0.78%	1.54%	0.92%	0.00%	0.00%	0.37%	0.28%	0.65%	2.05%	0.24%	0.00%	3.04%	0.00%	1.63%	0.73%	2.94%	1.59%	0.09%	0.91%	1.09%	0.10%	0.00%	0.00%	0.73%	1.34%	0.22%	3.02%	0.83%	0.09%	0.41%	2.38%	0.00%	1.04%	1.62%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	190	16	6	4	0	0	2	4	21	1	0	12	0	18	1	10	17	2	5	13	1	2	0	5	2	6	3	10	2	0	6	0	4	17	0									
		0.58%	1.54%	0.55%	0.49%	0.00%	0.00%	0.14%	0.26%	1.72%	0.12%	0.00%	2.03%	0.00%	1.28%	0.08%	1.55%	1.17%	0.19%	0.46%	1.18%	0.10%	0.21%	0.00%	0.33%	0.30%	0.65%	1.51%	1.66%	0.18%	0.00%	1.43%	0.00%	0.69%	1.53%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21813	571	758	636	992	944	984	1063	689	566	559	317	914	915	821	401	972	745	733	766	731	629	623	1035	337	649	109	415	724	169	247	275	407	652	465									
		66.29%	55.01%	69.54%	77.75%	67.57%	69.98%	69.34%	68.62%	56.48%	67.70%	60.56%	53.55%	67.96%	64.99%	66.32%	61.98%	66.99%	69.89%	66.82%	69.32%	69.95%	66.35%	69.15%	69.00%	50.15%	70.47%	54.77%	69.05%	65.82%	70.12%	58.81%	77.90%	70.66%	58.84%	70.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	11	1	0	1	0	2	0	4	1	0	3	0	3	2	3	2	1	2	2	1	1	0	5	2	2	2	1	4	0	3	0	0	5	1									
		0.20%	1.06%	0.09%	0.00%	0.07%	0.00%	0.14%	0.00%	0.33%	0.12%	0.00%	0.51%	0.00%	0.21%	0.16%	0.46%	0.14%	0.09%	0.18%	0.18%	0.10%	0.11%	0.00%	0.33%	0.30%	0.22%	1.01%	0.17%	0.36%	0.00%	0.71%	0.00%	0.00%	0.45%	0.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	1	0	0	1	0	0	5	0	0	2	3	4	1	1	0	0	1	0	1	1	0	3	1	1	0	0	6	1	1	0	2	2	0									
		0.12%	0.10%	0.09%	0.00%	0.00%	0.07%	0.00%	0.00%	0.41%	0.00%	0.00%	0.34%	0.22%	0.28%	0.08%	0.15%	0.00%	0.00%	0.09%	0.00%	0.10%	0.11%	0.00%	0.20%	0.15%	0.11%	0.00%	0.00%	0.55%	0.41%	0.24%	0.00%	0.35%	0.18%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4380	135	163	70	186	142	183	202	177	130	177	103	153	168	141	91	174	140	148	144	146	145	102	185	102	111	25	98	112	32	54	48	75	233	85									
		13.31%	13.01%	14.95%	8.56%	12.67%	10.53%	12.90%	13.04%	14.51%	15.55%	19.18%	17.40%	11.38%	11.93%	11.39%	14.06%	11.99%	13.13%	13.49%	13.03%	13.97%	15.30%	11.32%	12.33%	15.18%	12.05%	12.56%	16.31%	10.18%	13.28%	12.86%	13.60%	13.02%	21.03%	12.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	58	1	1	0	0	2	5	0	10	1	0	0	6	2	2	2	0	1	1	3	1	2	0	2	3	0	0	2	1	0	1	3	2	4	0									
		0.18%	0.10%	0.09%	0.00%	0.00%	0.15%	0.35%	0.00%	0.82%	0.12%	0.00%	0.00%	0.45%	0.14%	0.16%	0.31%	0.00%	0.09%	0.09%	0.27%	0.10%	0.21%	0.00%	0.13%	0.45%	0.00%	0.00%	0.33%	0.09%	0.00%	0.24%	0.85%	0.35%	0.36%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	278	2	0	4	35	20	18	31	10	9	0	4	10	11	5	3	18	2	4	3	15	2	0	18	1	2	4	4	10	5	7	3	5	4	9									
		0.84%	0.19%	0.00%	0.49%	2.38%	1.48%	1.27%	2.00%	0.82%	1.08%	0.00%	0.68%	0.74%	0.78%	0.40%	0.46%	1.24%	0.19%	0.36%	0.27%	1.44%	0.21%	0.00%	1.20%	0.15%	0.22%	2.01%	0.67%	0.91%	2.07%	1.67%	0.85%	0.87%	0.36%	1.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	34	2	0	0	0	0	0	0	3	0	0	0	0	14	3	1	2	1	1	0	0	1	0	3	1	0	1	1	0	0	0	0	0	0	0									
		0.10%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.99%	0.24%	0.15%	0.14%	0.09%	0.09%	0.00%	0.00%	0.11%	0.00%	0.20%	0.15%	0.00%	0.50%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	147	7	5	2	0	0	11	0	25	0	0	5	7	23	17	4	1	2	4	0	1	2	0	8	0	3	1	2	6	0	4	0	3	4	0									
		0.45%	0.67%	0.46%	0.24%	0.00%	0.00%	0.78%	0.00%	2.05%	0.00%	0.00%	0.84%	0.52%	1.63%	1.37%	0.62%	0.07%	0.19%	0.36%	0.00%	0.10%	0.21%	0.00%	0.53%	0.00%	0.33%	0.50%	0.33%	0.55%	0.00%	0.95%	0.00%	0.52%	0.36%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3405	207	63	59	172	145	126	124	169	62	140	88	140	112	143	87	120	105	135	66	83	111	97	119	202	77	38	51	89	19	39	0	50	114	53									
		10.35%	19.94%	5.78%	7.21%	11.72%	10.75%	8.88%	8.01%	13.85%	7.42%	15.17%	14.86%	10.41%	7.95%	11.55%	13.45%	8.27%	9.85%	12.31%	5.97%	7.94%	11.71%	10.77%	7.93%	30.06%	8.36%	19.10%	8.49%	8.09%	7.88%	9.29%	0.00%	8.68%	10.29%	8.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	0	2	0	0	0	0	0	2	0	0	0	5	25	1	1	7	1	2	1	0	1	0	4	1	2	0	0	3	0	2	0	2	2	0									
		0.19%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.37%	1.78%	0.08%	0.15%	0.48%	0.09%	0.18%	0.09%	0.00%	0.11%	0.00%	0.27%	0.15%	0.22%	0.00%	0.00%	0.27%	0.00%	0.48%	0.00%	0.35%	0.18%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1734	36	64	16	82	77	82	93	49	53	46	26	90	84	78	8	87	64	46	88	63	30	79	91	6	55	6	7	89	14	25	24	11	26	39									
		5.27%	3.47%	5.87%	1.96%	5.59%	5.71%	5.78%	6.00%	4.02%	6.34%	4.98%	4.39%	6.69%	5.97%	6.30%	1.24%	5.99%	6.00%	4.19%	7.96%	6.03%	3.16%	8.77%	6.07%	0.89%	5.97%	3.02%	1.16%	8.09%	5.81%	5.95%	6.80%	1.91%	2.35%	5.90%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
