7	Число избирательных бюллетеней в переносных ящиках для голосования	2332	71	6	25	23	34	39	62	33	35	25	36	56	54	28	29	9	20	31	14	81	33	37	37	15	28	45	16	72	19	7	46	21	53	47	39	15	22	24	6	3	55	12	31	90	65	40	41	16	72	46	19	34	28	50	28	27	40	52	41	18	33	48	14	33	19	12	44	12	16					
8	Число бюллетеней в стационарных ящиках для голосования	73009	1115	129	1294	1281	1059	1150	1047	1466	1223	938	1046	1529	1486	1298	1173	723	1296	1339	1202	805	1335	1149	1283	829	927	752	797	759	657	122	955	1168	1061	1351	1033	1064	1241	835	829	1097	1028	676	1305	1264	1068	1418	1070	941	1628	1558	1157	1507	1456	1133	771	990	1101	1336	1213	1159	1199	1219	183	1049	839	1069	611	521	697					
9	Число недействительных избирательных бюллетеней	780	23	2	14	8	10	8	13	15	14	10	5	15	13	10	12	5	12	15	11	9	15	9	12	16	9	7	7	4	8	1	3	11	12	10	9	8	17	5	10	8	3	10	10	12	13	18	10	11	17	15	11	9	17	7	12	14	17	26	12	11	19	14	1	5	5	11	9	3	53					
10	Число действительных избирательных бюллетеней	74561	1163	133	1305	1296	1083	1181	1096	1484	1244	953	1077	1570	1527	1316	1190	727	1304	1355	1205	877	1353	1177	1308	828	946	790	806	827	668	128	998	1178	1102	1388	1063	1071	1246	854	825	1092	1080	678	1326	1342	1120	1440	1101	946	1683	1589	1165	1532	1467	1176	787	1003	1124	1362	1242	1166	1213	1253	196	1077	853	1070	646	530	660					
11	Число полученных открепительных  удостоверений	2171	33	10	35	35	34	42	32	40	33	25	30	41	40	30	65	18	35	30	30	30	40	35	40	30	35	35	30	30	30	15	30	35	35	35	30	35	40	30	25	25	35	40	35	35	35	40	28	24	40	40	30	37	36	30	25	40	30	35	33	33	30	32	10	30	20	30	20	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1411	31	2	26	18	24	35	29	20	20	15	17	27	26	18	45	15	24	18	11	12	30	26	28	11	18	20	12	17	15	12	10	15	20	13	24	16	26	16	17	21	28	18	30	32	27	29	22	8	39	27	15	32	32	21	14	38	23	20	23	24	24	18	2	21	11	22	4	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1357	24	7	38	15	14	17	17	17	17	12	26	17	15	25	14	11	19	16	18	28	24	12	17	11	15	14	12	25	23	3	4	24	26	24	25	31	37	20	14	17	20	7	24	23	29	22	33	9	40	19	21	17	19	44	12	21	57	27	16	12	30	28	3	10	14	16	15	21	3					
14	Число неиспользованных открепительных удостоверений	760	2	8	9	17	10	7	3	20	13	10	13	14	14	12	20	3	11	12	19	18	10	9	12	19	17	15	18	13	15	3	20	20	15	22	6	19	14	14	8	4	7	22	5	3	8	11	6	16	1	13	15	5	4	9	11	2	7	15	10	9	6	14	8	9	9	8	16	3	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	64	3	0	1	0	0	0	2	1	4	0	1	1	1	0	0	1	0	1	3	1	0	3	1	1	1	2	0	1	2	0	2	1	0	1	2	1	3	1	0	0	1	1	1	1	2	0	0	0	1	2	2	1	2	2	0	0	1	1	0	0	1	1	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																												
18	Богданов Андрей Владимирович	1031	23	1	9	16	15	11	14	21	29	7	9	13	18	22	12	10	20	16	15	4	22	14	20	10	7	11	7	10	6	2	11	15	13	11	14	18	28	7	18	15	14	6	19	8	15	25	23	16	25	22	20	32	27	16	12	15	15	21	20	23	17	17	4	12	12	17	7	11	16					
		1.37%	1.94%	0.74%	0.68%	1.23%	1.37%	0.93%	1.26%	1.40%	2.31%	0.73%	0.83%	0.82%	1.17%	1.66%	0.99%	1.37%	1.52%	1.17%	1.23%	0.45%	1.61%	1.18%	1.52%	1.18%	0.73%	1.38%	0.86%	1.20%	0.89%	1.55%	1.10%	1.26%	1.17%	0.79%	1.31%	1.67%	2.22%	0.81%	2.16%	1.36%	1.29%	0.87%	1.42%	0.59%	1.32%	1.71%	2.07%	1.67%	1.47%	1.37%	1.70%	2.08%	1.82%	1.35%	1.50%	1.47%	1.31%	1.51%	1.59%	1.95%	1.38%	1.34%	2.03%	1.11%	1.40%	1.57%	1.07%	2.06%	2.24%					
19	Жириновский Владимир Вольфович	10937	166	32	235	217	163	161	160	224	171	139	172	222	200	184	160	92	166	197	176	150	212	209	189	166	159	140	146	151	108	18	146	215	161	204	161	163	157	126	139	150	189	116	176	193	139	188	133	111	181	180	120	165	186	153	82	141	143	189	166	185	148	166	28	148	143	177	90	82	312					
		14.52%	13.99%	23.70%	17.82%	16.64%	14.91%	13.54%	14.43%	14.94%	13.59%	14.43%	15.90%	14.01%	12.99%	13.88%	13.31%	12.57%	12.61%	14.38%	14.47%	16.93%	15.50%	17.62%	14.32%	19.67%	16.65%	17.57%	17.96%	18.17%	15.98%	13.95%	14.59%	18.08%	14.45%	14.59%	15.02%	15.11%	12.43%	14.67%	16.65%	13.64%	17.45%	16.86%	13.17%	14.25%	12.27%	12.89%	11.97%	11.60%	10.65%	11.22%	10.20%	10.71%	12.53%	12.93%	10.26%	13.86%	12.53%	13.62%	13.24%	15.72%	12.01%	13.10%	14.21%	13.68%	16.67%	16.37%	13.74%	15.38%	43.76%					
20	Зюганов Геннадий Андреевич	17653	302	20	249	259	269	276	264	389	305	251	287	361	340	292	274	154	294	298	299	147	374	270	272	143	226	142	136	163	104	27	180	223	234	310	301	288	371	183	192	228	240	132	343	344	283	388	265	237	462	440	287	376	368	326	205	254	340	336	373	318	335	326	22	269	205	168	167	138	9					
		23.43%	25.46%	14.81%	18.88%	19.86%	24.61%	23.21%	23.81%	25.95%	24.24%	26.06%	26.52%	22.78%	22.08%	22.02%	22.80%	21.04%	22.34%	21.75%	24.59%	16.59%	27.34%	22.77%	20.61%	16.94%	23.66%	17.82%	16.73%	19.61%	15.38%	20.93%	17.98%	18.76%	21.01%	22.17%	28.08%	26.69%	29.37%	21.30%	22.99%	20.73%	22.16%	19.19%	25.67%	25.41%	24.98%	26.61%	23.85%	24.76%	27.18%	27.43%	24.40%	24.40%	24.80%	27.56%	25.66%	24.98%	29.80%	24.21%	29.74%	27.02%	27.19%	25.73%	11.17%	24.86%	23.89%	15.54%	25.50%	25.89%	1.26%					
21	Медведев Дмитрий Анатольевич	44940	672	80	812	804	636	733	658	850	739	556	609	974	969	818	744	471	824	844	715	576	745	684	827	509	554	497	517	503	450	81	661	725	694	863	587	602	690	538	476	699	637	424	788	797	683	839	680	582	1015	947	738	959	886	681	488	593	626	816	683	640	713	744	142	648	493	708	382	299	323					
		59.65%	56.66%	59.26%	61.56%	61.66%	58.19%	61.65%	59.33%	56.70%	58.74%	57.74%	56.28%	61.45%	62.92%	61.69%	61.90%	64.34%	62.61%	61.61%	58.80%	65.01%	54.46%	57.67%	62.65%	60.31%	58.01%	62.36%	63.59%	60.53%	66.57%	62.79%	66.03%	60.98%	62.30%	61.73%	54.76%	55.79%	54.63%	62.63%	57.01%	63.55%	58.82%	61.63%	58.98%	58.86%	60.28%	57.54%	61.21%	60.82%	59.71%	59.04%	62.76%	62.23%	59.70%	57.57%	61.08%	58.31%	54.86%	58.79%	54.47%	54.38%	57.87%	58.72%	72.08%	59.89%	57.46%	65.49%	58.32%	56.10%	45.30%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
