7	Число избирательных бюллетеней в переносных ящиках для голосования	2070	46	16	17	25	27	28	30	37	23	24	37	27	38	18	20	32	28	43	48	30	46	25	15	28	21	16	65	16	8	9	30	28	69	37	26	23	34	8	15	28	6	33	20	39	22	25	41	59	35	11	27	28	46	51	42	49	32	37	35	20	39	10	41	23	26	21	7	13	38	11	14	28									
8	Число бюллетеней в стационарных ящиках для голосования	77310	1025	1124	1113	1115	1113	1020	1451	1191	1262	1343	1527	1336	1591	1858	1538	1272	1693	1365	735	1004	1013	905	1038	980	594	901	1023	450	116	820	1292	1017	1217	957	904	1101	878	1202	1327	1182	612	1199	1101	1019	974	979	1222	1462	1383	1050	1320	999	988	1258	810	1015	1179	1104	970	1048	1134	336	1082	1008	1722	565	399	210	791	1011	1005	1762									
9	Число недействительных избирательных бюллетеней	708	11	23	15	5	14	11	3	10	18	7	10	7	19	16	15	13	12	11	4	14	15	9	13	10	3	9	12	6	2	6	14	12	11	8	9	10	8	15	5	6	6	12	6	12	11	13	11	10	7	7	12	11	10	16	18	5	8	8	9	5	12	1	9	9	8	6	1	2	5	10	6	21									
10	Число действительных избирательных бюллетеней	78672	1060	1117	1115	1135	1126	1037	1478	1218	1267	1360	1554	1356	1610	1860	1543	1291	1709	1397	779	1020	1044	921	1040	998	612	908	1076	460	122	823	1308	1033	1275	986	921	1114	904	1195	1337	1204	612	1220	1115	1046	985	991	1252	1511	1411	1054	1335	1016	1024	1293	834	1059	1203	1133	996	1063	1161	345	1114	1022	1740	580	405	221	824	1012	1013	1769									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																			
13	Бабурин Сергей Николаевич	523	6	5	5	6	7	11	11	7	9	8	4	7	14	13	7	10	10	12	6	7	6	8	10	4	2	3	4	1	4	3	2	7	6	5	8	9	4	9	9	9	4	4	10	7	9	9	8	12	11	5	15	6	6	14	12	7	4	6	12	6	13	2	10	9	10	2	4	1	5	10	0	12									
		0.66%	0.56%	0.44%	0.44%	0.53%	0.61%	1.05%	0.74%	0.57%	0.70%	0.59%	0.26%	0.51%	0.86%	0.69%	0.45%	0.77%	0.58%	0.85%	0.77%	0.68%	0.57%	0.86%	0.95%	0.40%	0.33%	0.33%	0.37%	0.21%	3.23%	0.36%	0.15%	0.67%	0.47%	0.50%	0.86%	0.80%	0.44%	0.74%	0.67%	0.74%	0.65%	0.32%	0.89%	0.66%	0.90%	0.90%	0.63%	0.79%	0.78%	0.47%	1.11%	0.58%	0.58%	1.07%	1.41%	0.66%	0.33%	0.53%	1.19%	0.56%	1.11%	0.58%	0.89%	0.87%	0.57%	0.34%	0.99%	0.45%	0.60%	0.98%	0.00%	0.67%									
14	Грудинин Павел Николаевич	11188	173	147	167	177	119	159	224	186	158	170	204	177	241	291	205	163	189	165	112	153	163	143	132	126	70	129	151	50	12	135	182	131	160	128	132	147	132	214	217	163	92	187	164	161	152	140	182	200	207	179	193	201	145	177	125	162	158	195	121	176	143	38	167	150	267	70	58	6	92	168	156	259									
		14.09%	16.15%	12.89%	14.78%	15.53%	10.44%	15.17%	15.12%	15.15%	12.30%	12.44%	13.04%	12.99%	14.79%	15.51%	13.16%	12.50%	10.98%	11.72%	14.30%	14.80%	15.39%	15.38%	12.54%	12.50%	11.38%	14.07%	13.88%	10.73%	9.68%	16.28%	13.77%	12.54%	12.44%	12.88%	14.19%	13.08%	14.47%	17.69%	16.17%	13.47%	14.89%	15.18%	14.63%	15.22%	15.26%	13.94%	14.41%	13.15%	14.60%	16.87%	14.33%	19.57%	14.02%	13.52%	14.67%	15.23%	13.05%	17.09%	12.04%	16.48%	12.19%	10.98%	14.87%	14.55%	15.27%	11.95%	14.29%	2.69%	11.10%	16.44%	15.31%	14.47%									
15	Жириновский Владимир Вольфович	6907	78	106	86	86	92	75	129	113	106	111	137	81	139	131	125	109	150	111	104	88	123	105	135	102	53	105	118	63	11	86	167	106	129	91	83	97	80	91	106	113	70	103	95	86	82	80	93	113	102	79	98	77	90	111	73	77	101	77	113	73	92	30	103	84	158	65	41	61	84	65	87	123									
		8.70%	7.28%	9.30%	7.61%	7.54%	8.07%	7.16%	8.71%	9.20%	8.25%	8.12%	8.76%	5.94%	8.53%	6.98%	8.02%	8.36%	8.72%	7.88%	13.28%	8.51%	11.61%	11.29%	12.82%	10.12%	8.62%	11.45%	10.85%	13.52%	8.87%	10.37%	12.63%	10.14%	10.03%	9.15%	8.92%	8.63%	8.77%	7.52%	7.90%	9.34%	11.33%	8.36%	8.47%	8.13%	8.23%	7.97%	7.36%	7.43%	7.19%	7.45%	7.28%	7.50%	8.70%	8.48%	8.57%	7.24%	8.34%	6.75%	11.24%	6.84%	7.84%	8.67%	9.17%	8.15%	9.04%	11.09%	10.10%	27.35%	10.13%	6.36%	8.54%	6.87%									
16	Путин Владимир Владимирович	56866	764	812	821	825	880	750	1059	863	939	1022	1154	1042	1151	1350	1128	943	1292	1054	543	744	718	634	741	738	464	648	782	340	93	567	932	751	930	737	671	817	663	818	951	864	427	877	795	744	701	715	911	1110	1012	725	962	674	737	919	588	750	869	802	699	752	852	268	784	740	1232	420	282	142	627	726	734	1295									
		71.64%	71.34%	71.23%	72.65%	72.37%	77.19%	71.56%	71.51%	70.28%	73.07%	74.76%	73.79%	76.45%	70.66%	71.96%	72.40%	72.32%	75.07%	74.86%	69.35%	71.95%	67.80%	68.17%	70.37%	73.21%	75.45%	70.67%	71.88%	72.96%	75.00%	68.40%	70.50%	71.87%	72.32%	74.14%	72.15%	72.69%	72.70%	67.60%	70.86%	71.40%	69.09%	71.19%	70.92%	70.32%	70.38%	71.22%	72.13%	72.98%	71.37%	68.33%	71.42%	65.63%	71.28%	70.21%	69.01%	70.49%	71.76%	70.29%	69.55%	70.41%	72.63%	77.46%	69.81%	71.77%	70.48%	71.67%	69.46%	63.68%	75.63%	71.04%	72.03%	72.35%									
17	Собчак Ксения Анатольевна	1248	13	18	15	16	5	22	15	19	18	19	20	21	26	40	32	32	32	19	7	7	13	8	5	13	7	7	8	1	2	10	8	17	13	12	5	14	11	32	18	31	8	20	18	19	13	18	23	27	38	21	26	23	18	26	17	16	33	18	21	22	29	6	17	15	33	11	5	8	3	16	15	34									
		1.57%	1.21%	1.58%	1.33%	1.40%	0.44%	2.10%	1.01%	1.55%	1.40%	1.39%	1.28%	1.54%	1.60%	2.13%	2.05%	2.45%	1.86%	1.35%	0.89%	0.68%	1.23%	0.86%	0.47%	1.29%	1.14%	0.76%	0.74%	0.21%	1.61%	1.21%	0.61%	1.63%	1.01%	1.21%	0.54%	1.25%	1.21%	2.64%	1.34%	2.56%	1.29%	1.62%	1.61%	1.80%	1.31%	1.79%	1.82%	1.78%	2.68%	1.98%	1.93%	2.24%	1.74%	1.99%	1.99%	1.50%	2.73%	1.58%	2.09%	2.06%	2.47%	1.73%	1.51%	1.45%	1.89%	1.88%	1.23%	3.59%	0.36%	1.57%	1.47%	1.90%									
18	Сурайкин Максим Александрович	632	10	15	5	14	8	10	12	15	10	14	11	11	15	10	15	13	8	14	5	7	9	5	7	6	8	4	10	3	0	9	5	6	11	7	7	4	4	12	4	12	2	10	14	11	5	13	8	13	11	6	5	8	7	14	6	12	12	8	13	9	15	1	11	7	12	5	4	0	2	11	7	15									
		0.80%	0.93%	1.32%	0.44%	1.23%	0.70%	0.95%	0.81%	1.22%	0.78%	1.02%	0.70%	0.81%	0.92%	0.53%	0.96%	0.99%	0.46%	0.99%	0.64%	0.68%	0.85%	0.54%	0.66%	0.60%	1.30%	0.44%	0.92%	0.64%	0.00%	1.09%	0.38%	0.57%	0.86%	0.70%	0.75%	0.36%	0.44%	0.99%	0.30%	0.99%	0.32%	0.81%	1.25%	1.04%	0.50%	1.29%	0.63%	0.85%	0.78%	0.57%	0.37%	0.78%	0.68%	1.07%	0.70%	1.13%	0.99%	0.70%	1.29%	0.84%	1.28%	0.29%	0.98%	0.68%	0.69%	0.85%	0.99%	0.00%	0.24%	1.08%	0.69%	0.84%									
19	Титов Борис Юрьевич	593	7	7	12	5	10	4	17	11	8	7	8	7	10	13	20	8	15	11	2	5	5	10	5	4	3	7	1	0	0	5	8	6	9	2	8	8	4	13	16	4	4	8	13	10	11	10	13	12	18	10	15	13	11	13	4	15	12	6	5	7	9	0	7	8	12	0	5	1	4	7	6	19									
		0.75%	0.65%	0.61%	1.06%	0.44%	0.88%	0.38%	1.15%	0.90%	0.62%	0.51%	0.51%	0.51%	0.61%	0.69%	1.28%	0.61%	0.87%	0.78%	0.26%	0.48%	0.47%	1.08%	0.47%	0.40%	0.49%	0.76%	0.09%	0.00%	0.00%	0.60%	0.61%	0.57%	0.70%	0.20%	0.86%	0.71%	0.44%	1.07%	1.19%	0.33%	0.65%	0.65%	1.16%	0.95%	1.10%	0.99%	1.03%	0.79%	1.27%	0.94%	1.11%	1.27%	1.06%	0.99%	0.47%	1.41%	0.99%	0.53%	0.50%	0.66%	0.77%	0.00%	0.62%	0.78%	0.69%	0.00%	1.23%	0.45%	0.48%	0.68%	0.59%	1.06%									
20	Явлинский Григорий Алексеевич	715	9	7	4	6	5	6	11	4	19	9	16	10	14	12	11	13	13	11	0	9	7	8	5	5	5	5	2	2	0	8	4	9	17	4	7	18	6	6	16	8	5	11	6	8	12	6	14	24	12	29	21	14	10	19	9	20	14	21	12	18	8	0	15	9	16	7	6	2	7	9	8	12									
		0.90%	0.84%	0.61%	0.35%	0.53%	0.44%	0.57%	0.74%	0.33%	1.48%	0.66%	1.02%	0.73%	0.86%	0.64%	0.71%	0.99%	0.76%	0.78%	0.00%	0.87%	0.66%	0.86%	0.47%	0.50%	0.81%	0.55%	0.18%	0.43%	0.00%	0.97%	0.30%	0.86%	1.32%	0.40%	0.75%	1.60%	0.66%	0.50%	1.19%	0.66%	0.81%	0.89%	0.54%	0.76%	1.20%	0.60%	1.11%	1.58%	0.85%	2.73%	1.56%	1.36%	0.97%	1.45%	1.06%	1.88%	1.16%	1.84%	1.19%	1.69%	0.68%	0.00%	1.34%	0.87%	0.92%	1.19%	1.48%	0.90%	0.84%	0.88%	0.79%	0.67%									
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
