7	Число избирательных бюллетеней в переносных ящиках для голосования	2708	40	34	23	47	23	42	37	51	42	41	31	31	30	29	21	37	41	33	55	44	39	37	25	60	23	15	139	44	10	53	29	78	68	52	48	26	38	7	5	36	16	37	33	64	23	46	56	57	37	22	27	21	52	64	47	62	55	89	47	28	49	12	54	18	20	30	10	0	0	0	31	16	21									
8	Число бюллетеней в стационарных ящиках для голосования	81470	1005	1342	874	1228	1233	1212	1601	1312	1317	1472	1595	1362	1502	1207	1331	1407	1510	1346	826	1203	1042	958	1137	1096	717	955	923	714	122	1120	1442	1095	1418	1093	1192	1271	1008	965	1231	1110	729	1389	1383	1156	1093	1110	1341	1661	1717	1150	1384	1081	1157	1236	949	1260	1355	1261	1091	1204	1419	228	1161	1009	1476	644	538	393	73	22	1121	1020	1165									
9	Число недействительных избирательных бюллетеней	781	9	10	5	12	5	11	7	18	19	12	30	14	13	12	11	12	11	14	3	8	15	7	8	16	7	8	11	6	1	12	17	18	12	18	7	13	15	8	11	8	15	10	12	11	9	3	9	14	22	9	11	20	5	11	13	14	16	7	11	11	11	1	13	10	14	6	1	11	1	0	10	5	11									
10	Число действительных избирательных бюллетеней	83397	1036	1366	892	1263	1251	1243	1631	1345	1340	1501	1596	1379	1519	1224	1341	1432	1540	1365	878	1239	1066	988	1154	1140	733	962	1051	752	131	1161	1454	1155	1474	1127	1233	1284	1031	964	1225	1138	730	1416	1404	1209	1107	1153	1388	1704	1732	1163	1400	1082	1204	1289	983	1308	1394	1343	1127	1221	1457	239	1202	1017	1482	668	547	382	72	22	1142	1031	1175									
11	Число полученных открепительных  удостоверений	2093	31	37	32	26	44	37	34	36	33	34	38	34	35	41	51	35	31	30	23	21	32	32	20	33	12	19	28	25	9	22	26	28	28	25	27	32	23	22	22	27	16	32	31	30	33	26	34	34	43	35	33	32	26	31	37	29	24	30	42	28	37	4	33	21	47	24	14	0	0	0	33	36	43									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2023	30	36	32	24	43	34	32	35	33	34	36	33	35	40	48	34	30	30	23	20	30	32	20	33	9	18	27	25	7	20	26	27	28	25	25	29	23	17	21	26	16	30	28	30	28	26	34	34	41	34	33	30	25	29	37	29	24	30	42	26	37	4	31	21	47	23	13	0	0	0	33	35	43									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2111	20	54	20	30	36	26	30	31	25	38	19	30	61	13	39	28	31	19	23	30	16	16	29	22	22	19	35	17	2	23	27	23	38	33	47	35	32	21	19	28	17	31	17	21	26	49	18	44	40	24	29	27	37	35	32	56	37	30	14	34	63	8	19	26	42	14	35	2	73	22	29	31	22									
14	Число неиспользованных открепительных удостоверений	70	1	1	0	2	1	3	2	1	0	0	2	1	0	1	3	1	1	0	0	1	2	0	0	0	3	1	1	0	2	2	0	1	0	0	2	3	0	5	1	1	0	2	3	0	5	0	0	0	2	1	0	2	1	2	0	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	1	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	107	3	0	1	2	2	2	0	1	1	3	1	3	2	5	1	1	3	4	1	2	1	2	0	0	0	2	1	0	0	1	0	0	4	1	1	0	3	1	0	3	2	0	1	3	1	1	0	2	4	3	0	5	0	0	2	0	0	5	1	4	5	0	1	1	1	2	2	0	0	0	1	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																				
19	Жириновский Владимир Вольфович	8314	81	181	92	139	123	115	163	128	128	144	155	136	160	102	137	123	145	128	109	131	99	115	166	124	96	133	144	91	30	138	229	116	164	131	115	127	120	127	142	149	73	130	141	88	81	88	121	141	125	82	94	83	88	94	90	110	103	128	94	85	140	24	137	128	137	38	70	143	11	2	80	102	87									
		9.88%	7.75%	13.15%	10.26%	10.90%	9.79%	9.17%	9.95%	9.39%	9.42%	9.52%	9.53%	9.76%	10.44%	8.25%	10.13%	8.52%	9.35%	9.28%	12.37%	10.51%	9.16%	11.56%	14.29%	10.73%	12.97%	13.71%	13.56%	12.01%	22.73%	11.76%	15.57%	9.89%	11.04%	11.44%	9.27%	9.79%	11.47%	13.07%	11.49%	13.00%	9.80%	9.12%	9.96%	7.21%	7.26%	7.61%	8.66%	8.21%	7.13%	6.99%	6.66%	7.53%	7.28%	7.23%	9.04%	8.32%	7.30%	9.48%	8.26%	6.90%	9.54%	10.00%	11.28%	12.46%	9.16%	5.64%	12.77%	36.39%	15.07%	9.09%	6.94%	9.85%	7.34%									
20	Зюганов Геннадий Андреевич	16345	191	248	152	236	222	280	328	317	292	292	309	265	299	219	236	282	259	249	142	299	208	193	157	210	116	156	144	108	20	181	257	228	286	273	239	272	202	191	223	230	109	291	293	258	255	238	298	366	353	240	259	221	249	286	201	293	316	316	262	273	318	35	243	212	219	146	108	8	9	5	242	177	235									
		19.42%	18.28%	18.02%	16.95%	18.51%	17.68%	22.33%	20.02%	23.26%	21.49%	19.30%	19.00%	19.02%	19.52%	17.72%	17.46%	19.53%	16.70%	18.06%	16.12%	23.98%	19.24%	19.40%	13.51%	18.17%	15.68%	16.08%	13.56%	14.25%	15.15%	15.43%	17.47%	19.44%	19.25%	23.84%	19.27%	20.97%	19.31%	19.65%	18.04%	20.07%	14.63%	20.41%	20.69%	21.15%	22.85%	20.59%	21.33%	21.30%	20.13%	20.48%	18.36%	20.05%	20.60%	22.00%	20.18%	22.16%	22.41%	23.41%	23.02%	22.16%	21.66%	14.58%	20.00%	20.64%	14.64%	21.66%	19.71%	2.04%	12.33%	22.73%	21.01%	17.08%	19.81%									
21	Миронов Сергей Михайлович	4315	49	61	52	75	51	60	89	74	72	69	82	75	95	49	64	70	96	69	33	71	58	55	56	52	25	47	34	29	3	50	72	77	67	55	51	69	52	54	70	35	32	76	67	54	52	71	79	77	113	76	83	53	77	77	58	68	75	86	61	61	69	8	65	56	70	46	28	4	7	5	77	52	65									
		5.13%	4.69%	4.43%	5.80%	5.88%	4.06%	4.78%	5.43%	5.43%	5.30%	4.56%	5.04%	5.38%	6.20%	3.96%	4.73%	4.85%	6.19%	5.00%	3.75%	5.69%	5.37%	5.53%	4.82%	4.50%	3.38%	4.85%	3.20%	3.83%	2.27%	4.26%	4.89%	6.56%	4.51%	4.80%	4.11%	5.32%	4.97%	5.56%	5.66%	3.05%	4.30%	5.33%	4.73%	4.43%	4.66%	6.14%	5.65%	4.48%	6.44%	6.48%	5.88%	4.81%	6.37%	5.92%	5.82%	5.14%	5.32%	6.37%	5.36%	4.95%	4.70%	3.33%	5.35%	5.45%	4.68%	6.82%	5.11%	1.02%	9.59%	22.73%	6.68%	5.02%	5.48%									
22	Прохоров Михаил Дмитриевич	7123	90	99	91	103	100	94	143	95	114	110	148	105	135	131	159	110	122	102	46	104	69	63	51	70	41	47	63	44	5	76	97	89	98	65	64	87	72	110	156	67	72	109	135	130	106	98	135	125	193	154	183	120	111	149	93	124	118	113	97	136	139	11	93	95	171	57	49	27	5	0	134	86	120									
		8.46%	8.61%	7.19%	10.14%	8.08%	7.96%	7.50%	8.73%	6.97%	8.39%	7.27%	9.10%	7.54%	8.81%	10.60%	11.76%	7.62%	7.87%	7.40%	5.22%	8.34%	6.38%	6.33%	4.39%	6.06%	5.54%	4.85%	5.93%	5.80%	3.79%	6.48%	6.59%	7.59%	6.59%	5.68%	5.16%	6.71%	6.88%	11.32%	12.62%	5.85%	9.66%	7.64%	9.53%	10.66%	9.50%	8.48%	9.66%	7.28%	11.00%	13.14%	12.97%	10.89%	9.18%	11.46%	9.34%	9.38%	8.37%	8.37%	8.52%	11.04%	9.47%	4.58%	7.65%	9.25%	11.43%	8.46%	8.94%	6.87%	6.85%	0.00%	11.63%	8.30%	10.12%									
23	Путин Владимир Владимирович	47300	625	777	505	710	755	694	908	731	734	886	902	798	830	723	745	847	918	817	548	634	632	562	724	684	455	579	666	480	73	716	799	645	859	603	764	729	585	482	634	657	444	810	768	679	613	658	755	995	948	611	781	605	679	683	541	713	782	700	613	666	791	161	664	526	885	381	292	200	40	10	609	614	668									
		56.19%	59.81%	56.47%	56.30%	55.69%	60.11%	55.34%	55.43%	53.63%	54.01%	58.56%	55.47%	57.29%	54.18%	58.50%	55.10%	58.66%	59.19%	59.25%	62.20%	50.84%	58.46%	56.48%	62.31%	59.17%	61.49%	59.69%	62.71%	63.32%	55.30%	61.04%	54.32%	54.99%	57.81%	52.66%	61.61%	56.21%	55.93%	49.59%	51.29%	57.33%	59.60%	56.80%	54.24%	55.66%	54.93%	56.92%	54.04%	57.92%	54.05%	52.13%	55.35%	54.90%	56.16%	52.54%	54.32%	53.93%	55.46%	51.85%	53.87%	54.06%	53.88%	67.08%	54.65%	51.22%	59.16%	56.53%	53.28%	50.89%	54.79%	45.45%	52.86%	59.27%	56.32%									
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
