Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Красноармейская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	704	13	13	12	8	15	10	30	10	6	16	2	8	18	13	30	24	33	35	9	25	25	8	15	15	10	18	17	19	10	15	8	16	15	8	30	17	18	10	9	10	10	15	8	8	13	8	19	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	696	13	13	12	8	15	10	30	10	6	16	2	8	18	13	30	24	33	35	5	25	25	8	15	15	10	18	17	19	10	15	8	16	15	8	30	17	18	10	9	10	10	15	8	4	13	8	19	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	176	0	8	14	14	2	5	2	8	3	7	11	2	9	5	4	2	3	0	10	3	7	2	2	2	1	3	4	0	2	1	6	2	1	0	2	2	7	0	5	5	1	4	0	2	1	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	196	15	7	9	8	6	8	11	12	8	14	10	8	12	5	6	5	1	0	1	1	5	2	1	2	0	2	3	2	0	5	3	4	0	2	0	3	2	0	1	0	0	1	2	2	2	2	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	156	3	0	7	12	5	7	7	3	14	12	7	3	1	7	3	10	1	3	0	0	0	1	0	1	0	1	7	0	2	0	2	3	0	0	1	7	2	0	7	0	2	4	0	0	3	8	0	0									
		0.65%	0.36%	0.00%	1.12%	1.68%	0.89%	0.86%	0.68%	0.68%	1.77%	1.63%	1.14%	0.59%	0.13%	0.87%	0.48%	1.50%	0.19%	0.49%	0.00%	0.00%	0.00%	0.51%	0.00%	0.31%	0.00%	0.18%	1.09%	0.00%	0.99%	0.00%	0.54%	0.93%	0.00%	0.00%	0.17%	1.22%	0.36%	0.00%	1.39%	0.00%	1.45%	1.08%	0.00%	0.00%	0.59%	1.41%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	467	19	0	20	26	21	22	24	7	25	17	40	15	18	11	18	12	0	10	2	7	0	4	0	2	5	3	19	6	7	4	4	3	8	6	7	12	9	0	19	1	5	13	0	5	7	4	0	0									
		1.95%	2.26%	0.00%	3.21%	3.63%	3.75%	2.72%	2.33%	1.59%	3.17%	2.31%	6.50%	2.97%	2.38%	1.36%	2.85%	1.80%	0.00%	1.64%	0.91%	2.88%	0.00%	2.05%	0.00%	0.62%	2.76%	0.54%	2.95%	1.74%	3.48%	2.37%	1.07%	0.93%	1.48%	1.94%	1.19%	2.09%	1.62%	0.00%	3.77%	0.21%	3.62%	3.50%	0.00%	0.75%	1.37%	0.71%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	339	14	0	13	37	16	12	11	8	27	21	10	14	12	11	21	15	6	6	3	3	0	1	0	4	0	0	14	2	4	1	2	2	2	0	5	7	6	0	7	1	4	5	2	2	6	2	0	0									
		1.42%	1.66%	0.00%	2.09%	5.17%	2.86%	1.48%	1.07%	1.82%	3.42%	2.85%	1.63%	2.77%	1.59%	1.36%	3.33%	2.25%	1.15%	0.99%	1.36%	1.23%	0.00%	0.51%	0.00%	1.23%	0.00%	0.00%	2.17%	0.58%	1.99%	0.59%	0.54%	0.62%	0.37%	0.00%	0.85%	1.22%	1.08%	0.00%	1.39%	0.21%	2.90%	1.35%	0.84%	0.30%	1.18%	0.35%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16401	601	527	296	409	293	532	696	281	387	375	296	317	468	563	316	372	371	489	130	171	405	121	198	264	121	469	510	258	101	136	300	272	461	253	473	419	454	229	330	378	99	212	202	539	388	464	340	115									
		68.61%	71.38%	69.99%	47.51%	57.12%	52.32%	65.68%	67.70%	63.86%	49.05%	50.88%	48.13%	62.77%	61.99%	69.76%	50.08%	55.86%	70.80%	80.43%	59.09%	70.37%	80.36%	62.05%	79.84%	81.48%	66.85%	85.12%	79.07%	75.00%	50.25%	80.47%	80.43%	84.47%	85.06%	81.88%	80.44%	72.87%	81.51%	80.07%	65.48%	78.42%	71.74%	57.14%	85.23%	80.45%	76.08%	81.98%	66.80%	88.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	109	0	0	3	7	1	4	7	2	13	7	10	5	4	2	11	8	1	2	0	3	0	0	0	0	0	0	1	1	0	1	3	1	0	0	0	1	1	0	4	0	0	3	0	0	3	0	0	0									
		0.46%	0.00%	0.00%	0.48%	0.98%	0.18%	0.49%	0.68%	0.45%	1.65%	0.95%	1.63%	0.99%	0.53%	0.25%	1.74%	1.20%	0.19%	0.33%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.29%	0.00%	0.59%	0.80%	0.31%	0.00%	0.00%	0.00%	0.17%	0.18%	0.00%	0.79%	0.00%	0.00%	0.81%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	43	0	0	2	2	0	0	4	0	6	4	4	0	0	2	6	1	0	4	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1									
		0.18%	0.00%	0.00%	0.32%	0.28%	0.00%	0.00%	0.39%	0.00%	0.76%	0.54%	0.65%	0.00%	0.00%	0.25%	0.95%	0.15%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.29%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.77%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2618	106	70	119	90	100	106	110	78	144	123	93	62	110	101	114	95	45	32	52	16	50	26	8	24	13	17	34	48	27	12	26	14	25	13	41	79	45	30	40	7	2	34	17	54	38	39	78	11									
		10.95%	12.59%	9.30%	19.10%	12.57%	17.86%	13.09%	10.70%	17.73%	18.25%	16.69%	15.12%	12.28%	14.57%	12.52%	18.07%	14.26%	8.59%	5.26%	23.64%	6.58%	9.92%	13.33%	3.23%	7.41%	7.18%	3.09%	5.27%	13.95%	13.43%	7.10%	6.97%	4.35%	4.61%	4.21%	6.97%	13.74%	8.08%	10.49%	7.94%	1.45%	1.45%	9.16%	7.17%	8.06%	7.45%	6.89%	15.32%	8.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	109	6	0	1	9	3	3	3	3	2	6	5	1	9	4	2	4	5	5	0	2	0	1	0	0	1	2	1	1	0	0	1	0	2	1	0	3	7	0	0	0	0	0	0	1	7	0	8	0									
		0.46%	0.71%	0.00%	0.16%	1.26%	0.54%	0.37%	0.29%	0.68%	0.25%	0.81%	0.81%	0.20%	1.19%	0.50%	0.32%	0.60%	0.95%	0.82%	0.00%	0.82%	0.00%	0.51%	0.00%	0.00%	0.55%	0.36%	0.16%	0.29%	0.00%	0.00%	0.27%	0.00%	0.37%	0.32%	0.00%	0.52%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	1.37%	0.00%	1.57%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	122	5	0	5	11	3	1	9	0	6	11	7	4	6	3	7	4	13	3	0	2	0	1	0	0	0	0	1	0	2	1	0	1	1	1	3	3	0	0	3	0	3	0	0	0	2	0	0	0									
		0.51%	0.59%	0.00%	0.80%	1.54%	0.54%	0.12%	0.88%	0.00%	0.76%	1.49%	1.14%	0.79%	0.79%	0.37%	1.11%	0.60%	2.48%	0.49%	0.00%	0.82%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.99%	0.59%	0.00%	0.31%	0.18%	0.32%	0.51%	0.52%	0.00%	0.00%	0.60%	0.00%	2.17%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	0	0	0	1	1	2	1	6	4	3	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.18%	0.12%	0.19%	0.23%	0.76%	0.54%	0.49%	0.00%	0.00%	0.12%	0.00%	0.15%	0.19%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.18%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	157	3	0	5	5	7	8	34	1	16	15	7	7	6	2	5	3	1	2	1	1	0	0	0	3	0	4	2	0	2	0	1	4	2	1	2	0	2	0	2	0	0	3	0	0	0	0	0	0									
		0.66%	0.36%	0.00%	0.80%	0.70%	1.25%	0.99%	3.31%	0.23%	2.03%	2.04%	1.14%	1.39%	0.79%	0.25%	0.79%	0.45%	0.19%	0.33%	0.45%	0.41%	0.00%	0.00%	0.00%	0.93%	0.00%	0.73%	0.31%	0.00%	0.99%	0.00%	0.27%	1.24%	0.37%	0.32%	0.34%	0.00%	0.36%	0.00%	0.40%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2220	48	90	106	61	72	80	73	38	83	69	70	45	81	61	78	101	67	43	10	28	36	33	22	19	38	31	38	19	34	10	30	12	23	20	35	32	18	15	82	89	17	78	8	52	39	34	50	2									
		9.29%	5.70%	11.95%	17.01%	8.52%	12.86%	9.88%	7.10%	8.64%	10.52%	9.36%	11.38%	8.91%	10.73%	7.56%	12.36%	15.17%	12.79%	7.07%	4.55%	11.52%	7.14%	16.92%	8.87%	5.86%	20.99%	5.63%	5.89%	5.52%	16.92%	5.92%	8.04%	3.73%	4.24%	6.47%	5.95%	5.57%	3.23%	5.24%	16.27%	18.46%	12.32%	21.02%	3.38%	7.76%	7.65%	6.01%	9.82%	1.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	3	0	2	1	1	1	5	0	5	4	1	0	3	5	5	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.18%	0.36%	0.00%	0.32%	0.14%	0.18%	0.12%	0.49%	0.00%	0.63%	0.54%	0.16%	0.00%	0.40%	0.62%	0.79%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.29%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	767	28	33	31	27	32	21	26	15	29	61	42	24	21	26	34	35	9	8	16	4	9	5	20	6	1	15	16	4	3	3	2	8	11	10	11	6	7	8	7	1	3	10	6	14	13	13	33	0									
		3.21%	3.33%	4.38%	4.98%	3.77%	5.71%	2.59%	2.53%	3.41%	3.68%	8.28%	6.83%	4.75%	2.78%	3.22%	5.39%	5.26%	1.72%	1.32%	7.27%	1.65%	1.79%	2.56%	8.06%	1.85%	0.55%	2.72%	2.48%	1.16%	1.49%	1.78%	0.54%	2.48%	2.03%	3.24%	1.87%	1.04%	1.26%	2.80%	1.39%	0.21%	2.17%	2.70%	2.53%	2.09%	2.55%	2.30%	6.48%	0.00%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
