Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Красносельская №6																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891					
		6.92%	7.39%	9.24%	7.33%	8.85%	8.39%	5.05%	6.28%	7.24%	5.82%	7.19%	5.63%	5.06%	4.98%	5.49%	6.31%	6.34%	6.35%	5.74%	5.56%	5.11%	6.37%	5.36%	8.05%	6.31%	7.93%	5.89%	8.08%	5.93%	6.65%	8.58%	6.87%	7.24%	7.02%	7.47%	6.05%	7.37%	6.27%	6.78%	7.49%	5.40%	5.90%	8.59%	7.56%	3.82%	9.70%	7.81%	6.64%	6.83%	8.12%	8.76%	8.03%	10.93%	7.33%	5.10%	10.39%	5.48%	8.13%	8.64%					
																																																																	
24	Против всех	2942	41	64	39	37	45	37	48	55	60	51	48	38	71	84	54	45	47	59	49	48	60	76	32	44	47	54	57	58	46	60	64	46	47	46	58	40	83	65	89	52	47	39	49	84	25	61	37	32	48	32	34	57	39	44	37	58	29	46					
		3.97%	3.19%	4.38%	2.95%	3.03%	3.67%	4.35%	5.11%	4.53%	5.06%	4.21%	4.16%	3.00%	4.98%	5.42%	3.27%	3.61%	3.55%	3.81%	3.78%	4.09%	4.72%	5.16%	4.30%	3.27%	3.58%	4.68%	4.38%	4.41%	3.97%	4.15%	4.44%	3.58%	3.51%	4.14%	4.50%	3.20%	4.96%	4.79%	5.65%	4.39%	3.70%	3.04%	3.53%	4.01%	2.45%	4.41%	3.27%	2.99%	3.86%	3.18%	3.69%	3.80%	3.29%	3.81%	2.42%	3.88%	2.62%	5.60%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
