Выборы Президента Российской Федерации																																																																						
																																																																						
"Наименование Избирательной комиссии:    Краснодар, Центральная"																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399					
11	Число полученных открепительных  удостоверений	4196	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	520	80	50	150	50	50	50	896	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	1190	11	8	13	15	16	17	25	14	18	12	14	12	18	16	6	18	7	16	13	16	12	17	15	15	22	17	13	14	17	13	12	10	23	19	132	23	16	74	12	20	13	192	7	14	10	15	16	17	10	12	27	13	19	28	16	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1286	18	10	4	16	15	8	20	23	17	26	10	14	11	9	14	14	18	18	17	16	21	14	8	61	24	26	23	14	25	19	13	8	16	23	38	41	18	25	20	24	17	34	27	16	12	13	15	20	17	17	13	11	20	23	18	0	0	5	10	143	35	6	55					
14	Число неиспользованных открепительных удостоверений	3006	39	42	37	35	34	33	25	36	32	38	36	38	32	34	44	32	43	34	37	34	38	33	35	35	28	33	37	36	33	37	38	40	27	31	388	57	34	76	38	30	37	704	43	36	40	35	34	33	40	38	23	37	31	22	34	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	4360	46	54	79	51	79	68	84	115	112	105	67	69	77	35	48	83	66	48	55	122	64	51	43	85	75	102	77	89	56	69	45	32	58	81	57	85	90	70	68	73	56	66	109	97	87	79	91	127	100	106	79	63	77	141	153	25	31	3	5	13	7	3	9					
		5.92%	3.79%	4.86%	4.79%	5.28%	6.64%	4.77%	6.74%	8.22%	7.75%	6.88%	5.93%	6.13%	5.21%	3.47%	3.67%	6.49%	5.27%	4.47%	4.77%	7.60%	4.22%	4.15%	4.61%	5.30%	5.49%	7.41%	6.22%	6.59%	4.20%	7.48%	4.73%	3.38%	5.04%	5.70%	4.23%	6.12%	6.44%	5.23%	5.23%	6.55%	5.46%	6.19%	7.04%	6.82%	6.81%	7.27%	6.09%	8.37%	7.16%	7.92%	6.00%	5.08%	5.40%	9.36%	9.92%	8.25%	2.24%	3.80%	3.62%	6.57%	2.90%	2.38%	4.76%					
19	. Малышкин Олег Александрович	910	18	20	16	15	8	14	14	14	15	16	10	9	22	14	21	10	12	15	22	20	18	12	6	19	16	15	19	15	14	9	15	10	19	13	13	9	13	18	12	12	28	14	19	13	10	12	9	16	22	11	24	18	17	25	11	4	65	0	1	1	3	2	3					
		1.24%	1.48%	1.80%	0.97%	1.55%	0.67%	0.98%	1.12%	1.00%	1.04%	1.05%	0.88%	0.80%	1.49%	1.39%	1.60%	0.78%	0.96%	1.40%	1.91%	1.25%	1.19%	0.98%	0.64%	1.19%	1.17%	1.09%	1.54%	1.11%	1.05%	0.98%	1.58%	1.05%	1.65%	0.91%	0.96%	0.65%	0.93%	1.35%	0.92%	1.08%	2.73%	1.31%	1.23%	0.91%	0.78%	1.10%	0.60%	1.05%	1.57%	0.82%	1.82%	1.45%	1.19%	1.66%	0.71%	1.32%	4.70%	0.00%	0.72%	0.51%	1.24%	1.59%	1.59%					
20	. Миронов Сергей Михайлович	572	4	10	16	9	12	14	14	10	16	19	11	15	15	10	8	14	12	1	16	15	3	7	11	10	14	14	11	11	5	5	8	7	11	12	3	12	4	3	11	6	6	6	10	7	14	9	8	11	11	11	8	9	8	10	6	5	14	0	2	3	2	2	1					
		0.78%	0.33%	0.90%	0.97%	0.93%	1.01%	0.98%	1.12%	0.71%	1.11%	1.25%	0.97%	1.33%	1.01%	0.99%	0.61%	1.09%	0.96%	0.09%	1.39%	0.93%	0.20%	0.57%	1.18%	0.62%	1.03%	1.02%	0.89%	0.81%	0.38%	0.54%	0.84%	0.74%	0.96%	0.84%	0.22%	0.86%	0.29%	0.22%	0.85%	0.54%	0.58%	0.56%	0.65%	0.49%	1.10%	0.83%	0.54%	0.73%	0.79%	0.82%	0.61%	0.73%	0.56%	0.66%	0.39%	1.65%	1.01%	0.00%	1.45%	1.52%	0.83%	1.59%	0.53%					
21	. Путин Владимир Владимирович	49317	815	769	1100	681	777	959	771	888	955	995	756	740	978	685	925	864	838	772	795	1055	1037	905	646	1020	946	903	786	873	974	598	672	661	797	928	972	951	850	855	906	743	653	777	1054	976	893	702	1013	977	980	884	890	824	956	943	1009	182	767	55	100	126	188	91	136					
		66.94%	67.13%	69.22%	66.71%	70.50%	65.35%	67.30%	61.83%	63.47%	66.09%	65.20%	66.90%	65.72%	66.13%	67.89%	70.66%	67.55%	66.93%	71.95%	68.95%	65.69%	68.31%	73.64%	69.31%	63.63%	69.30%	65.62%	63.54%	64.62%	73.07%	64.86%	70.59%	69.73%	69.30%	65.31%	72.11%	68.52%	60.84%	63.90%	69.69%	66.70%	63.65%	72.89%	68.09%	68.64%	69.87%	64.58%	67.76%	64.40%	70.15%	66.02%	67.58%	66.40%	67.09%	62.62%	65.39%	60.07%	55.46%	69.62%	72.46%	63.64%	78.01%	72.22%	71.96%					
22	. Хакамада Ирина Муцуовна	3541	60	37	69	24	41	66	46	52	75	75	59	40	68	38	51	58	73	52	27	88	77	51	41	70	68	92	99	93	76	49	43	62	68	96	54	93	77	65	57	44	45	57	91	53	47	50	57	75	56	49	71	68	82	82	67	5	80	4	5	12	4	2	5					
		4.81%	4.94%	3.33%	4.18%	2.48%	3.45%	4.63%	3.69%	3.72%	5.19%	4.91%	5.22%	3.55%	4.60%	3.77%	3.90%	4.53%	5.83%	4.85%	2.34%	5.48%	5.07%	4.15%	4.40%	4.37%	4.98%	6.69%	8.00%	6.88%	5.70%	5.31%	4.52%	6.54%	5.91%	6.76%	4.01%	6.70%	5.51%	4.86%	4.38%	3.95%	4.39%	5.35%	5.88%	3.73%	3.68%	4.60%	3.81%	4.94%	4.01%	3.66%	5.39%	5.48%	5.75%	5.44%	4.34%	1.65%	5.78%	5.06%	3.62%	6.06%	1.66%	1.59%	2.65%					
23	. Харитонов Николай Михайлович	11222	218	173	292	153	224	227	254	254	221	248	182	212	250	179	187	195	195	141	174	246	244	139	127	333	188	193	187	202	134	137	135	134	141	226	186	169	292	250	185	188	179	86	202	230	174	181	232	238	170	220	188	211	203	240	235	62	29	8	22	23	28	18	28					
		15.23%	17.96%	15.57%	17.71%	15.84%	18.84%	15.93%	20.37%	18.16%	15.29%	16.25%	16.11%	18.83%	16.90%	17.74%	14.29%	15.25%	15.58%	13.14%	15.09%	15.32%	16.07%	11.31%	13.63%	20.77%	13.77%	14.03%	15.12%	14.95%	10.05%	14.86%	14.18%	14.14%	12.26%	15.90%	13.80%	12.18%	20.90%	18.68%	14.23%	16.88%	17.45%	8.07%	13.05%	16.17%	13.62%	16.65%	15.52%	15.69%	12.17%	16.43%	14.27%	17.00%	14.25%	15.94%	15.23%	20.46%	2.10%	10.13%	15.94%	11.62%	11.62%	14.29%	14.81%					
																																																																						
24	Против всех	3177	40	42	62	28	43	69	50	58	47	57	39	36	58	31	55	51	42	30	53	54	57	39	46	64	49	49	53	60	67	44	24	35	46	63	57	59	66	65	49	38	46	56	56	36	36	46	78	60	46	44	53	45	74	53	49	9	369	7	2	15	8	8	6					
		4.31%	3.29%	3.78%	3.76%	2.90%	3.62%	4.84%	4.01%	4.15%	3.25%	3.74%	3.45%	3.20%	3.92%	3.07%	4.20%	3.99%	3.35%	2.80%	4.60%	3.36%	3.75%	3.17%	4.94%	3.99%	3.59%	3.56%	4.28%	4.44%	5.03%	4.77%	2.52%	3.69%	4.00%	4.43%	4.23%	4.25%	4.72%	4.86%	3.77%	3.41%	4.48%	5.25%	3.62%	2.53%	2.82%	4.23%	5.22%	3.96%	3.29%	3.29%	4.02%	3.63%	5.19%	3.52%	3.18%	2.97%	26.68%	8.86%	1.45%	7.58%	3.32%	6.35%	3.17%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
