Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Сунская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013									
		0.83%	1.48%	1.17%	0.58%	1.31%	0.80%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	72	19	8	7	3	7	2	2	2	1	1	1	5	1	7	6									
		3.00%	2.82%	3.11%	2.03%	1.96%	5.60%	3.23%	2.33%	1.35%	0.88%	1.37%	2.33%	5.56%	2.17%	12.50%	4.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	53	16	5	5	4	0	3	5	2	3	0	0	4	3	0	3									
		2.21%	2.37%	1.95%	1.45%	2.61%	0.00%	4.84%	5.81%	1.35%	2.65%	0.00%	0.00%	4.44%	6.52%	0.00%	2.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1003	254	107	121	66	68	30	39	63	67	29	16	27	16	33	67									
		41.81%	37.69%	41.63%	35.17%	43.14%	54.40%	48.39%	45.35%	42.57%	59.29%	39.73%	37.21%	30.00%	34.78%	58.93%	51.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	5	1	2	1	1	0	0	0	1	0	0	0	0	0	0									
		0.46%	0.74%	0.39%	0.58%	0.65%	0.80%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2									
		0.17%	0.00%	0.00%	0.00%	0.65%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	624	179	65	110	40	26	15	21	34	26	28	17	26	8	10	19									
		26.01%	26.56%	25.29%	31.98%	26.14%	20.80%	24.19%	24.42%	22.97%	23.01%	38.36%	39.53%	28.89%	17.39%	17.86%	14.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0									
		0.21%	0.15%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	5	7	1	1	0	0	0	0	0	2	0	1	1	0	0									
		0.75%	0.74%	2.72%	0.29%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	2.74%	0.00%	1.11%	2.17%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1									
		0.21%	0.00%	0.39%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	2.17%	0.00%	0.78%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	10	1	1	0	0	0	1	0	0	0	0	1	1	0	1									
		0.67%	1.48%	0.39%	0.29%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	1.11%	2.17%	0.00%	0.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	342	104	40	55	12	10	6	10	29	6	8	6	16	7	6	27									
		14.26%	15.43%	15.56%	15.99%	7.84%	8.00%	9.68%	11.63%	19.59%	5.31%	10.96%	13.95%	17.78%	15.22%	10.71%	20.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.21%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	171	54	17	30	10	11	5	5	13	7	2	3	6	6	0	2									
		7.13%	8.01%	6.61%	8.72%	6.54%	8.80%	8.06%	5.81%	8.78%	6.19%	2.74%	6.98%	6.67%	13.04%	0.00%	1.55%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
