Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Назрановская городская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.05%	0.04%	0.05%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	74	3	2	7	4	5	4	4	2	5	5	4	4	3	3	4	5	3	4	3									
		0.20%	0.25%	0.14%	0.40%	0.18%	0.22%	0.19%	0.18%	0.17%	0.29%	0.22%	0.20%	0.26%	0.13%	0.13%	0.18%	0.21%	0.14%	0.22%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	660	22	21	23	46	46	22	30	17	32	44	49	32	41	29	46	39	40	37	44									
		1.78%	1.80%	1.52%	1.31%	2.11%	2.06%	1.05%	1.38%	1.45%	1.87%	1.96%	2.44%	2.05%	1.83%	1.22%	2.07%	1.65%	1.81%	2.02%	2.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.05%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	623	19	26	30	34	30	34	43	17	35	33	41	23	46	29	39	43	38	30	33									
		1.68%	1.55%	1.88%	1.70%	1.56%	1.34%	1.62%	1.98%	1.45%	2.05%	1.47%	2.04%	1.47%	2.05%	1.22%	1.76%	1.82%	1.72%	1.64%	1.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	194	2	14	22	4	19	13	22	4	11	4	2	14	9	7	4	3	10	19	11									
		0.52%	0.16%	1.01%	1.25%	0.18%	0.85%	0.62%	1.01%	0.34%	0.64%	0.18%	0.10%	0.90%	0.40%	0.29%	0.18%	0.13%	0.45%	1.04%	0.53%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.05%	0.04%	0.05%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2281	73	80	126	150	127	134	141	68	114	126	130	76	148	134	138	150	154	79	133									
		6.15%	5.96%	5.78%	7.16%	6.87%	5.69%	6.38%	6.49%	5.80%	6.66%	5.60%	6.46%	4.87%	6.60%	5.64%	6.22%	6.34%	6.99%	4.31%	6.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	845	27	23	34	47	66	64	66	27	37	64	47	35	59	50	42	46	36	39	36									
		2.28%	2.21%	1.66%	1.93%	2.15%	2.96%	3.05%	3.04%	2.30%	2.16%	2.85%	2.34%	2.24%	2.63%	2.11%	1.89%	1.95%	1.63%	2.13%	1.75%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3703	128	128	178	222	231	215	210	114	177	212	200	158	221	241	217	238	220	187	206									
		9.99%	10.46%	9.26%	10.11%	10.16%	10.35%	10.24%	9.66%	9.73%	10.34%	9.43%	9.95%	10.13%	9.85%	10.15%	9.78%	10.06%	9.98%	10.21%	9.99%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
