Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Павловская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1245	УИК №1246	УИК №1247									
		4.50%	3.84%	4.18%	4.25%	5.01%	4.78%	3.99%	3.50%	6.93%	7.55%	4.76%	6.80%	4.08%	2.94%	6.36%	3.43%	3.85%	5.26%	8.33%	13.87%	9.09%	2.74%	2.41%	5.23%	7.33%	2.54%	3.77%	4.26%	2.34%	8.06%	1.47%	14.81%	2.01%	1.42%	3.26%	7.19%	5.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	262	15	22	12	15	15	13	4	1	10	1	8	5	7	6	4	0	0	1	9	3	11	9	2	6	0	27	14	5	0	6	0	16	4	2	7	2									
		1.98%	1.80%	3.06%	1.54%	2.03%	2.05%	1.79%	0.64%	0.99%	3.60%	0.95%	2.59%	1.70%	2.29%	5.45%	2.29%	0.00%	0.00%	1.39%	2.36%	2.73%	3.35%	1.81%	1.16%	1.57%	0.00%	2.75%	1.57%	2.92%	0.00%	1.47%	0.00%	2.01%	1.90%	2.17%	1.62%	1.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4725	234	211	240	247	252	228	178	35	118	49	93	106	162	46	75	37	20	20	165	49	127	167	65	117	44	352	317	68	25	201	11	341	97	40	134	54									
		35.74%	28.09%	29.39%	30.89%	33.42%	34.43%	31.40%	28.34%	34.65%	42.45%	46.67%	30.10%	36.05%	52.94%	41.82%	42.86%	47.44%	35.09%	27.78%	43.19%	44.55%	38.72%	33.53%	37.79%	30.63%	37.29%	35.85%	35.54%	39.77%	40.32%	49.26%	40.74%	42.73%	45.97%	43.48%	31.09%	45.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	4	4	3	6	6	6	5	0	4	2	2	1	1	0	1	0	0	3	0	0	1	1	2	2	1	4	5	0	0	1	0	4	2	0	1	2									
		0.56%	0.48%	0.56%	0.39%	0.81%	0.82%	0.83%	0.80%	0.00%	1.44%	1.90%	0.65%	0.34%	0.33%	0.00%	0.57%	0.00%	0.00%	4.17%	0.00%	0.00%	0.30%	0.20%	1.16%	0.52%	0.85%	0.41%	0.56%	0.00%	0.00%	0.25%	0.00%	0.50%	0.95%	0.00%	0.23%	1.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	2	0	1	1	0	0	0	0	0	1									
		0.13%	0.24%	0.00%	0.13%	0.41%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.26%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.20%	0.22%	0.00%	1.61%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2470	146	150	166	113	114	125	107	28	49	21	55	61	35	26	28	20	7	18	81	28	63	92	27	78	35	204	199	40	10	66	5	143	22	16	66	26									
		18.68%	17.53%	20.89%	21.36%	15.29%	15.57%	17.22%	17.04%	27.72%	17.63%	20.00%	17.80%	20.75%	11.44%	23.64%	16.00%	25.64%	12.28%	25.00%	21.20%	25.45%	19.21%	18.47%	15.70%	20.42%	29.66%	20.77%	22.31%	23.39%	16.13%	16.18%	18.52%	17.92%	10.43%	17.39%	15.31%	21.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	2	3	4	8	4	2	3	0	1	0	0	1	1	0	0	0	0	1	1	0	2	1	0	1	2	2	2	0	0	1	0	3	0	0	4	1									
		0.38%	0.24%	0.42%	0.51%	1.08%	0.55%	0.28%	0.48%	0.00%	0.36%	0.00%	0.00%	0.34%	0.33%	0.00%	0.00%	0.00%	0.00%	1.39%	0.26%	0.00%	0.61%	0.20%	0.00%	0.26%	1.69%	0.20%	0.22%	0.00%	0.00%	0.25%	0.00%	0.38%	0.00%	0.00%	0.93%	0.83%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	72	2	6	2	4	4	4	2	1	2	0	4	1	2	0	1	0	0	0	1	0	1	5	2	0	1	8	8	0	0	2	1	2	0	0	6	0									
		0.54%	0.24%	0.84%	0.26%	0.54%	0.55%	0.55%	0.32%	0.99%	0.72%	0.00%	1.29%	0.34%	0.65%	0.00%	0.57%	0.00%	0.00%	0.00%	0.26%	0.00%	0.30%	1.00%	1.16%	0.00%	0.85%	0.81%	0.90%	0.00%	0.00%	0.49%	3.70%	0.25%	0.00%	0.00%	1.39%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	1	1	0	1	4	2	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0									
		0.15%	0.12%	0.14%	0.13%	0.00%	0.14%	0.55%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.52%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.10%	0.45%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	146	13	7	14	11	11	9	5	0	2	1	2	0	1	0	0	0	0	2	3	0	6	5	1	3	0	16	13	3	2	3	0	10	0	1	1	1									
		1.10%	1.56%	0.97%	1.80%	1.49%	1.50%	1.24%	0.80%	0.00%	0.72%	0.95%	0.65%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	2.78%	0.79%	0.00%	1.83%	1.00%	0.58%	0.79%	0.00%	1.63%	1.46%	1.75%	3.23%	0.74%	0.00%	1.25%	0.00%	1.09%	0.23%	0.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2550	236	180	184	145	191	199	173	18	34	19	64	30	36	7	31	14	16	3	19	8	35	89	26	86	13	187	173	26	10	62	2	91	31	17	82	13									
		19.29%	28.33%	25.07%	23.68%	19.62%	26.09%	27.41%	27.55%	17.82%	12.23%	18.10%	20.71%	10.20%	11.76%	6.36%	17.71%	17.95%	28.07%	4.17%	4.97%	7.27%	10.67%	17.87%	15.12%	22.51%	11.02%	19.04%	19.39%	15.20%	16.13%	15.20%	7.41%	11.40%	14.69%	18.48%	19.03%	10.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	7	3	2	4	2	3	7	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	2	4	1	0	0	0	2	0	0	1	0									
		0.33%	0.84%	0.42%	0.26%	0.54%	0.27%	0.41%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.20%	0.58%	0.00%	0.85%	0.20%	0.45%	0.58%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.23%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1699	113	79	88	105	83	84	91	3	22	6	54	59	44	11	16	3	9	15	35	9	57	103	34	45	14	96	73	12	4	33	3	151	45	7	83	10									
		12.85%	13.57%	11.00%	11.33%	14.21%	11.34%	11.57%	14.49%	2.97%	7.91%	5.71%	17.48%	20.07%	14.38%	10.00%	9.14%	3.85%	15.79%	20.83%	9.16%	8.18%	17.38%	20.68%	19.77%	11.78%	11.86%	9.78%	8.18%	7.02%	6.45%	8.09%	11.11%	18.92%	21.33%	7.61%	19.26%	8.33%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
