Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Фатежская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062									
		0.86%	1.38%	2.04%	0.43%	0.00%	0.92%	0.00%	1.34%	0.00%	0.57%	0.75%	0.00%	1.26%	2.11%	0.57%	0.83%	0.00%	0.00%	1.29%	0.00%	0.22%	0.65%	0.00%	0.77%	0.00%	0.00%	1.41%	0.41%	0.88%	0.00%	0.00%	0.96%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	330	38	45	9	3	8	0	7	8	6	27	1	7	32	9	2	9	13	6	3	15	10	11	19	3	6	10	6	5	4	5	3									
		3.69%	4.78%	4.59%	3.88%	3.57%	7.34%	0.00%	2.35%	4.23%	1.72%	6.77%	0.66%	4.40%	4.83%	5.14%	1.65%	6.47%	4.26%	2.58%	0.73%	3.33%	3.23%	4.28%	4.87%	3.33%	2.48%	4.69%	1.23%	4.42%	3.88%	2.87%	1.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	145	16	14	2	0	2	0	2	5	1	5	0	0	15	3	5	1	6	0	12	7	1	3	5	2	10	5	18	1	0	1	3									
		1.62%	2.01%	1.43%	0.86%	0.00%	1.83%	0.00%	0.67%	2.65%	0.29%	1.25%	0.00%	0.00%	2.27%	1.71%	4.13%	0.72%	1.97%	0.00%	2.91%	1.56%	0.32%	1.17%	1.28%	2.22%	4.13%	2.35%	3.68%	0.88%	0.00%	0.57%	1.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5429	394	421	163	64	63	87	188	127	257	197	128	114	286	88	61	84	231	149	315	277	258	126	199	64	141	123	376	97	83	122	146									
		60.70%	49.56%	42.96%	70.26%	76.19%	57.80%	79.09%	63.09%	67.20%	73.64%	49.37%	84.21%	71.70%	43.20%	50.29%	50.41%	60.43%	75.74%	63.95%	76.27%	61.56%	83.23%	49.03%	51.03%	71.11%	58.26%	57.75%	76.89%	85.84%	80.58%	70.11%	69.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	5	15	2	0	0	0	0	1	1	2	2	1	4	1	0	0	1	3	6	5	1	1	1	0	1	3	5	0	0	0	0									
		0.68%	0.63%	1.53%	0.86%	0.00%	0.00%	0.00%	0.00%	0.53%	0.29%	0.50%	1.32%	0.63%	0.60%	0.57%	0.00%	0.00%	0.33%	1.29%	1.45%	1.11%	0.32%	0.39%	0.26%	0.00%	0.41%	1.41%	1.02%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	1	2	1	0	0	1	0	24	1	1	1	0	1	1	0	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0									
		0.45%	0.13%	0.20%	0.43%	0.00%	0.00%	0.91%	0.00%	12.70%	0.29%	0.25%	0.66%	0.00%	0.15%	0.57%	0.00%	2.16%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.20%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1242	153	186	24	5	22	11	47	0	48	51	7	5	105	20	22	16	29	25	38	84	12	54	78	12	40	45	51	3	4	25	20									
		13.89%	19.25%	18.98%	10.34%	5.95%	20.18%	10.00%	15.77%	0.00%	13.75%	12.78%	4.61%	3.14%	15.86%	11.43%	18.18%	11.51%	9.51%	10.73%	9.20%	18.67%	3.87%	21.01%	20.00%	13.33%	16.53%	21.13%	10.43%	2.65%	3.88%	14.37%	9.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	3	2	2	0	1	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	2	1	4	0	0	0	0									
		0.25%	0.38%	0.20%	0.86%	0.00%	0.92%	0.00%	0.00%	0.00%	0.57%	0.25%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.83%	0.47%	0.82%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	5	7	1	0	0	0	1	0	1	3	0	1	1	2	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0									
		0.32%	0.63%	0.71%	0.43%	0.00%	0.00%	0.00%	0.34%	0.00%	0.29%	0.75%	0.00%	0.63%	0.15%	1.14%	0.00%	0.00%	0.33%	0.43%	0.00%	0.22%	0.00%	0.00%	0.26%	1.11%	0.41%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	0	0									
		0.13%	0.00%	0.20%	0.43%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.25%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.51%	0.00%	0.83%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	9	16	1	1	0	2	1	1	0	3	0	1	6	1	1	0	2	3	0	5	3	2	3	0	2	0	4	0	0	1	3									
		0.79%	1.13%	1.63%	0.43%	1.19%	0.00%	1.82%	0.34%	0.53%	0.00%	0.75%	0.00%	0.63%	0.91%	0.57%	0.83%	0.00%	0.66%	1.29%	0.00%	1.11%	0.97%	0.78%	0.77%	0.00%	0.83%	0.00%	0.82%	0.00%	0.00%	0.57%	1.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	919	108	170	14	7	7	6	17	13	23	51	5	9	124	26	19	23	17	27	28	22	17	42	48	3	31	13	11	2	8	15	13									
		10.28%	13.58%	17.35%	6.03%	8.33%	6.42%	5.45%	5.70%	6.88%	6.59%	12.78%	3.29%	5.66%	18.73%	14.86%	15.70%	16.55%	5.57%	11.59%	6.78%	4.89%	5.48%	16.34%	12.31%	3.33%	12.81%	6.10%	2.25%	1.77%	7.77%	8.62%	6.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	96	11	13	1	0	2	0	2	1	5	10	0	2	10	0	6	0	2	3	1	4	0	6	5	1	0	1	1	0	2	1	6									
		1.07%	1.38%	1.33%	0.43%	0.00%	1.83%	0.00%	0.67%	0.53%	1.43%	2.51%	0.00%	1.26%	1.51%	0.00%	4.96%	0.00%	0.66%	1.29%	0.24%	0.89%	0.00%	2.33%	1.28%	1.11%	0.00%	0.47%	0.20%	0.00%	1.94%	0.57%	2.87%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	322	31	45	5	2	3	1	23	5	2	34	8	11	41	19	1	0	1	5	9	17	3	10	14	4	4	4	2	3	2	2	11									
		3.60%	3.90%	4.59%	2.16%	2.38%	2.75%	0.91%	7.72%	2.65%	0.57%	8.52%	5.26%	6.92%	6.19%	10.86%	0.83%	0.00%	0.33%	2.15%	2.18%	3.78%	0.97%	3.89%	3.59%	4.44%	1.65%	1.88%	0.41%	2.65%	1.94%	1.15%	5.26%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
