7	Число избирательных бюллетеней в переносных ящиках для голосования	1713	26	46	36	32	19	20	27	15	44	28	17	31	143	47	14	25	30	64	72	16	20	11	20	27	0	19	28	34	29	27	24	16	28	10	22	13	6	6	7	11	8	11	11	5	12	7	21	17	10	19	10	17	19	14	16	12	13	14	21	21	9	11	12	17	15	46	56	100	14	16	9	10	10					
8	Число бюллетеней в стационарных ящиках для голосования	91673	1528	1243	1049	1298	1021	1341	1158	1394	1244	1353	1330	1464	1152	1315	1211	1504	1242	1423	1505	1346	1396	1191	1266	1289	573	1295	1130	1491	1484	1471	952	1477	914	1114	1293	842	986	1050	1034	1223	1589	1349	1260	1257	1283	1543	1373	1372	1353	1151	1017	1267	1416	1312	1307	1050	979	1198	1085	1026	1217	1289	1187	1153	1171	1378	1301	1258	1193	1130	1540	1440	1637					
9	Число недействительных избирательных бюллетеней	1551	31	18	15	26	20	30	25	19	11	21	19	22	24	32	19	20	22	16	19	19	24	15	17	23	6	25	11	27	27	15	21	22	12	24	22	13	14	16	13	23	22	37	29	22	21	44	23	25	24	13	20	16	21	11	26	25	19	16	22	18	27	18	23	22	27	26	34	21	30	12	10	29	20					
10	Число действительных избирательных бюллетеней	91835	1523	1271	1070	1304	1020	1331	1160	1390	1277	1360	1328	1473	1271	1330	1206	1509	1250	1471	1558	1343	1392	1187	1269	1293	567	1289	1147	1498	1486	1483	955	1471	930	1100	1293	842	978	1040	1028	1211	1575	1323	1242	1240	1274	1506	1371	1364	1339	1157	1007	1268	1414	1315	1297	1037	973	1196	1084	1029	1199	1282	1176	1148	1159	1398	1323	1337	1177	1134	1539	1421	1627					
11	Число полученных открепительных  удостоверений	2789	50	30	30	50	30	30	30	30	43	50	80	30	38	42	40	30	30	30	35	30	30	38	55	45	30	50	50	49	41	40	30	41	35	32	30	30	30	30	30	180	31	69	40	30	30	50	40	40	30	30	30	30	30	30	30	30	35	27	30	33	30	31	25	34	30	30	30	45	50	40	35	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2378	46	30	27	30	21	30	17	23	39	33	39	24	35	42	40	30	26	30	35	24	30	38	40	35	11	28	39	45	40	38	18	38	23	32	26	29	18	22	24	180	31	31	37	25	29	46	35	36	23	24	24	19	29	28	30	30	32	24	24	33	29	30	18	34	29	30	30	45	41	35	35	30	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1614	40	12	20	11	17	14	30	20	14	18	29	31	30	30	16	19	14	21	10	14	25	20	24	31	67	16	25	15	22	23	22	32	20	24	17	6	28	20	28	11	42	54	28	25	22	35	17	26	29	15	13	14	10	24	20	16	23	10	8	23	25	58	13	25	13	12	25	25	11	26	15	12	14					
14	Число неиспользованных открепительных удостоверений	411	4	0	3	20	9	0	13	7	4	17	41	6	3	0	0	0	4	0	0	6	0	0	15	10	19	22	11	4	1	2	12	3	12	0	4	1	12	8	6	0	0	38	3	5	1	4	5	4	7	6	6	11	1	2	0	0	3	3	6	0	1	1	7	0	1	0	0	0	9	5	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	206	4	0	2	6	2	6	2	2	3	6	3	4	2	1	1	4	2	0	0	5	1	2	4	3	3	3	2	2	2	3	2	5	5	5	1	3	3	1	4	1	4	1	1	5	2	2	5	5	1	1	3	1	4	5	2	3	2	2	1	6	6	3	2	3	1	4	2	5	5	4	4	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																
18	Богданов Андрей Владимирович	1707	37	36	13	24	17	38	17	27	18	23	39	22	35	44	25	19	21	27	25	25	18	12	15	22	8	20	11	39	42	30	31	33	25	24	17	11	20	16	19	14	19	38	30	26	20	45	34	16	17	32	32	12	12	17	12	14	11	23	20	20	25	18	24	32	20	16	25	24	21	14	17	30	32					
		1.83%	2.38%	2.79%	1.20%	1.80%	1.63%	2.79%	1.43%	1.92%	1.40%	1.67%	2.90%	1.47%	2.70%	3.23%	2.04%	1.24%	1.65%	1.82%	1.59%	1.84%	1.27%	0.99%	1.17%	1.67%	1.40%	1.52%	0.95%	2.56%	2.78%	2.00%	3.18%	2.21%	2.65%	2.14%	1.29%	1.29%	2.02%	1.52%	1.83%	1.13%	1.19%	2.79%	2.36%	2.06%	1.54%	2.90%	2.44%	1.15%	1.25%	2.74%	3.12%	0.93%	0.84%	1.28%	0.91%	1.32%	1.11%	1.90%	1.81%	1.91%	2.04%	1.38%	2.00%	2.74%	1.69%	1.12%	1.84%	1.77%	1.74%	1.22%	1.10%	2.07%	1.94%					
19	Жириновский Владимир Вольфович	6996	124	88	55	82	57	99	101	96	103	109	113	91	97	113	125	97	67	123	109	99	114	97	102	91	52	109	79	106	109	118	65	124	74	100	78	80	98	104	76	48	91	38	100	100	122	144	112	116	91	107	99	94	82	96	82	68	100	109	91	61	100	109	91	71	100	100	107	106	134	97	82	111	113					
		7.49%	7.98%	6.83%	5.07%	6.17%	5.48%	7.27%	8.52%	6.81%	7.99%	7.89%	8.39%	6.09%	7.49%	8.30%	10.20%	6.34%	5.27%	8.27%	6.91%	7.27%	8.05%	8.07%	7.93%	6.91%	9.08%	8.30%	6.82%	6.95%	7.20%	7.88%	6.66%	8.31%	7.86%	8.90%	5.93%	9.36%	9.88%	9.85%	7.30%	3.89%	5.70%	2.79%	7.87%	7.92%	9.42%	9.29%	8.03%	8.35%	6.68%	9.15%	9.64%	7.32%	5.71%	7.24%	6.20%	6.40%	10.08%	8.99%	8.23%	5.83%	8.16%	8.38%	7.59%	6.07%	8.43%	7.02%	7.89%	7.81%	11.10%	8.46%	5.29%	7.66%	6.86%					
20	Зюганов Геннадий Андреевич	17315	337	280	184	225	224	267	213	199	235	283	276	246	265	286	213	210	207	260	260	252	306	241	258	246	83	237	174	319	299	290	183	239	190	213	228	177	162	169	203	249	255	276	275	236	262	263	302	259	239	187	195	224	235	253	219	208	194	259	224	241	217	248	209	247	206	234	252	263	234	224	302	244	241					
		18.54%	21.69%	21.72%	16.96%	16.92%	21.54%	19.62%	17.97%	14.12%	18.25%	20.49%	20.49%	16.45%	20.46%	20.99%	17.39%	13.73%	16.27%	17.48%	16.49%	18.50%	21.61%	20.05%	20.06%	18.69%	14.49%	18.04%	15.03%	20.92%	19.76%	19.36%	18.75%	16.01%	20.17%	18.95%	17.34%	20.70%	16.33%	16.00%	19.50%	20.18%	15.97%	20.29%	21.64%	18.70%	20.23%	16.97%	21.66%	18.65%	17.53%	15.98%	18.99%	17.45%	16.38%	19.08%	16.55%	19.59%	19.56%	21.37%	20.25%	23.02%	17.70%	19.08%	17.43%	21.11%	17.37%	16.43%	18.57%	19.37%	19.39%	19.55%	19.50%	16.83%	14.63%					
21	Медведев Дмитрий Анатольевич	65817	1025	867	818	973	722	927	829	1068	921	945	900	1114	874	887	843	1183	955	1061	1164	967	954	837	894	934	424	923	883	1034	1036	1045	676	1075	641	763	970	574	698	751	730	900	1210	971	837	878	870	1054	923	973	992	831	681	938	1085	949	984	747	668	805	749	707	857	907	852	798	833	1048	939	944	788	799	1138	1036	1241					
		70.48%	65.96%	67.26%	75.39%	73.16%	69.42%	68.11%	69.96%	75.80%	71.51%	68.43%	66.82%	74.52%	67.49%	65.12%	68.82%	77.37%	75.08%	71.35%	73.81%	70.99%	67.37%	69.63%	69.52%	70.97%	73.99%	70.24%	76.25%	67.80%	68.47%	69.76%	69.26%	72.00%	68.05%	67.88%	73.76%	67.13%	70.36%	71.12%	70.12%	72.93%	75.77%	71.40%	65.85%	69.57%	67.18%	68.00%	66.21%	70.05%	72.78%	71.03%	66.31%	73.05%	75.61%	71.57%	74.38%	70.34%	67.34%	66.42%	67.72%	67.53%	69.90%	69.77%	71.06%	68.21%	70.24%	73.60%	69.20%	69.51%	65.29%	69.72%	73.47%	71.45%	75.35%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
