Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Корткеросская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №682									
		41.03%	46.91%	36.81%	32.31%	55.64%	43.45%	33.71%	26.31%	31.20%	32.22%	49.33%	42.68%	51.65%	42.61%	49.31%	53.63%	63.95%	51.63%	44.25%	54.88%	40.44%	54.35%	37.86%	36.36%	38.42%	42.76%	38.52%	52.13%	57.32%	37.95%	48.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	1	1	1	2	1	2	6	7	3	1	0	2	3	1	2	0	0	7	5	8	2	2	6	3	0	1	1	2	4	0									
		0.98%	0.52%	0.21%	1.54%	1.50%	0.37%	0.57%	0.90%	1.45%	1.67%	1.33%	0.00%	1.10%	1.03%	0.69%	0.81%	0.00%	0.00%	1.12%	2.33%	3.56%	0.87%	1.94%	2.10%	0.79%	0.00%	0.39%	1.06%	2.44%	0.68%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	1	0	0	1	0	3	2	0	0	2	0	0	0	1	3	0	2	0	1	1	3	0	1	0	1	0	0	1	0									
		0.32%	0.52%	0.21%	0.00%	0.00%	0.37%	0.00%	0.45%	0.41%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.40%	3.49%	0.00%	0.32%	0.00%	0.44%	0.43%	2.91%	0.00%	0.26%	0.00%	0.39%	0.00%	0.00%	0.17%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1604	47	108	11	24	52	73	156	98	45	14	52	27	52	31	52	14	40	129	41	39	42	23	68	80	42	56	28	10	144	6									
		21.25%	24.23%	22.98%	16.92%	18.05%	19.48%	20.68%	23.32%	20.25%	25.00%	18.67%	21.76%	14.84%	17.87%	21.53%	20.97%	16.28%	18.60%	20.61%	19.07%	17.33%	18.26%	22.33%	23.78%	21.05%	28.97%	21.79%	29.79%	12.20%	24.62%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	53	0	3	1	0	1	1	7	0	0	0	1	4	3	2	0	2	4	4	0	0	1	0	9	1	4	1	1	0	3	0									
		0.70%	0.00%	0.64%	1.54%	0.00%	0.37%	0.28%	1.05%	0.00%	0.00%	0.00%	0.42%	2.20%	1.03%	1.39%	0.00%	2.33%	1.86%	0.64%	0.00%	0.00%	0.43%	0.00%	3.15%	0.26%	2.76%	0.39%	1.06%	0.00%	0.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	2	1	1	0	2	10	4	12	2	0	1	1	4	1	0	0	0	3	1	4	3	2	2	1	0	1	0	0	8	0									
		0.87%	1.03%	0.21%	1.54%	0.00%	0.75%	2.83%	0.60%	2.48%	1.11%	0.00%	0.42%	0.55%	1.37%	0.69%	0.00%	0.00%	0.00%	0.48%	0.47%	1.78%	1.30%	1.94%	0.70%	0.26%	0.00%	0.39%	0.00%	0.00%	1.37%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	0	0	0	1	0	0	2	0	0	1	2	1	1	0	0	1	0	1	1	2	1	0	0	0	1	0	0	2	0									
		0.24%	0.52%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.41%	0.00%	0.00%	0.42%	1.10%	0.34%	0.69%	0.00%	0.00%	0.47%	0.00%	0.47%	0.44%	0.87%	0.97%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.34%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	0	2	0	2	1	4	10	4	2	1	2	4	1	0	3	1	2	6	0	1	0	0	3	2	2	2	0	0	7	0									
		0.82%	0.00%	0.43%	0.00%	1.50%	0.37%	1.13%	1.49%	0.83%	1.11%	1.33%	0.84%	2.20%	0.34%	0.00%	1.21%	1.16%	0.93%	0.96%	0.00%	0.44%	0.00%	0.00%	1.05%	0.53%	1.38%	0.78%	0.00%	0.00%	1.20%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	978	9	79	12	10	37	73	119	84	29	9	21	14	49	11	21	3	29	62	15	26	13	15	29	56	8	36	2	8	95	4									
		12.95%	4.64%	16.81%	18.46%	7.52%	13.86%	20.68%	17.79%	17.36%	16.11%	12.00%	8.79%	7.69%	16.84%	7.64%	8.47%	3.49%	13.49%	9.90%	6.98%	11.56%	5.65%	14.56%	10.14%	14.74%	5.52%	14.01%	2.13%	9.76%	16.24%	14.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	1	7	1	0	2	3	2	5	5	1	1	1	5	0	2	0	0	3	1	1	1	0	1	4	0	2	0	2	3	0									
		0.72%	0.52%	1.49%	1.54%	0.00%	0.75%	0.85%	0.30%	1.03%	2.78%	1.33%	0.42%	0.55%	1.72%	0.00%	0.81%	0.00%	0.00%	0.48%	0.47%	0.44%	0.43%	0.00%	0.35%	1.05%	0.00%	0.78%	0.00%	2.44%	0.51%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	488	4	15	6	9	10	20	75	34	16	4	20	13	16	9	15	2	7	48	14	23	10	6	34	14	5	15	11	5	27	1									
		6.46%	2.06%	3.19%	9.23%	6.77%	3.75%	5.67%	11.21%	7.02%	8.89%	5.33%	8.37%	7.14%	5.50%	6.25%	6.05%	2.33%	3.26%	7.67%	6.51%	10.22%	4.35%	5.83%	11.89%	3.68%	3.45%	5.84%	11.70%	6.10%	4.62%	3.70%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
