Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Вавожская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	238	20	15	20	5	5	5	10	15	5	5	5	10	10	20	5	5	10	5	5	5	5	5	5	8	5	5	10	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	104	7	8	7	1	0	1	8	5	3	0	1	10	8	17	2	3	1	0	0	1	3	1	3	6	5	0	2	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	7	8	2	1	3	2	1	2	2	4	1	1	3	3	1	0	2	2	0	0	1	7	4	0	2	1	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	134	13	7	13	4	5	4	2	10	2	5	4	0	2	3	3	2	9	5	5	4	2	4	2	2	0	5	8	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	29	1	1	5	0	0	1	1	3	2	1	1	0	0	1	0	0	0	3	0	0	0	2	1	0	5	0	0	1	0									
		0.37%	0.10%	0.17%	0.58%	0.00%	0.00%	1.20%	0.24%	0.53%	0.69%	0.49%	0.76%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	2.46%	0.00%	0.00%	0.00%	0.46%	0.32%	0.00%	2.02%	0.00%	0.00%	1.01%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	300	33	25	35	1	4	2	20	19	10	4	5	0	4	6	3	3	20	6	2	8	1	24	12	4	8	14	11	11	5									
		3.79%	3.17%	4.24%	4.04%	1.28%	4.44%	2.41%	4.85%	3.36%	3.45%	1.97%	3.82%	0.00%	4.08%	1.95%	1.56%	2.11%	5.83%	4.92%	1.72%	4.91%	0.94%	5.53%	3.88%	1.13%	3.23%	9.33%	6.96%	11.11%	3.01%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	82	14	4	4	0	1	0	7	9	7	0	1	0	0	2	0	2	6	0	3	2	1	5	2	0	5	0	1	2	4									
		1.03%	1.34%	0.68%	0.46%	0.00%	1.11%	0.00%	1.70%	1.59%	2.41%	0.00%	0.76%	0.00%	0.00%	0.65%	0.00%	1.41%	1.75%	0.00%	2.59%	1.23%	0.94%	1.15%	0.65%	0.00%	2.02%	0.00%	0.63%	2.02%	2.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4035	458	303	401	47	46	46	213	257	185	137	89	53	43	221	147	105	149	58	76	103	77	100	118	283	117	39	72	38	54									
		50.91%	43.99%	51.44%	46.25%	60.26%	51.11%	55.42%	51.70%	45.49%	63.79%	67.49%	67.94%	76.81%	43.88%	71.75%	76.56%	73.94%	43.44%	47.54%	65.52%	63.19%	72.64%	23.04%	38.19%	80.17%	47.18%	26.00%	45.57%	38.38%	32.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	5	1	3	0	1	0	1	2	2	1	0	0	0	2	0	1	2	0	0	3	1	1	2	0	2	1	2	0	1									
		0.43%	0.48%	0.17%	0.35%	0.00%	1.11%	0.00%	0.24%	0.35%	0.69%	0.49%	0.00%	0.00%	0.00%	0.65%	0.00%	0.70%	0.58%	0.00%	0.00%	1.84%	0.94%	0.23%	0.65%	0.00%	0.81%	0.67%	1.27%	0.00%	0.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	1	0	1	4	0	0	1	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.82%	0.86%	0.00%	0.94%	0.92%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	422	50	26	38	5	1	6	29	31	12	8	3	2	9	11	11	7	29	9	4	4	5	37	22	11	16	4	15	4	13									
		5.32%	4.80%	4.41%	4.38%	6.41%	1.11%	7.23%	7.04%	5.49%	4.14%	3.94%	2.29%	2.90%	9.18%	3.57%	5.73%	4.93%	8.45%	7.38%	3.45%	2.45%	4.72%	8.53%	7.12%	3.12%	6.45%	2.67%	9.49%	4.04%	7.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	8	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0									
		0.20%	0.77%	0.17%	0.12%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	23	4	3	4	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	4	1	1	1	0	0	0	0									
		0.29%	0.38%	0.51%	0.46%	0.00%	0.00%	0.00%	0.24%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.92%	0.32%	0.28%	0.40%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	1	3	0	0	0	1	3	0	0	0	0	0	0	2	1	0	2	0	0	2	0	2	0	1	0	0	4	0	0									
		0.28%	0.10%	0.51%	0.00%	0.00%	0.00%	1.20%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.52%	0.00%	0.58%	0.00%	0.00%	1.23%	0.00%	0.46%	0.00%	0.28%	0.00%	0.00%	2.53%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2457	380	175	309	6	15	25	112	205	57	41	23	14	40	49	23	21	106	41	25	29	17	237	134	42	85	86	45	37	78									
		31.00%	36.50%	29.71%	35.64%	7.69%	16.67%	30.12%	27.18%	36.28%	19.66%	20.20%	17.56%	20.29%	40.82%	15.91%	11.98%	14.79%	30.90%	33.61%	21.55%	17.79%	16.04%	54.61%	43.37%	11.90%	34.27%	57.33%	28.48%	37.37%	46.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	173	35	17	27	13	6	1	10	6	5	2	3	0	0	2	2	0	7	0	2	3	2	8	4	3	3	1	3	6	2									
		2.18%	3.36%	2.89%	3.11%	16.67%	6.67%	1.20%	2.43%	1.06%	1.72%	0.99%	2.29%	0.00%	0.00%	0.65%	1.04%	0.00%	2.04%	0.00%	1.72%	1.84%	1.89%	1.84%	1.29%	0.85%	1.21%	0.67%	1.90%	6.06%	1.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	106	23	17	8	0	1	1	8	6	4	5	2	0	0	0	1	1	8	2	3	2	0	4	5	2	1	1	0	0	1									
		1.34%	2.21%	2.89%	0.92%	0.00%	1.11%	1.20%	1.94%	1.06%	1.38%	2.46%	1.53%	0.00%	0.00%	0.00%	0.52%	0.70%	2.33%	1.64%	2.59%	1.23%	0.00%	0.92%	1.62%	0.57%	0.40%	0.67%	0.00%	0.00%	0.60%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
