Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Чаунская														
														
Сводная таблица итогов голосования  по федеральному округу														
														
		Сумма	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56					
		0.27%	0.35%	0.42%	0.0%	0.78%	0.41%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	8	2	1	0	2	0	1	2					
		0.31%	0.35%	0.14%	0.0%	1.57%	0.0%	0.60%	1.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	10	2	2	3	0	0	0	3					
		0.39%	0.35%	0.28%	0.5%	0.0%	0.0%	0.0%	1.78%					
25	"8. ""Народно-республиканская партия России"""	1	0	0	1	0	0	0	0					
		0.03%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	2	2	2	0	3	1	2					
		0.46%	0.35%	0.28%	0.33%	0.0%	1.23%	0.60%	1.19%					
27	"10. ""Аграрная партия России"""	38	8	13	5	2	5	1	4					
		1.48%	1.43%	1.86%	0.83%	1.57%	2.06%	0.60%	2.38%					
28	"11. ""Истинные патриоты России"""	2	1	1	0	0	0	0	0					
		0.07%	0.17%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	45	8	18	9	0	6	1	3					
		1.76%	1.43%	2.57%	1.5%	0.0%	2.47%	0.60%	1.78%					
30	"13. ""Демократическая партия России"""	12	3	5	3	0	1	0	0					
		0.46%	0.53%	0.71%	0.5%	0.0%	0.41%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	5	0	2	0	0	3	0	0					
		0.19%	0.0%	0.28%	0.0%	0.0%	1.23%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	5	3	1	0	1	0	0	0					
		0.19%	0.53%	0.14%	0.0%	0.78%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	138	34	35	37	4	11	5	12					
		5.40%	6.11%	5.01%	6.16%	3.14%	4.54%	3.04%	7.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	1	0	1	1	3	4	2					
		0.46%	0.17%	0.0%	0.16%	0.78%	1.23%	2.43%	1.19%					
35	"18. ""ЛДПР"""	303	74	79	90	10	17	8	25					
		11.85%	13.30%	11.31%	15.0%	7.87%	7.02%	4.87%	14.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	33	6	14	3	1	5	1	3					
		1.29%	1.07%	2.00%	0.5%	0.78%	2.06%	0.60%	1.78%					
37	"20. ""Политическая партия ""Единая Россия"""	1336	274	353	326	70	135	116	62					
		52.28%	49.28%	50.57%	54.33%	55.11%	55.78%	70.73%	36.90%					
38	"21. ""Российская Конституционно-демократическая партия"""	2	0	1	1	0	0	0	0					
		0.07%	0.0%	0.14%	0.16%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	10	0	4	2	0	1	3	0					
		0.39%	0.0%	0.57%	0.33%	0.0%	0.41%	1.82%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	159	29	50	41	3	10	7	19					
		6.22%	5.21%	7.16%	6.83%	2.36%	4.13%	4.26%	11.30%					
														
41	Против всех	129	41	27	25	6	11	6	13					
		5.04%	7.37%	3.86%	4.16%	4.72%	4.54%	3.65%	7.73%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
