Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Татышлинская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №3100	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142	УИК №3143	УИК №3144	УИК №3145	УИК №3146	УИК №3147	УИК №3148	УИК №3149	УИК №3150					
		0.42%	0.0%	0.0%	0.65%	0.21%	0.0%	2.85%	0.52%	0.91%	0.31%	0.89%	1.51%	0.86%	0.23%	0.33%	0.48%	0.09%	0.0%	0.32%	0.34%	0.24%	0.0%	1.11%	1.02%	0.0%	0.0%	0.96%	0.0%	0.0%	1.65%	0.91%	0.0%	0.62%	0.49%	1.04%	0.48%	0.35%	0.0%	0.31%	0.0%	0.44%	0.70%	0.44%	0.56%	0.0%	0.0%	0.58%	0.79%	0.91%	0.53%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	47	0	0	0	4	0	1	0	2	2	1	1	0	0	2	1	3	0	2	1	2	0	2	3	1	0	0	0	4	1	2	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	3	1	0	1					
		0.29%	0.0%	0.0%	0.0%	0.87%	0.0%	0.57%	0.0%	0.91%	0.63%	0.29%	0.75%	0.0%	0.0%	0.67%	0.16%	0.27%	0.0%	0.32%	0.17%	0.48%	0.0%	2.22%	0.76%	0.27%	0.0%	0.0%	0.0%	0.79%	0.41%	0.45%	0.29%	0.62%	0.49%	0.0%	0.0%	0.0%	0.0%	0.15%	0.47%	0.44%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.91%	0.26%	0.0%	0.59%					
27	"10. ""Аграрная партия России"""	1234	13	2	41	38	5	0	11	21	52	21	19	4	21	14	25	64	30	21	17	74	34	9	36	28	1	30	17	31	19	30	31	20	12	2	18	14	4	61	36	24	17	42	35	34	40	23	23	23	21	13	13					
		7.75%	4.43%	1.85%	13.44%	8.33%	3.70%	0.0%	5.78%	9.58%	16.40%	6.23%	14.39%	3.44%	5.03%	4.72%	4.07%	5.84%	4.82%	3.44%	2.94%	18.09%	16.66%	10.0%	9.18%	7.65%	1.56%	9.67%	6.93%	6.13%	7.85%	6.88%	9.28%	12.42%	5.94%	2.08%	8.73%	4.96%	3.88%	9.74%	17.14%	10.57%	12.05%	9.41%	19.66%	10.59%	12.30%	6.78%	6.11%	6.99%	5.6%	6.59%	7.73%					
28	"11. ""Истинные патриоты России"""	69	2	0	0	8	2	2	1	0	1	0	4	1	1	1	4	3	3	2	2	0	1	0	0	0	9	0	2	1	0	2	0	2	1	2	1	2	0	1	0	0	0	0	2	0	1	0	0	4	1	0	0					
		0.43%	0.68%	0.0%	0.0%	1.75%	1.48%	1.14%	0.52%	0.0%	0.31%	0.0%	3.03%	0.86%	0.23%	0.33%	0.65%	0.27%	0.48%	0.32%	0.34%	0.0%	0.49%	0.0%	0.0%	0.0%	14.06%	0.0%	0.81%	0.19%	0.0%	0.45%	0.0%	1.24%	0.49%	2.08%	0.48%	0.70%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	1.12%	0.0%	0.30%	0.0%	0.0%	1.21%	0.26%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	164	2	0	5	7	3	0	1	0	2	6	0	1	3	4	14	12	5	5	8	4	0	1	0	2	0	5	5	2	3	6	2	1	0	1	0	1	0	7	5	7	1	1	3	4	4	6	6	4	3	0	2					
		1.03%	0.68%	0.0%	1.63%	1.53%	2.22%	0.0%	0.52%	0.0%	0.63%	1.78%	0.0%	0.86%	0.71%	1.35%	2.28%	1.09%	0.80%	0.81%	1.38%	0.97%	0.0%	1.11%	0.0%	0.54%	0.0%	1.61%	2.04%	0.39%	1.23%	1.37%	0.59%	0.62%	0.0%	1.04%	0.0%	0.35%	0.0%	1.11%	2.38%	3.08%	0.70%	0.22%	1.68%	1.24%	1.23%	1.76%	1.59%	1.21%	0.8%	0.0%	1.19%					
30	"13. ""Демократическая партия России"""	81	1	0	1	3	0	3	2	1	2	0	2	0	5	6	6	7	2	1	2	2	0	0	0	1	0	3	4	5	2	1	0	3	0	0	2	0	0	2	0	1	1	0	0	0	0	5	2	3	0	0	0					
		0.50%	0.34%	0.0%	0.32%	0.65%	0.0%	1.71%	1.05%	0.45%	0.63%	0.0%	1.51%	0.0%	1.19%	2.02%	0.97%	0.63%	0.32%	0.16%	0.34%	0.48%	0.0%	0.0%	0.0%	0.27%	0.0%	0.96%	1.63%	0.99%	0.82%	0.22%	0.0%	1.86%	0.0%	0.0%	0.97%	0.0%	0.0%	0.31%	0.0%	0.44%	0.70%	0.0%	0.0%	0.0%	0.0%	1.47%	0.53%	0.91%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	2	0	1	2	1	1	1	0	3	2	2	0	0	1	1	4	1	1	2	1	1	0	1	3	0	0	0	3	1	1	1	0	1	1	3	0	0	1	0	2	0	2	0	1	2	0	1	2	0	0	2					
		0.34%	0.68%	0.0%	0.32%	0.43%	0.74%	0.57%	0.52%	0.0%	0.94%	0.59%	1.51%	0.0%	0.0%	0.33%	0.16%	0.36%	0.16%	0.16%	0.34%	0.24%	0.49%	0.0%	0.25%	0.81%	0.0%	0.0%	0.0%	0.59%	0.41%	0.22%	0.29%	0.0%	0.49%	1.04%	1.45%	0.0%	0.0%	0.15%	0.0%	0.88%	0.0%	0.44%	0.0%	0.31%	0.61%	0.0%	0.26%	0.60%	0.0%	0.0%	1.19%					
32	"15. ""Партия СЛОН"""	56	3	0	2	2	1	1	2	1	2	0	1	0	0	2	3	3	2	4	3	1	0	0	1	0	0	2	3	0	1	1	0	1	3	0	3	1	0	0	0	0	0	0	0	1	2	2	1	0	0	1	0					
		0.35%	1.02%	0.0%	0.65%	0.43%	0.74%	0.57%	1.05%	0.45%	0.63%	0.0%	0.75%	0.0%	0.0%	0.67%	0.48%	0.27%	0.32%	0.65%	0.51%	0.24%	0.0%	0.0%	0.25%	0.0%	0.0%	0.64%	1.22%	0.0%	0.41%	0.22%	0.0%	0.62%	1.48%	0.0%	1.45%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.61%	0.58%	0.26%	0.0%	0.0%	0.50%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	327	6	2	3	7	2	3	4	5	9	1	1	2	1	7	20	35	18	10	16	9	1	3	7	6	0	11	11	16	1	6	4	3	4	1	5	11	0	12	6	14	3	2	7	9	3	0	4	9	4	3	0					
		2.05%	2.04%	1.85%	0.98%	1.53%	1.48%	1.71%	2.10%	2.28%	2.83%	0.29%	0.75%	1.72%	0.23%	2.36%	3.26%	3.19%	2.89%	1.63%	2.77%	2.20%	0.49%	3.33%	1.78%	1.63%	0.0%	3.54%	4.48%	3.16%	0.41%	1.37%	1.19%	1.86%	1.98%	1.04%	2.42%	3.90%	0.0%	1.91%	2.85%	6.16%	2.12%	0.44%	3.93%	2.80%	0.92%	0.0%	1.06%	2.73%	1.06%	1.52%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	180	4	0	4	5	2	1	2	2	4	11	1	0	2	3	4	10	5	9	8	6	1	4	4	5	0	8	6	7	6	15	4	2	3	1	1	1	0	2	1	2	0	4	0	1	2	8	3	3	1	1	1					
		1.13%	1.36%	0.0%	1.31%	1.09%	1.48%	0.57%	1.05%	0.91%	1.26%	3.26%	0.75%	0.0%	0.47%	1.01%	0.65%	0.91%	0.80%	1.47%	1.38%	1.46%	0.49%	4.44%	1.02%	1.36%	0.0%	2.58%	2.44%	1.38%	2.47%	3.44%	1.19%	1.24%	1.48%	1.04%	0.48%	0.35%	0.0%	0.31%	0.47%	0.88%	0.0%	0.89%	0.0%	0.31%	0.61%	2.35%	0.79%	0.91%	0.26%	0.50%	0.59%					
35	"18. ""ЛДПР"""	970	26	2	8	19	9	6	22	4	16	14	4	1	39	30	50	74	54	51	33	15	11	6	26	48	1	23	14	31	17	29	28	10	9	6	5	11	2	44	4	12	7	30	8	15	18	7	11	12	26	15	7					
		6.09%	8.87%	1.85%	2.62%	4.16%	6.66%	3.42%	11.57%	1.82%	5.04%	4.15%	3.03%	0.86%	9.35%	10.13%	8.15%	6.75%	8.68%	8.36%	5.71%	3.66%	5.39%	6.66%	6.63%	13.11%	1.56%	7.41%	5.71%	6.13%	7.02%	6.65%	8.38%	6.21%	4.45%	6.25%	2.42%	3.90%	1.94%	7.02%	1.90%	5.28%	4.96%	6.72%	4.49%	4.67%	5.53%	2.06%	2.92%	3.64%	6.93%	7.61%	4.16%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	316	0	2	3	16	7	2	2	4	28	3	0	0	3	4	17	30	21	14	18	8	2	1	8	7	1	9	2	10	4	7	3	5	2	5	2	2	4	7	3	2	4	4	0	8	4	5	3	10	5	1	4					
		1.98%	0.0%	1.85%	0.98%	3.50%	5.18%	1.14%	1.05%	1.82%	8.83%	0.89%	0.0%	0.0%	0.71%	1.35%	2.77%	2.73%	3.37%	2.29%	3.11%	1.95%	0.98%	1.11%	2.04%	1.91%	1.56%	2.90%	0.81%	1.98%	1.65%	1.60%	0.89%	3.10%	0.99%	5.20%	0.97%	0.70%	3.88%	1.11%	1.42%	0.88%	2.83%	0.89%	0.0%	2.49%	1.23%	1.47%	0.79%	3.03%	1.33%	0.50%	2.38%					
37	"20. ""Политическая партия ""Единая Россия"""	7693	117	65	151	172	75	111	76	100	115	217	54	70	249	156	279	503	273	299	250	170	85	33	189	152	28	105	110	254	104	175	125	56	131	34	99	139	84	344	124	89	67	238	75	185	174	182	193	175	208	133	101					
		48.32%	39.93%	60.18%	49.50%	37.71%	55.55%	63.42%	40.0%	45.66%	36.27%	64.39%	40.90%	60.34%	59.71%	52.70%	45.51%	45.93%	43.89%	49.01%	43.32%	41.56%	41.66%	36.66%	48.21%	41.53%	43.75%	33.87%	44.89%	50.29%	42.97%	40.13%	37.42%	34.78%	64.85%	35.41%	48.05%	49.29%	81.55%	54.95%	59.04%	39.20%	47.51%	53.36%	42.13%	57.63%	53.53%	53.68%	51.32%	53.19%	55.46%	67.51%	60.11%					
38	"21. ""Российская Конституционно-демократическая партия"""	69	0	0	0	2	0	2	1	2	1	1	2	1	4	2	1	2	2	6	6	7	4	2	2	0	0	0	0	1	1	0	2	1	0	2	1	0	0	1	0	0	0	3	0	0	0	0	0	1	3	1	2					
		0.43%	0.0%	0.0%	0.0%	0.43%	0.0%	1.14%	0.52%	0.91%	0.31%	0.29%	1.51%	0.86%	0.95%	0.67%	0.16%	0.18%	0.32%	0.98%	1.03%	1.71%	1.96%	2.22%	0.51%	0.0%	0.0%	0.0%	0.0%	0.19%	0.41%	0.0%	0.59%	0.62%	0.0%	2.08%	0.48%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.8%	0.50%	1.19%					
39	"22. ""Развитие предпринимательства"""	66	1	0	0	2	0	0	0	1	3	0	0	0	5	1	3	3	5	7	2	0	1	1	1	0	0	2	1	4	3	1	5	0	2	1	2	0	1	0	0	0	0	0	0	0	0	2	0	2	3	0	1					
		0.41%	0.34%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.45%	0.94%	0.0%	0.0%	0.0%	1.19%	0.33%	0.48%	0.27%	0.80%	1.14%	0.34%	0.0%	0.49%	1.11%	0.25%	0.0%	0.0%	0.64%	0.40%	0.79%	1.23%	0.22%	1.49%	0.0%	0.99%	1.04%	0.97%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.60%	0.8%	0.0%	0.59%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1607	52	17	51	59	5	14	23	34	38	25	10	19	34	10	59	137	66	59	85	21	23	7	45	60	10	47	26	31	24	68	51	25	10	14	4	20	4	58	7	18	14	20	9	26	19	34	33	22	43	7	10					
		10.09%	17.74%	15.74%	16.72%	12.93%	3.70%	8.0%	12.10%	15.52%	11.98%	7.41%	7.57%	16.37%	8.15%	3.37%	9.62%	12.51%	10.61%	9.67%	14.73%	5.13%	11.27%	7.77%	11.47%	16.39%	15.62%	15.16%	10.61%	6.13%	9.91%	15.59%	15.26%	15.52%	4.95%	14.58%	1.94%	7.09%	3.88%	9.26%	3.33%	7.92%	9.92%	4.48%	5.05%	8.09%	5.84%	10.02%	8.77%	6.68%	11.46%	3.55%	5.95%					
																																																										
41	Против всех	365	5	2	2	4	2	2	0	2	3	9	1	4	8	6	38	26	22	13	16	9	3	3	28	12	6	11	4	13	2	22	5	5	0	1	5	7	0	14	1	4	2	5	6	2	5	4	5	9	0	5	2					
		2.29%	1.70%	1.85%	0.65%	0.87%	1.48%	1.14%	0.0%	0.91%	0.94%	2.67%	0.75%	3.44%	1.91%	2.02%	6.19%	2.37%	3.53%	2.13%	2.77%	2.20%	1.47%	3.33%	7.14%	3.27%	9.37%	3.54%	1.63%	2.57%	0.82%	5.04%	1.49%	3.10%	0.0%	1.04%	2.42%	2.48%	0.0%	2.23%	0.47%	1.76%	1.41%	1.12%	3.37%	0.62%	1.53%	1.17%	1.32%	2.73%	0.0%	2.53%	1.19%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
