Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Целинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №2380	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402									
14	Число погашенных неиспользованных открепительных удостоверений	396	23	22	8	19	20	14	19	15	14	25	15	16	18	19	14	19	17	23	20	19	18	19									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	59	7	9	0	2	12	0	5	1	4	0	4	5	0	0	1	5	0	4	0	0	0	0									
		0.34%	0.52%	0.85%	0.00%	0.21%	1.30%	0.00%	0.37%	0.31%	0.66%	0.00%	0.57%	0.48%	0.00%	0.00%	0.11%	0.60%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	212	15	23	0	20	39	0	25	6	4	0	6	20	7	0	8	15	0	13	11	0	0	0									
		1.23%	1.11%	2.17%	0.00%	2.14%	4.22%	0.00%	1.87%	1.85%	0.66%	0.00%	0.85%	1.94%	1.02%	0.00%	0.86%	1.81%	0.00%	1.71%	1.77%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	119	7	5	2	4	5	0	19	3	9	0	5	29	0	0	6	8	4	7	6	0	0	0									
		0.69%	0.52%	0.47%	0.21%	0.43%	0.54%	0.00%	1.42%	0.93%	1.48%	0.00%	0.71%	2.81%	0.00%	0.00%	0.65%	0.97%	0.70%	0.92%	0.96%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12870	1068	729	699	592	682	445	851	193	489	632	516	687	609	526	771	681	553	457	453	159	764	314									
		74.53%	78.94%	68.71%	72.51%	63.25%	73.73%	70.30%	63.75%	59.57%	80.43%	79.30%	73.40%	66.57%	89.04%	86.66%	82.99%	82.15%	96.68%	60.13%	72.71%	63.60%	81.45%	77.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	4	3	2	4	18	0	0	1	0	0	0	0	0	0	1	3	1	0	0	0	1	0									
		0.22%	0.30%	0.28%	0.21%	0.43%	1.95%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.36%	0.17%	0.00%	0.00%	0.00%	0.11%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	45	0	1	1	8	12	2	16	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0									
		0.26%	0.00%	0.09%	0.10%	0.85%	1.30%	0.32%	1.20%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1848	128	98	132	178	36	52	264	86	31	85	45	55	62	61	75	50	5	132	80	34	104	55									
		10.70%	9.46%	9.24%	13.69%	19.02%	3.89%	8.21%	19.78%	26.54%	5.10%	10.66%	6.40%	5.33%	9.06%	10.05%	8.07%	6.03%	0.87%	17.37%	12.84%	13.60%	11.09%	13.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	1	2	2	4	16	3	0	2	3	0	5	1	0	0	2	2	0	0	0	0	0	0									
		0.25%	0.07%	0.19%	0.21%	0.43%	1.73%	0.47%	0.00%	0.62%	0.49%	0.00%	0.71%	0.10%	0.00%	0.00%	0.22%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	5	8	0	5	1	1	0	0	0	0	0	3	0	0	2	0	0	6	0	0	0	0									
		0.18%	0.37%	0.75%	0.00%	0.53%	0.11%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.22%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	2	0	2	0	0	0	0	2	0	0	1	0	0	0	5	0	0	0	0	0	0									
		0.07%	0.00%	0.19%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	4	4	4	3	15	1	3	2	2	0	10	2	0	0	2	9	0	2	3	0	0	0									
		0.38%	0.30%	0.38%	0.41%	0.32%	1.62%	0.16%	0.22%	0.62%	0.33%	0.00%	1.42%	0.19%	0.00%	0.00%	0.22%	1.09%	0.00%	0.26%	0.48%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1537	88	137	74	101	80	124	113	20	33	80	92	173	6	6	49	34	9	114	47	57	64	36									
		8.90%	6.50%	12.91%	7.68%	10.79%	8.65%	19.59%	8.46%	6.17%	5.43%	10.04%	13.09%	16.76%	0.88%	0.99%	5.27%	4.10%	1.57%	15.00%	7.54%	22.80%	6.82%	8.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	5	3	0	0	2	0	0	0	3	0	0	0	0	0	0	12	0	3	0	0	0	0									
		0.16%	0.37%	0.28%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	218	15	22	12	13	3	5	20	8	6	0	20	50	0	8	11	4	0	13	6	0	2	0									
		1.26%	1.11%	2.07%	1.24%	1.39%	0.32%	0.79%	1.50%	2.47%	0.99%	0.00%	2.84%	4.84%	0.00%	1.32%	1.18%	0.48%	0.00%	1.71%	0.96%	0.00%	0.21%	0.00%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
