Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Район Ростокино																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №3075	УИК №3076	УИК №3077					
		7.75%	8.25%	10.90%	7.46%	8.52%	6.57%	10.24%	8.95%	9.23%	6.17%	6.14%	6.15%	6.25%	2.97%	2.47%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	308	23	13	23	27	22	24	30	23	37	31	32	6	6	11					
		2.18%	2.11%	1.41%	1.46%	2.25%	3.01%	1.73%	2.37%	2.04%	2.51%	2.23%	2.40%	4.68%	3.57%	3.02%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1875	181	152	180	165	75	214	135	191	123	216	199	11	10	23					
		13.27%	16.60%	16.57%	11.47%	13.78%	10.27%	15.44%	10.69%	16.96%	8.35%	15.60%	14.93%	8.59%	5.95%	6.31%					
22	"5. ""За Русь Святую"""	79	6	7	5	7	3	5	12	7	7	5	8	3	1	3					
		0.55%	0.55%	0.76%	0.31%	0.58%	0.41%	0.36%	0.95%	0.62%	0.47%	0.36%	0.60%	2.34%	0.59%	0.82%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	5	1	5	2	2	2	1	1	5	2	3	0	0	3					
		0.22%	0.45%	0.10%	0.31%	0.16%	0.27%	0.14%	0.07%	0.08%	0.33%	0.14%	0.22%	0.0%	0.0%	0.82%					
24	"7. ""Новый курс - Автомобильная Россия"""	237	8	14	27	16	8	18	30	21	25	38	25	0	3	4					
		1.67%	0.73%	1.52%	1.72%	1.33%	1.09%	1.29%	2.37%	1.86%	1.69%	2.74%	1.87%	0.0%	1.78%	1.09%					
25	"8. ""Народно-республиканская партия России"""	5	0	1	1	0	0	1	2	0	0	0	0	0	0	0					
		0.03%	0.0%	0.10%	0.06%	0.0%	0.0%	0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	87	10	6	10	8	2	11	3	9	8	10	7	0	1	2					
		0.61%	0.91%	0.65%	0.63%	0.66%	0.27%	0.79%	0.23%	0.79%	0.54%	0.72%	0.52%	0.0%	0.59%	0.54%					
27	"10. ""Аграрная партия России"""	222	14	12	20	23	16	27	19	13	16	27	16	2	6	11					
		1.57%	1.28%	1.30%	1.27%	1.92%	2.19%	1.94%	1.50%	1.15%	1.08%	1.95%	1.20%	1.56%	3.57%	3.02%					
28	"11. ""Истинные патриоты России"""	12	1	1	2	2	0	0	2	1	2	0	1	0	0	0					
		0.08%	0.09%	0.10%	0.12%	0.16%	0.0%	0.0%	0.15%	0.08%	0.13%	0.0%	0.07%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	121	9	14	10	16	5	11	12	11	9	12	9	0	1	2					
		0.85%	0.82%	1.52%	0.63%	1.33%	0.68%	0.79%	0.95%	0.97%	0.61%	0.86%	0.67%	0.0%	0.59%	0.54%					
30	"13. ""Демократическая партия России"""	21	1	0	2	4	3	0	2	0	4	2	2	0	0	1					
		0.14%	0.09%	0.0%	0.12%	0.33%	0.41%	0.0%	0.15%	0.0%	0.27%	0.14%	0.15%	0.0%	0.0%	0.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	40	2	0	3	4	1	3	5	2	9	7	1	1	1	1					
		0.28%	0.18%	0.0%	0.19%	0.33%	0.13%	0.21%	0.39%	0.17%	0.61%	0.50%	0.07%	0.78%	0.59%	0.27%					
32	"15. ""Партия СЛОН"""	26	1	4	5	3	1	2	3	2	1	2	0	0	0	2					
		0.18%	0.09%	0.43%	0.31%	0.25%	0.13%	0.14%	0.23%	0.17%	0.06%	0.14%	0.0%	0.0%	0.0%	0.54%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2067	181	112	261	180	105	221	166	143	181	210	188	20	28	71					
		14.63%	16.60%	12.21%	16.64%	15.03%	14.38%	15.94%	13.15%	12.69%	12.28%	15.17%	14.11%	15.62%	16.66%	19.50%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	3	1	3	0	0	0	0	1	1	3	2	0	1	0					
		0.10%	0.27%	0.10%	0.19%	0.0%	0.0%	0.0%	0.0%	0.08%	0.06%	0.21%	0.15%	0.0%	0.59%	0.0%					
35	"18. ""ЛДПР"""	769	45	48	110	80	50	68	63	53	90	64	67	4	7	20					
		5.44%	4.12%	5.23%	7.01%	6.68%	6.84%	4.90%	4.99%	4.70%	6.10%	4.62%	5.03%	3.12%	4.16%	5.49%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	102	8	10	13	5	2	6	10	6	11	8	14	3	2	4					
		0.72%	0.73%	1.09%	0.82%	0.41%	0.27%	0.43%	0.79%	0.53%	0.74%	0.57%	1.05%	2.34%	1.19%	1.09%					
37	"20. ""Политическая партия ""Единая Россия"""	4792	333	287	539	352	276	396	442	373	621	466	462	53	67	125					
		33.92%	30.55%	31.29%	34.37%	29.40%	37.80%	28.57%	35.02%	33.12%	42.15%	33.67%	34.68%	41.40%	39.88%	34.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	2	3	1	2	1	2	0	0	2	0	1	0	0	0					
		0.09%	0.18%	0.32%	0.06%	0.16%	0.13%	0.14%	0.0%	0.0%	0.13%	0.0%	0.07%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	28	1	2	2	4	3	2	2	1	1	3	5	0	0	2					
		0.19%	0.09%	0.21%	0.12%	0.33%	0.41%	0.14%	0.15%	0.08%	0.06%	0.21%	0.37%	0.0%	0.0%	0.54%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1109	80	77	112	101	60	128	98	87	87	118	111	6	13	31					
		7.85%	7.33%	8.39%	7.14%	8.43%	8.21%	9.23%	7.76%	7.72%	5.90%	8.52%	8.33%	4.68%	7.73%	8.51%					
																					
41	Против всех	828	71	38	102	75	38	84	63	63	117	61	69	9	12	26					
		5.86%	6.51%	4.14%	6.50%	6.26%	5.20%	6.06%	4.99%	5.59%	7.94%	4.40%	5.18%	7.03%	7.14%	7.14%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
