Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Моршанская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	348	5	5	2	4	2	8	2	3	3	2	5	2	3	4	5	2	2	2	2	3	2	2	16	6	19	21	14	2	5	11	5	10	9	4	2	2	4	3	3	3	2	2	2	11	5	3	2	5	5	2	2	24	19	5	18	10	3	2	5	6	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	242	4	5	0	2	1	6	1	2	1	1	5	1	1	4	5	0	0	0	0	3	0	2	12	4	12	13	9	2	5	6	3	7	9	3	0	0	4	0	1	0	0	0	0	11	4	2	2	3	5	0	1	20	17	5	15	8	0	0	4	6	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	161	9	3	1	7	0	0	1	2	4	0	1	1	1	0	2	2	3	2	1	3	3	1	5	1	10	1	9	1	3	1	2	6	5	3	2	2	5	0	1	0	1	1	0	1	5	6	1	5	2	2	0	3	3	3	8	6	1	0	2	2	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	106	1	0	2	2	1	2	1	1	2	1	0	1	2	0	0	2	2	2	2	0	2	0	4	2	7	8	5	0	0	5	2	3	0	1	2	2	0	3	2	3	2	2	2	0	1	1	0	2	0	2	1	4	2	0	3	2	3	2	1	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	495	12	12	4	18	5	5	5	12	5	1	6	12	9	10	9	11	1	3	0	21	5	4	11	11	2	15	25	4	9	22	5	2	18	12	3	3	3	0	3	1	0	2	0	15	9	6	6	7	7	0	8	16	19	14	12	10	2	1	16	20	3	3					
		2.73%	1.91%	2.28%	6.78%	7.11%	2.34%	1.86%	2.40%	5.41%	2.23%	1.06%	1.20%	6.28%	3.69%	2.49%	1.63%	4.35%	1.10%	2.00%	0.00%	7.24%	4.90%	2.74%	3.03%	3.79%	0.26%	2.22%	3.50%	2.05%	3.21%	3.48%	1.75%	0.68%	3.90%	3.90%	5.56%	3.30%	1.02%	0.00%	1.99%	1.37%	0.00%	1.33%	0.00%	3.02%	2.71%	2.35%	2.40%	2.36%	1.92%	0.00%	3.77%	2.23%	2.94%	4.14%	2.43%	2.16%	0.85%	1.72%	4.60%	8.00%	3.03%	1.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	62	9	2	0	1	0	1	0	0	1	0	0	0	1	2	0	1	0	2	0	0	0	0	1	3	2	1	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	2	3	4	1	2	1	0	9	1	0	1					
		0.34%	1.43%	0.38%	0.00%	0.40%	0.00%	0.37%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.41%	0.50%	0.00%	0.40%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.28%	1.03%	0.26%	0.15%	0.56%	0.51%	0.00%	0.16%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.34%	0.55%	0.00%	0.00%	0.28%	0.46%	1.18%	0.20%	0.43%	0.43%	0.00%	2.59%	0.40%	0.00%	0.49%					
20	3.Политическая партия «Демократическая партия России»	25	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	6	1	1	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.51%	0.36%	0.16%	0.35%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.15%	0.00%	0.20%	0.00%	0.43%	0.00%	1.72%	0.40%	1.01%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2948	114	84	4	24	16	29	45	43	22	7	71	35	23	63	81	28	17	34	19	47	13	8	54	47	95	135	166	40	40	91	39	32	76	43	2	11	36	2	18	6	9	12	6	89	46	49	23	23	77	3	9	230	155	84	140	88	36	8	27	52	12	10					
		16.26%	18.15%	15.97%	6.78%	9.49%	7.48%	10.78%	21.63%	19.37%	9.82%	7.45%	14.14%	18.32%	9.43%	15.71%	14.70%	11.07%	18.68%	22.67%	21.11%	16.21%	12.75%	5.48%	14.88%	16.21%	12.53%	20.00%	23.22%	20.51%	14.29%	14.38%	13.64%	10.88%	16.49%	13.96%	3.70%	12.09%	12.29%	2.38%	11.92%	8.22%	16.07%	8.00%	11.54%	17.94%	13.86%	19.22%	9.20%	7.77%	21.10%	3.09%	4.25%	32.08%	23.99%	24.85%	28.34%	19.05%	15.32%	13.79%	7.76%	20.80%	12.12%	4.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	2	2	3	0	1	1	0	0	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.13%	0.15%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.46%	0.59%	0.40%	0.65%	0.00%	1.72%	0.29%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.30%	0.14%	0.51%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1367	91	34	2	27	10	37	15	33	14	21	27	12	12	17	39	14	7	2	1	27	6	12	38	31	23	89	53	5	21	42	22	24	20	23	0	3	15	0	1	2	0	5	0	36	35	29	21	16	15	5	12	55	69	33	34	47	11	3	36	15	7	11					
		7.54%	14.49%	6.46%	3.39%	10.67%	4.67%	13.75%	7.21%	14.86%	6.25%	22.34%	5.38%	6.28%	4.92%	4.24%	7.08%	5.53%	7.69%	1.33%	1.11%	9.31%	5.88%	8.22%	10.47%	10.69%	3.03%	13.19%	7.41%	2.56%	7.50%	6.64%	7.69%	8.16%	4.34%	7.47%	0.00%	3.30%	5.12%	0.00%	0.66%	2.74%	0.00%	3.33%	0.00%	7.26%	10.54%	11.37%	8.40%	5.41%	4.11%	5.15%	5.66%	7.67%	10.68%	9.76%	6.88%	10.17%	4.68%	5.17%	10.34%	6.00%	7.07%	5.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	908	38	15	1	29	7	19	8	10	27	5	21	5	21	16	37	4	8	4	1	17	3	5	18	12	16	29	38	5	8	30	9	10	25	11	1	2	36	0	0	3	0	4	2	18	22	16	15	15	9	1	10	48	36	34	21	19	16	5	29	15	9	10					
		5.01%	6.05%	2.85%	1.69%	11.46%	3.27%	7.06%	3.85%	4.50%	12.05%	5.32%	4.18%	2.62%	8.61%	3.99%	6.72%	1.58%	8.79%	2.67%	1.11%	5.86%	2.94%	3.42%	4.96%	4.14%	2.11%	4.30%	5.31%	2.56%	2.86%	4.74%	3.15%	3.40%	5.42%	3.57%	1.85%	2.20%	12.29%	0.00%	0.00%	4.11%	0.00%	2.67%	3.85%	3.63%	6.63%	6.27%	6.00%	5.07%	2.47%	1.03%	4.72%	6.69%	5.57%	10.06%	4.25%	4.11%	6.81%	8.62%	8.33%	6.00%	9.09%	4.85%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	125	4	3	0	1	4	2	1	2	0	0	1	0	2	4	3	1	0	2	1	1	0	1	4	1	0	10	9	0	1	2	2	1	5	2	0	0	1	1	0	0	0	0	0	3	1	1	3	3	5	0	1	4	6	3	1	8	3	0	9	1	0	1					
		0.69%	0.64%	0.57%	0.00%	0.40%	1.87%	0.74%	0.48%	0.90%	0.00%	0.00%	0.20%	0.00%	0.82%	0.99%	0.54%	0.40%	0.00%	1.33%	1.11%	0.34%	0.00%	0.68%	1.10%	0.34%	0.00%	1.48%	1.26%	0.00%	0.36%	0.32%	0.70%	0.34%	1.08%	0.65%	0.00%	0.00%	0.34%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.30%	0.39%	1.20%	1.01%	1.37%	0.00%	0.47%	0.56%	0.93%	0.89%	0.20%	1.73%	1.28%	0.00%	2.59%	0.40%	0.00%	0.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11926	351	364	47	152	170	170	134	119	153	59	375	124	174	283	377	192	57	99	68	175	74	115	236	183	612	380	405	137	196	438	205	220	305	210	47	72	200	79	127	61	47	127	44	319	216	148	179	229	244	88	171	348	340	163	275	281	165	40	182	141	66	168					
		65.79%	55.89%	69.20%	79.66%	60.08%	79.44%	63.20%	64.42%	53.60%	68.30%	62.77%	74.70%	64.92%	71.31%	70.57%	68.42%	75.89%	62.64%	66.00%	75.56%	60.34%	72.55%	78.77%	65.01%	63.10%	80.74%	56.30%	56.64%	70.26%	70.00%	69.19%	71.68%	74.83%	66.16%	68.18%	87.04%	79.12%	68.26%	94.05%	84.11%	83.56%	83.93%	84.67%	84.62%	64.31%	65.06%	58.04%	71.60%	77.36%	66.85%	90.72%	80.66%	48.54%	52.63%	48.22%	55.67%	60.82%	70.21%	68.97%	52.30%	56.40%	66.67%	81.55%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	93	1	3	1	1	0	6	0	0	0	1	0	2	1	2	5	0	0	2	0	1	1	1	1	0	2	4	6	0	3	1	2	0	5	1	1	0	0	0	0	0	0	0	0	9	0	0	1	0	1	0	0	8	5	1	2	1	0	0	9	1	0	1					
		0.51%	0.16%	0.57%	1.69%	0.40%	0.00%	2.23%	0.00%	0.00%	0.00%	1.06%	0.00%	1.05%	0.41%	0.50%	0.91%	0.00%	0.00%	1.33%	0.00%	0.34%	0.98%	0.68%	0.28%	0.00%	0.26%	0.59%	0.84%	0.00%	1.07%	0.16%	0.70%	0.00%	1.08%	0.32%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.81%	0.00%	0.00%	0.40%	0.00%	0.27%	0.00%	0.00%	1.12%	0.77%	0.30%	0.40%	0.22%	0.00%	0.00%	2.59%	0.40%	0.00%	0.49%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
