Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Моршанская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	202	6	4	3	3	3	3	3	3	3	3	3	4	10	3	5	3	3	2	3	7	3	6	6	6	3	3	11	3	3	4	3	3	4	4	5	3	3	4	3	3	6	9	4	8	6	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	130	6	0	1	1	0	0	0	3	2	0	1	1	10	1	5	0	2	0	0	7	3	5	4	5	3	3	10	3	3	1	1	2	4	2	5	3	0	4	1	3	2	9	0	7	4	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	1	4	1	3	1	0	0	0	0	6	0	2	1	2	2	2	3	1	1	3	1	6	0	4	2	3	4	2	1	1	1	1	3	2	4	1	2	4	1	0	15	3	2	0	2	2	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	72	0	4	2	2	3	3	3	0	1	3	2	3	0	2	0	3	1	2	3	0	0	1	2	1	0	0	1	0	0	3	2	1	0	2	0	0	3	0	2	0	4	0	4	1	2	3	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	2	0	0	1	0	0	0	1	0	1	0	3	0	0	0	0	1	0	0	1	1	6	2	3	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	2	9	2	4	9	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1226	34	30	28	12	11	8	13	11	21	29	31	19	33	18	34	15	20	2	4	25	33	42	50	84	3	11	43	10	18	42	29	18	41	13	27	16	21	40	28	8	15	77	34	41	39	15	17	13					
		6.24%	4.22%	4.65%	8.19%	4.04%	7.24%	5.80%	6.91%	3.77%	7.98%	13.18%	6.47%	3.87%	8.40%	7.26%	5.20%	5.34%	6.64%	2.27%	2.68%	5.01%	7.43%	5.13%	5.90%	8.44%	1.84%	3.91%	7.83%	3.16%	6.10%	9.29%	10.25%	4.15%	9.36%	3.58%	14.92%	6.23%	8.71%	11.73%	9.43%	4.04%	1.58%	8.43%	6.73%	9.47%	4.35%	5.24%	4.38%	7.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1244	30	35	16	20	11	4	11	27	2	5	21	45	61	20	41	17	35	2	10	39	25	39	30	69	6	8	50	29	25	9	23	17	46	14	26	24	26	28	24	9	20	18	46	46	61	18	31	25					
		6.33%	3.73%	5.43%	4.68%	6.73%	7.24%	2.90%	5.85%	9.25%	0.76%	2.27%	4.38%	9.16%	15.52%	8.06%	6.27%	6.05%	11.63%	2.27%	6.71%	7.82%	5.63%	4.76%	3.54%	6.93%	3.68%	2.85%	9.11%	9.18%	8.47%	1.99%	8.13%	3.92%	10.50%	3.86%	14.36%	9.34%	10.79%	8.21%	8.08%	4.55%	2.11%	1.97%	9.11%	10.62%	6.81%	6.29%	7.99%	15.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	7	2	0	4	0	0	1	1	0	0	0	4	0	1	5	1	1	0	0	2	2	0	6	10	1	1	2	0	1	0	1	2	4	0	1	3	1	0	2	1	4	1	3	4	9	2	0	2					
		0.47%	0.87%	0.31%	0.00%	1.35%	0.00%	0.00%	0.53%	0.34%	0.00%	0.00%	0.00%	0.81%	0.00%	0.40%	0.76%	0.36%	0.33%	0.00%	0.00%	0.40%	0.45%	0.00%	0.71%	1.01%	0.61%	0.36%	0.36%	0.00%	0.34%	0.00%	0.35%	0.46%	0.91%	0.00%	0.55%	1.17%	0.41%	0.00%	0.67%	0.51%	0.42%	0.11%	0.59%	0.92%	1.00%	0.70%	0.00%	1.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2858	112	84	29	37	20	27	16	27	49	21	64	53	81	23	77	34	58	7	10	72	64	76	141	153	22	22	108	42	31	75	46	39	85	69	42	27	33	81	21	22	187	154	89	127	87	25	51	38					
		14.54%	13.91%	13.02%	8.48%	12.46%	13.16%	19.57%	8.51%	9.25%	18.63%	9.55%	13.36%	10.79%	20.61%	9.27%	11.77%	12.10%	19.27%	7.95%	6.71%	14.43%	14.41%	9.28%	16.63%	15.38%	13.50%	7.83%	19.67%	13.29%	10.51%	16.59%	16.25%	8.99%	19.41%	19.01%	23.20%	10.51%	13.69%	23.75%	7.07%	11.11%	19.73%	16.87%	17.62%	29.33%	9.71%	8.74%	13.14%	22.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	143	7	4	4	5	0	0	2	4	0	1	0	4	5	3	4	1	1	0	1	3	4	7	3	4	1	5	8	0	1	0	2	4	9	4	4	2	0	4	0	0	11	1	3	5	5	0	4	3					
		0.73%	0.87%	0.62%	1.17%	1.68%	0.00%	0.00%	1.06%	1.37%	0.00%	0.45%	0.00%	0.81%	1.27%	1.21%	0.61%	0.36%	0.33%	0.00%	0.67%	0.60%	0.90%	0.85%	0.35%	0.40%	0.61%	1.78%	1.46%	0.00%	0.34%	0.00%	0.71%	0.92%	2.05%	1.10%	2.21%	0.78%	0.00%	1.17%	0.00%	0.00%	1.16%	0.11%	0.59%	1.15%	0.56%	0.00%	1.03%	1.81%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13734	595	485	265	218	107	99	143	220	188	164	354	366	203	178	489	211	186	50	124	346	309	623	609	615	130	233	325	235	219	325	174	314	244	256	76	177	158	180	213	155	704	658	327	208	691	219	282	84					
		69.88%	73.91%	75.19%	77.49%	73.40%	70.39%	71.74%	76.06%	75.34%	71.48%	74.55%	73.90%	74.54%	51.65%	71.77%	74.77%	75.09%	61.79%	56.82%	83.22%	69.34%	69.59%	76.07%	71.82%	61.81%	79.75%	82.92%	59.20%	74.37%	74.24%	71.90%	61.48%	72.35%	55.71%	70.52%	41.99%	68.87%	65.56%	52.79%	71.72%	78.28%	74.26%	72.07%	64.75%	48.04%	77.12%	76.57%	72.68%	50.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	3	0	0	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	3	1	0	2	4	0	1	2	0	0	0	1	5	1	0	1	0	0	3	1	0	1	0	2	0	3	0	3	1					
		0.22%	0.37%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.15%	0.36%	0.00%	0.00%	0.00%	0.60%	0.23%	0.00%	0.24%	0.40%	0.00%	0.36%	0.36%	0.00%	0.00%	0.00%	0.35%	1.15%	0.23%	0.00%	0.55%	0.00%	0.00%	0.88%	0.34%	0.00%	0.11%	0.00%	0.40%	0.00%	0.33%	0.00%	0.77%	0.60%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
