Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																												
Дата голосования: 18.09.2016																																																												
																																																												
Наименование Избирательной комиссии:    Шацкая																																																												
																																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																																												
																																																												
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	8	7	3	3	3	3	5	8	8	10	1	3	3	4	3	3	3	8	3	3	5	5	3	3	3	1	6	3	1	1	3	3	3	3	5	3	3	3	3	5	3	12	12	13	20	13	13	5	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	141	6	3	1	0	0	0	2	6	3	10	1	2	0	2	0	0	1	6	2	2	1	2	2	0	1	0	6	2	0	0	1	0	3	3	0	1	0	3	3	5	0	3	12	9	16	10	8	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	1	1	1	2	0	5	0	1	2	1	0	0	2	5	3	0	3	1	1	1	4	2	2	1	1	1	0	2	1	1	5	2	0	0	3	3	2	1	1	1	0	2	2	6	5	3	4	6	2									
14	Число погашенных неиспользованных открепительных удостоверений	108	2	4	2	3	3	3	3	2	5	0	0	1	3	2	3	3	2	2	1	1	4	3	1	3	2	1	0	1	1	1	2	3	0	0	5	2	3	0	0	0	3	9	0	4	4	3	5	2	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	0	0	0	3	3	1	1	2	0	0	0	0	0	0	0	0	0	1	0	1	4	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	2	7	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	97	1	0	0	3	0	0	3	14	2	0	0	0	0	8	3	2	0	0	1	2	5	1	0	0	0	0	1	2	0	0	6	1	1	0	5	0	0	0	1	0	0	3	9	1	8	5	9	0	0									
		0.87%	0.38%	0.00%	0.00%	1.02%	0.00%	0.00%	0.86%	2.97%	0.39%	0.00%	0.00%	0.00%	0.00%	2.92%	2.48%	1.10%	0.00%	0.00%	1.08%	1.74%	2.09%	0.39%	0.00%	0.00%	0.00%	0.00%	0.77%	1.36%	0.00%	0.00%	2.93%	0.63%	0.59%	0.00%	2.23%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.67%	1.71%	0.14%	1.00%	0.84%	1.86%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	274	3	0	3	7	1	7	6	16	12	5	0	6	0	5	2	10	4	7	1	3	16	10	0	5	0	0	7	5	1	1	0	5	3	7	4	2	1	1	1	2	2	7	11	20	6	25	22	12	0									
		2.45%	1.13%	0.00%	1.75%	2.38%	0.84%	2.66%	1.72%	3.39%	2.37%	2.42%	0.00%	4.62%	0.00%	1.82%	1.65%	5.52%	3.20%	3.33%	1.08%	2.61%	6.69%	3.88%	0.00%	3.13%	0.00%	0.00%	5.38%	3.40%	1.96%	2.44%	0.00%	3.13%	1.78%	3.78%	1.79%	1.06%	0.82%	1.49%	1.33%	1.53%	1.67%	1.56%	2.09%	2.84%	0.75%	4.21%	4.55%	3.46%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	161	9	2	3	1	4	0	3	9	2	3	2	1	4	9	0	0	0	0	1	1	7	5	0	3	0	0	1	6	0	0	8	2	2	0	4	3	2	2	1	0	7	3	8	10	6	15	10	2	0									
		1.44%	3.38%	1.05%	1.75%	0.34%	3.36%	0.00%	0.86%	1.91%	0.39%	1.45%	3.17%	0.77%	3.10%	3.28%	0.00%	0.00%	0.00%	0.00%	1.08%	0.87%	2.93%	1.94%	0.00%	1.88%	0.00%	0.00%	0.77%	4.08%	0.00%	0.00%	3.90%	1.25%	1.18%	0.00%	1.79%	1.59%	1.64%	2.99%	1.33%	0.00%	5.83%	0.67%	1.52%	1.42%	0.75%	2.53%	2.07%	0.58%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7724	183	169	120	211	81	176	277	261	356	152	53	110	90	154	89	129	108	141	62	70	130	143	182	113	47	19	66	93	43	26	125	114	139	142	166	134	85	39	51	98	80	347	337	460	667	392	231	227	36									
		69.03%	68.80%	88.95%	70.18%	71.77%	68.07%	66.92%	79.37%	55.30%	70.22%	73.43%	84.13%	84.62%	69.77%	56.20%	73.55%	71.27%	86.40%	67.14%	66.67%	60.87%	54.39%	55.43%	87.92%	70.63%	78.33%	95.00%	50.77%	63.27%	84.31%	63.41%	60.98%	71.25%	82.25%	76.76%	74.11%	70.90%	69.67%	58.21%	68.00%	74.81%	66.67%	77.28%	64.07%	65.43%	83.69%	65.99%	47.83%	65.42%	70.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	2	1	0	1	0	1	0	0	1	3	0	0	1	5	0	0	0	0	0	0	3	1	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	2	1	1	0	0	1	3	5	2	3	1	0									
		0.39%	0.75%	0.53%	0.00%	0.34%	0.00%	0.38%	0.00%	0.00%	0.20%	1.45%	0.00%	0.00%	0.78%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.39%	0.00%	1.25%	0.00%	0.00%	1.54%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	2.99%	1.33%	0.76%	0.00%	0.00%	0.19%	0.43%	0.63%	0.34%	0.62%	0.29%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.13%	0.34%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1431	48	7	30	48	13	37	29	81	60	24	4	2	15	58	18	17	5	30	16	24	37	53	8	26	9	1	30	20	3	8	32	18	13	24	19	26	10	15	12	13	21	35	64	115	40	63	93	50	7									
		12.79%	18.05%	3.68%	17.54%	16.33%	10.92%	14.07%	8.31%	17.16%	11.83%	11.59%	6.35%	1.54%	11.63%	21.17%	14.88%	9.39%	4.00%	14.29%	17.20%	20.87%	15.48%	20.54%	3.86%	16.25%	15.00%	5.00%	23.08%	13.61%	5.88%	19.51%	15.61%	11.25%	7.69%	12.97%	8.48%	13.76%	8.20%	22.39%	16.00%	9.92%	17.50%	7.80%	12.17%	16.36%	5.02%	10.61%	19.25%	14.41%	13.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	3	1	1	0	3	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.63%	0.59%	0.00%	0.45%	0.53%	0.00%	1.49%	0.00%	0.76%	0.00%	0.67%	0.19%	0.14%	0.00%	0.51%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	2	0	3	2	0	2	5	7	0									
		0.27%	0.00%	0.00%	0.00%	0.34%	0.00%	0.76%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.45%	1.06%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.57%	0.28%	0.00%	0.34%	1.04%	2.02%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	0	0	0	1	0	1	0	4	0	1	0	0	2	2	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	1	1	1	0	1	0	1	0	0	2	2	2	1	7	3	0	0									
		0.34%	0.00%	0.00%	0.00%	0.34%	0.00%	0.38%	0.00%	0.85%	0.00%	0.48%	0.00%	0.00%	1.55%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.42%	0.39%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.54%	0.45%	0.00%	0.82%	0.00%	1.33%	0.00%	0.00%	0.45%	0.38%	0.28%	0.13%	1.18%	0.62%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1085	15	10	15	16	20	35	19	67	59	19	4	11	15	25	7	18	6	27	10	11	27	33	17	9	4	0	17	13	2	4	34	16	9	8	15	18	21	5	6	12	5	35	63	65	51	66	75	38	8									
		9.70%	5.64%	5.26%	8.77%	5.44%	16.81%	13.31%	5.44%	14.19%	11.64%	9.18%	6.35%	8.46%	11.63%	9.12%	5.79%	9.94%	4.80%	12.86%	10.75%	9.57%	11.30%	12.79%	8.21%	5.63%	6.67%	0.00%	13.08%	8.84%	3.92%	9.76%	16.59%	10.00%	5.33%	4.32%	6.70%	9.52%	17.21%	7.46%	8.00%	9.16%	4.17%	7.80%	11.98%	9.25%	6.40%	11.11%	15.53%	10.95%	15.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0	1	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.78%	1.46%	0.00%	0.00%	0.80%	0.95%	1.08%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.19%	0.57%	0.00%	0.17%	0.00%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	160	3	1	0	4	0	2	4	8	8	0	0	0	1	2	2	5	1	3	1	1	9	8	0	1	0	0	2	4	2	2	0	1	0	3	3	3	2	1	0	3	1	6	17	11	12	7	14	2	0									
		1.43%	1.13%	0.53%	0.00%	1.36%	0.00%	0.76%	1.15%	1.69%	1.58%	0.00%	0.00%	0.00%	0.78%	0.73%	1.65%	2.76%	0.80%	1.43%	1.08%	0.87%	3.77%	3.10%	0.00%	0.63%	0.00%	0.00%	1.54%	2.72%	3.92%	4.88%	0.00%	0.63%	0.00%	1.62%	1.34%	1.59%	1.64%	1.49%	0.00%	2.29%	0.83%	1.34%	3.23%	1.56%	1.51%	1.18%	2.90%	0.58%	0.00%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
