Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Панинская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	205	12	12	12	7	5	7	7	5	2	2	2	2	4	2	3	2	10	2	2	2	6	2	6	8	8	5	6	5	6	2	2	4	2	5	4	6	2	2	2	2	10	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	123	10	12	12	7	5	0	3	2	1	0	0	2	0	0	1	2	5	2	0	0	1	2	2	5	8	0	6	5	6	0	0	0	0	5	4	0	0	2	1	2	10	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	59	2	2	1	0	3	2	2	4	0	2	1	0	1	3	1	0	4	0	0	1	2	3	0	4	0	0	1	1	4	0	1	0	0	0	0	0	1	3	0	3	4	3									
14	Число погашенных неиспользованных открепительных удостоверений	82	2	0	0	0	0	7	4	3	1	2	2	0	4	2	2	0	5	0	2	2	5	0	4	3	0	5	0	0	0	2	2	4	2	0	0	6	2	0	1	0	0	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	2	5	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	161	12	2	32	7	8	0	5	5	1	3	0	0	2	2	0	1	0	0	1	0	0	1	10	0	2	0	0	0	6	12	0	2	1	3	9	6	2	9	0	2	11	4									
		0.93%	2.48%	0.20%	4.19%	0.98%	1.77%	0.00%	0.48%	1.16%	0.76%	1.35%	0.00%	0.00%	0.73%	0.78%	0.00%	0.56%	0.00%	0.00%	0.44%	0.00%	0.00%	0.77%	1.60%	0.00%	0.39%	0.00%	0.00%	0.00%	0.84%	8.96%	0.00%	0.43%	0.50%	1.09%	3.07%	1.07%	0.93%	3.96%	0.00%	0.93%	2.10%	0.50%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	177	13	4	28	17	11	0	0	7	0	0	1	0	7	0	3	0	0	8	3	0	0	0	12	0	6	3	0	0	9	1	2	0	0	5	6	7	2	0	5	1	13	3									
		1.02%	2.69%	0.40%	3.67%	2.39%	2.44%	0.00%	0.00%	1.63%	0.00%	0.00%	0.72%	0.00%	2.56%	0.00%	0.89%	0.00%	0.00%	2.51%	1.32%	0.00%	0.00%	0.00%	1.92%	0.00%	1.17%	0.83%	0.00%	0.00%	1.25%	0.75%	1.49%	0.00%	0.00%	1.82%	2.05%	1.25%	0.93%	0.00%	1.24%	0.47%	2.48%	0.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	122	9	4	18	2	9	0	2	0	0	0	0	0	2	1	3	2	0	7	1	0	0	0	4	0	0	0	1	4	5	2	0	4	0	2	6	5	3	3	5	1	13	4									
		0.70%	1.86%	0.40%	2.36%	0.28%	1.99%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.39%	0.89%	1.12%	0.00%	2.19%	0.44%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.17%	1.70%	0.70%	1.49%	0.00%	0.85%	0.00%	0.73%	2.05%	0.89%	1.40%	1.32%	1.24%	0.47%	2.48%	0.50%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13232	284	747	442	488	310	871	905	346	112	191	125	90	208	233	295	156	477	255	185	103	316	110	417	391	423	334	475	166	533	84	108	407	181	162	126	401	188	180	322	187	270	628									
		76.06%	58.68%	74.11%	57.93%	68.64%	68.74%	89.61%	87.19%	80.47%	85.50%	85.65%	90.58%	76.27%	76.19%	91.02%	87.28%	87.64%	76.81%	79.94%	81.50%	75.18%	68.99%	84.62%	66.72%	80.45%	82.14%	92.78%	79.83%	70.64%	74.23%	62.69%	80.60%	86.60%	90.95%	58.91%	43.00%	71.35%	87.44%	79.30%	80.10%	86.98%	51.43%	77.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	4	2	3	19	3	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	2	3	0	1	0	0	4	1									
		0.30%	0.83%	0.20%	0.39%	2.67%	0.67%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	1.49%	0.00%	0.00%	0.00%	0.00%	0.68%	0.53%	0.00%	0.44%	0.00%	0.00%	0.76%	0.12%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.66%	0.42%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	899	61	21	71	36	47	6	8	30	6	10	5	15	31	6	7	8	25	31	8	16	5	6	26	15	17	12	5	29	38	9	8	15	6	28	63	17	2	10	29	8	97	6									
		5.17%	12.60%	2.08%	9.31%	5.06%	10.42%	0.62%	0.77%	6.98%	4.58%	4.48%	3.62%	12.71%	11.36%	2.34%	2.07%	4.49%	4.03%	9.72%	3.52%	11.68%	1.09%	4.62%	4.16%	3.09%	3.30%	3.33%	0.84%	12.34%	5.29%	6.72%	5.97%	3.19%	3.02%	10.18%	21.50%	3.02%	0.93%	4.41%	7.21%	3.72%	18.48%	0.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	3	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	3	0	1	0									
		0.14%	0.62%	0.40%	0.26%	0.14%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.18%	0.00%	0.00%	0.75%	0.00%	0.19%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	2	3	3	5	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	5	0	0	2	0	1	3	0									
		0.21%	0.41%	0.30%	0.39%	0.70%	0.22%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	1.71%	0.00%	0.00%	0.88%	0.00%	0.47%	0.57%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	1	0									
		0.08%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.21%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.36%	0.68%	0.00%	0.00%	0.00%	0.00%	0.47%	0.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	3	1	8	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	1	0	0	6	1	0	0	0	0	1	4	0									
		0.21%	0.62%	0.10%	1.05%	0.00%	0.22%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	1.49%	0.75%	0.00%	0.00%	2.18%	0.34%	0.00%	0.00%	0.00%	0.00%	0.47%	0.76%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2302	73	202	116	120	42	84	103	27	7	16	5	13	20	10	29	10	119	6	20	15	137	10	125	75	62	6	101	34	113	14	10	39	8	56	58	109	12	17	30	11	88	150									
		13.23%	15.08%	20.04%	15.20%	16.88%	9.31%	8.64%	9.92%	6.28%	5.34%	7.17%	3.62%	11.02%	7.33%	3.91%	8.58%	5.62%	19.16%	1.88%	8.81%	10.95%	29.91%	7.69%	20.00%	15.43%	12.04%	1.67%	16.97%	14.47%	15.74%	10.45%	7.46%	8.30%	4.02%	20.36%	19.80%	19.40%	5.58%	7.49%	7.46%	5.12%	16.76%	18.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	5	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	1	1	2	1									
		0.15%	0.00%	0.50%	0.26%	0.14%	0.22%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.88%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.73%	0.34%	0.00%	0.00%	0.44%	0.25%	0.47%	0.38%	0.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	206	13	9	12	12	9	3	5	5	4	3	2	0	1	3	1	0	0	6	1	3	0	2	16	3	5	5	13	2	5	7	5	3	3	5	5	6	4	4	4	1	12	4									
		1.18%	2.69%	0.89%	1.57%	1.69%	1.99%	0.31%	0.48%	1.16%	3.05%	1.35%	1.45%	0.00%	0.37%	1.17%	0.30%	0.00%	0.00%	1.88%	0.44%	2.19%	0.00%	1.54%	2.56%	0.62%	0.97%	1.39%	2.18%	0.85%	0.70%	5.22%	3.73%	0.64%	1.51%	1.82%	1.71%	1.07%	1.86%	1.76%	0.99%	0.47%	2.29%	0.50%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
