Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
"Наименование Избирательной комиссии:    Рыбинск, Пролетарская"																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	482	7	6	15	9	9	14	7	9	5	11	15	13	14	10	21	15	4	2	10	10	14	8	3	5	8	2	12	5	27	19	20	16	11	9	11	22	6	12	16	15	13	6	3	3	0	10					
		0.86%	0.51%	0.39%	1.07%	0.56%	0.55%	0.88%	0.44%	0.55%	0.29%	0.60%	0.84%	0.73%	0.81%	0.62%	1.41%	1.06%	0.46%	0.86%	1.13%	0.89%	1.21%	1.28%	1.15%	1.39%	2.96%	0.62%	1.24%	0.48%	2.38%	1.22%	1.25%	1.06%	0.64%	0.58%	0.83%	1.49%	0.38%	0.85%	1.19%	1.09%	1.02%	0.56%	0.25%	0.81%	0.0%	3.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1431	39	57	46	40	33	35	39	31	47	48	58	64	50	46	69	41	22	6	26	37	21	14	4	4	3	5	20	14	31	29	50	37	36	29	20	37	27	38	38	50	32	22	18	2	3	13					
		2.57%	2.85%	3.72%	3.28%	2.52%	2.04%	2.21%	2.49%	1.92%	2.73%	2.63%	3.27%	3.60%	2.90%	2.87%	4.65%	2.91%	2.53%	2.59%	2.94%	3.30%	1.82%	2.24%	1.53%	1.11%	1.11%	1.56%	2.07%	1.36%	2.73%	1.87%	3.14%	2.47%	2.11%	1.87%	1.51%	2.51%	1.71%	2.70%	2.82%	3.65%	2.52%	2.08%	1.55%	0.54%	0.92%	4.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1214	26	37	25	39	43	44	47	29	24	31	30	28	35	48	37	37	18	1	18	29	19	22	2	7	7	14	31	29	36	40	33	22	54	33	24	34	32	17	31	21	30	26	14	6	1	3					
		2.18%	1.90%	2.41%	1.78%	2.46%	2.66%	2.78%	3.00%	1.80%	1.39%	1.70%	1.69%	1.57%	2.03%	3.00%	2.49%	2.63%	2.07%	0.43%	2.03%	2.58%	1.65%	3.52%	0.76%	1.95%	2.59%	4.37%	3.22%	2.82%	3.17%	2.58%	2.07%	1.47%	3.17%	2.13%	1.81%	2.31%	2.03%	1.21%	2.30%	1.53%	2.36%	2.46%	1.20%	1.62%	0.30%	1.02%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2393	76	77	78	83	70	82	58	83	70	81	89	66	75	70	103	69	38	5	36	56	71	39	5	7	8	11	37	33	37	55	55	63	69	58	43	69	60	55	44	71	35	27	38	9	6	23					
		4.30%	5.55%	5.02%	5.56%	5.24%	4.33%	5.19%	3.71%	5.16%	4.06%	4.44%	5.02%	3.71%	4.36%	4.38%	6.95%	4.90%	4.37%	2.16%	4.07%	4.99%	6.16%	6.25%	1.92%	1.95%	2.96%	3.43%	3.84%	3.21%	3.26%	3.55%	3.46%	4.21%	4.06%	3.75%	3.26%	4.69%	3.80%	3.92%	3.27%	5.19%	2.76%	2.55%	3.27%	2.43%	1.84%	7.87%					
22	"5. ""За Русь Святую"""	269	3	7	9	9	10	10	11	7	7	8	5	8	2	8	3	7	5	1	3	6	3	5	4	4	0	1	2	7	4	5	7	8	8	5	10	10	12	4	8	8	6	4	5	3	2	5					
		0.48%	0.21%	0.45%	0.64%	0.56%	0.61%	0.63%	0.70%	0.43%	0.40%	0.43%	0.28%	0.45%	0.11%	0.50%	0.20%	0.49%	0.57%	0.43%	0.33%	0.53%	0.26%	0.80%	1.53%	1.11%	0.0%	0.31%	0.20%	0.68%	0.35%	0.32%	0.44%	0.53%	0.47%	0.32%	0.75%	0.68%	0.76%	0.28%	0.59%	0.58%	0.47%	0.37%	0.43%	0.81%	0.61%	1.71%					
23	"6. ""Объединенная Российская партия ""Русь"""	122	4	4	1	6	3	3	1	4	4	0	2	4	8	4	5	3	3	0	2	2	6	0	2	0	2	0	1	2	7	4	2	0	3	3	3	5	3	1	3	1	3	3	2	1	2	0					
		0.21%	0.29%	0.26%	0.07%	0.37%	0.18%	0.19%	0.06%	0.24%	0.23%	0.0%	0.11%	0.22%	0.46%	0.25%	0.33%	0.21%	0.34%	0.0%	0.22%	0.17%	0.52%	0.0%	0.76%	0.0%	0.74%	0.0%	0.10%	0.19%	0.61%	0.25%	0.12%	0.0%	0.17%	0.19%	0.22%	0.34%	0.19%	0.07%	0.22%	0.07%	0.23%	0.28%	0.17%	0.27%	0.61%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	369	17	12	7	4	13	6	8	5	10	11	10	23	17	10	13	11	3	3	8	5	7	2	1	1	0	1	10	8	9	9	10	10	13	4	6	11	15	0	9	9	8	10	10	3	1	6					
		0.66%	1.24%	0.78%	0.49%	0.25%	0.80%	0.38%	0.51%	0.31%	0.58%	0.60%	0.56%	1.29%	0.98%	0.62%	0.87%	0.78%	0.34%	1.29%	0.90%	0.44%	0.60%	0.32%	0.38%	0.27%	0.0%	0.31%	1.03%	0.78%	0.79%	0.58%	0.62%	0.66%	0.76%	0.25%	0.45%	0.74%	0.95%	0.0%	0.66%	0.65%	0.63%	0.94%	0.86%	0.81%	0.30%	2.05%					
25	"8. ""Народно-республиканская партия России"""	53	1	1	1	2	0	0	1	0	0	1	3	1	0	0	5	2	3	0	1	0	2	1	0	2	0	0	1	1	0	0	1	1	4	3	0	4	1	3	1	2	1	0	0	2	0	1					
		0.09%	0.07%	0.06%	0.07%	0.12%	0.0%	0.0%	0.06%	0.0%	0.0%	0.05%	0.16%	0.05%	0.0%	0.0%	0.33%	0.14%	0.34%	0.0%	0.11%	0.0%	0.17%	0.16%	0.0%	0.55%	0.0%	0.0%	0.10%	0.09%	0.0%	0.0%	0.06%	0.06%	0.23%	0.19%	0.0%	0.27%	0.06%	0.21%	0.07%	0.14%	0.07%	0.0%	0.0%	0.54%	0.0%	0.34%					
26	"9. ""Российская экологическая партия ""Зеленые"""	232	5	4	9	7	10	6	4	8	3	6	6	19	6	6	11	6	3	1	1	1	3	3	0	1	1	0	3	0	8	10	5	4	8	7	5	5	11	3	9	5	4	7	7	0	0	1					
		0.41%	0.36%	0.26%	0.64%	0.44%	0.61%	0.38%	0.25%	0.49%	0.17%	0.32%	0.33%	1.06%	0.34%	0.37%	0.74%	0.42%	0.34%	0.43%	0.11%	0.08%	0.26%	0.48%	0.0%	0.27%	0.37%	0.0%	0.31%	0.0%	0.70%	0.64%	0.31%	0.26%	0.47%	0.45%	0.37%	0.34%	0.69%	0.21%	0.66%	0.36%	0.31%	0.66%	0.60%	0.0%	0.0%	0.34%					
27	"10. ""Аграрная партия России"""	1210	40	27	27	42	48	27	27	41	30	33	26	17	24	32	39	29	18	5	21	37	19	20	5	18	4	3	20	44	36	26	35	23	26	24	28	42	41	53	26	30	30	19	31	10	7	0					
		2.17%	2.92%	1.76%	1.92%	2.65%	2.97%	1.71%	1.72%	2.54%	1.74%	1.81%	1.46%	0.95%	1.39%	2.00%	2.63%	2.06%	2.07%	2.16%	2.37%	3.30%	1.65%	3.20%	1.92%	5.02%	1.48%	0.93%	2.07%	4.29%	3.17%	1.68%	2.20%	1.53%	1.53%	1.55%	2.12%	2.85%	2.60%	3.77%	1.93%	2.19%	2.36%	1.79%	2.67%	2.70%	2.14%	0.0%					
28	"11. ""Истинные патриоты России"""	41	0	2	0	0	1	0	0	0	0	0	0	0	1	0	20	2	3	0	0	0	0	0	0	0	0	1	0	1	2	1	2	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0					
		0.07%	0.0%	0.13%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	1.34%	0.14%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.09%	0.17%	0.06%	0.12%	0.06%	0.05%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	494	11	22	13	17	15	11	21	14	16	13	15	15	19	10	20	8	13	3	4	3	16	4	1	3	5	3	13	7	8	11	21	9	12	11	14	13	4	10	13	20	9	4	10	4	2	4					
		0.88%	0.80%	1.43%	0.92%	1.07%	0.92%	0.69%	1.34%	0.87%	0.93%	0.71%	0.84%	0.84%	1.10%	0.62%	1.34%	0.56%	1.49%	1.29%	0.45%	0.26%	1.39%	0.64%	0.38%	0.83%	1.85%	0.93%	1.35%	0.68%	0.70%	0.71%	1.32%	0.60%	0.70%	0.71%	1.06%	0.88%	0.25%	0.71%	0.96%	1.46%	0.71%	0.37%	0.86%	1.08%	0.61%	1.36%					
30	"13. ""Демократическая партия России"""	74	1	1	6	3	2	3	0	2	2	1	2	0	3	1	3	1	1	1	3	1	2	0	0	2	0	0	1	1	1	3	5	1	1	2	2	2	4	4	1	1	2	1	0	0	0	1					
		0.13%	0.07%	0.06%	0.42%	0.18%	0.12%	0.19%	0.0%	0.12%	0.11%	0.05%	0.11%	0.0%	0.17%	0.06%	0.20%	0.07%	0.11%	0.43%	0.33%	0.08%	0.17%	0.0%	0.0%	0.55%	0.0%	0.0%	0.10%	0.09%	0.08%	0.19%	0.31%	0.06%	0.05%	0.12%	0.15%	0.13%	0.25%	0.28%	0.07%	0.07%	0.15%	0.09%	0.0%	0.0%	0.0%	0.34%					
31	"14. ""Великая Россия - Евразийский Союз"""	79	1	4	3	2	4	2	0	1	0	3	1	2	2	3	0	4	0	0	0	4	0	0	0	0	2	0	5	0	5	1	3	2	0	1	1	1	2	4	1	2	2	2	2	1	4	2					
		0.14%	0.07%	0.26%	0.21%	0.12%	0.24%	0.12%	0.0%	0.06%	0.0%	0.16%	0.05%	0.11%	0.11%	0.18%	0.0%	0.28%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.51%	0.0%	0.44%	0.06%	0.18%	0.13%	0.0%	0.06%	0.07%	0.06%	0.12%	0.28%	0.07%	0.14%	0.15%	0.18%	0.17%	0.27%	1.22%	0.68%					
32	"15. ""Партия СЛОН"""	52	4	0	0	0	3	2	3	0	3	3	2	1	0	0	2	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	3	1	0	1	1	3	1	0	2	2	3	1	4	0	0					
		0.09%	0.29%	0.0%	0.0%	0.0%	0.18%	0.12%	0.19%	0.0%	0.17%	0.16%	0.11%	0.05%	0.0%	0.0%	0.13%	0.07%	0.0%	0.0%	0.11%	0.0%	0.08%	0.16%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.06%	0.06%	0.20%	0.05%	0.0%	0.07%	0.06%	0.19%	0.07%	0.0%	0.14%	0.15%	0.28%	0.08%	1.08%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	9356	229	290	269	288	299	299	278	283	288	296	263	254	286	287	250	243	128	25	159	198	192	97	43	59	50	46	170	146	142	310	269	276	319	261	203	215	249	255	240	212	221	187	204	53	22	3					
		16.83%	16.73%	18.94%	19.20%	18.20%	18.50%	18.94%	17.78%	17.59%	16.74%	16.24%	14.84%	14.30%	16.63%	17.95%	16.86%	17.28%	14.72%	10.82%	17.98%	17.67%	16.68%	15.54%	16.53%	16.48%	18.51%	14.37%	17.67%	14.24%	12.53%	20.03%	16.92%	18.44%	18.77%	16.90%	15.39%	14.63%	15.79%	18.17%	17.85%	15.50%	17.44%	17.70%	17.58%	14.32%	6.74%	1.02%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	76	3	4	1	5	3	2	2	3	1	2	1	3	1	0	1	1	3	2	1	0	4	1	0	0	0	0	0	0	2	1	2	2	3	5	1	2	1	2	1	1	2	0	3	1	3	0					
		0.13%	0.21%	0.26%	0.07%	0.31%	0.18%	0.12%	0.12%	0.18%	0.05%	0.10%	0.05%	0.16%	0.05%	0.0%	0.06%	0.07%	0.34%	0.86%	0.11%	0.0%	0.34%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.06%	0.12%	0.13%	0.17%	0.32%	0.07%	0.13%	0.06%	0.14%	0.07%	0.07%	0.15%	0.0%	0.25%	0.27%	0.92%	0.0%					
35	"18. ""ЛДПР"""	6554	140	156	133	175	173	191	169	153	223	249	231	263	230	158	164	141	102	33	106	113	139	77	25	30	32	32	100	143	164	188	184	185	182	164	160	157	194	149	141	179	155	136	153	42	49	91					
		11.79%	10.23%	10.18%	9.49%	11.06%	10.70%	12.10%	10.81%	9.51%	12.96%	13.66%	13.03%	14.80%	13.37%	9.88%	11.06%	10.02%	11.73%	14.28%	11.99%	10.08%	12.07%	12.33%	9.61%	8.37%	11.85%	10.0%	10.39%	13.95%	14.47%	12.15%	11.57%	12.36%	10.71%	10.62%	12.13%	10.68%	12.30%	10.62%	10.49%	13.09%	12.23%	12.87%	13.18%	11.35%	15.03%	31.16%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1429	26	40	39	37	42	35	33	51	46	60	50	37	41	43	42	29	20	13	14	31	18	13	6	9	3	3	26	28	30	48	38	55	53	45	30	36	34	46	30	36	51	24	18	9	5	6					
		2.57%	1.90%	2.61%	2.78%	2.33%	2.59%	2.21%	2.11%	3.17%	2.67%	3.29%	2.82%	2.08%	2.38%	2.69%	2.83%	2.06%	2.30%	5.62%	1.58%	2.76%	1.56%	2.08%	2.30%	2.51%	1.11%	0.93%	2.70%	2.73%	2.64%	3.10%	2.39%	3.67%	3.11%	2.91%	2.27%	2.45%	2.15%	3.27%	2.23%	2.63%	4.02%	2.27%	1.55%	2.43%	1.53%	2.05%					
37	"20. ""Политическая партия ""Единая Россия"""	20086	497	470	465	566	592	540	586	633	652	661	661	669	644	606	446	527	345	109	376	416	472	237	106	144	81	134	344	374	424	536	545	503	577	534	525	504	568	484	512	478	453	390	383	146	113	58					
		36.14%	36.33%	30.69%	33.19%	35.77%	36.63%	34.22%	37.49%	39.36%	37.90%	36.27%	37.30%	37.66%	37.46%	37.92%	30.09%	37.48%	39.70%	47.18%	42.53%	37.14%	41.00%	37.98%	40.76%	40.22%	29.99%	41.87%	35.75%	36.48%	37.42%	34.64%	34.29%	33.62%	33.96%	34.58%	39.80%	34.30%	36.04%	34.49%	38.09%	34.96%	35.75%	36.93%	33.01%	39.45%	34.66%	19.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	75	2	5	3	4	5	3	5	1	1	4	1	2	0	1	2	0	0	0	1	2	1	1	2	1	0	1	0	0	2	1	2	1	1	4	3	1	0	3	2	0	1	0	2	1	1	2					
		0.13%	0.14%	0.32%	0.21%	0.25%	0.30%	0.19%	0.31%	0.06%	0.05%	0.21%	0.05%	0.11%	0.0%	0.06%	0.13%	0.0%	0.0%	0.0%	0.11%	0.17%	0.08%	0.16%	0.76%	0.27%	0.0%	0.31%	0.0%	0.0%	0.17%	0.06%	0.12%	0.06%	0.05%	0.25%	0.22%	0.06%	0.0%	0.21%	0.14%	0.0%	0.07%	0.0%	0.17%	0.27%	0.30%	0.68%					
39	"22. ""Развитие предпринимательства"""	152	4	9	6	2	3	3	2	6	8	11	9	5	10	5	2	5	1	1	1	1	1	0	1	0	4	0	1	4	2	5	0	2	6	4	1	5	6	4	3	3	1	0	1	1	2	1					
		0.27%	0.29%	0.58%	0.42%	0.12%	0.18%	0.19%	0.12%	0.37%	0.46%	0.60%	0.50%	0.28%	0.58%	0.31%	0.13%	0.35%	0.11%	0.43%	0.11%	0.08%	0.08%	0.0%	0.38%	0.0%	1.48%	0.0%	0.10%	0.39%	0.17%	0.32%	0.0%	0.13%	0.35%	0.25%	0.07%	0.34%	0.38%	0.28%	0.22%	0.21%	0.07%	0.0%	0.08%	0.27%	0.61%	0.34%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6086	156	190	175	147	152	170	147	155	175	148	156	140	137	150	166	136	78	16	61	123	88	54	35	43	41	48	103	121	96	145	223	191	225	253	159	197	219	205	136	144	123	126	189	55	89	0					
		10.95%	11.40%	12.41%	12.49%	9.29%	9.40%	10.77%	9.40%	9.63%	10.17%	8.12%	8.80%	7.88%	7.96%	9.38%	11.20%	9.67%	8.97%	6.92%	6.90%	10.98%	7.64%	8.65%	13.46%	12.01%	15.18%	15.0%	10.70%	11.80%	8.47%	9.37%	14.03%	12.76%	13.24%	16.38%	12.05%	13.41%	13.89%	14.61%	10.11%	10.53%	9.70%	11.93%	16.29%	14.86%	27.30%	0.0%					
																																																					
41	Против всех	2487	60	73	48	84	69	64	88	75	84	110	115	118	106	86	44	68	39	3	21	36	37	18	14	6	5	13	41	33	31	78	62	65	63	63	53	53	65	36	58	54	63	51	56	10	12	56					
		4.47%	4.38%	4.76%	3.42%	5.30%	4.26%	4.05%	5.63%	4.66%	4.88%	6.03%	6.48%	6.64%	6.16%	5.38%	2.96%	4.83%	4.48%	1.29%	2.37%	3.21%	3.21%	2.88%	5.38%	1.67%	1.85%	4.06%	4.26%	3.21%	2.73%	5.04%	3.90%	4.34%	3.70%	4.08%	4.01%	3.60%	4.12%	2.56%	4.31%	3.95%	4.97%	4.82%	4.82%	2.70%	3.68%	19.17%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
