Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Рутульская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	260	6	6	6	3	10	7	7	7	2	4	6	6	6	6	10	2	6	6	5	2	3	2	7	6	6	6	6	6	6	6	4	6	2	6	2	5	5	10	7	2	2	2	2	7	7	7	7	1	1	2	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	22	2	0	0	0	2	1	1	0	0	2	0	0	4	4	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	20	0	0	0	0	2	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	238	4	6	6	3	8	6	6	7	2	2	6	6	2	2	10	2	6	5	5	2	2	2	7	5	6	6	6	6	6	6	4	6	2	6	2	4	4	10	7	1	2	2	2	7	7	7	7	1	1	2	2	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	23	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	2	1	5	0	1	1	0	2	1					
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	1.32%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.33%	0.00%	0.00%	0.00%	2.35%	0.00%	0.00%	0.55%	0.18%	1.66%	0.00%	0.66%	0.95%	0.00%	4.55%	0.68%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1234	20	17	43	11	70	26	58	40	1	29	42	48	16	31	28	5	91	35	14	2	22	10	49	26	12	10	10	21	15	15	10	28	4	10	10	25	29	46	14	7	12	10	1	48	38	55	30	4	15	10	7	2	2					
		10.04%	6.78%	6.01%	9.43%	5.07%	9.30%	7.07%	9.98%	8.89%	3.57%	16.11%	10.05%	28.57%	8.65%	9.51%	10.04%	13.16%	23.70%	10.94%	8.54%	2.63%	7.77%	10.20%	9.42%	5.64%	6.59%	6.41%	3.32%	8.27%	7.50%	8.33%	8.00%	11.97%	14.29%	7.58%	15.38%	13.37%	20.71%	15.08%	10.22%	20.59%	18.75%	11.76%	2.56%	13.52%	10.47%	9.95%	9.93%	11.76%	9.87%	9.52%	11.67%	4.55%	1.35%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.66%	2.94%	0.66%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	142	4	4	1	1	30	2	0	5	1	0	6	0	5	0	15	2	0	0	2	0	0	1	1	2	2	0	0	2	2	0	0	3	0	4	0	3	0	6	1	1	1	2	2	5	0	5	7	3	4	4	3	0	0					
		1.15%	1.36%	1.41%	0.22%	0.46%	3.98%	0.54%	0.00%	1.11%	3.57%	0.00%	1.44%	0.00%	2.70%	0.00%	5.38%	5.26%	0.00%	0.00%	1.22%	0.00%	0.00%	1.02%	0.19%	0.43%	1.10%	0.00%	0.00%	0.79%	1.00%	0.00%	0.00%	1.28%	0.00%	3.03%	0.00%	1.60%	0.00%	1.97%	0.73%	2.94%	1.56%	2.35%	5.13%	1.41%	0.00%	0.90%	2.32%	8.82%	2.63%	3.81%	5.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	46	0	0	0	1	0	0	0	1	0	2	0	0	0	0	29	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.37%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.22%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	10.39%	5.26%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.76%	1.54%	0.53%	0.00%	0.00%	0.73%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10821	271	262	412	203	653	340	521	400	26	149	370	120	164	295	203	29	290	285	148	73	259	87	470	432	167	146	291	230	183	165	115	200	24	116	54	157	109	250	121	26	50	70	36	302	322	491	256	25	129	89	50	40	145					
		88.01%	91.86%	92.58%	90.35%	93.55%	86.72%	92.39%	89.67%	88.89%	92.86%	82.78%	88.52%	71.43%	88.65%	90.49%	72.76%	76.32%	75.52%	89.06%	90.24%	96.05%	91.52%	88.78%	90.38%	93.71%	91.76%	93.59%	96.68%	90.55%	91.50%	91.67%	92.00%	85.47%	85.71%	87.88%	83.08%	83.96%	77.86%	81.97%	88.32%	76.47%	78.13%	82.35%	92.31%	85.07%	88.71%	88.79%	84.77%	73.53%	84.87%	84.76%	83.33%	90.91%	97.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	10	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.76%	0.00%	0.53%	0.00%	0.33%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.28%	0.00%	0.00%	2.94%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
