Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
"Наименование Избирательной комиссии:    Бийск, Приобская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	777	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	26	16	21	16	16	26	16	16	16	16	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	442	2	2	3	4	2	5	5	15	12	11	12	13	9	8	14	9	13	3	2	8	7	12	14	11	8	7	13	8	8	16	7	14	9	7	11	10	19	7	16	13	10	20	16	1	11	9	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	271	5	2	9	5	6	10	6	4	5	0	18	6	4	5	5	4	8	6	18	1	5	10	4	5	12	3	7	8	8	4	6	3	6	6	3	6	2	2	2	6	6	11	3	2	3	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	335	14	14	13	12	14	11	11	1	4	5	4	3	7	8	2	7	3	13	14	8	9	4	2	5	8	9	3	8	8	0	9	2	7	9	5	6	7	9	5	3	6	6	0	15	5	7	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	1138	11	5	8	16	10	13	20	28	19	17	29	27	13	28	30	27	24	25	15	15	20	19	35	33	32	20	32	35	23	18	30	46	19	38	33	35	32	28	28	36	19	46	35	14	13	20	19					
		2.40%	2.48%	1.46%	1.24%	2.41%	2.08%	2.36%	1.99%	2.09%	1.60%	2.28%	2.62%	2.24%	1.67%	2.99%	3.08%	3.28%	2.33%	2.83%	2.18%	1.55%	2.33%	2.42%	2.37%	3.04%	2.89%	2.92%	2.31%	3.08%	2.95%	1.58%	2.45%	3.72%	1.58%	3.19%	2.53%	3.80%	2.12%	3.03%	1.97%	2.43%	1.69%	3.18%	2.48%	1.62%	1.41%	1.97%	1.87%					
19	2.Всероссийская политическая партия «Гражданская Сила»	355	0	3	0	3	4	4	11	8	3	7	4	3	3	4	3	3	8	6	2	5	6	7	12	8	14	5	9	9	4	11	7	11	13	19	17	7	36	3	13	8	4	14	15	3	4	6	6					
		0.75%	0.00%	0.87%	0.00%	0.45%	0.83%	0.72%	1.09%	0.60%	0.25%	0.94%	0.36%	0.25%	0.39%	0.43%	0.31%	0.36%	0.78%	0.68%	0.29%	0.52%	0.70%	0.89%	0.81%	0.74%	1.26%	0.73%	0.65%	0.79%	0.51%	0.96%	0.57%	0.89%	1.08%	1.59%	1.30%	0.76%	2.38%	0.33%	0.92%	0.54%	0.36%	0.97%	1.06%	0.35%	0.43%	0.59%	0.59%					
20	3.Политическая партия «Демократическая партия России»	63	2	0	0	0	0	1	1	4	0	4	0	1	0	0	1	2	3	1	2	2	3	0	5	0	1	1	2	0	0	1	2	1	1	3	1	0	0	0	2	1	1	3	3	1	2	3	2					
		0.13%	0.45%	0.00%	0.00%	0.00%	0.00%	0.18%	0.10%	0.30%	0.00%	0.54%	0.00%	0.08%	0.00%	0.00%	0.10%	0.24%	0.29%	0.11%	0.29%	0.21%	0.35%	0.00%	0.34%	0.00%	0.09%	0.15%	0.14%	0.00%	0.00%	0.09%	0.16%	0.08%	0.08%	0.25%	0.08%	0.00%	0.00%	0.00%	0.14%	0.07%	0.09%	0.21%	0.21%	0.12%	0.22%	0.30%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10316	68	57	116	126	123	101	211	207	262	137	248	289	126	246	251	203	194	194	155	193	206	175	364	279	299	190	268	231	145	234	305	275	200	224	322	214	323	200	340	380	208	336	289	156	240	230	176					
		21.74%	15.32%	16.62%	18.04%	18.98%	25.57%	18.30%	20.99%	15.42%	22.04%	18.39%	22.40%	24.02%	16.20%	26.25%	25.74%	24.67%	18.83%	21.99%	22.53%	19.90%	24.01%	22.26%	24.69%	25.69%	26.99%	27.70%	19.31%	20.33%	18.61%	20.49%	24.96%	22.27%	16.67%	18.79%	24.67%	23.21%	21.36%	21.67%	23.98%	25.68%	18.49%	23.24%	20.48%	18.06%	26.00%	22.66%	17.29%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	459	0	0	8	14	18	4	5	5	5	4	5	7	6	5	7	12	12	13	12	9	8	3	6	14	7	3	15	8	3	11	12	8	18	21	26	10	33	12	14	5	5	16	15	10	2	18	5					
		0.97%	0.00%	0.00%	1.24%	2.11%	3.74%	0.72%	0.50%	0.37%	0.42%	0.54%	0.45%	0.58%	0.77%	0.53%	0.72%	1.46%	1.17%	1.47%	1.74%	0.93%	0.93%	0.38%	0.41%	1.29%	0.63%	0.44%	1.08%	0.70%	0.39%	0.96%	0.98%	0.65%	1.50%	1.76%	1.99%	1.08%	2.18%	1.30%	0.99%	0.34%	0.44%	1.11%	1.06%	1.16%	0.22%	1.77%	0.49%					
23	6.Политическая партия «Партия социальной справедливости»	84	0	0	1	1	0	0	3	0	2	1	1	1	1	3	3	0	3	2	0	3	1	2	2	2	2	2	3	4	0	2	1	4	0	1	1	3	1	0	2	2	5	6	5	1	0	5	2					
		0.18%	0.00%	0.00%	0.16%	0.15%	0.00%	0.00%	0.30%	0.00%	0.17%	0.13%	0.09%	0.08%	0.13%	0.32%	0.31%	0.00%	0.29%	0.23%	0.00%	0.31%	0.12%	0.25%	0.14%	0.18%	0.18%	0.29%	0.22%	0.35%	0.00%	0.18%	0.08%	0.32%	0.00%	0.08%	0.08%	0.33%	0.07%	0.00%	0.14%	0.14%	0.44%	0.41%	0.35%	0.12%	0.00%	0.49%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	4958	52	50	83	65	64	62	113	157	161	104	123	113	96	89	82	65	111	93	71	99	86	67	141	103	85	60	151	111	94	149	118	134	162	127	109	71	112	80	160	123	110	146	165	93	93	114	141					
		10.45%	11.71%	14.58%	12.91%	9.79%	13.31%	11.23%	11.24%	11.70%	13.54%	13.96%	11.11%	9.39%	12.34%	9.50%	8.41%	7.90%	10.78%	10.54%	10.32%	10.21%	10.02%	8.52%	9.57%	9.48%	7.67%	8.75%	10.88%	9.77%	12.07%	13.05%	9.66%	10.85%	13.50%	10.65%	8.35%	7.70%	7.41%	8.67%	11.28%	8.31%	9.78%	10.10%	11.69%	10.76%	10.08%	11.23%	13.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4897	47	28	31	38	29	38	89	127	104	66	137	126	74	89	113	110	130	92	42	122	102	97	186	134	100	77	132	138	107	129	121	153	143	114	148	109	196	115	126	140	99	92	133	89	124	51	110					
		10.32%	10.59%	8.16%	4.82%	5.72%	6.03%	6.88%	8.86%	9.46%	8.75%	8.86%	12.38%	10.47%	9.51%	9.50%	11.59%	13.37%	12.62%	10.43%	6.10%	12.58%	11.89%	12.34%	12.62%	12.34%	9.03%	11.22%	9.51%	12.15%	13.74%	11.30%	9.90%	12.39%	11.92%	9.56%	11.34%	11.82%	12.96%	12.46%	8.89%	9.46%	8.80%	6.36%	9.43%	10.30%	13.43%	5.02%	10.81%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	499	5	5	8	4	2	6	10	17	18	11	14	18	13	10	9	7	15	4	3	7	8	4	14	9	12	9	16	6	6	11	7	16	21	8	22	14	15	4	18	21	10	28	8	8	3	6	9					
		1.05%	1.13%	1.46%	1.24%	0.60%	0.42%	1.09%	0.99%	1.27%	1.51%	1.48%	1.26%	1.50%	1.67%	1.07%	0.92%	0.85%	1.46%	0.45%	0.44%	0.72%	0.93%	0.51%	0.95%	0.83%	1.08%	1.31%	1.15%	0.53%	0.77%	0.96%	0.57%	1.30%	1.75%	0.67%	1.69%	1.52%	0.99%	0.43%	1.27%	1.42%	0.89%	1.94%	0.57%	0.93%	0.33%	0.59%	0.88%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23295	247	190	377	384	220	313	522	754	589	373	510	572	427	435	460	363	500	428	373	493	391	387	669	465	512	304	711	545	370	550	583	551	577	593	587	427	691	435	692	724	636	715	687	478	418	544	523					
		49.09%	55.63%	55.39%	58.63%	57.83%	45.74%	56.70%	51.94%	56.18%	49.54%	50.07%	46.07%	47.55%	54.88%	46.42%	47.18%	44.11%	48.54%	48.53%	54.22%	50.82%	45.57%	49.24%	45.39%	42.82%	46.21%	44.31%	51.22%	47.98%	47.50%	48.16%	47.71%	44.62%	48.08%	49.75%	44.98%	46.31%	45.70%	47.13%	48.80%	48.92%	56.53%	49.45%	48.69%	55.32%	45.29%	53.60%	51.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	971	5	4	1	4	3	9	12	19	15	10	32	37	13	19	15	22	20	17	7	12	16	14	30	29	35	13	32	37	18	14	21	23	35	32	33	22	57	31	23	32	22	36	43	8	11	11	17					
		2.05%	1.13%	1.17%	0.16%	0.60%	0.62%	1.63%	1.19%	1.42%	1.26%	1.34%	2.89%	3.08%	1.67%	2.03%	1.54%	2.67%	1.94%	1.93%	1.02%	1.24%	1.86%	1.78%	2.04%	2.67%	3.16%	1.90%	2.31%	3.26%	2.31%	1.23%	1.72%	1.86%	2.92%	2.68%	2.53%	2.39%	3.77%	3.36%	1.62%	2.16%	1.96%	2.49%	3.05%	0.93%	1.19%	1.08%	1.67%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
