Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Елецкая																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	215	7	7	3	5	5	6	3	2	4	5	5	5	5	3	3	17	20	5	3	20	9	9	12	5	6	10	2	7	7	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	180	7	7	3	2	1	6	0	1	4	0	1	3	5	3	1	17	18	5	0	20	9	9	12	5	6	10	2	7	7	5	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	2	4	3	2	4	1	0	0	0	1	2	7	1	0	3	7	3	6	0	0	0	4	2	1	1	2	0	3	7	1	5	2									
14	Число погашенных неиспользованных открепительных удостоверений	35	0	0	0	3	4	0	3	1	0	5	4	2	0	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	2	0	0	0	0	0	0	1	1	1	1	2	0	0	1	2	2	0	0	3	0	0	0	1	5	0	0	1	1	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	112	8	1	1	4	6	6	1	3	0	7	0	2	4	1	0	12	12	0	0	6	5	0	5	2	3	5	1	0	8	4	5	0									
		0.61%	0.79%	0.14%	0.37%	1.08%	2.10%	0.99%	0.49%	1.42%	0.00%	2.88%	0.00%	0.56%	0.92%	0.65%	0.00%	1.25%	1.47%	0.00%	0.00%	0.68%	0.51%	0.00%	0.27%	0.40%	0.64%	0.52%	0.39%	0.00%	0.84%	1.29%	0.74%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	233	22	3	3	6	1	12	4	6	10	0	2	4	5	1	2	19	12	6	0	17	14	0	7	4	12	10	5	22	11	8	4	1									
		1.27%	2.17%	0.42%	1.10%	1.61%	0.35%	1.98%	1.96%	2.84%	1.30%	0.00%	1.03%	1.11%	1.15%	0.65%	1.31%	1.97%	1.47%	0.63%	0.00%	1.93%	1.42%	0.00%	0.38%	0.81%	2.58%	1.05%	1.95%	2.38%	1.16%	2.57%	0.59%	0.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	170	13	10	4	0	5	11	2	0	5	3	0	2	6	4	1	5	13	0	0	19	10	0	7	3	3	8	7	0	18	4	7	0									
		0.93%	1.28%	1.41%	1.47%	0.00%	1.75%	1.81%	0.98%	0.00%	0.65%	1.23%	0.00%	0.56%	1.38%	2.58%	0.65%	0.52%	1.59%	0.00%	0.00%	2.16%	1.02%	0.00%	0.38%	0.60%	0.64%	0.84%	2.72%	0.00%	1.89%	1.29%	1.03%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13916	730	629	194	249	177	495	154	151	652	215	140	265	273	98	125	621	473	867	95	609	787	517	1476	393	325	751	159	749	621	176	578	172									
		75.92%	72.13%	88.47%	71.32%	66.94%	61.89%	81.55%	75.49%	71.56%	84.68%	88.48%	72.16%	73.61%	62.76%	63.23%	81.70%	64.49%	57.89%	91.36%	86.36%	69.20%	80.06%	90.38%	81.14%	79.23%	69.74%	78.56%	61.87%	80.97%	65.37%	56.59%	85.00%	81.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	2	0	1	0	2	1	0	1	0	0	0	0	0	2	0	1	3	0	0	0	1	0	4	2	2	3	2	0	2	1	2	0									
		0.17%	0.20%	0.00%	0.37%	0.00%	0.70%	0.16%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.10%	0.37%	0.00%	0.00%	0.00%	0.10%	0.00%	0.22%	0.40%	0.43%	0.31%	0.78%	0.00%	0.21%	0.32%	0.29%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	0	0	0	0	1	0	0	0	0	0	0	1	3	2	3	1	2	0	2	1	0	0	2	0	1	1	0	2	1	1	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	1.94%	1.31%	0.31%	0.12%	0.21%	0.00%	0.23%	0.10%	0.00%	0.00%	0.40%	0.00%	0.10%	0.39%	0.00%	0.21%	0.32%	0.15%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1927	127	31	42	63	45	53	23	38	56	12	18	38	55	23	6	153	160	40	4	91	64	26	206	31	73	88	46	61	147	44	39	24									
		10.51%	12.55%	4.36%	15.44%	16.94%	15.73%	8.73%	11.27%	18.01%	7.27%	4.94%	9.28%	10.56%	12.64%	14.84%	3.92%	15.89%	19.58%	4.21%	3.64%	10.34%	6.51%	4.55%	11.32%	6.25%	15.67%	9.21%	17.90%	6.59%	15.47%	14.15%	5.74%	11.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	0	1	0	0	0	1	0	0	0	0	0	1	4	1	0	1	2	0	0	1	3	0	3	1	2	3	4	0	7	0	1	1									
		0.20%	0.00%	0.14%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.92%	0.65%	0.00%	0.10%	0.24%	0.00%	0.00%	0.11%	0.31%	0.00%	0.16%	0.20%	0.43%	0.31%	1.56%	0.00%	0.74%	0.00%	0.15%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	1	3	0	0	1	0	0	0	0	0	1	2	2	0	0	4	1	0	0	2	1	0	7	2	1	3	1	0	10	33	0	1									
		0.41%	0.10%	0.42%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.56%	0.46%	0.00%	0.00%	0.42%	0.12%	0.00%	0.00%	0.23%	0.10%	0.00%	0.38%	0.40%	0.21%	0.31%	0.39%	0.00%	1.05%	10.61%	0.00%	0.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0									
		0.04%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.10%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	4	1	1	0	3	0	1	0	0	0	2	2	2	1	1	5	3	1	0	6	7	0	10	5	3	7	0	0	5	1	1	0									
		0.39%	0.40%	0.14%	0.37%	0.00%	1.05%	0.00%	0.49%	0.00%	0.00%	0.00%	1.03%	0.56%	0.46%	0.65%	0.65%	0.52%	0.37%	0.11%	0.00%	0.68%	0.71%	0.00%	0.55%	1.01%	0.64%	0.73%	0.00%	0.00%	0.53%	0.32%	0.15%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1216	88	16	16	30	38	20	13	11	38	6	21	31	52	17	14	110	91	15	7	98	52	21	43	39	36	50	22	70	90	30	22	9									
		6.63%	8.70%	2.25%	5.88%	8.06%	13.29%	3.29%	6.37%	5.21%	4.94%	2.47%	10.82%	8.61%	11.95%	10.97%	9.15%	11.42%	11.14%	1.58%	6.36%	11.14%	5.29%	3.67%	2.36%	7.86%	7.73%	5.23%	8.56%	7.57%	9.47%	9.65%	3.24%	4.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	2	3	1	0	2	1	0	0	0	0	0	1	1	0	0	3	3	2	0	3	2	0	3	1	2	0	3	0	1	2	1	1									
		0.21%	0.20%	0.42%	0.37%	0.00%	0.70%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.23%	0.00%	0.00%	0.31%	0.37%	0.21%	0.00%	0.34%	0.20%	0.00%	0.16%	0.20%	0.43%	0.00%	1.17%	0.00%	0.11%	0.64%	0.15%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	286	5	12	3	10	4	5	6	0	6	0	9	6	19	2	1	13	11	6	4	22	23	8	37	4	2	14	5	0	28	3	17	1									
		1.56%	0.49%	1.69%	1.10%	2.69%	1.40%	0.82%	2.94%	0.00%	0.78%	0.00%	4.64%	1.67%	4.37%	1.29%	0.65%	1.35%	1.35%	0.63%	3.64%	2.50%	2.34%	1.40%	2.03%	0.81%	0.43%	1.46%	1.95%	0.00%	2.95%	0.96%	2.50%	0.48%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
