Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Балтайская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701									
		0.14%	0.50%	0.26%	0.24%	0.28%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	1	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0									
		0.12%	0.25%	0.26%	0.24%	0.00%	0.57%	0.00%	0.29%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0									
		0.06%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.22%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	2	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	2	1	1	0	0									
		0.20%	0.50%	0.26%	0.00%	0.28%	0.29%	0.71%	0.29%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.44%	0.21%	0.26%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	710	46	53	46	30	47	8	47	60	14	36	18	7	1	30	11	48	30	40	21	23	94									
		11.04%	11.53%	13.98%	11.22%	8.40%	13.47%	5.67%	13.51%	14.85%	17.72%	8.00%	6.62%	8.05%	1.64%	7.56%	6.75%	16.00%	6.59%	8.37%	5.54%	17.69%	23.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.25%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	69	3	4	10	8	1	1	6	9	2	1	4	1	2	0	1	0	0	3	5	3	5									
		1.07%	0.75%	1.06%	2.44%	2.24%	0.29%	0.71%	1.72%	2.23%	2.53%	0.22%	1.47%	1.15%	3.28%	0.00%	0.61%	0.00%	0.00%	0.63%	1.32%	2.31%	1.27%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
