Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Азнакаевская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	1	0	0	8	5	4	10	0	9	2	2	0	1	7	1	0	3	3	0	0									
		0.24%	0.07%	0.00%	0.00%	0.67%	0.40%	0.33%	0.82%	0.00%	1.21%	0.17%	0.16%	0.00%	0.08%	1.13%	0.08%	0.00%	0.27%	0.26%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	202	3	0	10	31	13	10	35	0	36	8	5	0	2	32	3	4	4	3	0	3									
		0.87%	0.21%	0.00%	0.79%	2.61%	1.04%	0.82%	2.87%	0.00%	4.84%	0.68%	0.39%	0.00%	0.16%	5.17%	0.25%	0.29%	0.36%	0.26%	0.00%	0.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	5	0	3	6	7	5	17	0	13	1	0	5	1	17	1	3	2	2	0	1									
		0.38%	0.36%	0.00%	0.24%	0.50%	0.56%	0.41%	1.39%	0.00%	1.75%	0.08%	0.00%	0.37%	0.08%	2.75%	0.08%	0.22%	0.18%	0.17%	0.00%	0.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20511	1285	1235	1151	961	1055	1025	1021	991	399	1071	1176	1269	1006	342	1091	1316	1065	1098	791	1163									
		87.93%	92.05%	97.63%	90.63%	80.76%	84.47%	84.15%	83.62%	82.04%	53.63%	90.84%	92.02%	93.24%	82.12%	55.25%	91.99%	96.76%	95.86%	94.98%	91.34%	95.02%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	1	0	3	5	1	0	0	0	5	2	0	1	3	2	0	0	0	1	0	0									
		0.10%	0.07%	0.00%	0.24%	0.42%	0.08%	0.00%	0.00%	0.00%	0.67%	0.17%	0.00%	0.07%	0.24%	0.32%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	0	0	4	1	0	0	0	1	0	0	0	2	2	0	0	1	1	0	0									
		0.06%	0.07%	0.00%	0.00%	0.34%	0.08%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.16%	0.32%	0.00%	0.00%	0.09%	0.09%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	349	27	3	12	25	3	26	27	24	64	12	13	5	2	48	7	7	5	9	11	19									
		1.50%	1.93%	0.24%	0.94%	2.10%	0.24%	2.13%	2.21%	1.99%	8.60%	1.02%	1.02%	0.37%	0.16%	7.75%	0.59%	0.51%	0.45%	0.78%	1.27%	1.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	2	0	1	3	1	0	17	0	7	3	0	0	0	3	0	0	1	1	0	2									
		0.18%	0.14%	0.00%	0.08%	0.25%	0.08%	0.00%	1.39%	0.00%	0.94%	0.25%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.09%	0.09%	0.00%	0.16%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	2	0	0	2	0	0	0	0	4	2	0	0	0	1	0	1	0	1	0	0									
		0.06%	0.14%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.54%	0.17%	0.00%	0.00%	0.00%	0.16%	0.00%	0.07%	0.00%	0.09%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	0	1	0	0	5	0	3	1	0	0	3	2	0	1	0	1	0	1									
		0.08%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.41%	0.00%	0.40%	0.08%	0.00%	0.00%	0.24%	0.32%	0.00%	0.07%	0.00%	0.09%	0.00%	0.08%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	7	0	5	12	2	0	15	0	9	2	0	1	3	7	1	0	1	2	0	3									
		0.30%	0.50%	0.00%	0.39%	1.01%	0.16%	0.00%	1.23%	0.00%	1.21%	0.17%	0.00%	0.07%	0.24%	1.13%	0.08%	0.00%	0.09%	0.17%	0.00%	0.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1656	55	26	75	110	131	148	35	193	149	68	72	61	195	125	69	16	15	22	64	27									
		7.10%	3.94%	2.06%	5.91%	9.24%	10.49%	12.15%	2.87%	15.98%	20.03%	5.77%	5.63%	4.48%	15.92%	20.19%	5.82%	1.18%	1.35%	1.90%	7.39%	2.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	2	0	0	1	2	0	0	0	4	0	1	0	0	1	0	0	4	1	0	0									
		0.07%	0.14%	0.00%	0.00%	0.08%	0.16%	0.00%	0.00%	0.00%	0.54%	0.00%	0.08%	0.00%	0.00%	0.16%	0.00%	0.00%	0.36%	0.09%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	131	5	1	10	21	8	0	15	0	13	5	9	0	7	13	6	5	4	4	0	5									
		0.56%	0.36%	0.08%	0.79%	1.76%	0.64%	0.00%	1.23%	0.00%	1.75%	0.42%	0.70%	0.00%	0.57%	2.10%	0.51%	0.37%	0.36%	0.35%	0.00%	0.41%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
