Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Топчихинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635									
		0.50%	0.50%	0.00%	0.12%	1.05%	0.84%	1.09%	1.69%	0.33%	0.00%	0.35%	0.69%	0.00%	0.00%	0.72%	0.70%	0.00%	1.46%	0.00%	1.47%	2.44%	0.63%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	3	0	3	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	2									
		0.21%	0.30%	0.00%	0.36%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.69%	0.00%	0.00%	0.52%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1739	247	105	214	252	66	27	39	46	17	37	19	49	92	20	51	37	38	14	13	17	35	45	116	37	11	28	67									
		21.72%	24.80%	21.34%	25.85%	26.39%	27.85%	9.78%	22.03%	15.18%	17.53%	13.07%	13.19%	23.67%	20.31%	14.39%	17.96%	30.33%	13.87%	14.89%	19.12%	13.82%	22.15%	22.96%	27.23%	25.52%	20.00%	31.11%	17.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	1	1	4	4	0	0	0	2	0	0	0	0	0	0	3	0	1	1	0	0	2	1	0	0	0	0	3									
		0.29%	0.10%	0.20%	0.48%	0.42%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.36%	1.06%	0.00%	0.00%	1.27%	0.51%	0.00%	0.00%	0.00%	0.00%	0.78%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	13	5	10	8	1	0	0	3	1	0	0	0	0	1	2	0	3	0	1	1	0	3	1	1	1	0	2									
		0.71%	1.31%	1.02%	1.21%	0.84%	0.42%	0.00%	0.00%	0.99%	1.03%	0.00%	0.00%	0.00%	0.00%	0.72%	0.70%	0.00%	1.09%	0.00%	1.47%	0.81%	0.00%	1.53%	0.23%	0.69%	1.82%	0.00%	0.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	0	1	1	0	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.10%	0.00%	0.00%	0.10%	0.42%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.97%	0.22%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	119	24	3	15	12	9	4	0	2	3	3	1	3	14	2	4	0	5	1	0	3	0	0	5	2	0	0	4									
		1.49%	2.41%	0.61%	1.81%	1.26%	3.80%	1.45%	0.00%	0.66%	3.09%	1.06%	0.69%	1.45%	3.09%	1.44%	1.41%	0.00%	1.82%	1.06%	0.00%	2.44%	0.00%	0.00%	1.17%	1.38%	0.00%	0.00%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1361	166	125	176	127	20	63	35	35	14	44	23	54	88	31	52	16	36	4	8	5	31	41	73	15	8	19	52									
		17.00%	16.67%	25.41%	21.26%	13.30%	8.44%	22.83%	19.77%	11.55%	14.43%	15.55%	15.97%	26.09%	19.43%	22.30%	18.31%	13.11%	13.14%	4.26%	11.76%	4.07%	19.62%	20.92%	17.14%	10.34%	14.55%	21.11%	13.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	2	1	4	5	0	0	0	1	0	0	2	0	3	1	1	1	3	0	0	0	0	0	1	1	1	2	1									
		0.37%	0.20%	0.20%	0.48%	0.52%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	1.39%	0.00%	0.66%	0.72%	0.35%	0.82%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.69%	1.82%	2.22%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	757	96	53	88	70	23	25	9	49	1	27	4	17	36	4	34	5	35	5	13	24	9	16	36	15	2	2	59									
		9.46%	9.64%	10.77%	10.63%	7.33%	9.70%	9.06%	5.08%	16.17%	1.03%	9.54%	2.78%	8.21%	7.95%	2.88%	11.97%	4.10%	12.77%	5.32%	19.12%	19.51%	5.70%	8.16%	8.45%	10.34%	3.64%	2.22%	15.40%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
