Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Инжавинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	858	41	97	42	33	61	41	28	37	22	23	2	18	34	4	8	31	4	21	13	4	10	6	67	3	24	9	22	10	9	7	11	0	15	2	1	39	16	4	12	13	9	5					
		7.41%	10.54%	11.27%	8.86%	9.14%	12.40%	10.28%	8.12%	8.73%	9.91%	8.55%	1.12%	6.12%	9.94%	2.40%	10.67%	12.76%	3.70%	5.29%	9.85%	5.80%	7.94%	9.68%	10.74%	0.83%	7.62%	4.07%	7.64%	4.78%	5.42%	3.59%	6.83%	0.00%	5.93%	1.31%	0.85%	11.96%	9.04%	0.69%	5.26%	5.96%	4.64%	4.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	916	67	99	50	48	71	33	43	73	21	23	5	25	35	5	6	13	7	12	14	0	9	7	26	5	25	17	33	6	5	4	19	0	14	1	6	31	14	2	10	3	18	11					
		7.91%	17.22%	11.50%	10.55%	13.30%	14.43%	8.27%	12.46%	17.22%	9.46%	8.55%	2.79%	8.50%	10.23%	2.99%	8.00%	5.35%	6.48%	3.02%	10.61%	0.00%	7.14%	11.29%	4.17%	1.38%	7.94%	7.69%	11.46%	2.87%	3.01%	2.05%	11.80%	0.00%	5.53%	0.65%	5.13%	9.51%	7.91%	0.35%	4.39%	1.38%	9.28%	9.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	2	15	2	3	7	2	5	4	3	0	0	0	4	0	2	1	0	0	0	0	0	1	6	1	0	3	0	1	1	0	0	0	3	0	1	1	0	0	1	0	0	0					
		0.60%	0.51%	1.74%	0.42%	0.83%	1.42%	0.50%	1.45%	0.94%	1.35%	0.00%	0.00%	0.00%	1.17%	0.00%	2.67%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.96%	0.28%	0.00%	1.36%	0.00%	0.48%	0.60%	0.00%	0.00%	0.00%	1.19%	0.00%	0.85%	0.31%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2082	89	242	92	78	102	78	70	79	25	62	7	41	71	19	1	64	12	36	8	5	19	12	119	60	45	32	73	49	17	26	37	54	69	27	15	59	15	75	41	15	26	16					
		17.99%	22.88%	28.11%	19.41%	21.61%	20.73%	19.55%	20.29%	18.63%	11.26%	23.05%	3.91%	13.95%	20.76%	11.38%	1.33%	26.34%	11.11%	9.07%	6.06%	7.25%	15.08%	19.35%	19.07%	16.57%	14.29%	14.48%	25.35%	23.44%	10.24%	13.33%	22.98%	21.51%	27.27%	17.65%	12.82%	18.10%	8.47%	12.99%	17.98%	6.88%	13.40%	14.41%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	94	7	17	6	2	6	12	3	3	2	0	4	0	0	0	0	1	0	2	1	0	1	0	12	6	0	0	0	1	0	0	1	0	1	0	0	4	1	1	0	0	0	0					
		0.81%	1.80%	1.97%	1.27%	0.55%	1.22%	3.01%	0.87%	0.71%	0.90%	0.00%	2.23%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.50%	0.76%	0.00%	0.79%	0.00%	1.92%	1.66%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.62%	0.00%	0.40%	0.00%	0.00%	1.23%	0.56%	0.17%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7298	178	361	279	191	235	228	192	221	147	161	153	205	193	139	58	129	85	288	95	60	84	36	367	226	217	158	158	141	134	157	91	195	148	121	94	186	128	495	161	185	139	79					
		63.04%	45.76%	41.93%	58.86%	52.91%	47.76%	57.14%	55.65%	52.12%	66.22%	59.85%	85.47%	69.73%	56.43%	83.23%	77.33%	53.09%	78.70%	72.54%	71.97%	86.96%	66.67%	58.06%	58.81%	62.43%	68.89%	71.49%	54.86%	67.46%	80.72%	80.51%	56.52%	77.69%	58.50%	79.08%	80.34%	57.06%	72.32%	85.79%	70.61%	84.86%	71.65%	71.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	27	1	4	2	2	1	2	1	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	1	0					
		0.23%	0.26%	0.46%	0.42%	0.55%	0.20%	0.50%	0.29%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.92%	1.13%	0.00%	0.00%	0.00%	0.52%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
