Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Красноармейская																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957					
11	Число полученных открепительных  удостоверений	990	20	30	30	16	16	19	16	25	30	30	15	12	15	22	24	20	18	9	10	10	10	10	10	22	12	14	10	7	6	20	23	25	12	10	14	14	15	15	18	15	15	30	30	30	22	12	30	12	20	6	6	10	24	15	23	16	20					
12	Число выданных открепительных удостоверений	256	7	10	4	6	3	5	3	18	8	23	5	4	1	5	3	1	0	0	4	1	1	0	8	22	0	5	0	0	0	2	11	12	2	3	2	5	4	8	1	4	3	1	6	2	7	4	3	3	4	0	0	3	2	1	6	4	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	182	0	11	6	0	2	1	2	3	2	7	6	1	5	3	11	1	4	3	2	0	2	2	2	4	1	3	1	0	0	3	5	5	3	3	3	8	3	3	4	2	1	1	6	9	3	1	5	4	2	1	1	2	1	1	7	5	5					
14	Число неиспользованных открепительных удостоверений	734	13	20	26	10	13	14	13	7	22	7	10	8	14	17	21	19	18	9	6	9	9	10	2	0	12	9	10	7	6	18	12	13	10	7	12	9	11	7	17	11	12	29	24	28	15	8	27	9	16	6	6	7	22	14	17	12	14					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	2707	61	118	93	43	53	52	31	115	44	119	46	20	41	71	73	44	28	4	16	13	16	18	12	60	13	33	9	4	6	51	65	78	9	7	47	32	28	40	162	44	50	70	86	71	70	37	84	59	105	4	5	31	47	41	70	36	22					
		5.23%	6.26%	7.81%	5.94%	5.97%	6.82%	6.39%	5.10%	7.61%	4.34%	7.13%	6.91%	3.67%	5.90%	4.74%	4.48%	4.44%	2.59%	1.42%	2.76%	4.28%	6.27%	5.03%	2.70%	3.41%	1.95%	3.91%	2.97%	4.04%	4.03%	4.62%	4.89%	4.81%	1.55%	1.75%	6.75%	4.38%	3.11%	4.74%	12.57%	4.61%	5.03%	4.32%	4.55%	3.68%	5.73%	5.32%	5.42%	11.15%	9.48%	2.50%	4.03%	6.89%	3.90%	5.34%	5.89%	4.95%	2.63%					
19	. Малышкин Олег Александрович	1059	23	20	61	17	17	22	6	36	20	30	13	8	5	46	19	26	11	6	17	5	1	9	5	26	12	12	5	4	0	8	20	21	11	5	18	11	14	21	22	22	20	56	25	31	11	29	23	15	26	5	4	5	52	16	34	21	31					
		2.05%	2.36%	1.32%	3.90%	2.36%	2.19%	2.70%	0.99%	2.38%	1.97%	1.80%	1.95%	1.47%	0.72%	3.07%	1.17%	2.62%	1.02%	2.13%	2.93%	1.64%	0.39%	2.51%	1.12%	1.48%	1.80%	1.42%	1.65%	4.04%	0.00%	0.73%	1.50%	1.29%	1.89%	1.25%	2.59%	1.51%	1.56%	2.49%	1.71%	2.30%	2.01%	3.46%	1.32%	1.61%	0.90%	4.17%	1.48%	2.84%	2.35%	3.12%	3.23%	1.11%	4.32%	2.08%	2.86%	2.89%	3.70%					
20	. Миронов Сергей Михайлович	362	6	5	7	4	7	5	9	7	13	21	2	5	4	30	5	5	3	2	2	0	0	2	5	10	4	3	3	0	0	8	7	11	7	2	3	4	4	2	9	12	3	36	23	0	3	5	12	2	8	3	2	1	11	0	5	3	7					
		0.70%	0.62%	0.33%	0.45%	0.56%	0.90%	0.61%	1.48%	0.46%	1.28%	1.26%	0.30%	0.92%	0.58%	2.00%	0.31%	0.50%	0.28%	0.71%	0.34%	0.00%	0.00%	0.56%	1.12%	0.57%	0.60%	0.36%	0.99%	0.00%	0.00%	0.73%	0.53%	0.68%	1.20%	0.50%	0.43%	0.55%	0.44%	0.24%	0.70%	1.26%	0.30%	2.22%	1.22%	0.00%	0.25%	0.72%	0.77%	0.38%	0.72%	1.88%	1.61%	0.22%	0.91%	0.00%	0.42%	0.41%	0.84%					
21	. Путин Владимир Владимирович	34126	661	941	1091	438	511	514	397	973	712	1136	418	352	478	1005	1235	701	811	184	395	193	160	266	305	1168	403	576	237	74	92	677	784	999	357	247	436	502	709	510	830	631	648	1150	1289	1451	979	401	978	225	618	106	82	300	649	443	747	454	497					
		65.93%	67.86%	62.32%	69.71%	60.83%	65.77%	63.14%	65.30%	64.35%	70.29%	68.06%	62.76%	64.59%	68.78%	67.13%	75.77%	70.67%	75.02%	65.25%	68.10%	63.49%	62.75%	74.30%	68.54%	66.33%	60.42%	68.25%	78.22%	74.75%	61.74%	61.38%	58.99%	61.59%	61.45%	61.60%	62.64%	68.77%	78.78%	60.43%	64.39%	66.07%	65.13%	70.99%	68.24%	75.22%	80.11%	57.70%	63.10%	42.53%	55.78%	66.25%	66.13%	66.67%	53.86%	57.68%	62.88%	62.45%	59.38%					
22	. Хакамада Ирина Муцуовна	1037	13	42	37	21	10	15	16	25	15	21	17	18	14	37	27	32	13	5	8	6	4	4	9	35	10	10	4	4	4	28	31	50	3	8	16	10	8	14	8	22	11	46	47	26	26	40	24	14	27	4	4	17	17	13	22	10	15					
		2.00%	1.33%	2.78%	2.36%	2.92%	1.29%	1.84%	2.63%	1.65%	1.48%	1.26%	2.55%	3.30%	2.01%	2.47%	1.66%	3.23%	1.20%	1.77%	1.38%	1.97%	1.57%	1.12%	2.02%	1.99%	1.50%	1.18%	1.32%	4.04%	2.68%	2.54%	2.33%	3.08%	0.52%	2.00%	2.30%	1.37%	0.89%	1.66%	0.62%	2.30%	1.11%	2.84%	2.49%	1.35%	2.13%	5.76%	1.55%	2.65%	2.44%	2.50%	3.23%	3.78%	1.41%	1.69%	1.85%	1.38%	1.79%					
23	. Харитонов Николай Михайлович	10736	176	313	226	165	144	173	127	307	180	291	145	108	136	237	225	148	189	71	121	81	62	47	94	387	195	201	35	10	47	287	370	417	181	119	153	150	117	227	211	193	240	229	360	309	98	162	374	183	275	32	20	85	382	228	275	186	232					
		20.74%	18.07%	20.73%	14.44%	22.92%	18.53%	21.25%	20.89%	20.30%	17.77%	17.44%	21.77%	19.82%	19.57%	15.83%	13.80%	14.92%	17.48%	25.18%	20.86%	26.64%	24.31%	13.13%	21.12%	21.98%	29.24%	23.82%	11.55%	10.10%	31.54%	26.02%	27.84%	25.71%	31.15%	29.68%	21.98%	20.55%	13.00%	26.90%	16.37%	20.21%	24.12%	14.14%	19.06%	16.02%	8.02%	23.31%	24.13%	34.59%	24.82%	20.00%	16.13%	18.89%	31.70%	29.69%	23.15%	25.58%	27.72%					
																																																																
24	Против всех	1044	23	34	37	26	10	31	21	40	22	22	19	22	0	46	8	21	15	5	18	5	12	10	10	56	24	8	5	2	0	29	10	34	0	6	16	6	3	12	20	17	10	23	31	23	30	14	17	23	35	2	7	9	41	11	27	13	23					
		2.02%	2.36%	2.25%	2.36%	3.61%	1.29%	3.81%	3.45%	2.65%	2.17%	1.32%	2.85%	4.04%	0.00%	3.07%	0.49%	2.12%	1.39%	1.77%	3.10%	1.64%	4.71%	2.79%	2.25%	3.18%	3.60%	0.95%	1.65%	2.02%	0.00%	2.63%	0.75%	2.10%	0.00%	1.50%	2.30%	0.82%	0.33%	1.42%	1.55%	1.78%	1.01%	1.42%	1.64%	1.19%	2.45%	2.01%	1.10%	4.35%	3.16%	1.25%	5.65%	2.00%	3.40%	1.43%	2.27%	1.79%	2.75%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
