Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Кирилловская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	0	10	4	8	2	1	2	8	0	2	1	0	3	0	0	3	1	8	0	1	2									
		1.00%	0.00%	1.38%	0.68%	1.50%	1.32%	0.89%	0.93%	2.54%	0.00%	2.35%	0.52%	0.00%	1.20%	0.00%	0.00%	0.66%	0.69%	2.32%	0.00%	0.55%	2.27%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	176	16	26	16	22	4	9	8	7	7	1	8	4	6	2	9	12	3	6	1	4	5									
		3.16%	3.66%	3.59%	2.71%	4.14%	2.63%	8.04%	3.70%	2.22%	4.05%	1.18%	4.19%	3.67%	2.39%	3.03%	3.05%	2.65%	2.07%	1.74%	0.87%	2.20%	5.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	167	13	27	11	10	2	4	13	7	5	3	3	1	15	2	6	20	5	13	1	3	3									
		2.99%	2.97%	3.72%	1.86%	1.88%	1.32%	3.57%	6.02%	2.22%	2.89%	3.53%	1.57%	0.92%	5.98%	3.03%	2.03%	4.42%	3.45%	3.77%	0.87%	1.65%	3.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2483	163	288	242	229	70	25	104	153	79	45	113	52	96	31	121	223	74	172	68	95	40									
		44.51%	37.30%	39.72%	40.95%	43.05%	46.05%	22.32%	48.15%	48.57%	45.66%	52.94%	59.16%	47.71%	38.25%	46.97%	41.02%	49.23%	51.03%	49.86%	59.13%	52.20%	45.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	2	5	3	2	1	1	0	3	2	0	1	0	0	0	0	1	0	2	1	1	0									
		0.45%	0.46%	0.69%	0.51%	0.38%	0.66%	0.89%	0.00%	0.95%	1.16%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.58%	0.87%	0.55%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0									
		0.13%	0.00%	0.28%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1019	82	109	83	74	23	16	38	57	42	15	31	33	63	18	57	111	36	63	15	37	16									
		18.27%	18.76%	15.03%	14.04%	13.91%	15.13%	14.29%	17.59%	18.10%	24.28%	17.65%	16.23%	30.28%	25.10%	27.27%	19.32%	24.50%	24.83%	18.26%	13.04%	20.33%	18.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	1	9	6	1	0	0	0	0	0	0	1	1	0	1	2	3	1	6	0	1	0									
		0.59%	0.23%	1.24%	1.02%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.92%	0.00%	1.52%	0.68%	0.66%	0.69%	1.74%	0.00%	0.55%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	0	7	4	4	1	0	2	1	0	0	2	1	3	0	3	2	1	6	0	4	0									
		0.74%	0.00%	0.97%	0.68%	0.75%	0.66%	0.00%	0.93%	0.32%	0.00%	0.00%	1.05%	0.92%	1.20%	0.00%	1.02%	0.44%	0.69%	1.74%	0.00%	2.20%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	2	1	2	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0									
		0.18%	0.00%	0.28%	0.17%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	1.52%	0.34%	0.00%	0.00%	0.29%	0.87%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	3	8	9	5	2	1	1	1	2	3	5	2	7	0	3	3	0	0	2	2	0									
		1.06%	0.69%	1.10%	1.52%	0.94%	1.32%	0.89%	0.46%	0.32%	1.16%	3.53%	2.62%	1.83%	2.79%	0.00%	1.02%	0.66%	0.00%	0.00%	1.74%	1.10%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	987	91	125	133	109	38	50	42	54	26	8	23	10	42	8	67	46	15	43	17	25	15									
		17.69%	20.82%	17.24%	22.50%	20.49%	25.00%	44.64%	19.44%	17.14%	15.03%	9.41%	12.04%	9.17%	16.73%	12.12%	22.71%	10.15%	10.34%	12.46%	14.78%	13.74%	17.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	4	1	2	2	0	0	0	0	1	0	1	0	0	0	1	1	0	2	0	1	1									
		0.30%	0.92%	0.14%	0.34%	0.38%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.52%	0.00%	0.00%	0.00%	0.34%	0.22%	0.00%	0.58%	0.00%	0.55%	1.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	393	50	95	66	53	4	4	6	19	6	4	2	3	10	3	16	14	7	20	6	3	2									
		7.05%	11.44%	13.10%	11.17%	9.96%	2.63%	3.57%	2.78%	6.03%	3.47%	4.71%	1.05%	2.75%	3.98%	4.55%	5.42%	3.09%	4.83%	5.80%	5.22%	1.65%	2.27%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
