Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Дзержинская, Калининская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №922					
		0.99%	1.18%	1.83%	0.47%	0.62%	0.60%	0.61%	1.05%	1.01%	0.67%	0.32%	0.00%	0.66%	0.85%	1.01%	0.83%	1.47%	1.71%	1.71%	0.88%	1.05%	1.78%	0.75%	0.88%	0.88%	0.48%	1.71%	0.59%	0.60%	0.38%	0.70%	0.40%	1.33%	0.00%	1.64%	0.81%	0.65%	1.14%	1.24%	1.26%	1.17%	0.64%	0.86%	0.38%	1.04%	1.08%	1.28%	0.86%	0.65%	1.09%	0.89%	0.89%	1.19%	1.52%	0.84%	1.02%	1.48%	1.03%	1.05%	1.77%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14782	208	263	194	194	251	224	307	111	89	109	98	519	306	197	302	405	337	333	227	154	240	184	101	253	211	206	315	315	169	168	321	325	12	169	36	227	382	370	363	262	320	225	167	387	375	310	359	306	289	234	276	233	332	337	254	334	309	232	46					
		32.94%	40.86%	48.08%	45.97%	11.94%	37.57%	33.99%	40.18%	37.25%	29.77%	34.71%	29.88%	34.39%	28.84%	24.87%	27.71%	33.14%	33.90%	35.61%	33.33%	26.88%	35.66%	34.72%	29.53%	31.82%	34.09%	32.09%	37.15%	31.66%	32.01%	29.27%	32.00%	33.23%	14.46%	34.70%	29.27%	36.61%	36.31%	38.14%	35.07%	33.94%	34.37%	32.42%	31.33%	33.48%	33.63%	36.17%	38.56%	33.15%	31.38%	34.56%	30.87%	34.78%	33.74%	35.32%	25.97%	35.27%	35.40%	30.57%	40.71%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1984	11	12	9	21	30	21	15	4	8	4	8	43	30	40	53	62	29	53	62	64	32	16	17	49	43	29	42	36	21	23	39	25	1	5	1	16	26	56	53	43	99	53	26	45	41	34	34	33	48	49	50	41	71	54	43	41	38	30	2					
		4.42%	2.16%	2.19%	2.13%	1.29%	4.49%	3.19%	1.96%	1.34%	2.68%	1.27%	2.44%	2.85%	2.83%	5.05%	4.86%	5.07%	2.92%	5.67%	9.10%	11.17%	4.75%	3.02%	4.97%	6.16%	6.95%	4.52%	4.95%	3.62%	3.98%	4.01%	3.89%	2.56%	1.20%	1.03%	0.81%	2.58%	2.47%	5.77%	5.12%	5.57%	10.63%	7.64%	4.88%	3.89%	3.68%	3.97%	3.65%	3.58%	5.21%	7.24%	5.59%	6.12%	7.22%	5.66%	4.40%	4.33%	4.35%	3.95%	1.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14100	141	134	107	1065	192	222	218	100	140	131	142	515	426	351	346	346	310	256	164	175	161	153	95	220	158	172	222	306	185	189	323	294	44	132	48	193	326	252	305	227	219	160	165	349	300	236	242	301	248	189	242	165	228	244	468	300	274	250	34					
		31.42%	27.70%	24.50%	25.36%	65.54%	28.74%	33.69%	28.53%	33.56%	46.82%	41.72%	43.29%	34.13%	40.15%	44.32%	31.74%	28.31%	31.19%	27.38%	24.08%	30.54%	23.92%	28.87%	27.78%	27.67%	25.53%	26.79%	26.18%	30.75%	35.04%	32.93%	32.20%	30.06%	53.01%	27.10%	39.02%	31.13%	30.99%	25.98%	29.47%	29.40%	23.52%	23.05%	30.96%	30.19%	26.91%	27.54%	25.99%	32.61%	26.93%	27.92%	27.07%	24.63%	23.17%	25.58%	47.85%	31.68%	31.39%	32.94%	30.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	304	8	0	1	8	8	5	5	2	1	1	3	5	6	1	10	13	8	5	10	7	8	2	4	12	1	4	8	2	4	2	8	6	0	1	1	5	5	13	7	6	12	9	0	4	3	7	7	3	4	3	7	4	7	9	5	6	3	5	0					
		0.68%	1.57%	0.00%	0.24%	0.49%	1.20%	0.76%	0.65%	0.67%	0.33%	0.32%	0.91%	0.33%	0.57%	0.13%	0.92%	1.06%	0.80%	0.53%	1.47%	1.22%	1.19%	0.38%	1.17%	1.51%	0.16%	0.62%	0.94%	0.20%	0.76%	0.35%	0.80%	0.61%	0.00%	0.21%	0.81%	0.81%	0.48%	1.34%	0.68%	0.78%	1.29%	1.30%	0.00%	0.35%	0.27%	0.82%	0.75%	0.33%	0.43%	0.44%	0.78%	0.60%	0.71%	0.94%	0.51%	0.63%	0.34%	0.66%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
