Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Иволгинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267									
		1.72%	2.17%	2.04%	1.63%	1.47%	1.82%	1.34%	2.61%	1.69%	1.15%	1.42%	2.40%	2.44%	1.00%	2.09%	0.56%	3.70%	0.75%	1.91%	1.50%	1.40%	1.93%	1.37%	0.82%	0.00%	2.38%	1.20%	2.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6427	47	214	385	332	417	439	458	312	113	64	232	358	480	433	113	14	209	154	176	200	209	391	143	40	230	114	150									
		44.38%	34.06%	43.76%	41.71%	40.74%	47.33%	39.09%	45.98%	37.64%	43.13%	45.39%	46.31%	45.90%	43.84%	43.17%	63.84%	25.93%	52.12%	49.04%	52.69%	46.62%	44.75%	53.71%	58.61%	53.33%	36.45%	45.42%	37.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	1	0	8	2	3	6	4	2	1	0	4	1	6	2	0	0	2	2	2	2	1	4	1	0	2	3	1									
		0.41%	0.72%	0.00%	0.87%	0.25%	0.34%	0.53%	0.40%	0.24%	0.38%	0.00%	0.80%	0.13%	0.55%	0.20%	0.00%	0.00%	0.50%	0.64%	0.60%	0.47%	0.21%	0.55%	0.41%	0.00%	0.32%	1.20%	0.25%									
24	"6. Политическая партия ""Гражданская Платформа"""	247	1	5	6	24	9	17	14	32	4	2	4	15	22	11	3	0	10	1	2	10	6	8	0	1	15	3	22									
		1.71%	0.72%	1.02%	0.65%	2.94%	1.02%	1.51%	1.41%	3.86%	1.53%	1.42%	0.80%	1.92%	2.01%	1.10%	1.69%	0.00%	2.49%	0.32%	0.60%	2.33%	1.28%	1.10%	0.00%	1.33%	2.38%	1.20%	5.50%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1430	25	89	122	62	102	92	40	56	33	30	52	99	84	89	21	19	16	54	29	28	85	35	45	15	51	14	43									
		9.88%	18.12%	18.20%	13.22%	7.61%	11.58%	8.19%	4.02%	6.76%	12.60%	21.28%	10.38%	12.69%	7.67%	8.87%	11.86%	35.19%	3.99%	17.20%	8.68%	6.53%	18.20%	4.81%	18.44%	20.00%	8.08%	5.58%	10.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	1	0	6	7	5	7	3	3	0	0	1	1	3	3	0	0	0	0	1	1	1	0	1	0	1	2	2									
		0.34%	0.72%	0.00%	0.65%	0.86%	0.57%	0.62%	0.30%	0.36%	0.00%	0.00%	0.20%	0.13%	0.27%	0.30%	0.00%	0.00%	0.00%	0.00%	0.30%	0.23%	0.21%	0.00%	0.41%	0.00%	0.16%	0.80%	0.50%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	561	3	17	40	38	31	67	43	50	14	1	21	20	39	22	3	2	4	4	8	9	5	25	4	3	45	25	18									
		3.87%	2.17%	3.48%	4.33%	4.66%	3.52%	5.97%	4.32%	6.03%	5.34%	0.71%	4.19%	2.56%	3.56%	2.19%	1.69%	3.70%	0.99%	1.27%	2.40%	2.10%	1.07%	3.43%	1.64%	4.00%	7.13%	9.96%	4.50%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	1	2	0	1	0	1	0	4	0	0	0	0	3	3	0	0	3	0	3	4	0	0	1	0	0	0	0									
		0.18%	0.72%	0.41%	0.00%	0.12%	0.00%	0.09%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.27%	0.30%	0.00%	0.00%	0.75%	0.00%	0.90%	0.93%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	0	5	7	6	5	11	12	10	2	0	1	5	5	3	1	0	3	4	3	2	4	6	3	1	5	3	6									
		0.78%	0.00%	1.02%	0.76%	0.74%	0.57%	0.98%	1.20%	1.21%	0.76%	0.00%	0.20%	0.64%	0.46%	0.30%	0.56%	0.00%	0.75%	1.27%	0.90%	0.47%	0.86%	0.82%	1.23%	1.33%	0.79%	1.20%	1.50%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3363	32	79	183	203	185	316	266	235	51	21	108	162	302	285	17	13	108	42	64	104	87	169	23	10	157	52	89									
		23.22%	23.19%	16.16%	19.83%	24.91%	20.99%	28.14%	26.71%	28.35%	19.47%	14.89%	21.56%	20.77%	27.58%	28.41%	9.60%	24.07%	26.93%	13.38%	19.16%	24.24%	18.63%	23.21%	9.43%	13.33%	24.88%	20.72%	22.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	0	2	4	6	6	3	4	6	0	1	2	4	3	0	0	0	4	1	0	2	0	4	0	0	6	1	5									
		0.44%	0.00%	0.41%	0.43%	0.74%	0.68%	0.27%	0.40%	0.72%	0.00%	0.71%	0.40%	0.51%	0.27%	0.00%	0.00%	0.00%	0.99%	0.32%	0.00%	0.47%	0.00%	0.55%	0.00%	0.00%	0.95%	0.40%	1.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	873	3	25	78	59	49	82	59	49	20	7	23	33	58	68	8	1	18	22	23	30	14	31	8	0	59	20	26									
		6.03%	2.17%	5.11%	8.45%	7.24%	5.56%	7.30%	5.92%	5.91%	7.63%	4.96%	4.59%	4.23%	5.30%	6.78%	4.52%	1.85%	4.49%	7.01%	6.89%	6.99%	2.99%	4.26%	3.28%	0.00%	9.35%	7.97%	6.50%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
