Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Пестравская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227									
24	"6. Политическая партия ""Гражданская Платформа"""	26	1	1	0	0	1	0	0	1	0	0	0	2	0	1	1	0	0	0	2	1	0	0	7	1	7	0	0									
		0.22%	0.13%	0.13%	0.00%	0.00%	0.37%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.70%	0.00%	0.20%	0.17%	0.00%	0.00%	0.00%	0.54%	0.17%	0.00%	0.00%	0.87%	0.12%	0.89%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1226	127	39	36	12	25	4	70	60	58	52	39	18	6	34	60	42	40	21	65	73	49	34	22	131	49	7	53									
		10.43%	16.49%	5.07%	13.85%	13.95%	9.26%	6.78%	28.00%	18.87%	22.31%	16.61%	7.24%	6.32%	4.00%	6.92%	10.49%	5.69%	13.20%	7.22%	17.62%	12.74%	9.88%	6.58%	2.74%	15.18%	6.25%	2.62%	14.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	7	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	5	4	0	0	0									
		0.20%	0.91%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.20%	0.19%	0.62%	0.46%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	7	4	4	0	1	0	3	6	2	5	2	0	0	0	1	0	0	0	0	1	5	5	7	4	4	0	0									
		0.52%	0.91%	0.52%	1.54%	0.00%	0.37%	0.00%	1.20%	1.89%	0.77%	1.60%	0.37%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.17%	1.01%	0.97%	0.87%	0.46%	0.51%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	0	0	1	0	0	0	1	1	0	0	2	0	0	1	3	0	0	0	1	1	1	6	1	0	0	0									
		0.17%	0.13%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.31%	0.38%	0.00%	0.00%	0.70%	0.00%	0.00%	0.17%	0.41%	0.00%	0.00%	0.00%	0.17%	0.20%	0.19%	0.75%	0.12%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	7	4	0	0	2	0	2	2	2	1	0	1	0	1	5	2	0	0	4	2	0	3	6	1	0	0	1									
		0.39%	0.91%	0.52%	0.00%	0.00%	0.74%	0.00%	0.80%	0.63%	0.77%	0.32%	0.00%	0.35%	0.00%	0.20%	0.87%	0.27%	0.00%	0.00%	1.08%	0.35%	0.00%	0.58%	0.75%	0.12%	0.00%	0.00%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	715	42	32	34	2	14	0	16	13	22	34	20	16	4	8	31	33	33	29	44	80	30	16	30	69	25	20	18									
		6.08%	5.45%	4.16%	13.08%	2.33%	5.19%	0.00%	6.40%	4.09%	8.46%	10.86%	3.71%	5.61%	2.67%	1.63%	5.42%	4.47%	10.89%	9.97%	11.92%	13.96%	6.05%	3.09%	3.73%	7.99%	3.19%	7.49%	5.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	3	1	4	1	2	0	1	1	0	0	1	0	0	3	0	5	1	0	0	1	2	1	6	1	0	0	0									
		0.29%	0.39%	0.13%	1.54%	1.16%	0.74%	0.00%	0.40%	0.31%	0.00%	0.00%	0.19%	0.00%	0.00%	0.61%	0.00%	0.68%	0.33%	0.00%	0.00%	0.17%	0.40%	0.19%	0.75%	0.12%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	349	13	7	15	4	13	1	11	11	2	6	11	2	7	11	8	6	4	6	10	53	20	12	17	50	20	11	18									
		2.97%	1.69%	0.91%	5.77%	4.65%	4.81%	1.69%	4.40%	3.46%	0.77%	1.92%	2.04%	0.70%	4.67%	2.24%	1.40%	0.81%	1.32%	2.06%	2.71%	9.25%	4.03%	2.32%	2.11%	5.79%	2.55%	4.12%	5.01%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
