Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Дюртюлинская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	710	10	6	15	13	26	16	13	12	10	18	4	263	10	6	8	7	4	9	7	13	6	8	7	8	6	7	3	7	5	4	0	6	7	4	10	5	8	5	8	2	6	10	6	1	13	6	23	8	6	7	6	9	5	3	11	4					
14	Число погашенных открепительных удостоверений	172	0	2	1	4	1	2	2	8	0	0	0	0	0	14	0	0	7	2	0	0	0	8	0	7	7	10	4	9	6	7	3	7	0	0	0	10	0	5	7	1	0	4	0	0	1	1	2	0	0	0	0	0	9	8	6	7					
15	Число открепительных удостоверений выданных ТИК	15	3	0	1	4	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	6	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	1244	43	41	40	40	50	43	32	31	33	44	0	31	44	41	32	8	18	29	16	1	21	11	15	9	19	10	16	12	21	7	16	14	21	22	37	16	18	15	14	19	4	39	6	3	24	33	27	14	16	21	20	14	5	9	45	14					
		3.25%	2.23%	2.45%	2.28%	2.19%	2.54%	2.22%	1.93%	2.26%	2.27%	2.17%	0.0%	8.40%	3.47%	3.44%	4.61%	2.53%	3.29%	7.65%	4.48%	0.86%	4.28%	4.76%	5.51%	2.22%	4.26%	4.14%	3.51%	4.25%	4.60%	2.71%	1.46%	3.64%	5.51%	4.82%	4.41%	6.34%	9.52%	4.32%	4.68%	4.89%	6.34%	3.25%	3.40%	3.44%	4.38%	5.24%	4.32%	3.75%	4.55%	3.88%	4.76%	3.22%	2.02%	2.88%	4.55%	4.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	912	75	46	39	54	60	44	76	52	36	44	1	14	21	21	12	6	11	8	5	2	15	5	6	7	9	6	10	2	9	1	17	13	5	8	14	10	3	1	8	8	1	17	5	1	4	12	9	14	6	12	3	2	2	3	27	10					
		2.38%	3.90%	2.75%	2.23%	2.95%	3.05%	2.27%	4.60%	3.79%	2.48%	2.17%	4.16%	3.79%	1.66%	1.76%	1.72%	1.89%	2.01%	2.11%	1.40%	1.73%	3.06%	2.16%	2.20%	1.73%	2.01%	2.48%	2.19%	0.70%	1.97%	0.38%	1.55%	3.38%	1.31%	1.75%	1.67%	3.96%	1.58%	0.28%	2.67%	2.06%	1.58%	1.42%	2.84%	1.14%	0.73%	1.90%	1.44%	3.75%	1.70%	2.21%	0.71%	0.46%	0.80%	0.96%	2.73%	3.53%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1412	45	69	75	76	73	60	65	49	53	73	0	11	64	62	26	5	9	8	9	6	25	9	25	9	14	3	15	15	29	12	52	14	6	24	20	8	11	18	11	15	0	39	11	1	8	16	8	15	18	24	16	15	9	10	31	18					
		3.69%	2.34%	4.12%	4.29%	4.16%	3.71%	3.10%	3.93%	3.57%	3.65%	3.61%	0.0%	2.98%	5.05%	5.21%	3.74%	1.58%	1.64%	2.11%	2.52%	5.21%	5.10%	3.89%	9.19%	2.22%	3.13%	1.24%	3.29%	5.31%	6.35%	4.65%	4.77%	3.64%	1.57%	5.26%	2.38%	3.17%	5.82%	5.18%	3.67%	3.86%	0.0%	3.25%	6.25%	1.14%	1.46%	2.54%	1.28%	4.02%	5.12%	4.43%	3.80%	3.45%	3.64%	3.20%	3.13%	6.36%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	810	48	33	39	41	48	45	53	45	36	56	0	27	23	17	8	9	7	2	3	2	9	5	5	3	0	6	9	2	10	3	24	4	2	13	16	5	10	8	4	8	0	11	2	3	3	3	8	17	6	18	6	10	9	7	16	3					
		2.11%	2.49%	1.97%	2.23%	2.24%	2.44%	2.32%	3.21%	3.28%	2.48%	2.77%	0.0%	7.31%	1.81%	1.42%	1.15%	2.84%	1.28%	0.52%	0.84%	1.73%	1.83%	2.16%	1.83%	0.74%	0.0%	2.48%	1.97%	0.70%	2.19%	1.16%	2.20%	1.04%	0.52%	2.85%	1.90%	1.98%	5.29%	2.30%	1.33%	2.06%	0.0%	0.91%	1.13%	3.44%	0.54%	0.47%	1.28%	4.55%	1.70%	3.32%	1.42%	2.30%	3.64%	2.24%	1.61%	1.06%					
22	"5. ""За Русь Святую"""	163	5	6	8	3	5	14	3	2	2	2	0	4	5	4	2	3	0	2	2	1	4	0	4	0	4	3	2	0	3	1	23	0	3	6	2	2	2	3	3	3	2	5	1	0	1	3	2	1	0	4	1	0	1	1	0	0					
		0.42%	0.26%	0.35%	0.45%	0.16%	0.25%	0.72%	0.18%	0.14%	0.13%	0.09%	0.0%	1.08%	0.39%	0.33%	0.28%	0.94%	0.0%	0.52%	0.56%	0.86%	0.81%	0.0%	1.47%	0.0%	0.89%	1.24%	0.43%	0.0%	0.65%	0.38%	2.11%	0.0%	0.78%	1.31%	0.23%	0.79%	1.05%	0.86%	1.00%	0.77%	3.17%	0.41%	0.56%	0.0%	0.18%	0.47%	0.32%	0.26%	0.0%	0.73%	0.23%	0.0%	0.40%	0.32%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	198	4	2	6	5	8	4	3	3	2	8	0	2	7	10	6	2	3	0	2	1	7	1	2	3	2	1	2	3	4	1	3	3	2	5	7	5	6	2	3	6	0	1	2	0	6	8	3	3	3	8	4	3	3	3	5	0					
		0.51%	0.20%	0.11%	0.34%	0.27%	0.40%	0.20%	0.18%	0.21%	0.13%	0.39%	0.0%	0.54%	0.55%	0.84%	0.86%	0.63%	0.54%	0.0%	0.56%	0.86%	1.42%	0.43%	0.73%	0.74%	0.44%	0.41%	0.43%	1.06%	0.87%	0.38%	0.27%	0.78%	0.52%	1.09%	0.83%	1.98%	3.17%	0.57%	1.00%	1.54%	0.0%	0.08%	1.13%	0.0%	1.09%	1.27%	0.48%	0.80%	0.85%	1.47%	0.95%	0.69%	1.21%	0.96%	0.50%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	545	35	15	31	30	35	37	32	26	26	41	0	8	19	30	8	4	4	8	4	0	7	1	6	4	2	6	4	1	2	0	6	3	3	5	10	1	3	3	7	1	2	14	3	0	5	5	8	3	4	5	4	0	7	1	15	1					
		1.42%	1.82%	0.89%	1.77%	1.64%	1.77%	1.91%	1.93%	1.89%	1.79%	2.03%	0.0%	2.16%	1.50%	2.52%	1.15%	1.26%	0.73%	2.11%	1.12%	0.0%	1.42%	0.43%	2.20%	0.99%	0.44%	2.48%	0.87%	0.35%	0.43%	0.0%	0.55%	0.78%	0.78%	1.09%	1.19%	0.39%	1.58%	0.86%	2.34%	0.25%	3.17%	1.16%	1.70%	0.0%	0.91%	0.79%	1.28%	0.80%	1.13%	0.92%	0.95%	0.0%	2.83%	0.32%	1.51%	0.35%					
25	"8. ""Народно-республиканская партия России"""	198	5	5	1	8	7	9	2	3	8	7	0	5	3	9	9	7	2	4	7	1	4	3	5	1	1	4	3	0	3	0	3	4	6	3	4	2	2	5	5	2	1	3	0	1	1	6	0	2	2	1	3	3	2	0	8	3					
		0.51%	0.26%	0.29%	0.05%	0.43%	0.35%	0.46%	0.12%	0.21%	0.55%	0.34%	0.0%	1.35%	0.23%	0.75%	1.29%	2.21%	0.36%	1.05%	1.96%	0.86%	0.81%	1.29%	1.83%	0.24%	0.22%	1.65%	0.65%	0.0%	0.65%	0.0%	0.27%	1.04%	1.57%	0.65%	0.47%	0.79%	1.05%	1.44%	1.67%	0.51%	1.58%	0.25%	0.0%	1.14%	0.18%	0.95%	0.0%	0.53%	0.56%	0.18%	0.71%	0.69%	0.80%	0.0%	0.80%	1.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	213	10	10	8	12	11	6	7	10	15	11	1	5	4	6	3	3	1	2	3	4	5	3	3	0	2	2	0	0	1	1	5	3	2	1	3	0	1	1	4	2	0	6	1	0	1	6	0	3	1	5	3	3	1	0	8	4					
		0.55%	0.52%	0.59%	0.45%	0.65%	0.55%	0.31%	0.42%	0.72%	1.03%	0.54%	4.16%	1.35%	0.31%	0.50%	0.43%	0.94%	0.18%	0.52%	0.84%	3.47%	1.02%	1.29%	1.10%	0.0%	0.44%	0.82%	0.0%	0.0%	0.21%	0.38%	0.45%	0.78%	0.52%	0.21%	0.35%	0.0%	0.52%	0.28%	1.33%	0.51%	0.0%	0.50%	0.56%	0.0%	0.18%	0.95%	0.0%	0.80%	0.28%	0.92%	0.71%	0.69%	0.40%	0.0%	0.80%	1.41%					
27	"10. ""Аграрная партия России"""	2600	67	56	74	84	87	68	66	79	76	92	0	2	76	76	89	27	42	15	22	18	47	39	27	66	44	12	55	52	47	24	64	58	27	35	62	25	13	46	14	18	2	78	16	2	48	64	33	32	40	53	90	79	14	44	71	43					
		6.79%	3.48%	3.34%	4.23%	4.60%	4.42%	3.51%	4.0%	5.76%	5.24%	4.55%	0.0%	0.54%	6.00%	6.38%	12.82%	8.54%	7.69%	3.95%	6.16%	15.65%	9.59%	16.88%	9.92%	16.33%	9.86%	4.97%	12.08%	18.43%	10.30%	9.30%	5.87%	15.10%	7.08%	7.67%	7.39%	9.92%	6.87%	13.25%	4.68%	4.63%	3.17%	6.51%	9.09%	2.29%	8.77%	10.17%	5.28%	8.57%	11.39%	9.79%	21.42%	18.20%	5.66%	14.10%	7.17%	15.19%					
28	"11. ""Истинные патриоты России"""	163	8	4	6	1	14	11	8	0	3	13	0	2	5	3	3	1	3	1	0	1	3	0	0	0	9	1	0	0	1	1	1	2	1	11	0	4	4	3	5	4	0	0	0	0	1	1	0	1	3	4	4	2	2	2	4	2					
		0.42%	0.41%	0.23%	0.34%	0.05%	0.71%	0.56%	0.48%	0.0%	0.20%	0.64%	0.0%	0.54%	0.39%	0.25%	0.43%	0.31%	0.54%	0.26%	0.0%	0.86%	0.61%	0.0%	0.0%	0.0%	2.01%	0.41%	0.0%	0.0%	0.21%	0.38%	0.09%	0.52%	0.26%	2.41%	0.0%	1.58%	2.11%	0.86%	1.67%	1.03%	0.0%	0.0%	0.0%	0.0%	0.18%	0.15%	0.0%	0.26%	0.85%	0.73%	0.95%	0.46%	0.80%	0.64%	0.40%	0.70%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	493	21	19	15	23	21	29	16	15	18	17	1	6	17	23	12	6	10	3	2	0	13	3	4	4	5	7	7	8	14	3	17	9	7	3	12	2	0	8	3	3	1	11	1	2	6	5	1	0	5	4	9	6	6	5	20	5					
		1.28%	1.09%	1.13%	0.85%	1.25%	1.06%	1.49%	0.96%	1.09%	1.24%	0.84%	4.16%	1.62%	1.34%	1.93%	1.72%	1.89%	1.83%	0.79%	0.56%	0.0%	2.65%	1.29%	1.47%	0.99%	1.12%	2.90%	1.53%	2.83%	3.07%	1.16%	1.55%	2.34%	1.83%	0.65%	1.43%	0.79%	0.0%	2.30%	1.00%	0.77%	1.58%	0.91%	0.56%	2.29%	1.09%	0.79%	0.16%	0.0%	1.42%	0.73%	2.14%	1.38%	2.42%	1.60%	2.02%	1.76%					
30	"13. ""Демократическая партия России"""	270	9	10	12	12	10	14	8	11	9	9	0	7	7	7	6	4	3	4	0	2	5	4	0	1	10	2	5	2	11	0	8	3	4	4	4	5	7	4	4	2	1	5	2	0	2	1	0	0	3	2	0	4	4	2	8	7					
		0.70%	0.46%	0.59%	0.68%	0.65%	0.50%	0.72%	0.48%	0.80%	0.62%	0.44%	0.0%	1.89%	0.55%	0.58%	0.86%	1.26%	0.54%	1.05%	0.0%	1.73%	1.02%	1.73%	0.0%	0.24%	2.24%	0.82%	1.09%	0.70%	2.41%	0.0%	0.73%	0.78%	1.04%	0.87%	0.47%	1.98%	3.70%	1.15%	1.33%	0.51%	1.58%	0.41%	1.13%	0.0%	0.36%	0.15%	0.0%	0.0%	0.85%	0.36%	0.0%	0.92%	1.61%	0.64%	0.80%	2.47%					
31	"14. ""Великая Россия - Евразийский Союз"""	178	14	5	7	2	0	7	2	8	3	9	0	4	2	8	3	0	3	1	3	2	2	1	2	4	3	1	6	0	4	3	1	1	1	0	2	2	0	4	1	5	0	6	1	0	1	16	6	0	2	4	1	5	1	3	6	0					
		0.46%	0.72%	0.29%	0.40%	0.10%	0.0%	0.36%	0.12%	0.58%	0.20%	0.44%	0.0%	1.08%	0.15%	0.67%	0.43%	0.0%	0.54%	0.26%	0.84%	1.73%	0.40%	0.43%	0.73%	0.99%	0.67%	0.41%	1.31%	0.0%	0.87%	1.16%	0.09%	0.26%	0.26%	0.0%	0.23%	0.79%	0.0%	1.15%	0.33%	1.28%	0.0%	0.50%	0.56%	0.0%	0.18%	2.54%	0.96%	0.0%	0.56%	0.73%	0.23%	1.15%	0.40%	0.96%	0.60%	0.0%					
32	"15. ""Партия СЛОН"""	140	7	9	6	8	10	1	1	10	4	8	0	3	1	4	0	4	2	2	0	0	1	1	2	3	2	1	2	1	3	1	0	1	3	4	1	0	0	1	1	3	0	4	0	0	2	2	3	4	5	1	2	4	0	0	1	1					
		0.36%	0.36%	0.53%	0.34%	0.43%	0.50%	0.05%	0.06%	0.72%	0.27%	0.39%	0.0%	0.81%	0.07%	0.33%	0.0%	1.26%	0.36%	0.52%	0.0%	0.0%	0.20%	0.43%	0.73%	0.74%	0.44%	0.41%	0.43%	0.35%	0.65%	0.38%	0.0%	0.26%	0.78%	0.87%	0.11%	0.0%	0.0%	0.28%	0.33%	0.77%	0.0%	0.33%	0.0%	0.0%	0.36%	0.31%	0.48%	1.07%	1.42%	0.18%	0.47%	0.92%	0.0%	0.0%	0.10%	0.35%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1837	133	103	86	100	120	108	93	80	82	127	0	2	81	69	17	5	12	14	13	1	14	11	12	17	24	8	12	14	11	16	65	10	7	20	35	13	3	12	13	17	4	50	3	3	16	19	26	10	16	18	11	12	6	12	40	11					
		4.80%	6.92%	6.16%	4.92%	5.47%	6.10%	5.58%	5.63%	5.83%	5.65%	6.29%	0.0%	0.54%	6.40%	5.79%	2.44%	1.58%	2.19%	3.69%	3.64%	0.86%	2.85%	4.76%	4.41%	4.20%	5.38%	3.31%	2.63%	4.96%	2.41%	6.20%	5.96%	2.60%	1.83%	4.38%	4.17%	5.15%	1.58%	3.45%	4.34%	4.38%	6.34%	4.17%	1.70%	3.44%	2.92%	3.02%	4.16%	2.68%	4.55%	3.32%	2.61%	2.76%	2.42%	3.84%	4.04%	3.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	477	4	15	9	10	14	15	8	5	7	4	0	10	11	11	9	11	9	10	5	8	10	10	3	4	6	5	3	5	20	6	9	7	1	8	14	11	7	10	8	7	1	17	10	1	8	17	10	5	6	18	8	14	8	4	17	4					
		1.24%	0.20%	0.89%	0.51%	0.54%	0.71%	0.77%	0.48%	0.36%	0.48%	0.19%	0.0%	2.71%	0.86%	0.92%	1.29%	3.48%	1.64%	2.63%	1.40%	6.95%	2.04%	4.32%	1.10%	0.99%	1.34%	2.07%	0.65%	1.77%	4.38%	2.32%	0.82%	1.82%	0.26%	1.75%	1.67%	4.36%	3.70%	2.88%	2.67%	1.80%	1.58%	1.42%	5.68%	1.14%	1.46%	2.70%	1.60%	1.34%	1.70%	3.32%	1.90%	3.22%	3.23%	1.28%	1.71%	1.41%					
35	"18. ""ЛДПР"""	3896	253	185	201	227	229	237	174	163	173	253	0	103	138	114	41	16	44	15	9	13	26	16	26	37	35	15	32	24	13	22	163	43	36	44	77	19	10	43	22	40	0	109	18	17	39	46	53	19	27	33	9	13	24	40	98	20					
		10.18%	13.17%	11.06%	11.50%	12.43%	11.64%	12.25%	10.54%	11.89%	11.93%	12.53%	0.0%	27.91%	10.90%	9.57%	5.90%	5.06%	8.05%	3.95%	2.52%	11.30%	5.30%	6.92%	9.55%	9.15%	7.84%	6.22%	7.03%	8.51%	2.85%	8.52%	14.95%	11.19%	9.44%	9.64%	9.18%	7.53%	5.29%	12.39%	7.35%	10.30%	0.0%	9.10%	10.22%	19.54%	7.12%	7.31%	8.49%	5.09%	7.69%	6.09%	2.14%	2.99%	9.71%	12.82%	9.90%	7.06%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1143	71	64	64	60	60	80	55	60	40	75	0	5	42	34	14	13	16	7	6	4	13	4	3	5	8	3	8	6	12	6	19	8	7	12	38	1	8	6	7	14	1	32	3	2	17	8	10	3	10	30	7	19	10	3	24	6					
		2.98%	3.69%	3.82%	3.66%	3.28%	3.05%	4.13%	3.33%	4.37%	2.75%	3.71%	0.0%	1.35%	3.32%	2.85%	2.01%	4.11%	2.93%	1.84%	1.68%	3.47%	2.65%	1.73%	1.10%	1.23%	1.79%	1.24%	1.75%	2.12%	2.63%	2.32%	1.74%	2.08%	1.83%	2.63%	4.53%	0.39%	4.23%	1.72%	2.34%	3.60%	1.58%	2.67%	1.70%	2.29%	3.10%	1.27%	1.60%	0.80%	2.84%	5.54%	1.66%	4.37%	4.04%	0.96%	2.42%	2.12%					
37	"20. ""Политическая партия ""Единая Россия"""	11440	625	473	495	581	565	642	462	413	427	586	13	53	354	308	200	72	206	170	138	19	144	52	72	141	131	74	184	78	111	74	325	85	129	118	236	49	21	79	82	91	10	451	38	32	238	183	303	137	81	138	116	109	67	80	322	57					
		29.91%	32.53%	28.28%	28.33%	31.81%	28.72%	33.19%	28.0%	30.14%	29.44%	29.02%	54.16%	14.36%	27.98%	25.88%	28.81%	22.78%	37.72%	44.85%	38.65%	16.52%	29.38%	22.51%	26.47%	34.90%	29.37%	30.70%	40.43%	27.65%	24.34%	28.68%	29.81%	22.13%	33.85%	25.87%	28.16%	19.44%	11.11%	22.76%	27.42%	23.45%	15.87%	37.67%	21.59%	36.78%	43.51%	29.09%	48.55%	36.72%	23.07%	25.50%	27.61%	25.11%	27.12%	25.64%	32.55%	20.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	129	3	5	11	4	3	1	4	3	2	5	2	2	2	7	6	1	2	4	1	0	2	0	1	1	4	0	2	2	2	0	5	0	2	0	0	2	0	0	3	4	1	3	1	0	1	1	1	2	4	0	2	4	3	1	5	2					
		0.33%	0.15%	0.29%	0.62%	0.21%	0.15%	0.05%	0.24%	0.21%	0.13%	0.24%	8.33%	0.54%	0.15%	0.58%	0.86%	0.31%	0.36%	1.05%	0.28%	0.0%	0.40%	0.0%	0.36%	0.24%	0.89%	0.0%	0.43%	0.70%	0.43%	0.0%	0.45%	0.0%	0.52%	0.0%	0.0%	0.79%	0.0%	0.0%	1.00%	1.03%	1.58%	0.25%	0.56%	0.0%	0.18%	0.15%	0.16%	0.53%	1.13%	0.0%	0.47%	0.92%	1.21%	0.32%	0.50%	0.70%					
39	"22. ""Развитие предпринимательства"""	277	12	10	20	13	22	13	4	26	12	20	0	2	7	8	12	2	3	4	1	1	4	1	0	1	1	3	3	2	2	0	4	2	0	2	6	5	0	0	4	1	1	8	2	0	2	4	1	6	1	4	5	2	2	0	5	1					
		0.72%	0.62%	0.59%	1.14%	0.71%	1.11%	0.67%	0.24%	1.89%	0.82%	0.99%	0.0%	0.54%	0.55%	0.67%	1.72%	0.63%	0.54%	1.05%	0.28%	0.86%	0.81%	0.43%	0.0%	0.24%	0.22%	1.24%	0.65%	0.70%	0.43%	0.0%	0.36%	0.52%	0.0%	0.43%	0.71%	1.98%	0.0%	0.0%	1.33%	0.25%	1.58%	0.66%	1.13%	0.0%	0.36%	0.63%	0.16%	1.60%	0.28%	0.73%	1.19%	0.46%	0.80%	0.0%	0.50%	0.35%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6886	352	400	378	352	429	321	383	226	296	405	5	21	236	235	127	62	97	34	90	13	65	38	17	50	70	46	32	37	65	39	176	57	66	80	188	41	34	44	45	78	20	208	38	7	71	142	74	53	71	86	52	88	36	41	129	40					
		18.00%	18.32%	23.92%	21.63%	19.27%	21.80%	16.59%	23.21%	16.49%	20.41%	20.05%	20.83%	5.69%	18.65%	19.74%	18.29%	19.62%	17.76%	8.97%	25.21%	11.30%	13.26%	16.45%	6.24%	12.37%	15.69%	19.08%	7.03%	13.12%	14.25%	15.11%	16.14%	14.84%	17.32%	17.54%	22.43%	16.26%	17.98%	12.68%	15.05%	20.10%	31.74%	17.37%	21.59%	8.04%	12.97%	22.57%	11.85%	14.20%	20.22%	15.89%	12.38%	20.27%	14.57%	13.14%	13.04%	14.13%					
																																																															
41	Против всех	975	42	54	58	44	57	60	43	1	44	76	1	27	40	34	20	2	10	5	7	1	11	4	8	10	20	7	17	4	11	4	18	8	7	7	18	16	3	8	12	10	2	21	4	2	5	9	9	10	5	10	7	11	5	5	31	10					
		2.54%	2.18%	3.22%	3.31%	2.40%	2.89%	3.10%	2.60%	0.07%	3.03%	3.76%	4.16%	7.31%	3.16%	2.85%	2.88%	0.63%	1.83%	1.31%	1.96%	0.86%	2.24%	1.73%	2.94%	2.47%	4.48%	2.90%	3.73%	1.41%	2.41%	1.55%	1.65%	2.08%	1.83%	1.53%	2.14%	6.34%	1.58%	2.30%	4.01%	2.57%	3.17%	1.75%	2.27%	2.29%	0.91%	1.43%	1.44%	2.68%	1.42%	1.84%	1.66%	2.53%	2.02%	1.60%	3.13%	3.53%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
