Выборы Президента Российской Федерации																																																																					
																																																																					
Наименование Избирательной комиссии:    Вязниковская																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794					
		3.39%	3.70%	5.20%	5.19%	3.23%	3.37%	3.34%	4.81%	3.97%	4.13%	5.24%	2.87%	3.35%	4.76%	2.88%	5.28%	7.40%	5.50%	3.90%	3.65%	2.02%	2.57%	4.17%	3.41%	3.08%	2.97%	3.92%	2.31%	2.20%	2.15%	1.50%	0.82%	0.52%	3.31%	3.43%	2.16%	3.12%	1.62%	3.33%	4.53%	2.99%	1.37%	1.17%	1.79%	1.56%	4.91%	1.85%	2.80%	1.59%	2.66%	1.23%	2.58%	2.17%	1.90%	3.42%	2.75%	3.15%	3.59%	2.78%	5.81%	1.96%	0.71%	2.21%					
19	. Малышкин Олег Александрович	1325	49	26	27	36	22	34	35	39	30	24	28	41	25	35	35	45	39	28	20	7	21	8	14	18	35	27	17	7	4	2	10	25	19	15	25	11	16	12	10	10	36	27	16	4	18	10	53	22	25	9	16	14	13	10	42	5	19	9	8	3	12	23					
		3.17%	4.31%	2.33%	2.70%	3.75%	2.32%	3.67%	4.00%	4.56%	2.82%	2.25%	3.22%	3.71%	4.41%	2.80%	3.24%	3.26%	2.79%	6.06%	3.17%	2.83%	4.15%	2.78%	1.91%	3.46%	4.72%	4.23%	4.91%	2.56%	0.66%	1.00%	2.04%	6.46%	2.74%	1.66%	2.34%	2.29%	2.88%	3.08%	2.67%	3.32%	3.08%	5.26%	3.17%	2.08%	4.21%	4.63%	3.91%	2.69%	3.02%	2.76%	1.53%	4.33%	4.11%	1.90%	4.28%	2.25%	2.97%	4.17%	2.45%	2.94%	2.13%	3.18%					
20	. Миронов Сергей Михайлович	349	9	7	10	8	8	5	7	5	15	7	9	9	5	5	6	8	10	7	5	3	1	0	9	9	14	5	6	1	1	1	1	4	4	6	5	2	6	2	5	1	11	2	10	3	1	1	8	9	10	5	10	0	1	7	7	1	10	7	3	1	4	7					
		0.84%	0.79%	0.63%	1.00%	0.83%	0.84%	0.54%	0.80%	0.58%	1.41%	0.65%	1.03%	0.81%	0.88%	0.40%	0.56%	0.58%	0.71%	1.52%	0.79%	1.21%	0.20%	0.00%	1.23%	1.73%	1.89%	0.78%	1.73%	0.37%	0.17%	0.50%	0.20%	1.03%	0.58%	0.66%	0.47%	0.42%	1.08%	0.51%	1.33%	0.33%	0.94%	0.39%	1.98%	1.56%	0.23%	0.46%	0.59%	1.10%	1.21%	1.53%	0.96%	0.00%	0.32%	1.33%	0.71%	0.45%	1.56%	3.24%	0.92%	0.98%	0.71%	0.97%					
21	. Путин Владимир Владимирович	29073	812	775	729	709	688	642	593	597	688	712	593	778	380	918	728	848	916	301	442	194	363	193	513	356	507	463	188	186	493	170	430	278	521	667	796	351	414	281	298	225	790	365	401	130	282	151	899	547	504	220	696	221	220	395	728	152	427	154	217	71	322	445					
		69.60%	71.48%	69.44%	72.83%	73.93%	72.50%	69.26%	67.85%	69.74%	64.60%	66.60%	68.16%	70.41%	67.02%	73.50%	67.41%	61.49%	65.43%	65.15%	70.16%	78.54%	71.74%	67.01%	69.99%	68.46%	68.42%	72.57%	54.34%	68.13%	81.62%	85.00%	87.76%	71.83%	75.07%	73.70%	74.60%	72.97%	74.59%	72.05%	79.47%	74.75%	67.64%	71.15%	79.56%	67.71%	65.89%	69.91%	66.30%	66.95%	60.87%	67.48%	66.54%	68.42%	69.62%	75.10%	74.21%	68.47%	66.72%	71.30%	66.36%	69.61%	57.09%	61.55%					
22	. Хакамада Ирина Муцуовна	867	26	29	18	27	24	29	22	16	33	31	29	27	24	24	34	53	46	7	7	2	9	9	14	7	19	13	4	10	17	3	1	5	7	15	24	6	11	1	7	6	14	9	7	2	6	2	19	11	16	7	12	5	3	1	16	3	16	4	1	0	7	10					
		2.08%	2.29%	2.60%	1.80%	2.82%	2.53%	3.13%	2.52%	1.87%	3.10%	2.90%	3.33%	2.44%	4.23%	1.92%	3.15%	3.84%	3.29%	1.52%	1.11%	0.81%	1.78%	3.12%	1.91%	1.35%	2.56%	2.04%	1.16%	3.66%	2.81%	1.50%	0.20%	1.29%	1.01%	1.66%	2.25%	1.25%	1.98%	0.26%	1.87%	1.99%	1.20%	1.75%	1.39%	1.04%	1.40%	0.93%	1.40%	1.35%	1.93%	2.15%	1.15%	1.55%	0.95%	0.19%	1.63%	1.35%	2.50%	1.85%	0.31%	0.00%	1.24%	1.38%					
23	. Харитонов Николай Михайлович	7146	152	193	133	106	151	152	143	127	210	181	146	153	90	180	166	254	206	78	117	30	76	52	104	98	115	81	98	60	51	17	33	61	99	126	163	86	76	73	26	38	280	94	50	38	83	44	296	199	218	71	237	66	66	85	132	44	125	26	66	20	208	197					
		17.11%	13.38%	17.29%	13.29%	11.05%	15.91%	16.40%	16.36%	14.84%	19.72%	16.93%	16.78%	13.85%	15.87%	14.41%	15.37%	18.42%	14.71%	16.88%	18.57%	12.15%	15.02%	18.06%	14.19%	18.85%	15.52%	12.70%	28.32%	21.98%	8.44%	8.50%	6.73%	15.76%	14.27%	13.92%	15.28%	17.88%	13.69%	18.72%	6.93%	12.62%	23.97%	18.32%	9.92%	19.79%	19.39%	20.37%	21.83%	24.36%	26.33%	21.78%	22.66%	20.43%	20.89%	16.16%	13.46%	19.82%	19.53%	12.04%	20.18%	19.61%	36.88%	27.25%					
																																																																					
24	Против всех	1229	38	23	23	29	20	26	25	33	39	49	31	49	13	41	48	62	88	19	14	4	19	11	41	11	21	15	15	2	18	2	9	12	11	31	26	9	20	6	6	9	11	5	9	11	8	4	36	10	24	7	36	7	5	7	18	4	14	7	10	5	4	19					
		2.94%	3.35%	2.06%	2.30%	3.02%	2.11%	2.80%	2.86%	3.86%	3.66%	4.58%	3.56%	4.43%	2.29%	3.28%	4.44%	4.50%	6.29%	4.11%	2.22%	1.62%	3.75%	3.82%	5.59%	2.12%	2.83%	2.35%	4.34%	0.73%	2.98%	1.00%	1.84%	3.10%	1.59%	3.43%	2.44%	1.87%	3.60%	1.54%	1.60%	2.99%	0.94%	0.97%	1.79%	5.73%	1.87%	1.85%	2.65%	1.22%	2.90%	2.15%	3.44%	2.17%	1.58%	1.33%	1.83%	1.80%	2.19%	3.24%	3.06%	4.90%	0.71%	2.63%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
