Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Североуральская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465					
		16.37%	14.94%	16.96%	13.05%	13.40%	15.05%	14.67%	15.28%	17.32%	17.49%	15.92%	18.14%	18.07%	19.25%	16.98%	21.20%	16.64%	17.32%	16.38%	14.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1362	81	116	97	100	99	82	68	79	74	67	59	20	116	65	73	52	90	19	5					
		6.71%	5.99%	8.19%	7.81%	7.40%	7.48%	6.61%	5.61%	6.81%	5.75%	5.25%	10.92%	8.03%	14.32%	5.11%	5.43%	3.27%	6.66%	10.73%	4.58%					
37	"20. ""Политическая партия ""Единая Россия"""	6394	438	441	373	400	398	354	362	340	382	386	149	89	280	445	426	553	459	66	53					
		31.51%	32.39%	31.16%	30.05%	29.62%	30.10%	28.54%	29.91%	29.31%	29.70%	30.27%	27.59%	35.74%	34.56%	34.98%	31.69%	34.86%	33.97%	37.28%	48.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	35	3	2	2	4	1	2	3	2	2	3	0	2	1	2	1	3	1	1	0					
		0.17%	0.22%	0.14%	0.16%	0.29%	0.07%	0.16%	0.24%	0.17%	0.15%	0.23%	0.0%	0.80%	0.12%	0.15%	0.07%	0.18%	0.07%	0.56%	0.0%					
39	"22. ""Развитие предпринимательства"""	44	2	3	4	3	5	5	4	3	1	1	0	1	0	1	5	3	2	1	0					
		0.21%	0.14%	0.21%	0.32%	0.22%	0.37%	0.40%	0.33%	0.25%	0.07%	0.07%	0.0%	0.40%	0.0%	0.07%	0.37%	0.18%	0.14%	0.56%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1283	83	86	82	91	85	68	97	79	71	106	39	12	32	68	68	110	95	7	4					
		6.32%	6.13%	6.07%	6.60%	6.74%	6.42%	5.48%	8.01%	6.81%	5.52%	8.31%	7.22%	4.81%	3.95%	5.34%	5.05%	6.93%	7.03%	3.95%	3.66%					
																										
41	Против всех	1026	64	86	68	73	57	54	67	74	66	76	18	6	28	43	97	69	71	4	5					
		5.05%	4.73%	6.07%	5.47%	5.40%	4.31%	4.35%	5.53%	6.37%	5.13%	5.96%	3.33%	2.40%	3.45%	3.38%	7.21%	4.35%	5.25%	2.25%	4.58%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
