Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Увинская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	150	3	2	1	6	2	2	3	11	2	2	1	2	7	2	0	3	3	9	2	3	1	0	4	1	2	0	1	1	3	1	2	8	6	1	2	7	8	11	5	11	4	5									
		0.96%	0.50%	0.69%	0.47%	2.88%	1.37%	0.58%	0.86%	1.16%	0.48%	0.96%	0.49%	0.95%	1.69%	0.42%	0.00%	0.69%	1.27%	3.24%	1.48%	0.57%	0.94%	0.00%	0.81%	0.42%	1.47%	0.00%	0.25%	1.18%	0.69%	0.60%	0.85%	0.97%	0.81%	0.68%	1.90%	1.37%	1.50%	1.23%	1.02%	1.09%	0.71%	1.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	331	14	4	11	5	2	5	8	22	11	4	3	3	8	3	0	10	6	7	2	12	2	3	7	3	4	2	4	3	5	9	7	16	12	21	0	11	11	23	7	21	13	7									
		2.12%	2.32%	1.37%	5.16%	2.40%	1.37%	1.46%	2.29%	2.32%	2.66%	1.92%	1.48%	1.43%	1.94%	0.63%	0.00%	2.31%	2.53%	2.52%	1.48%	2.29%	1.89%	1.03%	1.41%	1.27%	2.94%	1.59%	1.02%	3.53%	1.16%	5.36%	2.99%	1.95%	1.62%	14.29%	0.00%	2.15%	2.07%	2.58%	1.43%	2.09%	2.32%	2.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	277	6	2	8	7	2	5	4	8	9	1	7	4	5	5	2	8	0	6	0	17	3	2	9	3	4	2	6	0	7	6	4	16	14	5	6	12	7	13	10	20	11	11									
		1.78%	0.99%	0.69%	3.76%	3.37%	1.37%	1.46%	1.15%	0.84%	2.18%	0.48%	3.45%	1.90%	1.21%	1.06%	1.65%	1.85%	0.00%	2.16%	0.00%	3.25%	2.83%	0.69%	1.82%	1.27%	2.94%	1.59%	1.52%	0.00%	1.62%	3.57%	1.71%	1.95%	1.89%	3.40%	5.71%	2.35%	1.32%	1.46%	2.05%	1.99%	1.96%	3.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9491	422	183	132	136	89	271	205	612	238	114	121	139	269	307	90	276	160	196	94	316	69	204	319	174	84	77	291	54	258	82	140	469	425	74	58	288	272	497	245	531	314	196									
		60.86%	69.98%	62.89%	61.97%	65.38%	60.96%	79.01%	58.74%	64.49%	57.63%	54.81%	59.61%	66.19%	65.13%	64.90%	74.38%	63.74%	67.51%	70.50%	69.63%	60.42%	65.09%	70.34%	64.44%	73.42%	61.76%	61.11%	73.86%	63.53%	59.72%	48.81%	59.83%	57.06%	57.51%	50.34%	55.24%	56.36%	51.13%	55.72%	50.20%	52.78%	56.07%	57.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	59	0	2	1	0	0	0	2	4	0	0	0	3	1	1	0	0	3	0	1	3	0	0	4	1	0	0	3	0	1	2	2	0	6	1	0	1	0	8	0	3	4	2									
		0.38%	0.00%	0.69%	0.47%	0.00%	0.00%	0.00%	0.57%	0.42%	0.00%	0.00%	0.00%	1.43%	0.24%	0.21%	0.00%	0.00%	1.27%	0.00%	0.74%	0.57%	0.00%	0.00%	0.81%	0.42%	0.00%	0.00%	0.76%	0.00%	0.23%	1.19%	0.85%	0.00%	0.81%	0.68%	0.00%	0.20%	0.00%	0.90%	0.00%	0.30%	0.71%	0.59%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	2	1	1	0	0	0	1	0	2	0	2	0	0	0	0	3	0	1	0	1	1	0	0	3	0	0	0	0	0	1	2	0	2	0	0	0	0	2	1	3	0	0									
		0.19%	0.33%	0.34%	0.47%	0.00%	0.00%	0.00%	0.29%	0.00%	0.48%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.36%	0.00%	0.19%	0.94%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.85%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.22%	0.20%	0.30%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2102	62	25	23	24	11	27	26	95	63	25	28	25	54	48	12	49	20	21	20	91	18	33	65	22	32	28	29	15	60	27	39	126	139	27	9	68	87	141	107	125	100	56									
		13.48%	10.28%	8.59%	10.80%	11.54%	7.53%	7.87%	7.45%	10.01%	15.25%	12.02%	13.79%	11.90%	13.08%	10.15%	9.92%	11.32%	8.44%	7.55%	14.81%	17.40%	16.98%	11.38%	13.13%	9.28%	23.53%	22.22%	7.36%	17.65%	13.89%	16.07%	16.67%	15.33%	18.81%	18.37%	8.57%	13.31%	16.35%	15.81%	21.93%	12.43%	17.86%	16.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	58	2	1	0	1	0	0	0	4	0	0	0	0	0	1	1	2	1	0	0	0	0	0	14	0	0	0	0	0	1	1	2	1	4	0	0	3	3	4	4	7	1	0									
		0.37%	0.33%	0.34%	0.00%	0.48%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.83%	0.46%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	2.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.60%	0.85%	0.12%	0.54%	0.00%	0.00%	0.59%	0.56%	0.45%	0.82%	0.70%	0.18%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	130	0	2	2	1	2	2	2	6	6	2	3	1	7	1	0	2	0	0	1	1	0	0	4	0	1	2	12	2	9	0	2	5	6	0	1	6	4	10	4	16	2	3									
		0.83%	0.00%	0.69%	0.94%	0.48%	1.37%	0.58%	0.57%	0.63%	1.45%	0.96%	1.48%	0.48%	1.69%	0.21%	0.00%	0.46%	0.00%	0.00%	0.74%	0.19%	0.00%	0.00%	0.81%	0.00%	0.74%	1.59%	3.05%	2.35%	2.08%	0.00%	0.85%	0.61%	0.81%	0.00%	0.95%	1.17%	0.75%	1.12%	0.82%	1.59%	0.36%	0.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0									
		0.10%	0.17%	0.34%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.24%	0.00%	0.00%	0.48%	0.00%	0.21%	0.00%	0.46%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.23%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.19%	0.11%	0.00%	0.10%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	3	3	2	0	0	1	1	7	1	0	0	2	5	6	0	2	2	0	0	1	0	2	3	2	1	3	1	1	0	4	1	2	3	0	2	5	7	9	5	13	2	0									
		0.65%	0.50%	1.03%	0.94%	0.00%	0.00%	0.29%	0.29%	0.74%	0.24%	0.00%	0.00%	0.95%	1.21%	1.27%	0.00%	0.46%	0.84%	0.00%	0.00%	0.19%	0.00%	0.69%	0.61%	0.84%	0.74%	2.38%	0.25%	1.18%	0.00%	2.38%	0.43%	0.24%	0.41%	0.00%	1.90%	0.98%	1.32%	1.01%	1.02%	1.29%	0.36%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2039	61	46	26	23	34	22	67	145	54	51	29	17	39	82	12	59	31	29	13	50	9	35	40	20	3	8	31	7	64	28	22	120	84	7	20	72	101	120	66	179	75	38									
		13.07%	10.12%	15.81%	12.21%	11.06%	23.29%	6.41%	19.20%	15.28%	13.08%	24.52%	14.29%	8.10%	9.44%	17.34%	9.92%	13.63%	13.08%	10.43%	9.63%	9.56%	8.49%	12.07%	8.08%	8.44%	2.21%	6.35%	7.87%	8.24%	14.81%	16.67%	9.40%	14.60%	11.37%	4.76%	19.05%	14.09%	18.98%	13.45%	13.52%	17.79%	13.39%	11.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	5	1	0	2	0	1	4	0	1	0	0	0	2	3	0	0	1	0	0	1	0	1	0	0	0	1	3	0	0	0	0	4	1	0	0	2	4	5	2	5	3	0									
		0.33%	0.83%	0.34%	0.00%	0.96%	0.00%	0.29%	1.15%	0.00%	0.24%	0.00%	0.00%	0.00%	0.48%	0.63%	0.00%	0.00%	0.42%	0.00%	0.00%	0.19%	0.00%	0.34%	0.00%	0.00%	0.00%	0.79%	0.76%	0.00%	0.00%	0.00%	0.00%	0.49%	0.14%	0.00%	0.00%	0.39%	0.75%	0.56%	0.41%	0.50%	0.54%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	453	19	13	4	1	2	6	9	16	7	6	6	9	15	9	4	11	5	4	0	14	2	6	11	7	5	2	5	1	20	4	6	27	20	4	6	24	17	30	21	39	21	15									
		2.90%	3.15%	4.47%	1.88%	0.48%	1.37%	1.75%	2.58%	1.69%	1.69%	2.88%	2.96%	4.29%	3.63%	1.90%	3.31%	2.54%	2.11%	1.44%	0.00%	2.68%	1.89%	2.07%	2.22%	2.95%	3.68%	1.59%	1.27%	1.18%	4.63%	2.38%	2.56%	3.28%	2.71%	2.72%	5.71%	4.70%	3.20%	3.36%	4.30%	3.88%	3.75%	4.40%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
