7	Число избирательных бюллетеней в переносных ящиках для голосования	3259	11	15	22	30	19	31	22	14	22	14	31	27	21	29	20	36	20	14	26	14	24	20	36	39	21	35	22	28	34	37	90	28	25	12	36	32	33	57	67	32	32	23	14	14	29	21	34	24	48	56	19	28	29	28	5	11	18	33	40	30	26	26	23	32	52	22	26	23	35	25	43	39	33	40	36	26	37	25	36	47	27	34	12	25	33	29	15	12	27	21	19	23	10	23	18	12	14	110	45	16	16	12	12	17	14	17	17	15	17	21	7	7	0	2	7	219	0									
8	Число бюллетеней в стационарных ящиках для голосования	146201	1128	1042	826	954	1036	1005	1526	1198	1233	1040	1179	1103	1052	1138	1178	1356	1031	1291	982	1534	1482	1389	1146	1134	1277	1104	1272	1103	1012	1028	1057	1228	1207	1328	1345	1314	1327	1336	996	1103	1119	1068	1126	1266	1211	1158	1205	1388	1413	1319	1068	1321	1241	1207	1561	1847	1467	1530	1456	1249	1072	1056	883	1019	1153	1279	1297	1197	1372	1054	1361	1152	1355	1209	1352	1389	1286	1502	1283	1179	1145	1088	1254	1271	1259	1138	589	1543	1349	1415	1892	1443	1147	1185	1157	1715	1515	1566	1311	1132	1321	1443	1322	1506	1592	1429	1322	1685	1571	1319	1428	1235	1203	976	1072	788	1185									
9	Число недействительных избирательных бюллетеней	1778	13	20	6	16	10	11	15	12	9	9	14	13	18	18	20	21	5	14	8	16	18	11	11	19	17	17	14	14	15	12	13	9	20	22	23	32	16	13	8	10	21	11	13	21	15	15	17	14	24	13	13	13	20	22	25	12	18	14	20	15	12	13	13	14	20	12	17	13	25	11	9	14	19	17	17	14	16	23	12	21	12	17	12	8	16	8	11	13	12	6	15	23	10	17	13	15	31	21	15	11	14	18	4	25	21	21	9	31	20	14	17	11	10	13	12	0	22									
10	Число действительных избирательных бюллетеней	147682	1126	1037	842	968	1045	1025	1533	1200	1246	1045	1196	1117	1055	1149	1178	1371	1046	1291	1000	1532	1488	1398	1171	1154	1281	1122	1280	1117	1031	1053	1134	1247	1212	1318	1358	1314	1344	1380	1055	1125	1130	1080	1127	1259	1225	1164	1222	1398	1437	1362	1074	1336	1250	1213	1541	1846	1467	1549	1476	1264	1086	1069	893	1037	1185	1289	1306	1207	1382	1068	1395	1177	1369	1232	1371	1401	1307	1504	1307	1205	1160	1105	1254	1288	1276	1159	593	1542	1364	1430	1896	1443	1147	1191	1162	1712	1498	1655	1341	1137	1323	1437	1330	1498	1585	1425	1330	1669	1568	1326	1418	1231	1193	965	1067	1007	1163									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																
13	Бабурин Сергей Николаевич	1304	16	10	5	4	6	9	26	11	12	6	6	14	11	6	9	16	9	7	9	13	8	12	11	9	16	10	11	9	8	12	13	8	6	5	14	5	15	12	7	5	4	9	14	13	6	11	10	17	17	14	7	3	11	8	15	15	16	17	20	11	12	8	9	10	11	14	10	9	10	7	13	18	12	6	15	13	19	18	14	13	10	12	16	16	14	9	4	8	12	8	19	10	7	13	7	9	17	14	16	8	5	11	7	25	12	15	13	18	26	12	8	5	9	4	3	6	16									
		0.87%	1.40%	0.95%	0.59%	0.41%	0.57%	0.87%	1.68%	0.91%	0.96%	0.57%	0.50%	1.24%	1.03%	0.51%	0.75%	1.15%	0.86%	0.54%	0.89%	0.84%	0.53%	0.85%	0.93%	0.77%	1.23%	0.88%	0.85%	0.80%	0.76%	1.13%	1.13%	0.64%	0.49%	0.37%	1.01%	0.37%	1.10%	0.86%	0.66%	0.44%	0.35%	0.82%	1.23%	1.02%	0.48%	0.93%	0.81%	1.20%	1.16%	1.02%	0.64%	0.22%	0.87%	0.65%	0.96%	0.81%	1.08%	1.09%	1.34%	0.86%	1.09%	0.74%	0.99%	0.95%	0.91%	1.08%	0.76%	0.74%	0.71%	0.65%	0.93%	1.51%	0.86%	0.48%	1.08%	0.92%	1.44%	1.18%	1.06%	1.06%	0.85%	1.07%	1.26%	1.23%	1.08%	0.77%	0.66%	0.51%	0.87%	0.56%	0.99%	0.68%	0.61%	1.08%	0.60%	0.52%	1.11%	0.84%	1.18%	0.70%	0.37%	0.76%	0.52%	1.64%	0.75%	1.04%	0.97%	1.06%	1.64%	0.90%	0.56%	0.40%	0.75%	0.41%	0.28%	0.60%	1.35%									
14	Грудинин Павел Николаевич	13763	84	84	61	63	96	87	171	113	104	87	91	105	94	84	99	128	94	134	88	142	133	134	85	90	115	102	123	104	86	74	87	116	112	135	130	124	123	116	66	94	100	86	99	150	130	104	90	123	118	111	105	139	101	129	164	259	129	123	156	110	97	107	78	74	109	157	107	99	147	121	137	104	144	127	111	145	109	163	151	102	81	82	104	72	109	91	10	131	126	107	176	137	89	130	129	216	157	156	132	127	122	151	120	148	188	159	162	175	159	127	162	142	145	81	106	80	101									
		9.21%	7.37%	7.95%	7.19%	6.40%	9.10%	8.40%	11.05%	9.32%	8.29%	8.25%	7.52%	9.29%	8.76%	7.20%	8.26%	9.20%	8.94%	10.27%	8.73%	9.17%	8.83%	9.51%	7.19%	7.67%	8.86%	8.96%	9.51%	9.20%	8.22%	6.95%	7.59%	9.24%	9.09%	10.07%	9.41%	9.21%	9.04%	8.33%	6.21%	8.28%	8.69%	7.88%	8.68%	11.72%	10.48%	8.82%	7.26%	8.71%	8.08%	8.07%	9.66%	10.30%	7.95%	10.45%	10.47%	13.94%	8.69%	7.87%	10.43%	8.60%	8.83%	9.89%	8.61%	7.04%	9.05%	12.07%	8.09%	8.11%	10.45%	11.21%	9.76%	8.73%	10.37%	10.17%	7.99%	10.25%	8.24%	10.67%	11.45%	8.32%	6.91%	7.31%	8.21%	5.56%	8.44%	7.80%	1.66%	8.42%	9.16%	7.45%	9.21%	9.35%	7.69%	10.76%	10.98%	12.51%	10.27%	9.31%	9.73%	11.06%	9.12%	10.38%	8.99%	9.72%	11.71%	10.99%	12.10%	10.29%	10.01%	9.48%	11.29%	11.43%	12.05%	8.28%	9.82%	7.94%	8.52%									
15	Жириновский Владимир Вольфович	6522	62	37	37	65	48	48	66	61	59	41	58	52	50	54	67	56	45	55	51	55	69	55	51	53	49	55	68	43	41	50	65	73	76	76	47	49	69	54	34	46	52	44	64	40	73	56	58	71	73	56	68	61	50	62	62	53	74	80	61	54	44	38	36	38	43	45	51	60	49	45	69	67	58	52	66	49	57	46	55	61	50	50	67	41	76	48	25	46	66	49	82	59	69	53	54	77	78	85	55	40	46	48	60	50	42	64	49	61	51	44	57	71	66	51	38	35	88									
		4.36%	5.44%	3.50%	4.36%	6.61%	4.55%	4.63%	4.26%	5.03%	4.70%	3.89%	4.79%	4.60%	4.66%	4.63%	5.59%	4.02%	4.28%	4.21%	5.06%	3.55%	4.58%	3.90%	4.31%	4.52%	3.78%	4.83%	5.26%	3.80%	3.92%	4.69%	5.67%	5.81%	6.17%	5.67%	3.40%	3.64%	5.07%	3.88%	3.20%	4.05%	4.52%	4.03%	5.61%	3.13%	5.89%	4.75%	4.68%	5.03%	4.99%	4.07%	6.26%	4.52%	3.94%	5.02%	3.96%	2.85%	4.98%	5.12%	4.08%	4.22%	4.01%	3.51%	3.97%	3.62%	3.57%	3.46%	3.85%	4.92%	3.48%	4.17%	4.91%	5.63%	4.18%	4.16%	4.76%	3.46%	4.31%	3.01%	4.17%	4.98%	4.27%	4.46%	5.29%	3.16%	5.88%	4.11%	4.14%	2.96%	4.80%	3.41%	4.29%	4.02%	5.96%	4.39%	4.60%	4.46%	5.10%	5.07%	4.06%	3.48%	3.44%	3.30%	4.50%	3.28%	2.62%	4.43%	3.66%	3.59%	3.21%	3.28%	3.97%	5.72%	5.49%	5.21%	3.52%	3.48%	7.43%									
16	Путин Владимир Владимирович	112663	895	834	680	744	806	799	1112	937	964	810	940	890	821	923	896	1051	821	998	778	1164	1146	1062	939	903	985	867	979	867	827	817	897	957	908	985	1057	1023	1021	1070	865	874	841	844	842	928	892	897	955	1050	1102	1071	799	999	962	890	1158	1300	1105	1202	1058	1001	833	812	688	813	891	949	1015	946	1046	799	1050	905	999	942	1062	1058	984	1108	986	940	916	878	961	1082	983	894	541	1217	1039	1163	1428	1110	868	879	882	1230	1106	1260	1006	842	1005	1093	1036	1126	1145	1037	966	1254	1164	985	999	903	851	711	796	829	844									
		75.38%	78.58%	78.90%	80.19%	75.61%	76.40%	77.12%	71.83%	77.31%	76.81%	76.85%	77.69%	78.76%	76.51%	79.09%	74.79%	75.50%	78.12%	76.48%	77.18%	75.19%	76.10%	75.37%	79.44%	76.98%	75.89%	76.12%	75.66%	76.66%	79.06%	76.71%	78.20%	76.19%	73.70%	73.51%	76.54%	76.00%	75.07%	76.81%	81.37%	77.00%	73.07%	77.36%	73.86%	72.50%	71.94%	76.08%	77.08%	74.36%	75.43%	77.89%	73.51%	74.05%	75.75%	72.06%	73.95%	69.97%	74.41%	76.90%	70.72%	78.26%	75.87%	75.05%	75.94%	77.35%	73.94%	72.94%	76.72%	77.54%	74.34%	74.05%	74.79%	75.99%	71.97%	75.42%	76.51%	74.77%	74.38%	72.56%	74.75%	76.67%	78.16%	78.25%	75.91%	83.49%	76.08%	76.61%	89.57%	78.26%	75.51%	80.99%	74.73%	75.72%	75.02%	72.76%	75.06%	71.22%	72.33%	75.18%	74.19%	73.34%	75.17%	75.12%	77.66%	73.93%	71.30%	71.72%	72.14%	73.76%	73.30%	73.51%	69.62%	72.71%	70.74%	72.70%	73.77%	82.32%	71.22%									
17	Собчак Ксения Анатольевна	6077	37	35	28	42	47	42	80	35	50	53	45	19	41	37	61	52	32	48	23	72	67	55	39	51	53	36	42	41	34	40	27	47	52	54	43	54	60	63	43	45	70	39	49	56	47	38	50	45	52	56	35	63	61	67	87	111	56	61	75	35	39	46	45	43	69	59	51	38	53	43	54	35	73	59	57	55	54	70	44	34	40	30	37	34	47	47	4	67	50	47	81	51	46	45	35	85	58	56	62	61	67	54	45	63	96	60	66	82	75	78	99	63	66	40	67	19	55									
		4.07%	3.25%	3.31%	3.30%	4.27%	4.45%	4.05%	5.17%	2.89%	3.98%	5.03%	3.72%	1.68%	3.82%	3.17%	5.09%	3.74%	3.04%	3.68%	2.28%	4.65%	4.45%	3.90%	3.30%	4.35%	4.08%	3.16%	3.25%	3.63%	3.25%	3.76%	2.35%	3.74%	4.22%	4.03%	3.11%	4.01%	4.41%	4.52%	4.05%	3.96%	6.08%	3.57%	4.30%	4.38%	3.79%	3.22%	4.04%	3.19%	3.56%	4.07%	3.22%	4.67%	4.80%	5.43%	5.56%	5.97%	3.77%	3.90%	5.01%	2.74%	3.55%	4.25%	4.97%	4.09%	5.73%	4.53%	3.85%	3.11%	3.77%	3.99%	3.85%	2.94%	5.26%	4.72%	4.11%	3.89%	4.08%	4.58%	3.34%	2.77%	3.41%	2.67%	2.92%	2.62%	3.64%	4.03%	0.66%	4.31%	3.63%	3.27%	4.24%	3.48%	3.98%	3.73%	2.98%	4.92%	3.79%	3.34%	4.57%	5.31%	5.01%	3.71%	3.37%	4.14%	5.98%	4.15%	4.93%	4.82%	4.72%	5.82%	6.90%	5.07%	5.49%	4.09%	6.21%	1.89%	4.64%									
18	Сурайкин Максим Александрович	997	7	10	8	7	9	7	9	5	2	10	8	6	5	8	7	11	7	10	8	13	9	8	4	6	14	4	12	7	4	14	2	5	8	10	3	10	13	11	1	13	4	11	12	10	8	4	9	10	8	9	9	9	10	4	6	11	11	14	11	12	11	6	7	5	12	10	7	5	13	10	5	6	9	8	8	7	6	12	8	7	9	5	10	13	11	7	3	9	11	10	12	11	16	9	4	13	8	10	6	13	8	9	6	11	8	15	9	13	8	8	6	7	4	8	4	12	12									
		0.67%	0.61%	0.95%	0.94%	0.71%	0.85%	0.68%	0.58%	0.41%	0.16%	0.95%	0.66%	0.53%	0.47%	0.69%	0.58%	0.79%	0.67%	0.77%	0.79%	0.84%	0.60%	0.57%	0.34%	0.51%	1.08%	0.35%	0.93%	0.62%	0.38%	1.31%	0.17%	0.40%	0.65%	0.75%	0.22%	0.74%	0.96%	0.79%	0.09%	1.15%	0.35%	1.01%	1.05%	0.78%	0.65%	0.34%	0.73%	0.71%	0.55%	0.65%	0.83%	0.67%	0.79%	0.32%	0.38%	0.59%	0.74%	0.90%	0.74%	0.94%	1.00%	0.55%	0.77%	0.48%	0.99%	0.77%	0.53%	0.41%	0.92%	0.93%	0.36%	0.50%	0.65%	0.64%	0.58%	0.49%	0.45%	0.79%	0.61%	0.57%	0.77%	0.45%	0.79%	1.00%	0.85%	0.60%	0.50%	0.58%	0.80%	0.70%	0.63%	0.75%	1.38%	0.75%	0.34%	0.75%	0.52%	0.60%	0.44%	1.13%	0.60%	0.62%	0.45%	0.72%	0.50%	1.04%	0.67%	0.76%	0.50%	0.60%	0.42%	0.56%	0.33%	0.82%	0.37%	1.19%	1.01%									
19	Титов Борис Юрьевич	2165	9	16	12	12	13	14	21	12	20	9	16	14	14	18	12	13	10	16	15	21	20	19	17	11	12	18	17	10	10	16	18	14	16	21	18	22	16	13	12	16	15	16	24	12	25	18	18	32	24	10	13	24	18	17	21	34	27	20	21	16	16	20	9	12	19	19	16	12	19	14	22	9	21	20	21	19	24	28	17	14	16	17	27	14	12	15	1	25	14	16	30	35	19	29	20	23	26	27	18	16	26	27	24	35	34	23	25	30	22	31	28	20	19	24	19	5	14									
		1.45%	0.79%	1.51%	1.42%	1.22%	1.23%	1.35%	1.36%	0.99%	1.59%	0.85%	1.32%	1.24%	1.30%	1.54%	1.00%	0.93%	0.95%	1.23%	1.49%	1.36%	1.33%	1.35%	1.44%	0.94%	0.92%	1.58%	1.31%	0.88%	0.96%	1.50%	1.57%	1.11%	1.30%	1.57%	1.30%	1.63%	1.18%	0.93%	1.13%	1.41%	1.30%	1.47%	2.11%	0.94%	2.02%	1.53%	1.45%	2.27%	1.64%	0.73%	1.20%	1.78%	1.42%	1.38%	1.34%	1.83%	1.82%	1.28%	1.40%	1.25%	1.46%	1.85%	0.99%	1.14%	1.58%	1.46%	1.21%	0.98%	1.35%	1.30%	1.57%	0.76%	1.51%	1.60%	1.51%	1.34%	1.81%	1.83%	1.29%	1.14%	1.37%	1.52%	2.13%	1.08%	0.93%	1.29%	0.17%	1.61%	1.02%	1.11%	1.57%	2.39%	1.64%	2.40%	1.70%	1.33%	1.70%	1.61%	1.33%	1.39%	1.94%	1.86%	1.80%	2.30%	2.12%	1.59%	1.87%	1.76%	1.39%	2.31%	1.95%	1.61%	1.58%	2.45%	1.76%	0.50%	1.18%									
20	Явлинский Григорий Алексеевич	4191	16	11	11	31	20	19	48	26	35	29	32	17	19	19	27	44	28	23	28	52	36	53	25	31	37	30	28	36	21	30	25	27	34	32	46	27	27	41	27	32	44	31	23	50	44	36	32	50	43	35	38	38	37	36	28	63	49	32	74	25	34	32	21	42	31	36	49	38	45	29	45	33	53	18	31	55	54	59	32	34	38	31	32	16	24	48	5	39	46	30	68	30	33	33	31	59	48	47	46	30	44	44	32	40	60	52	40	36	63	41	59	20	33	46	34	21	33									
		2.80%	1.40%	1.04%	1.30%	3.15%	1.90%	1.83%	3.10%	2.15%	2.79%	2.75%	2.64%	1.50%	1.77%	1.63%	2.25%	3.16%	2.66%	1.76%	2.78%	3.36%	2.39%	3.76%	2.12%	2.64%	2.85%	2.63%	2.16%	3.18%	2.01%	2.82%	2.18%	2.15%	2.76%	2.39%	3.33%	2.01%	1.99%	2.94%	2.54%	2.82%	3.82%	2.84%	2.02%	3.91%	3.55%	3.05%	2.58%	3.54%	2.94%	2.55%	3.50%	2.82%	2.91%	2.91%	1.79%	3.39%	3.30%	2.05%	4.95%	1.95%	3.10%	2.96%	2.32%	3.99%	2.57%	2.77%	3.70%	3.11%	3.20%	2.69%	3.21%	2.77%	3.82%	1.44%	2.23%	3.89%	4.08%	3.86%	2.43%	2.77%	3.24%	2.76%	2.53%	1.23%	1.86%	4.11%	0.83%	2.51%	3.34%	2.09%	3.56%	2.05%	2.85%	2.73%	2.64%	3.42%	3.14%	2.80%	3.39%	2.61%	3.29%	3.02%	2.40%	2.63%	3.74%	3.60%	2.99%	2.12%	3.97%	3.06%	4.11%	1.61%	2.74%	4.70%	3.15%	2.09%	2.78%									
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
