Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Новосокольническая																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №412	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424									
		0.07%	0.17%	0.18%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	203	39	21	25	39	13	2	6	4	5	1	11	2	13	5	2	3	7	3	2									
		3.54%	6.66%	3.72%	2.93%	6.61%	4.44%	0.68%	1.96%	1.66%	3.57%	0.37%	4.25%	1.17%	4.91%	2.63%	1.65%	1.71%	5.56%	2.13%	1.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	849	111	95	146	99	33	39	21	46	22	40	33	22	34	22	16	19	13	20	18									
		14.82%	18.94%	16.81%	17.12%	16.78%	11.26%	13.18%	6.86%	19.09%	15.71%	14.65%	12.74%	12.87%	12.83%	11.58%	13.22%	10.86%	10.32%	14.18%	13.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	5	4	6	4	1	1	2	2	0	1	1	2	0	0	1	0	0	0	0									
		0.52%	0.85%	0.71%	0.70%	0.68%	0.34%	0.34%	0.65%	0.83%	0.00%	0.37%	0.39%	1.17%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	378	24	42	71	28	26	17	23	20	17	20	7	11	18	10	9	12	4	7	12									
		6.60%	4.10%	7.43%	8.32%	4.75%	8.87%	5.74%	7.52%	8.30%	12.14%	7.33%	2.70%	6.43%	6.79%	5.26%	7.44%	6.86%	3.17%	4.96%	8.76%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
