Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    район Северное Тушино																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3776									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	810	20	20	30	20	30	20	20	20	20	20	20	10	20	20	20	20	20	20	20	20	20	30	20	10	20	20	20	20	10	20	20	20	20	20	20	20	20	30	30	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	522	14	9	19	13	21	14	16	16	12	8	15	8	14	8	10	17	11	15	15	14	16	18	11	9	12	13	15	11	6	14	9	7	9	13	16	18	15	18	22	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	671	5	5	16	7	37	16	11	14	7	19	4	4	5	9	62	63	11	13	8	5	13	20	9	9	3	9	11	12	6	9	11	9	48	43	16	12	8	17	35	44	6									
14	Число погашенных неиспользованных открепительных удостоверений	288	6	11	11	7	9	6	4	4	8	12	5	2	6	12	10	3	9	5	5	6	4	12	9	1	8	7	5	9	4	6	11	13	11	7	4	2	5	12	8	9	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	1	2	1	2	5	1	3	2	2	1	2	0	2	1	2	2	4	2	0	0	3	2	3	5	2	3	1	1	3	3	1	4	5	3	2	1	4	2	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1511	30	28	37	21	57	39	29	39	48	32	37	27	36	30	40	46	35	33	27	47	40	45	28	46	31	44	43	52	44	56	30	40	42	46	30	41	37	50	40	8	0									
		4.97%	3.65%	3.75%	4.49%	2.91%	8.07%	5.42%	4.14%	4.18%	5.03%	8.16%	4.54%	4.98%	4.31%	4.67%	4.95%	5.55%	4.36%	4.02%	4.18%	5.75%	5.16%	5.60%	4.12%	5.79%	4.16%	6.23%	5.69%	6.75%	6.19%	5.67%	3.81%	5.55%	4.96%	5.65%	3.95%	5.45%	5.12%	5.07%	4.94%	2.05%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	544	11	10	13	21	8	12	11	24	11	6	17	6	14	12	7	16	10	9	10	16	16	16	15	14	12	20	13	14	12	23	14	11	8	12	21	16	11	23	18	11	0									
		1.79%	1.34%	1.34%	1.58%	2.91%	1.13%	1.67%	1.57%	2.58%	1.15%	1.53%	2.09%	1.11%	1.67%	1.87%	0.87%	1.93%	1.25%	1.10%	1.55%	1.96%	2.06%	1.99%	2.21%	1.76%	1.61%	2.83%	1.72%	1.82%	1.69%	2.33%	1.78%	1.53%	0.94%	1.47%	2.76%	2.13%	1.52%	2.33%	2.22%	2.82%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	987	22	20	23	33	19	14	24	33	25	6	30	15	31	11	27	33	38	24	18	21	25	24	20	18	30	26	30	25	19	32	32	17	38	16	34	24	21	39	21	28	1									
		3.25%	2.67%	2.68%	2.79%	4.58%	2.69%	1.95%	3.42%	3.54%	2.62%	1.53%	3.68%	2.77%	3.71%	1.71%	3.34%	3.98%	4.73%	2.93%	2.79%	2.57%	3.23%	2.99%	2.95%	2.27%	4.02%	3.68%	3.97%	3.25%	2.67%	3.24%	4.07%	2.36%	4.49%	1.97%	4.47%	3.19%	2.90%	3.95%	2.60%	7.18%	5.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10442	289	260	299	263	220	271	261	389	308	111	263	160	324	237	277	308	291	294	238	286	256	274	260	248	249	213	209	263	231	337	235	225	268	282	262	247	238	317	268	202	9									
		34.33%	35.12%	34.85%	36.29%	36.48%	31.16%	37.69%	37.23%	41.74%	32.29%	28.32%	32.27%	29.52%	38.76%	36.86%	34.28%	37.15%	36.24%	35.85%	36.84%	34.96%	33.03%	34.08%	38.29%	31.23%	33.38%	30.17%	27.65%	34.16%	32.49%	34.14%	29.86%	31.21%	31.64%	34.64%	34.47%	32.85%	32.92%	32.12%	33.13%	51.79%	45.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	531	17	12	15	12	18	11	14	14	15	12	10	6	15	9	11	12	13	14	14	16	8	12	7	19	15	13	11	17	12	18	12	10	14	16	13	13	12	26	17	5	1									
		1.75%	2.07%	1.61%	1.82%	1.66%	2.55%	1.53%	1.99%	1.50%	1.57%	3.06%	1.23%	1.11%	1.79%	1.40%	1.36%	1.45%	1.62%	1.71%	2.17%	1.96%	1.03%	1.49%	1.03%	2.39%	2.01%	1.84%	1.46%	2.21%	1.69%	1.82%	1.52%	1.39%	1.65%	1.97%	1.71%	1.73%	1.66%	2.63%	2.10%	1.28%	5.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	75	1	1	4	2	3	3	2	1	1	1	0	3	2	1	2	6	2	4	3	2	3	3	0	1	3	2	1	0	1	4	1	1	2	1	0	1	1	1	0	5	0									
		0.25%	0.12%	0.13%	0.49%	0.28%	0.42%	0.42%	0.29%	0.11%	0.10%	0.26%	0.00%	0.55%	0.24%	0.16%	0.25%	0.72%	0.25%	0.49%	0.46%	0.24%	0.39%	0.37%	0.00%	0.13%	0.40%	0.28%	0.13%	0.00%	0.14%	0.41%	0.13%	0.14%	0.24%	0.12%	0.00%	0.13%	0.14%	0.10%	0.00%	1.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3986	106	90	98	104	88	118	109	101	132	39	127	60	98	83	118	107	103	104	89	107	119	96	89	120	96	87	93	75	89	105	99	106	114	91	114	93	110	160	105	42	2									
		13.10%	12.88%	12.06%	11.89%	14.42%	12.46%	16.41%	15.55%	10.84%	13.84%	9.95%	15.58%	11.07%	11.72%	12.91%	14.60%	12.91%	12.83%	12.68%	13.78%	13.08%	15.35%	11.94%	13.11%	15.11%	12.87%	12.32%	12.30%	9.74%	12.52%	10.64%	12.58%	14.70%	13.46%	11.18%	15.00%	12.37%	15.21%	16.21%	12.98%	10.77%	10.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	727	16	23	14	11	25	11	10	23	28	15	17	22	16	13	22	26	12	19	13	17	15	12	23	24	23	16	21	18	17	27	25	14	19	22	13	20	20	23	19	1	2									
		2.39%	1.94%	3.08%	1.70%	1.53%	3.54%	1.53%	1.43%	2.47%	2.94%	3.83%	2.09%	4.06%	1.91%	2.02%	2.72%	3.14%	1.49%	2.32%	2.01%	2.08%	1.94%	1.49%	3.39%	3.02%	3.08%	2.27%	2.78%	2.34%	2.39%	2.74%	3.18%	1.94%	2.24%	2.70%	1.71%	2.66%	2.77%	2.33%	2.35%	0.26%	10.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	948	36	19	20	18	34	12	18	23	28	18	25	28	21	11	24	22	22	21	23	18	18	30	24	35	21	13	28	33	24	37	38	28	37	26	25	28	20	19	19	3	1									
		3.12%	4.37%	2.55%	2.43%	2.50%	4.82%	1.67%	2.57%	2.47%	2.94%	4.59%	3.07%	5.17%	2.51%	1.71%	2.97%	2.65%	2.74%	2.56%	3.56%	2.20%	2.32%	3.73%	3.53%	4.41%	2.82%	1.84%	3.70%	4.29%	3.38%	3.75%	4.83%	3.88%	4.37%	3.19%	3.29%	3.72%	2.77%	1.93%	2.35%	0.77%	5.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	66	1	2	3	0	3	5	2	6	4	1	1	1	3	1	1	1	1	2	2	2	3	1	1	1	2	1	3	3	1	1	1	0	0	2	1	0	0	0	2	1	0									
		0.22%	0.12%	0.27%	0.36%	0.00%	0.42%	0.70%	0.29%	0.64%	0.42%	0.26%	0.12%	0.18%	0.36%	0.16%	0.12%	0.12%	0.12%	0.24%	0.31%	0.24%	0.39%	0.12%	0.15%	0.13%	0.27%	0.14%	0.40%	0.39%	0.14%	0.10%	0.13%	0.00%	0.00%	0.25%	0.13%	0.00%	0.00%	0.00%	0.25%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3181	86	75	85	69	82	65	61	59	106	80	98	76	81	72	81	72	69	88	42	77	67	84	71	83	82	95	112	91	74	112	91	71	101	92	82	81	70	85	104	7	2									
		10.46%	10.45%	10.05%	10.32%	9.57%	11.61%	9.04%	8.70%	6.33%	11.11%	20.41%	12.02%	14.02%	9.69%	11.20%	10.02%	8.69%	8.59%	10.73%	6.50%	9.41%	8.65%	10.45%	10.46%	10.45%	10.99%	13.46%	14.81%	11.82%	10.41%	11.35%	11.56%	9.85%	11.92%	11.30%	10.79%	10.77%	9.68%	8.61%	12.86%	1.79%	10.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4135	132	98	100	87	86	101	88	103	126	41	100	70	120	85	102	91	111	108	90	110	118	105	82	114	97	90	96	112	115	143	131	112	118	120	100	115	119	165	107	26	1									
		13.59%	16.04%	13.14%	12.14%	12.07%	12.18%	14.05%	12.55%	11.05%	13.21%	10.46%	12.27%	12.92%	14.35%	13.22%	12.62%	10.98%	13.82%	13.17%	13.93%	13.45%	15.23%	13.06%	12.08%	14.36%	13.00%	12.75%	12.70%	14.55%	16.17%	14.49%	16.65%	15.53%	13.93%	14.74%	13.16%	15.29%	16.46%	16.72%	13.23%	6.67%	5.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	209	4	7	4	4	8	4	3	3	7	2	6	3	5	5	2	3	4	7	4	3	4	5	4	5	8	14	10	4	6	11	4	3	11	4	3	2	9	6	7	1	0									
		0.69%	0.49%	0.94%	0.49%	0.55%	1.13%	0.56%	0.43%	0.32%	0.73%	0.51%	0.74%	0.55%	0.60%	0.78%	0.25%	0.36%	0.50%	0.85%	0.62%	0.37%	0.52%	0.62%	0.59%	0.63%	1.07%	1.98%	1.32%	0.52%	0.84%	1.11%	0.51%	0.42%	1.30%	0.49%	0.39%	0.27%	1.24%	0.61%	0.87%	0.26%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2499	58	87	95	59	50	41	55	96	100	24	68	53	59	59	75	63	86	85	61	74	66	76	49	51	65	57	68	44	51	69	57	65	64	71	50	59	47	56	73	12	1									
		8.22%	7.05%	11.66%	11.53%	8.18%	7.08%	5.70%	7.85%	10.30%	10.48%	6.12%	8.34%	9.78%	7.06%	9.18%	9.28%	7.60%	10.71%	10.37%	9.44%	9.05%	8.52%	9.45%	7.22%	6.42%	8.71%	8.07%	8.99%	5.71%	7.17%	6.99%	7.24%	9.02%	7.56%	8.72%	6.58%	7.85%	6.50%	5.67%	9.02%	3.08%	5.00%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
