Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Гагаринская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86									
		15.52%	14.66%	15.46%	17.79%	15.24%	13.94%	16.52%	16.89%	15.83%	22.28%	16.12%	13.17%	14.69%	14.91%	17.48%	15.44%	15.98%	14.12%	14.72%	15.03%	15.24%	13.13%	13.60%	14.74%	17.34%	16.71%	16.75%	17.03%	13.88%	14.96%	14.98%	13.99%	15.45%	15.76%	15.96%	16.02%	19.38%	15.45%	14.42%	15.49%	15.42%	15.87%	15.43%	13.57%	18.00%	14.56%	12.63%	14.47%	16.94%	20.83%	37.50%	15.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	322	3	4	7	7	4	7	5	6	9	7	9	4	12	4	5	6	8	2	8	6	5	4	7	6	4	9	6	11	11	5	8	13	15	16	6	6	1	1	10	5	5	13	7	3	11	8	2	1	0	0	0									
		0.66%	0.35%	0.33%	0.61%	0.65%	0.44%	0.79%	0.56%	0.58%	0.68%	0.79%	0.81%	0.36%	1.38%	0.39%	0.51%	0.55%	0.70%	0.17%	0.79%	0.53%	0.44%	0.53%	0.58%	0.66%	0.35%	0.78%	0.57%	0.84%	0.99%	0.47%	0.70%	1.12%	1.20%	1.65%	0.53%	0.66%	0.12%	0.09%	0.93%	0.54%	0.49%	1.29%	0.57%	3.00%	0.74%	0.78%	0.29%	0.55%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	2021	65	21	37	41	40	40	20	43	29	31	39	29	36	39	51	56	52	45	35	48	49	31	50	41	48	43	54	67	54	61	49	51	64	58	50	32	55	41	43	32	36	34	58	3	47	34	32	3	2	2	0									
		4.12%	7.68%	1.71%	3.24%	3.79%	4.36%	4.52%	2.24%	4.13%	2.21%	3.52%	3.52%	2.58%	4.13%	3.81%	5.21%	5.11%	4.56%	3.90%	3.44%	4.23%	4.32%	4.13%	4.12%	4.50%	4.16%	3.71%	5.17%	5.11%	4.84%	5.78%	4.26%	4.38%	5.12%	5.97%	4.40%	3.54%	6.39%	3.79%	3.99%	3.43%	3.53%	3.36%	4.71%	3.00%	3.15%	3.33%	4.63%	1.64%	8.33%	6.25%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	1	0	0	0	0	1	1	4	0	1	1	1	1	1	0	0	0	2	0	0	1	0	0	1	1	0	1	2	1	1	0	0	0	0	0	2	1	1	0	3	0	0	0	0	2	0	0	0	0	0									
		0.06%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.11%	0.10%	0.30%	0.00%	0.09%	0.09%	0.11%	0.10%	0.10%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.13%	0.00%	0.00%	0.09%	0.09%	0.00%	0.08%	0.18%	0.09%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.09%	0.09%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	301	5	12	10	1	7	4	5	3	2	4	2	6	5	2	7	7	7	2	12	5	6	5	5	5	6	4	8	7	3	9	10	14	7	8	6	3	6	7	3	4	2	15	15	0	12	8	10	3	0	0	2									
		0.61%	0.59%	0.98%	0.88%	0.09%	0.76%	0.45%	0.56%	0.29%	0.15%	0.45%	0.18%	0.53%	0.57%	0.20%	0.72%	0.64%	0.61%	0.17%	1.18%	0.44%	0.53%	0.67%	0.41%	0.55%	0.52%	0.35%	0.77%	0.53%	0.27%	0.85%	0.87%	1.20%	0.56%	0.82%	0.53%	0.33%	0.70%	0.65%	0.28%	0.43%	0.20%	1.48%	1.22%	0.00%	0.81%	0.78%	1.45%	1.64%	0.00%	0.00%	5.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6043	89	76	110	120	102	115	69	126	116	102	141	150	109	124	96	138	172	143	141	136	189	96	157	128	163	130	101	198	120	95	152	134	138	108	111	89	138	166	149	160	135	156	226	15	142	134	118	12	2	1	5									
		12.31%	10.52%	6.18%	9.64%	11.08%	11.11%	13.01%	7.72%	12.09%	8.82%	11.58%	12.71%	13.36%	12.50%	12.11%	9.82%	12.60%	15.09%	12.38%	13.85%	11.98%	16.65%	12.80%	12.93%	14.05%	14.11%	11.23%	9.67%	15.10%	10.75%	9.00%	13.21%	11.50%	11.04%	11.12%	9.77%	9.86%	16.03%	15.34%	13.82%	17.13%	13.22%	15.43%	18.36%	15.00%	9.53%	13.12%	17.08%	6.56%	8.33%	3.13%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	154	3	2	2	3	1	2	1	2	3	1	3	2	2	6	2	2	4	2	2	2	4	4	3	5	2	5	2	0	6	6	0	4	4	9	9	7	5	6	4	4	1	3	1	0	6	2	4	0	0	0	1									
		0.31%	0.35%	0.16%	0.18%	0.28%	0.11%	0.23%	0.11%	0.19%	0.23%	0.11%	0.27%	0.18%	0.23%	0.59%	0.20%	0.18%	0.35%	0.17%	0.20%	0.18%	0.35%	0.53%	0.25%	0.55%	0.17%	0.43%	0.19%	0.00%	0.54%	0.57%	0.00%	0.34%	0.32%	0.93%	0.79%	0.78%	0.58%	0.55%	0.37%	0.43%	0.10%	0.30%	0.08%	0.00%	0.40%	0.20%	0.58%	0.00%	0.00%	0.00%	2.50%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2726	30	24	44	124	95	55	16	73	41	79	80	76	89	97	81	77	59	50	54	51	71	47	46	54	60	55	56	51	47	54	43	69	92	39	65	50	48	73	42	49	47	46	84	9	46	49	31	1	3	2	2									
		5.55%	3.55%	1.95%	3.86%	11.45%	10.35%	6.22%	1.79%	7.01%	3.12%	8.97%	7.21%	6.77%	10.21%	9.47%	8.28%	7.03%	5.18%	4.33%	5.30%	4.49%	6.26%	6.27%	3.79%	5.93%	5.19%	4.75%	5.36%	3.89%	4.21%	5.12%	3.74%	5.92%	7.36%	4.02%	5.72%	5.54%	5.57%	6.75%	3.90%	5.25%	4.60%	4.55%	6.82%	9.00%	3.09%	4.80%	4.49%	0.55%	12.50%	6.25%	5.00%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
