Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    район Котловка																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265									
		0.19%	0.14%	0.12%	0.39%	0.16%	0.25%	0.00%	0.39%	0.00%	0.49%	0.11%	0.24%	0.00%	0.28%	0.41%	0.13%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1263	70	111	100	52	42	12	73	94	85	72	60	55	72	82	83	79	90	31									
		9.84%	9.94%	13.20%	12.89%	8.57%	5.33%	7.06%	9.41%	12.37%	10.35%	8.09%	7.16%	6.91%	9.94%	11.28%	10.67%	9.72%	10.94%	15.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1822	131	129	113	100	106	14	92	103	100	125	127	112	93	97	102	122	134	22									
		14.20%	18.61%	15.34%	14.56%	16.47%	13.45%	8.24%	11.86%	13.55%	12.18%	14.04%	15.16%	14.07%	12.85%	13.34%	13.11%	15.01%	16.28%	11.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	3	10	6	6	10	0	8	6	3	10	6	9	6	3	2	6	8	2									
		0.81%	0.43%	1.19%	0.77%	0.99%	1.27%	0.00%	1.03%	0.79%	0.37%	1.12%	0.72%	1.13%	0.83%	0.41%	0.26%	0.74%	0.97%	1.01%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	877	59	78	57	36	72	9	39	46	60	59	50	41	41	30	59	51	71	19									
		6.84%	8.38%	9.27%	7.35%	5.93%	9.14%	5.29%	5.03%	6.05%	7.31%	6.63%	5.97%	5.15%	5.66%	4.13%	7.58%	6.27%	8.63%	9.55%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
