7	Число избирательных бюллетеней в переносных ящиках для голосования	5998	16	26	51	248	39	49	26	89	54	142	27	17	53	48	22	33	25	28	44	71	59	2	265	37	49	78	84	56	58	37	42	35	33	56	63	65	31	28	54	82	53	33	37	54	80	37	61	25	14	27	70	16	14	21	31	39	34	20	28	361	6	53	31	50	70	39	58	29	141	30	30	51	19	48	68	64	25	30	59	55	14	31	45	109	27	26	53	26	23	29	38	30	21	15	19	0	62	29	47	0	57	0	64	58	44	25	38	47	28	30	19	38	29	22	25	42	54	0	45	9	27	27	56	237									
8	Число бюллетеней в стационарных ящиках для голосования	128502	755	814	1013	890	1009	1250	1151	1287	1578	1082	1149	1120	902	885	1120	1426	981	1331	976	1419	1535	746	632	134	1672	709	1094	1144	1231	1137	1287	1014	931	1133	1004	1224	1045	974	1171	961	847	894	960	1318	1339	1150	1199	1333	1305	946	849	1023	873	1392	1214	1561	1044	1238	969	180	141	1115	1088	1463	1240	1126	1363	655	804	994	1160	1013	1416	1179	602	879	1149	982	1113	1466	876	1168	1577	989	1472	1279	1502	1226	1354	1622	1402	486	754	1355	1231	190	224	163	72	145	194	62	937	1270	1170	705	1339	1507	1483	1505	1086	888	1146	1228	1238	934	890	79	1128	448	1021	1345	1132	1182									
9	Число недействительных избирательных бюллетеней	1958	7	7	27	11	15	13	28	16	19	15	12	23	9	17	11	17	14	26	15	21	23	25	11	1	25	18	15	16	19	18	22	8	19	22	14	19	20	14	16	10	14	11	17	22	20	11	19	21	17	24	26	12	10	18	14	18	12	14	9	5	2	11	24	30	14	18	19	8	12	13	17	18	16	29	8	11	18	17	13	15	15	19	27	17	21	15	24	21	16	26	31	10	9	19	26	2	1	4	4	7	7	1	15	17	18	13	17	31	30	14	13	16	13	16	11	14	14	3	21	7	14	28	10	16									
10	Число действительных избирательных бюллетеней	132542	764	833	1037	1127	1033	1286	1149	1360	1613	1209	1164	1114	946	916	1131	1442	992	1333	1005	1469	1571	723	886	170	1696	769	1163	1184	1270	1156	1307	1041	945	1167	1053	1270	1056	988	1209	1033	886	916	980	1350	1399	1176	1241	1337	1302	949	893	1027	877	1395	1231	1582	1066	1244	988	536	145	1157	1095	1483	1296	1147	1402	676	933	1011	1173	1046	1419	1198	662	932	1156	995	1159	1506	875	1180	1595	1081	1478	1290	1531	1231	1361	1625	1409	506	766	1351	1224	188	285	188	115	138	244	61	986	1311	1196	717	1360	1523	1481	1521	1092	910	1162	1234	1252	962	930	76	1152	450	1034	1344	1178	1403									
11	Число полученных открепительных  удостоверений	4590	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	60	40	40	40	40	40	0	0	0	45	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	55	40	40	40	40	40	40	40	45	40	40	40	40	40	0	0	40	40	90	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	45	40	40	40	40	40	0	0	0	0	0	0	0	40	40	40	40	50	40	40	60	60	40	40	40	40	40	40	0	40	40	40	40	40	40									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3069	20	26	21	20	25	26	27	30	37	31	20	17	22	30	28	44	21	31	24	32	31	0	0	0	41	11	23	17	27	31	27	25	18	25	26	28	32	20	35	28	19	16	21	34	31	47	30	26	32	29	36	29	21	44	30	28	19	30	23	0	0	23	19	89	18	23	32	13	13	23	29	21	22	20	14	8	31	30	34	16	17	40	34	27	31	28	38	23	31	41	36	9	19	34	32	0	0	0	0	0	0	0	21	26	32	12	43	40	38	41	53	32	31	33	25	21	19	0	28	9	29	32	24	40									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3483	17	22	23	143	19	40	34	29	43	30	14	25	18	17	16	32	31	47	54	32	28	112	18	20	34	27	26	17	19	22	44	24	12	20	13	22	22	38	21	13	24	24	38	26	21	29	22	28	26	15	46	21	17	49	24	29	13	22	19	19	14	38	18	26	22	52	63	33	48	20	16	15	38	41	21	19	21	6	23	42	44	19	35	28	26	29	21	28	27	18	17	33	19	32	30	7	51	39	4	27	8	0	24	35	31	25	28	24	27	21	53	29	37	46	24	35	26	6	16	16	31	23	27	31									
14	Число неиспользованных открепительных удостоверений	1521	20	14	19	20	15	14	13	10	3	9	20	23	18	10	12	16	19	9	16	8	9	0	0	0	4	29	17	23	13	9	13	15	22	15	14	12	8	20	5	12	21	24	19	6	9	8	10	14	8	11	4	11	19	1	10	12	21	10	17	0	0	17	21	1	22	17	8	27	27	17	11	19	18	20	26	32	9	10	6	24	23	0	6	13	9	12	2	17	9	4	4	31	21	6	8	0	0	0	0	0	0	0	19	14	8	28	7	0	2	19	7	8	9	7	15	19	21	0	12	31	11	8	16	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	39	0	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																							
19	Жириновский Владимир Вольфович	9488	61	66	101	101	77	84	104	100	114	117	96	88	72	76	74	90	67	74	72	67	64	239	63	20	109	69	113	88	98	81	95	69	69	70	73	76	92	103	91	80	66	87	76	79	109	105	106	102	82	109	122	93	72	99	100	103	59	115	106	27	9	61	47	94	76	55	65	47	62	83	85	98	103	102	49	79	86	67	85	70	63	69	83	81	75	65	81	69	70	110	104	36	80	109	78	16	15	5	15	5	7	8	59	62	80	42	96	68	86	85	118	39	60	76	56	49	42	5	71	47	75	117	116	92									
		7.05%	7.91%	7.86%	9.49%	8.88%	7.35%	6.47%	8.84%	7.27%	6.99%	9.56%	8.16%	7.74%	7.54%	8.15%	6.48%	6.17%	6.66%	5.45%	7.06%	4.50%	4.02%	31.95%	7.02%	11.70%	6.33%	8.77%	9.59%	7.33%	7.60%	6.90%	7.15%	6.58%	7.16%	5.89%	6.84%	5.90%	8.55%	10.28%	7.43%	7.67%	7.33%	9.39%	7.62%	5.76%	7.68%	8.85%	8.41%	7.51%	6.22%	11.20%	13.28%	8.95%	8.12%	7.01%	8.03%	6.44%	5.47%	9.14%	10.63%	4.99%	6.12%	5.22%	4.20%	6.21%	5.80%	4.72%	4.57%	6.87%	6.56%	8.11%	7.14%	9.21%	7.18%	8.31%	7.31%	8.38%	7.33%	6.62%	7.25%	4.60%	7.08%	5.75%	5.12%	7.38%	5.00%	4.98%	5.21%	5.51%	5.08%	6.66%	7.22%	6.98%	10.32%	7.96%	6.24%	8.42%	5.24%	2.60%	12.61%	3.45%	2.79%	12.90%	5.89%	4.67%	6.59%	5.75%	6.97%	4.38%	5.69%	5.54%	10.68%	4.21%	5.11%	6.08%	4.43%	5.02%	4.45%	6.33%	6.05%	10.28%	7.16%	8.53%	9.76%	6.48%									
20	Зюганов Геннадий Андреевич	35570	182	193	250	252	286	353	326	392	408	312	303	310	290	239	307	402	288	359	249	457	507	72	174	23	494	181	328	376	376	291	330	279	262	318	323	313	296	276	333	272	227	261	246	360	383	277	326	343	331	230	179	267	253	369	369	408	316	279	194	124	48	292	318	392	365	264	395	156	234	260	320	273	357	331	174	223	335	286	336	367	199	320	499	302	421	440	403	350	366	419	340	136	223	352	297	47	75	87	16	40	49	15	304	412	342	233	367	379	399	461	208	260	335	351	375	263	236	22	319	118	307	391	330	312									
		26.45%	23.61%	22.98%	23.50%	22.14%	27.29%	27.17%	27.70%	28.49%	25.00%	25.49%	25.77%	27.26%	30.37%	25.62%	26.88%	27.55%	28.63%	26.42%	24.41%	30.67%	31.81%	9.63%	19.40%	13.45%	28.70%	22.99%	27.84%	31.33%	29.17%	24.79%	24.83%	26.60%	27.18%	26.75%	30.27%	24.28%	27.51%	27.54%	27.18%	26.08%	25.22%	28.16%	24.67%	26.24%	26.99%	23.34%	25.87%	25.26%	25.09%	23.64%	19.48%	25.70%	28.52%	26.11%	29.64%	25.50%	29.31%	22.18%	19.46%	22.92%	32.65%	25.00%	28.42%	25.91%	27.86%	22.66%	27.80%	22.81%	24.76%	25.39%	26.89%	25.66%	24.88%	26.98%	25.97%	23.65%	28.53%	28.26%	28.67%	24.13%	22.36%	26.69%	30.76%	27.50%	28.09%	33.72%	25.92%	27.96%	26.58%	25.38%	23.61%	26.36%	28.77%	25.69%	23.76%	24.74%	26.22%	45.31%	13.45%	27.59%	19.52%	24.19%	30.37%	31.02%	28.17%	31.92%	26.65%	24.39%	26.41%	30.03%	18.82%	28.08%	28.51%	28.08%	29.69%	26.95%	25.00%	27.85%	27.20%	25.82%	29.29%	28.50%	27.78%	21.99%									
21	Миронов Сергей Михайлович	6564	40	41	42	38	44	64	41	60	86	61	53	48	45	45	71	76	45	66	51	104	90	12	28	12	78	34	60	47	64	49	65	48	43	62	67	76	42	45	64	50	78	29	54	69	75	50	52	57	61	35	30	36	54	81	76	78	62	63	50	26	4	72	61	71	52	56	71	34	39	56	36	32	94	49	41	46	56	52	73	74	41	56	91	56	84	58	72	57	52	73	72	15	26	69	63	10	12	13	9	7	15	2	56	82	99	36	76	72	80	69	51	60	62	56	74	72	42	5	60	13	38	55	53	58									
		4.88%	5.19%	4.88%	3.95%	3.34%	4.20%	4.93%	3.48%	4.36%	5.27%	4.98%	4.51%	4.22%	4.71%	4.82%	6.22%	5.21%	4.47%	4.86%	5.00%	6.98%	5.65%	1.60%	3.12%	7.02%	4.53%	4.32%	5.09%	3.92%	4.97%	4.17%	4.89%	4.58%	4.46%	5.21%	6.28%	5.90%	3.90%	4.49%	5.22%	4.79%	8.67%	3.13%	5.42%	5.03%	5.29%	4.21%	4.13%	4.20%	4.62%	3.60%	3.26%	3.46%	6.09%	5.73%	6.10%	4.88%	5.75%	5.01%	5.02%	4.81%	2.72%	6.16%	5.45%	4.69%	3.97%	4.81%	4.99%	4.97%	4.13%	5.47%	3.03%	3.01%	6.55%	3.99%	6.12%	4.88%	4.77%	5.14%	6.23%	4.87%	4.61%	4.67%	5.61%	5.10%	5.60%	4.44%	4.63%	4.55%	3.78%	4.42%	5.00%	2.91%	3.35%	5.04%	5.04%	5.26%	4.20%	6.77%	7.56%	4.83%	5.98%	3.23%	5.59%	6.17%	8.15%	4.93%	5.52%	4.63%	5.29%	4.50%	4.62%	6.48%	5.28%	4.48%	5.86%	7.38%	4.45%	6.33%	5.12%	2.84%	3.63%	4.01%	4.46%	4.09%									
22	Прохоров Михаил Дмитриевич	15251	46	80	81	160	82	170	95	117	207	122	102	101	84	75	134	185	132	224	143	201	265	126	57	22	136	65	95	103	109	93	148	82	84	99	76	117	65	88	93	87	74	61	87	142	152	101	82	137	136	57	59	75	74	178	97	162	106	131	63	21	12	177	171	264	189	231	241	117	139	80	78	62	195	120	61	68	95	96	98	297	152	160	189	122	240	173	232	182	231	295	180	27	46	193	128	13	9	7	4	3	9	2	149	214	161	94	185	315	231	183	204	164	160	204	192	157	147	12	124	38	101	96	90	96									
		11.34%	5.97%	9.52%	7.61%	14.06%	7.82%	13.09%	8.07%	8.50%	12.68%	9.97%	8.67%	8.88%	8.80%	8.04%	11.73%	12.68%	13.12%	16.48%	14.02%	13.49%	16.62%	16.84%	6.35%	12.87%	7.90%	8.26%	8.06%	8.58%	8.46%	7.92%	11.14%	7.82%	8.71%	8.33%	7.12%	9.08%	6.04%	8.78%	7.59%	8.34%	8.22%	6.58%	8.73%	10.35%	10.71%	8.51%	6.51%	10.09%	10.31%	5.86%	6.42%	7.22%	8.34%	12.60%	7.79%	10.13%	9.83%	10.41%	6.32%	3.88%	8.16%	15.15%	15.28%	17.45%	14.43%	19.83%	16.96%	17.11%	14.71%	7.81%	6.55%	5.83%	13.59%	9.78%	9.10%	7.21%	8.09%	9.49%	8.36%	19.53%	17.08%	13.34%	11.65%	11.11%	16.01%	13.26%	14.92%	14.54%	16.78%	17.87%	12.50%	5.23%	5.94%	14.09%	10.24%	6.84%	3.15%	3.65%	3.36%	2.07%	3.59%	3.23%	14.89%	16.11%	13.26%	12.88%	13.44%	20.27%	15.29%	11.92%	18.46%	17.71%	13.62%	16.32%	15.20%	16.09%	15.57%	15.19%	10.57%	8.32%	9.64%	6.99%	7.58%	6.77%									
23	Путин Владимир Владимирович	65669	435	453	563	576	544	615	583	691	798	597	610	567	455	481	545	689	460	610	490	640	645	274	564	93	879	420	567	570	623	642	669	563	487	618	514	688	561	476	628	544	441	478	517	700	680	643	675	698	692	518	503	556	424	668	589	831	523	656	575	338	72	555	498	662	614	541	630	322	459	532	654	581	670	596	337	516	584	494	567	698	420	575	733	520	658	554	743	573	642	728	713	292	391	628	658	102	174	76	71	83	164	34	418	541	514	312	636	689	685	723	511	387	545	547	555	421	463	32	578	234	513	685	589	845									
		48.82%	56.42%	53.93%	52.91%	50.62%	51.91%	47.34%	49.53%	50.22%	48.90%	48.77%	51.87%	49.87%	47.64%	51.55%	47.72%	47.22%	45.73%	44.89%	48.04%	42.95%	40.46%	36.63%	62.88%	54.39%	51.07%	53.37%	48.13%	47.50%	48.33%	54.68%	50.34%	53.67%	50.52%	51.98%	48.17%	53.37%	52.14%	47.50%	51.27%	52.16%	49.00%	51.56%	51.86%	51.02%	47.92%	54.17%	53.57%	51.40%	52.46%	53.24%	54.73%	53.51%	47.80%	47.28%	47.31%	51.94%	48.52%	52.15%	57.67%	62.48%	48.98%	47.52%	44.50%	43.75%	46.87%	46.44%	44.33%	47.08%	48.57%	51.95%	54.96%	54.61%	46.69%	48.57%	50.30%	54.72%	49.74%	48.81%	48.38%	45.89%	47.19%	47.96%	45.19%	47.36%	43.90%	42.45%	47.78%	45.77%	46.62%	44.09%	49.51%	56.59%	50.45%	45.84%	52.64%	53.68%	60.84%	39.58%	59.66%	57.24%	65.34%	54.84%	41.76%	40.74%	42.34%	42.74%	46.19%	44.34%	45.33%	47.10%	46.24%	41.79%	46.38%	43.76%	43.94%	43.14%	49.05%	40.51%	49.28%	51.20%	48.95%	49.93%	49.58%	59.55%									
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
																																																																																																																																							
