Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Ирбитская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	3	4	5	3	2	4	11	1	5	3	5	8	2	2	4	2	2	5	2	4	10	3	5	3	2	6	2	7	7	5	6	2	3	2	3	4	2	3	7	3	2	4	2	2	2	2	4	3	2	4	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	63	0	2	0	3	0	1	7	1	3	0	1	1	1	0	0	0	0	0	0	0	8	0	3	0	0	1	1	5	2	1	6	0	2	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	106	0	3	4	7	3	5	3	5	1	2	1	2	0	2	2	3	1	2	0	0	0	1	0	3	5	2	4	0	0	6	1	4	4	3	1	1	1	3	2	1	2	1	2	1	1	0	1	0	2	6	2					
14	Число погашенных открепительных удостоверений	136	3	2	5	0	2	3	4	0	2	3	4	7	1	2	4	2	2	5	2	4	2	3	2	3	2	5	1	2	5	4	0	2	1	2	3	3	2	2	7	3	2	0	2	2	2	2	4	3	2	4	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	288	9	7	6	2	5	4	7	2	15	7	15	6	0	3	4	4	5	4	5	11	3	8	9	4	2	3	3	10	5	10	6	5	1	5	6	4	4	3	15	3	7	8	3	5	5	1	3	8	2	11	5					
		2.27%	3.26%	3.5%	2.10%	1.04%	4.76%	1.45%	1.74%	1.47%	3.02%	3.58%	4.03%	1.69%	0.0%	2.45%	1.56%	4.21%	5.49%	1.22%	3.49%	3.58%	0.49%	3.57%	2.36%	2.10%	2.32%	0.85%	1.64%	2.39%	1.02%	3.50%	1.70%	3.03%	0.62%	3.18%	3.06%	1.6%	2.15%	1.38%	3.12%	1.78%	4.54%	2.36%	3.09%	4.76%	5.26%	1.0%	1.07%	3.92%	2.43%	4.60%	0.76%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	221	1	1	4	6	1	6	3	0	9	7	2	0	0	2	4	3	0	7	1	1	9	5	8	5	1	12	4	9	10	6	6	4	4	0	6	3	4	8	6	3	3	4	1	1	2	1	3	3	3	8	21					
		1.74%	0.36%	0.5%	1.40%	3.14%	0.95%	2.18%	0.74%	0.0%	1.81%	3.58%	0.53%	0.0%	0.0%	1.63%	1.56%	3.15%	0.0%	2.14%	0.69%	0.32%	1.47%	2.23%	2.09%	2.63%	1.16%	3.43%	2.19%	2.15%	2.05%	2.10%	1.70%	2.42%	2.48%	0.0%	3.06%	1.2%	2.15%	3.70%	1.25%	1.78%	1.94%	1.18%	1.03%	0.95%	2.10%	1.0%	1.07%	1.47%	3.65%	3.34%	3.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	531	13	7	15	14	7	2	12	5	24	12	18	6	3	2	8	1	0	11	8	10	33	5	19	15	2	16	4	18	27	25	23	6	11	1	2	22	6	9	7	8	3	19	0	4	4	2	10	9	5	19	19					
		4.19%	4.71%	3.5%	5.26%	7.32%	6.66%	0.72%	2.98%	3.67%	4.83%	6.15%	4.83%	1.69%	2.22%	1.63%	3.13%	1.05%	0.0%	3.37%	5.59%	3.25%	5.41%	2.23%	4.98%	7.89%	2.32%	4.58%	2.19%	4.30%	5.54%	8.77%	6.55%	3.63%	6.83%	0.63%	1.02%	8.8%	3.22%	4.16%	1.45%	4.76%	1.94%	5.62%	0.0%	3.80%	4.21%	2.0%	3.58%	4.41%	6.09%	7.94%	2.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	499	8	10	35	9	6	12	32	1	19	11	13	3	2	9	11	2	2	9	3	3	36	4	13	4	2	6	2	35	30	9	14	3	9	16	13	11	5	3	4	1	3	3	2	1	1	1	10	1	1	11	45					
		3.94%	2.89%	5.0%	12.28%	4.71%	5.71%	4.37%	7.96%	0.73%	3.83%	5.64%	3.49%	0.84%	1.48%	7.37%	4.31%	2.10%	2.19%	2.76%	2.09%	0.97%	5.91%	1.78%	3.41%	2.10%	2.32%	1.71%	1.09%	8.37%	6.16%	3.15%	3.98%	1.81%	5.59%	10.19%	6.63%	4.4%	2.68%	1.38%	0.83%	0.59%	1.94%	0.88%	2.06%	0.95%	1.05%	1.0%	3.58%	0.49%	1.21%	4.60%	6.89%					
22	"5. ""За Русь Святую"""	71	7	2	2	4	0	4	1	0	2	2	3	0	0	5	4	0	0	1	0	0	0	1	2	4	0	2	0	3	2	1	1	3	1	3	2	0	0	3	0	1	1	0	0	0	1	0	2	0	0	1	0					
		0.56%	2.53%	1.0%	0.70%	2.09%	0.0%	1.45%	0.24%	0.0%	0.40%	1.02%	0.80%	0.0%	0.0%	4.09%	1.56%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.44%	0.52%	2.10%	0.0%	0.57%	0.0%	0.71%	0.41%	0.35%	0.28%	1.81%	0.62%	1.91%	1.02%	0.0%	0.0%	1.38%	0.0%	0.59%	0.64%	0.0%	0.0%	0.0%	1.05%	0.0%	0.71%	0.0%	0.0%	0.41%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	135	1	0	7	3	3	1	1	0	10	1	11	1	3	6	1	1	0	2	2	4	3	1	3	1	0	4	3	1	4	2	4	1	4	2	2	5	4	2	4	2	6	1	1	1	1	0	0	1	3	8	3					
		1.06%	0.36%	0.0%	2.45%	1.57%	2.85%	0.36%	0.24%	0.0%	2.01%	0.51%	2.95%	0.28%	2.22%	4.91%	0.39%	1.05%	0.0%	0.61%	1.39%	1.30%	0.49%	0.44%	0.78%	0.52%	0.0%	1.14%	1.64%	0.23%	0.82%	0.70%	1.13%	0.60%	2.48%	1.27%	1.02%	2.0%	2.15%	0.92%	0.83%	1.19%	3.89%	0.29%	1.03%	0.95%	1.05%	0.0%	0.0%	0.49%	3.65%	3.34%	0.45%					
24	"7. ""Новый курс - Автомобильная Россия"""	66	2	1	0	2	0	3	0	1	6	3	3	1	0	2	2	0	0	2	0	1	5	0	3	0	0	1	0	2	2	0	2	0	2	0	3	2	0	0	1	0	2	2	0	0	1	0	1	2	0	2	4					
		0.52%	0.72%	0.5%	0.0%	1.04%	0.0%	1.09%	0.0%	0.73%	1.20%	1.53%	0.80%	0.28%	0.0%	1.63%	0.78%	0.0%	0.0%	0.61%	0.0%	0.32%	0.82%	0.0%	0.78%	0.0%	0.0%	0.28%	0.0%	0.47%	0.41%	0.0%	0.56%	0.0%	1.24%	0.0%	1.53%	0.8%	0.0%	0.0%	0.20%	0.0%	1.29%	0.59%	0.0%	0.0%	1.05%	0.0%	0.35%	0.98%	0.0%	0.83%	0.61%					
25	"8. ""Народно-республиканская партия России"""	37	0	3	1	0	0	0	0	1	3	0	2	1	2	2	0	1	0	0	0	1	3	0	0	0	0	0	1	0	2	0	1	0	2	0	2	0	0	1	1	0	0	0	0	0	0	3	0	1	0	3	0					
		0.29%	0.0%	1.5%	0.35%	0.0%	0.0%	0.0%	0.0%	0.73%	0.60%	0.0%	0.53%	0.28%	1.48%	1.63%	0.0%	1.05%	0.0%	0.0%	0.0%	0.32%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.41%	0.0%	0.28%	0.0%	1.24%	0.0%	1.02%	0.0%	0.0%	0.46%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0%	0.0%	0.49%	0.0%	1.25%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	37	0	3	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	3	3	1	0	0	0	0	0	1	0	3	1	0	1	0	0	0	1	2	0	2	4	0	0	0	2	0	0	0	1	0	0	3					
		0.29%	0.0%	1.5%	0.0%	0.0%	0.95%	0.36%	0.0%	0.0%	0.0%	0.51%	0.26%	0.28%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	2.09%	0.97%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.61%	0.35%	0.0%	0.60%	0.0%	0.0%	0.0%	0.4%	1.07%	0.0%	0.41%	2.38%	0.0%	0.0%	0.0%	1.90%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.45%					
27	"10. ""Аграрная партия России"""	1693	14	28	48	9	11	39	23	3	48	14	71	82	23	16	44	11	8	61	24	83	49	9	54	46	6	113	36	25	68	27	12	14	9	9	27	27	36	28	99	30	25	64	15	15	23	32	52	31	3	9	40					
		13.38%	5.07%	14.0%	16.84%	4.71%	10.47%	14.23%	5.72%	2.20%	9.67%	7.17%	19.08%	23.09%	17.03%	13.11%	17.25%	11.57%	8.79%	18.71%	16.78%	27.03%	8.04%	4.01%	14.17%	24.21%	6.97%	32.37%	19.78%	5.98%	13.96%	9.47%	3.41%	8.48%	5.59%	5.73%	13.77%	10.8%	19.35%	12.96%	20.62%	17.85%	16.23%	18.93%	15.46%	14.28%	24.21%	32.0%	18.63%	15.19%	3.65%	3.76%	6.12%					
28	"11. ""Истинные патриоты России"""	17	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	2	1	0	0	0	0	0	0	0	0	1					
		0.13%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.26%	0.0%	0.0%	0.0%	0.0%	2.10%	0.0%	0.30%	0.0%	0.32%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.92%	0.41%	0.0%	1.29%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	117	3	1	4	2	1	5	3	3	1	2	6	4	1	3	2	2	3	3	0	3	12	1	1	2	0	3	1	9	3	0	2	0	0	8	2	2	2	0	4	0	2	0	1	1	1	0	1	0	1	2	4					
		0.92%	1.08%	0.5%	1.40%	1.04%	0.95%	1.82%	0.74%	2.20%	0.20%	1.02%	1.61%	1.12%	0.74%	2.45%	0.78%	2.10%	3.29%	0.92%	0.0%	0.97%	1.97%	0.44%	0.26%	1.05%	0.0%	0.85%	0.54%	2.15%	0.61%	0.0%	0.56%	0.0%	0.0%	5.09%	1.02%	0.8%	1.07%	0.0%	0.83%	0.0%	1.29%	0.0%	1.03%	0.95%	1.05%	0.0%	0.35%	0.0%	1.21%	0.83%	0.61%					
30	"13. ""Демократическая партия России"""	53	0	1	3	2	1	5	0	2	2	0	1	1	0	0	2	0	0	0	0	0	2	0	1	3	0	0	0	3	2	2	3	0	2	0	1	0	1	1	0	0	0	2	0	0	1	3	3	0	0	3	0					
		0.41%	0.0%	0.5%	1.05%	1.04%	0.95%	1.82%	0.0%	1.47%	0.40%	0.0%	0.26%	0.28%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.26%	1.57%	0.0%	0.0%	0.0%	0.71%	0.41%	0.70%	0.85%	0.0%	1.24%	0.0%	0.51%	0.0%	0.53%	0.46%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	1.05%	3.0%	1.07%	0.0%	0.0%	1.25%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	38	1	1	0	0	1	0	2	1	1	0	2	1	0	1	0	0	0	1	3	0	0	3	0	1	2	0	0	1	0	1	1	0	0	0	1	2	0	1	3	0	0	0	0	0	0	0	3	3	0	0	1					
		0.30%	0.36%	0.5%	0.0%	0.0%	0.95%	0.0%	0.49%	0.73%	0.20%	0.0%	0.53%	0.28%	0.0%	0.81%	0.0%	0.0%	0.0%	0.30%	2.09%	0.0%	0.0%	1.33%	0.0%	0.52%	2.32%	0.0%	0.0%	0.23%	0.0%	0.35%	0.28%	0.0%	0.0%	0.0%	0.51%	0.8%	0.0%	0.46%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	1.47%	0.0%	0.0%	0.15%					
32	"15. ""Партия СЛОН"""	25	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	0	3	0	0	2	0	1	0	1	1	0	2	2	1	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.81%	0.0%	1.05%	0.0%	0.30%	0.0%	0.0%	0.49%	0.0%	0.0%	1.05%	0.0%	0.28%	0.0%	0.23%	0.20%	0.0%	0.56%	1.21%	0.62%	0.0%	0.0%	0.4%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	1.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%					
33	"16. ""Родина"" (народно-патриотический союз)"""	482	4	7	8	6	5	9	17	11	19	3	10	17	4	5	7	3	1	1	4	7	42	6	30	2	9	9	2	28	24	16	22	4	13	15	2	7	8	3	11	5	0	8	1	3	2	1	12	4	0	11	34					
		3.81%	1.44%	3.5%	2.80%	3.14%	4.76%	3.28%	4.22%	8.08%	3.83%	1.53%	2.68%	4.78%	2.96%	4.09%	2.74%	3.15%	1.09%	0.30%	2.79%	2.28%	6.89%	2.67%	7.87%	1.05%	10.46%	2.57%	1.09%	6.69%	4.92%	5.61%	6.26%	2.42%	8.07%	9.55%	1.02%	2.8%	4.30%	1.38%	2.29%	2.97%	0.0%	2.36%	1.03%	2.85%	2.10%	1.0%	4.30%	1.96%	0.0%	4.60%	5.20%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	1	1	2	0	0	3	1	0	2	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	2	2	0	2	1	3	0	0	2	1	2	0	0	1	0	0	1	0	0	2	1	1	2	0					
		0.30%	0.36%	0.5%	0.70%	0.0%	0.0%	1.09%	0.24%	0.0%	0.40%	0.51%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	1.09%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.47%	0.41%	0.0%	0.56%	0.60%	1.86%	0.0%	0.0%	0.8%	0.53%	0.92%	0.0%	0.0%	0.64%	0.0%	0.0%	0.95%	0.0%	0.0%	0.71%	0.49%	1.21%	0.83%	0.0%					
35	"18. ""ЛДПР"""	1480	30	21	20	20	12	27	66	34	67	31	39	22	23	9	25	16	12	35	8	15	108	36	44	12	7	34	12	56	55	37	35	24	11	13	8	39	27	16	43	24	19	55	7	9	5	11	24	27	4	23	123					
		11.70%	10.86%	10.5%	7.01%	10.47%	11.42%	9.85%	16.41%	24.99%	13.50%	15.89%	10.48%	6.19%	17.03%	7.37%	9.80%	16.84%	13.18%	10.73%	5.59%	4.88%	17.73%	16.07%	11.54%	6.31%	8.13%	9.74%	6.59%	13.39%	11.29%	12.98%	9.97%	14.54%	6.83%	8.28%	4.08%	15.6%	14.51%	7.40%	8.95%	14.28%	12.33%	16.27%	7.21%	8.57%	5.26%	11.0%	8.60%	13.23%	4.87%	9.62%	18.83%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	696	14	16	12	12	3	8	16	14	39	5	16	21	8	7	30	5	4	8	7	9	24	11	10	7	9	15	5	21	44	10	32	12	7	10	3	13	18	19	56	13	15	12	5	2	10	7	11	10	5	12	14					
		5.50%	5.07%	8.0%	4.21%	6.28%	2.85%	2.91%	3.98%	10.29%	7.86%	2.56%	4.30%	5.91%	5.92%	5.73%	11.76%	5.26%	4.39%	2.45%	4.89%	2.93%	3.94%	4.91%	2.62%	3.68%	10.46%	4.29%	2.74%	5.02%	9.03%	3.50%	9.11%	7.27%	4.34%	6.36%	1.53%	5.2%	9.67%	8.79%	11.66%	7.73%	9.74%	3.55%	5.15%	1.90%	10.52%	7.0%	3.94%	4.90%	6.09%	5.02%	2.14%					
37	"20. ""Политическая партия ""Единая Россия"""	4431	147	66	73	83	31	70	145	44	177	73	114	77	28	14	68	34	43	153	60	109	204	121	138	57	30	75	95	136	124	102	130	72	57	62	103	80	48	101	184	68	54	97	54	45	27	9	98	85	44	93	229					
		35.03%	53.26%	33.0%	25.61%	43.45%	29.52%	25.54%	36.06%	32.35%	35.68%	37.43%	30.64%	21.69%	20.74%	11.47%	26.66%	35.78%	47.25%	46.93%	41.95%	35.50%	33.49%	54.01%	36.22%	29.99%	34.88%	21.48%	52.19%	32.53%	25.46%	35.78%	37.03%	43.63%	35.40%	39.49%	52.55%	32.0%	25.80%	46.75%	38.33%	40.47%	35.06%	28.69%	55.67%	42.85%	28.42%	9.0%	35.12%	41.66%	53.65%	38.91%	35.06%					
38	"21. ""Российская Конституционно-демократическая партия"""	35	2	1	1	0	2	0	0	1	4	0	3	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	2	1	0	0	0	2	0	1	1	0	2	0	0	1	1					
		0.27%	0.72%	0.5%	0.35%	0.0%	1.90%	0.0%	0.0%	0.73%	0.80%	0.0%	0.80%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.54%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	1.07%	0.46%	0.0%	0.0%	0.0%	0.59%	0.0%	0.95%	1.05%	0.0%	0.71%	0.0%	0.0%	0.41%	0.15%					
39	"22. ""Развитие предпринимательства"""	71	0	0	0	0	0	0	46	0	0	0	0	0	0	1	1	0	0	0	0	0	3	4	0	0	0	2	0	0	2	1	1	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	5					
		0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	11.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	1.78%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.41%	0.35%	0.28%	0.0%	0.62%	0.0%	0.51%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	974	11	14	25	9	10	59	0	10	25	8	17	93	25	24	30	4	7	16	7	28	44	4	22	12	12	30	7	37	34	23	28	9	13	2	4	21	1	6	20	3	8	41	3	4	7	24	32	13	8	10	70					
		7.70%	3.98%	7.0%	8.77%	4.71%	9.52%	21.53%	0.0%	7.35%	5.04%	4.10%	4.56%	26.19%	18.51%	19.67%	11.76%	4.21%	7.69%	4.90%	4.89%	9.12%	7.22%	1.78%	5.77%	6.31%	13.95%	8.59%	3.84%	8.85%	6.98%	8.07%	7.97%	5.45%	8.07%	1.27%	2.04%	8.4%	0.53%	2.77%	4.16%	1.78%	5.19%	12.13%	3.09%	3.80%	7.36%	24.0%	11.46%	6.37%	9.75%	4.18%	10.71%					
																																																										
41	Против всех	433	7	5	12	6	2	10	17	3	19	9	20	14	10	2	9	2	1	8	7	15	18	3	19	10	2	15	4	16	29	9	18	2	3	3	6	2	10	6	9	2	1	12	3	5	1	5	7	0	1	4	30					
		3.42%	2.53%	2.5%	4.21%	3.14%	1.90%	3.64%	4.22%	2.20%	3.83%	4.61%	5.37%	3.94%	7.40%	1.63%	3.52%	2.10%	1.09%	2.45%	4.89%	4.88%	2.95%	1.33%	4.98%	5.26%	2.32%	4.29%	2.19%	3.82%	5.95%	3.15%	5.12%	1.21%	1.86%	1.91%	3.06%	0.8%	5.37%	2.77%	1.87%	1.19%	0.64%	3.55%	3.09%	4.76%	1.05%	5.0%	2.50%	0.0%	1.21%	1.67%	4.59%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
