Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Упоровская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.49%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.24%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.08%	0.63%	0.97%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	563	15	9	0	1	10	10	6	14	6	5	6	5	9	7	3	6	2	5	22	3	6	16	8	4	10	13	17	27	6	15	96	1	3	38	37	24	89	6	3									
		4.12%	3.42%	4.48%	0.00%	1.23%	2.26%	9.26%	8.70%	2.07%	2.94%	5.05%	4.38%	4.90%	1.45%	1.29%	2.68%	3.02%	3.17%	3.21%	5.13%	2.33%	4.92%	3.79%	3.81%	3.31%	4.03%	4.10%	3.59%	3.05%	3.66%	3.57%	13.46%	0.53%	1.72%	3.01%	3.02%	2.14%	21.55%	4.44%	2.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	2	0	0									
		0.08%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.11%	0.00%	0.24%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	37	0	0	0	0	0	0	0	1	0	0	1	0	0	3	2	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	3	0	0	6	4	4	5	1	2									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.73%	0.00%	0.00%	0.55%	1.79%	0.00%	0.00%	0.64%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.61%	0.00%	0.42%	0.00%	0.00%	0.48%	0.33%	0.36%	1.21%	0.74%	1.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	3	0	2	0	0	0	0	0	0	2	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.42%	0.34%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	0	0	2	0	0	0	0	1	1	1	1	0	3	3	0	0	2	0	1	1	0	1	0	0	2	1	0	2	2	2	7	0	0	2	2	9	1	0	0									
		0.34%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.15%	0.49%	1.01%	0.73%	0.00%	0.48%	0.55%	0.00%	0.00%	3.17%	0.00%	0.23%	0.78%	0.00%	0.24%	0.00%	0.00%	0.81%	0.32%	0.00%	0.23%	1.22%	0.48%	0.98%	0.00%	0.00%	0.16%	0.16%	0.80%	0.24%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	750	22	11	7	2	40	3	9	38	6	6	7	5	22	20	4	7	1	6	21	5	5	14	7	4	7	15	39	29	23	22	82	0	3	76	69	59	32	15	7									
		5.49%	5.02%	5.47%	4.93%	2.47%	9.03%	2.78%	13.04%	5.61%	2.94%	6.06%	5.11%	4.90%	3.54%	3.69%	3.57%	3.52%	1.59%	3.85%	4.90%	3.88%	4.10%	3.32%	3.33%	3.31%	2.82%	4.73%	8.23%	3.28%	14.02%	5.24%	11.50%	0.00%	1.72%	6.02%	5.64%	5.27%	7.75%	11.11%	6.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	0	1	1	1	0	1	1	3	0	0	0	1	0	0	1	0	0	3	5	6	0	0	0									
		0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.73%	0.00%	0.32%	0.37%	0.00%	0.00%	0.00%	0.64%	0.23%	0.78%	0.00%	0.24%	0.48%	2.48%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.14%	0.00%	0.00%	0.24%	0.41%	0.54%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	778	7	6	9	1	35	2	1	58	6	5	6	4	38	33	5	9	3	7	29	4	9	24	11	7	15	25	27	50	9	35	52	0	1	76	74	75	14	3	3									
		5.69%	1.60%	2.99%	6.34%	1.23%	7.90%	1.85%	1.45%	8.57%	2.94%	5.05%	4.38%	3.92%	6.12%	6.09%	4.46%	4.52%	4.76%	4.49%	6.76%	3.10%	7.38%	5.69%	5.24%	5.79%	6.05%	7.89%	5.70%	5.66%	5.49%	8.33%	7.29%	0.00%	0.57%	6.02%	6.05%	6.70%	3.39%	2.22%	2.86%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
