Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Пригородная																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №680	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №688	УИК №689	УИК №692	УИК №693									
		44.92%	43.68%	43.16%	54.17%	61.61%	73.08%	46.49%	47.48%	56.52%	59.60%	50.60%	60.32%	80.56%	54.30%	45.45%	44.29%	63.04%	58.10%	45.07%	42.86%	41.89%	62.38%	45.83%	60.00%	39.53%	35.26%	46.85%	45.59%	44.32%	53.64%	36.27%	47.27%	46.96%	38.25%	50.23%	43.89%	46.69%	38.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	74	4	4	0	0	0	3	8	0	1	1	1	0	1	1	2	3	0	1	1	5	0	1	2	5	1	0	1	3	3	9	0	1	0	0	5	1	6									
		0.68%	0.62%	0.77%	0.00%	0.00%	0.00%	0.73%	1.09%	0.00%	1.01%	0.60%	1.59%	0.00%	0.66%	0.51%	2.86%	6.52%	0.00%	0.70%	0.35%	0.91%	0.00%	0.83%	1.38%	0.83%	0.13%	0.00%	1.47%	3.41%	0.91%	1.02%	0.00%	0.20%	0.00%	0.00%	1.00%	0.33%	0.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	1	1	0	1	0	1	1	0	0	1	0	2	1	0									
		0.17%	0.16%	0.19%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.55%	0.99%	0.00%	0.00%	0.17%	0.13%	0.00%	1.47%	0.00%	0.30%	0.11%	0.00%	0.00%	0.27%	0.00%	0.40%	0.33%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2165	122	90	17	52	5	81	110	6	15	33	13	4	27	36	19	5	37	41	66	126	22	25	19	117	151	23	13	21	59	254	29	103	66	57	99	71	131									
		19.91%	19.03%	17.34%	23.61%	16.10%	9.62%	19.61%	15.01%	13.04%	15.15%	19.64%	20.63%	11.11%	17.88%	18.18%	27.14%	10.87%	17.62%	28.87%	22.99%	22.95%	21.78%	20.83%	13.10%	19.44%	19.43%	20.72%	19.12%	23.86%	17.88%	28.70%	26.36%	20.85%	18.03%	25.79%	19.84%	23.51%	15.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	46	1	6	0	0	0	4	1	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	0	5	0	1	0	1	0	6	0	2	2	2	8	0	1									
		0.42%	0.16%	1.16%	0.00%	0.00%	0.00%	0.97%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	2.17%	0.00%	0.70%	0.00%	0.36%	0.99%	0.00%	0.00%	0.83%	0.00%	0.90%	0.00%	1.14%	0.00%	0.68%	0.00%	0.40%	0.55%	0.90%	1.60%	0.00%	0.12%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	89	2	2	1	2	0	3	0	1	0	2	0	0	0	5	2	2	2	0	1	4	0	0	1	10	10	1	1	0	3	9	0	2	5	2	5	3	8									
		0.82%	0.31%	0.39%	1.39%	0.62%	0.00%	0.73%	0.00%	2.17%	0.00%	1.19%	0.00%	0.00%	0.00%	2.53%	2.86%	4.35%	0.95%	0.00%	0.35%	0.73%	0.00%	0.00%	0.69%	1.66%	1.29%	0.90%	1.47%	0.00%	0.91%	1.02%	0.00%	0.40%	1.37%	0.90%	1.00%	0.99%	0.95%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1									
		0.11%	0.16%	0.00%	0.00%	0.31%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.27%	0.00%	0.40%	0.00%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	1	2	0	1	0	4	11	1	0	1	0	0	1	0	0	0	1	0	2	2	0	0	1	2	9	1	1	1	3	7	3	0	2	1	8	1	15									
		0.75%	0.16%	0.39%	0.00%	0.31%	0.00%	0.97%	1.50%	2.17%	0.00%	0.60%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.48%	0.00%	0.70%	0.36%	0.00%	0.00%	0.69%	0.33%	1.16%	0.90%	1.47%	1.14%	0.91%	0.79%	2.73%	0.00%	0.55%	0.45%	1.60%	0.33%	1.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1139	67	46	7	21	5	36	110	2	11	10	6	0	21	24	5	0	9	10	28	70	4	13	8	85	104	14	12	6	23	101	10	45	33	18	57	28	90									
		10.47%	10.45%	8.86%	9.72%	6.50%	9.62%	8.72%	15.01%	4.35%	11.11%	5.95%	9.52%	0.00%	13.91%	12.12%	7.14%	0.00%	4.29%	7.04%	9.76%	12.75%	3.96%	10.83%	5.52%	14.12%	13.38%	12.61%	17.65%	6.82%	6.97%	11.41%	9.09%	9.11%	9.02%	8.14%	11.42%	9.27%	10.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	4	3	0	2	0	5	15	0	1	2	0	0	0	0	0	3	1	0	2	3	0	1	2	1	9	0	0	1	2	3	1	1	1	0	4	0	0									
		0.62%	0.62%	0.58%	0.00%	0.62%	0.00%	1.21%	2.05%	0.00%	1.01%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	6.52%	0.48%	0.00%	0.70%	0.55%	0.00%	0.83%	1.38%	0.17%	1.16%	0.00%	0.00%	1.14%	0.61%	0.34%	0.91%	0.20%	0.27%	0.00%	0.80%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1316	107	103	3	22	0	46	69	1	6	13	2	2	2	11	8	0	21	9	29	61	4	12	10	89	148	12	1	12	31	88	5	52	78	13	44	27	175									
		12.10%	16.69%	19.85%	4.17%	6.81%	0.00%	11.14%	9.41%	2.17%	6.06%	7.74%	3.17%	5.56%	1.32%	5.56%	11.43%	0.00%	10.00%	6.34%	10.10%	11.11%	3.96%	10.00%	6.90%	14.78%	19.05%	10.81%	1.47%	13.64%	9.39%	9.94%	4.55%	10.53%	21.31%	5.88%	8.82%	8.94%	20.86%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
