Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Дубовская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436									
		3.24%	3.27%	3.44%	3.35%	1.53%	4.62%	4.67%	2.16%	5.42%	4.17%	0.63%	3.99%	4.52%	4.58%	2.88%	3.13%	3.60%	2.76%	2.35%	1.17%	0.85%	3.43%	2.48%	2.54%	0.94%	2.86%	2.41%	2.70%	4.17%	0.00%	6.93%	5.13%	5.22%	4.17%	0.00%	7.50%	4.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	194	12	10	3	11	10	5	11	10	5	4	15	11	5	5	7	3	4	5	2	4	4	10	4	2	7	14	0	1	0	5	0	2	3	0	0	0									
		2.02%	2.31%	3.13%	1.12%	2.41%	2.20%	1.23%	2.64%	2.36%	1.39%	2.52%	2.72%	2.76%	1.91%	1.20%	2.19%	1.20%	1.84%	1.18%	0.78%	1.70%	1.72%	2.48%	0.92%	0.94%	2.00%	5.62%	0.00%	4.17%	0.00%	4.95%	0.00%	1.74%	6.25%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4468	224	116	123	200	174	192	180	179	125	62	217	172	126	248	159	142	110	187	131	107	110	230	330	126	114	84	14	14	35	59	17	54	24	17	36	30									
		46.59%	43.08%	36.25%	45.72%	43.76%	38.24%	47.17%	43.17%	42.22%	34.72%	38.99%	39.31%	43.22%	48.09%	59.47%	49.69%	56.80%	50.69%	44.00%	51.17%	45.53%	47.21%	56.93%	76.21%	59.43%	32.57%	33.73%	37.84%	58.33%	64.81%	58.42%	43.59%	46.96%	50.00%	68.00%	45.00%	45.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	7	3	3	3	5	4	2	2	4	0	7	5	0	0	0	0	0	0	2	0	3	4	1	1	1	0	0	0	0	1	0	0	0	0	0	0									
		0.60%	1.35%	0.94%	1.12%	0.66%	1.10%	0.98%	0.48%	0.47%	1.11%	0.00%	1.27%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	1.29%	0.99%	0.23%	0.47%	0.29%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	0	1	0	1	0	0	1	1	1	0	0	2	1	1	0	0	0	0	0	2	1	1	0	1	0	0	0	2	1	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.22%	0.00%	0.25%	0.00%	0.00%	0.28%	0.63%	0.18%	0.00%	0.00%	0.48%	0.31%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.23%	0.47%	0.00%	0.40%	0.00%	0.00%	0.00%	1.98%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1649	93	58	59	102	89	76	91	71	62	34	94	81	35	51	58	39	37	74	63	37	35	42	19	37	71	52	9	2	9	8	3	15	10	1	16	16									
		17.19%	17.88%	18.13%	21.93%	22.32%	19.56%	18.67%	21.82%	16.75%	17.22%	21.38%	17.03%	20.35%	13.36%	12.23%	18.13%	15.60%	17.05%	17.41%	24.61%	15.74%	15.02%	10.40%	4.39%	17.45%	20.29%	20.88%	24.32%	8.33%	16.67%	7.92%	7.69%	13.04%	20.83%	4.00%	20.00%	24.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	1	1	4	1	5	3	2	2	3	1	7	2	3	4	2	0	0	2	0	3	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.53%	0.19%	0.31%	1.49%	0.22%	1.10%	0.74%	0.48%	0.47%	0.83%	0.63%	1.27%	0.50%	1.15%	0.96%	0.63%	0.00%	0.00%	0.47%	0.00%	1.28%	0.00%	0.25%	0.69%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	7	2	1	5	0	0	2	5	3	3	4	6	0	1	2	2	1	3	0	1	0	2	1	0	2	2	0	0	0	0	0	2	0	0	1	0									
		0.60%	1.35%	0.63%	0.37%	1.09%	0.00%	0.00%	0.48%	1.18%	0.83%	1.89%	0.72%	1.51%	0.00%	0.24%	0.63%	0.80%	0.46%	0.71%	0.00%	0.43%	0.00%	0.50%	0.23%	0.00%	0.57%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	1.74%	0.00%	0.00%	1.25%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0									
		0.10%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.18%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.25%	0.23%	0.00%	0.29%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	75	6	5	2	6	3	5	3	4	5	1	6	5	2	5	1	0	0	0	2	2	3	1	1	2	2	2	1	0	0	0	0	0	0	0	0	0									
		0.78%	1.15%	1.56%	0.74%	1.31%	0.66%	1.23%	0.72%	0.94%	1.39%	0.63%	1.09%	1.26%	0.76%	1.20%	0.31%	0.00%	0.00%	0.00%	0.78%	0.85%	1.29%	0.25%	0.23%	0.94%	0.57%	0.80%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1818	111	71	39	68	90	71	71	84	100	38	109	54	52	61	63	42	40	112	38	55	46	69	28	33	105	63	6	2	6	14	13	23	5	4	16	16									
		18.96%	21.35%	22.19%	14.50%	14.88%	19.78%	17.44%	17.03%	19.81%	27.78%	23.90%	19.75%	13.57%	19.85%	14.63%	19.69%	16.80%	18.43%	26.35%	14.84%	23.40%	19.74%	17.08%	6.47%	15.57%	30.00%	25.30%	16.22%	8.33%	11.11%	13.86%	33.33%	20.00%	10.42%	16.00%	20.00%	24.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	5	1	1	1	0	6	5	3	4	0	5	4	1	4	1	0	1	0	1	0	0	2	2	0	2	2	0	0	0	0	0	2	0	0	0	0									
		0.55%	0.96%	0.31%	0.37%	0.22%	0.00%	1.47%	1.20%	0.71%	1.11%	0.00%	0.91%	1.01%	0.38%	0.96%	0.31%	0.00%	0.46%	0.00%	0.39%	0.00%	0.00%	0.50%	0.46%	0.00%	0.57%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	1.74%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	530	23	27	16	41	44	17	27	30	25	7	38	23	16	8	7	7	12	18	6	18	11	16	25	4	22	18	2	0	3	3	1	9	1	2	2	1									
		5.53%	4.42%	8.44%	5.95%	8.97%	9.67%	4.18%	6.47%	7.08%	6.94%	4.40%	6.88%	5.78%	6.11%	1.92%	2.19%	2.80%	5.53%	4.24%	2.34%	7.66%	4.72%	3.96%	5.77%	1.89%	6.29%	7.23%	5.41%	0.00%	5.56%	2.97%	2.56%	7.83%	2.08%	8.00%	2.50%	1.52%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
