12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																																																																										
18	Богданов Андрей Владимирович	122	1	1	2	1	2	3	1	2	5	0	1	1	2	1	0	0	0	0	0	4	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	1	2	3	0	0	1	0	1	2	0	0	2	0	0	0	1	3	1	0	0	0	0	0	0	3	1	1	1	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	3	1	0	0	0	2	1	0	3	0	0	0	0	0	3	0	0	3	0	1	0	1	0	1	1	0	0	1	0	2	1	2	1	1	0	3	2	1	0	0	0	5	0	0	3	0	2	0	1	0	0	2	0	0	0	3	3					
		2.01%	6.25%	6.25%	2.53%	6.25%	10.00%	3.85%	3.70%	2.22%	5.62%	0.00%	1.08%	4.00%	1.75%	2.27%	0.00%	0.00%	0.00%	0.00%	0.00%	19.05%	0.00%	6.25%	0.00%	0.00%	0.00%	6.12%	0.00%	0.00%	0.00%	0.00%	3.13%	0.00%	0.00%	0.00%	0.00%	2.11%	1.11%	0.00%	1.10%	0.00%	1.08%	1.11%	2.20%	3.26%	0.00%	0.00%	5.00%	0.00%	1.05%	3.51%	0.00%	0.00%	8.00%	0.00%	0.00%	0.00%	1.18%	11.54%	3.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.97%	1.92%	8.33%	2.13%	6.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.70%	3.70%	0.00%	0.00%	0.00%	3.33%	0.00%	0.00%	3.45%	0.00%	1.47%	0.00%	1.43%	1.54%	4.48%	1.20%	0.00%	0.00%	0.00%	4.55%	2.27%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	4.55%	0.00%	0.00%	23.08%	0.00%	1.41%	0.00%	4.55%	0.00%	4.76%	3.85%	0.00%	0.00%	1.39%	0.00%	9.52%	4.76%	4.00%	5.00%	5.56%	0.00%	3.57%	8.70%	1.72%	0.00%	0.00%	0.00%	23.81%	0.00%	0.00%	10.34%	0.00%	4.08%	0.00%	6.25%	0.00%	0.00%	3.23%	0.00%	0.00%	0.00%	4.48%	2.22%					
19	Жириновский Владимир Вольфович	1120	3	9	22	9	3	19	10	23	11	4	7	8	7	5	4	12	1	0	4	8	8	11	2	1	5	23	10	5	12	9	25	13	4	3	16	12	3	9	5	5	3	3	21	13	3	2	2	0	2	0	2	1	1	4	0	1	23	8	6	1	0	2	2	1	1	12	8	1	11	9	9	1	5	11	2	3	9	4	0	4	2	12	6	4	4	11	12	2	13	1	11	11	0	8	6	23	13	5	6	7	6	12	5	7	20	4	4	6	3	5	2	7	6	8	3	0	13	25	12	11	4	15	7	4	6	19	16	6	4	1	3	6	7	4	12	11	21	8	4	5	3	21	6	3	7	22	38					
		18.45%	18.75%	56.25%	27.85%	56.25%	15.00%	24.36%	37.04%	25.56%	12.36%	4.30%	7.53%	32.00%	6.14%	11.36%	13.79%	41.38%	4.76%	0.00%	18.18%	38.10%	57.14%	68.75%	20.00%	10.00%	55.56%	46.94%	22.73%	10.64%	44.44%	30.00%	78.13%	38.24%	26.67%	20.00%	17.78%	12.63%	3.33%	9.89%	5.49%	5.26%	3.23%	3.33%	23.08%	14.13%	3.26%	7.14%	10.00%	0.00%	2.11%	0.00%	11.11%	5.56%	4.00%	4.40%	0.00%	3.57%	27.06%	30.77%	22.22%	9.09%	0.00%	2.11%	3.17%	3.85%	3.70%	11.88%	15.38%	8.33%	23.40%	31.03%	30.00%	3.70%	17.86%	40.74%	7.41%	11.11%	33.33%	14.81%	0.00%	14.81%	7.14%	40.00%	19.35%	14.29%	13.79%	37.93%	17.65%	3.03%	18.57%	1.54%	16.42%	13.25%	0.00%	80.00%	20.69%	52.27%	29.55%	26.32%	22.22%	25.00%	17.14%	35.29%	19.23%	26.92%	30.30%	28.57%	30.77%	46.15%	21.43%	7.04%	10.53%	31.82%	37.50%	38.10%	11.54%	0.00%	86.67%	34.72%	54.55%	52.38%	19.05%	30.00%	35.00%	22.22%	60.00%	22.62%	69.57%	10.34%	28.57%	11.11%	37.50%	28.57%	26.92%	30.77%	41.38%	37.93%	42.86%	42.11%	25.00%	27.78%	18.75%	33.87%	42.86%	13.04%	28.00%	32.84%	28.15%					
20	Зюганов Геннадий Андреевич	430	1	1	12	1	5	6	4	9	14	2	11	1	6	4	3	3	3	0	2	3	3	0	0	0	0	4	3	10	1	5	2	1	1	1	16	4	1	10	2	3	2	2	5	10	6	1	2	0	1	2	1	0	0	1	2	0	4	3	4	0	9	1	0	0	0	9	1	1	5	9	3	1	2	2	0	1	2	3	0	1	2	4	1	0	0	2	1	1	4	1	5	3	0	1	1	1	2	0	2	1	7	3	0	0	7	2	0	1	0	2	0	1	2	1	1	0	1	23	0	2	0	7	4	1	0	7	2	4	2	0	0	0	5	2	1	1	6	2	2	4	9	7	0	1	1	8	15					
		7.08%	6.25%	6.25%	15.19%	6.25%	25.00%	7.69%	14.81%	10.00%	15.73%	2.15%	11.83%	4.00%	5.26%	9.09%	10.34%	10.34%	14.29%	0.00%	9.09%	14.29%	21.43%	0.00%	0.00%	0.00%	0.00%	8.16%	6.82%	21.28%	3.70%	16.67%	6.25%	2.94%	6.67%	6.67%	17.78%	4.21%	1.11%	10.99%	2.20%	3.16%	2.15%	2.22%	5.49%	10.87%	6.52%	3.57%	10.00%	0.00%	1.05%	3.51%	5.56%	0.00%	0.00%	1.10%	2.15%	0.00%	4.71%	11.54%	14.81%	0.00%	90.00%	1.05%	0.00%	0.00%	0.00%	8.91%	1.92%	8.33%	10.64%	31.03%	10.00%	3.70%	7.14%	7.41%	0.00%	3.70%	7.41%	11.11%	0.00%	3.70%	7.14%	13.33%	3.23%	0.00%	0.00%	6.90%	1.47%	1.52%	5.71%	1.54%	7.46%	3.61%	0.00%	10.00%	3.45%	2.27%	4.55%	0.00%	7.41%	3.57%	20.00%	8.82%	0.00%	0.00%	10.61%	14.29%	0.00%	7.69%	0.00%	2.82%	0.00%	4.55%	12.50%	4.76%	3.85%	0.00%	6.67%	31.94%	0.00%	9.52%	0.00%	14.00%	20.00%	5.56%	0.00%	8.33%	8.70%	6.90%	14.29%	0.00%	0.00%	0.00%	19.23%	15.38%	3.45%	3.45%	12.24%	10.53%	12.50%	22.22%	56.25%	11.29%	0.00%	4.35%	4.00%	11.94%	11.11%					
21	Медведев Дмитрий Анатольевич	4326	11	5	37	5	9	50	12	56	52	87	74	15	99	34	22	14	17	22	16	6	3	4	8	9	4	19	31	32	14	16	4	20	9	10	58	77	85	72	82	86	87	84	63	66	83	25	14	21	90	51	15	17	22	86	91	27	49	12	16	10	1	92	61	25	26	74	42	9	30	9	18	25	21	14	25	23	15	19	27	22	23	13	24	24	24	16	54	63	51	62	48	68	70	0	19	18	26	14	16	20	18	17	21	18	36	8	9	3	9	63	17	13	7	11	21	97	1	23	10	6	16	25	4	12	4	55	2	47	8	8	5	7	14	7	11	16	19	9	9	9	4	29	8	19	17	33	75					
		71.27%	68.75%	31.25%	46.84%	31.25%	45.00%	64.10%	44.44%	62.22%	58.43%	93.55%	79.57%	60.00%	86.84%	77.27%	75.86%	48.28%	80.95%	100.00%	72.73%	28.57%	21.43%	25.00%	80.00%	90.00%	44.44%	38.78%	70.45%	68.09%	51.85%	53.33%	12.50%	58.82%	60.00%	66.67%	64.44%	81.05%	94.44%	79.12%	90.11%	90.53%	93.55%	93.33%	69.23%	71.74%	90.22%	89.29%	70.00%	100.00%	94.74%	89.47%	83.33%	94.44%	88.00%	94.51%	97.85%	96.43%	57.65%	46.15%	59.26%	90.91%	10.00%	96.84%	96.83%	96.15%	96.30%	73.27%	80.77%	75.00%	63.83%	31.03%	60.00%	92.59%	75.00%	51.85%	92.59%	85.19%	55.56%	70.37%	100.00%	81.48%	82.14%	43.33%	77.42%	85.71%	82.76%	55.17%	79.41%	95.45%	72.86%	95.38%	71.64%	81.93%	100.00%	0.00%	65.52%	40.91%	59.09%	73.68%	59.26%	71.43%	51.43%	50.00%	80.77%	69.23%	54.55%	57.14%	69.23%	23.08%	64.29%	88.73%	89.47%	59.09%	43.75%	52.38%	80.77%	100.00%	6.67%	31.94%	45.45%	28.57%	76.19%	50.00%	20.00%	66.67%	40.00%	65.48%	8.70%	81.03%	57.14%	88.89%	62.50%	33.33%	53.85%	53.85%	37.93%	55.17%	38.78%	47.37%	56.25%	50.00%	25.00%	46.77%	57.14%	82.61%	68.00%	49.25%	55.56%					
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
																																																																																																																																																										
