7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	5443	27	83	65	66	66	67	69	64	27	30	29	28	26	27	28	27	27	27	28	18	80	84	51	43	29	29	22	17	15	20	20	85	53	49	28	21	13	30	39	118	59	92	96	94	17	30	20	21	21	16	23	19	45	45	63	17	16	19	16	94	95	96	98	95	94	90	96	99	94	98	93	91	97	28	29	20	19	60	29	33	25	29	21	14	58	18	18	18	72	75	47	53	31	23	25	95	47	20	24	62	58	14	14	14	14	10	14	59	14	44	14	27	46	63	16	27	28	48	26	13	27	21	19	18	16	33	19									
9	Число недействительных избирательных бюллетеней	35	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	0	0	4	0	0	0	0									
10	Число действительных избирательных бюллетеней	5408	27	83	65	66	66	67	69	63	27	30	29	28	25	25	28	27	27	27	28	18	77	84	51	43	29	29	22	15	10	20	19	85	53	49	28	21	13	30	39	118	59	92	96	94	17	30	20	21	21	16	23	19	45	45	63	17	16	19	16	94	95	96	98	95	94	90	96	99	93	98	92	91	97	27	29	20	19	59	29	33	25	29	21	14	57	18	18	18	72	75	47	53	31	23	25	93	46	20	24	62	58	14	13	14	14	10	14	59	14	44	14	27	45	60	16	27	28	48	23	13	27	21	15	18	16	33	19									
11	Число полученных открепительных  удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																										
19	Жириновский Владимир Вольфович	762	8	21	19	19	22	8	1	16	3	13	5	7	0	5	7	6	6	10	6	8	14	27	6	11	3	6	0	3	1	9	7	8	4	4	5	8	0	11	8	3	17	1	1	2	0	0	2	2	0	3	5	7	13	17	24	2	10	2	2	3	4	7	5	4	5	3	2	3	0	4	4	2	4	2	3	1	1	8	11	4	3	10	9	8	4	2	4	4	3	2	0	3	1	1	1	21	5	3	3	7	6	1	5	0	1	0	0	9	3	4	5	7	9	18	7	4	6	2	12	2	12	10	3	3	7	10	4									
		13.99%	29.63%	25.30%	29.23%	28.79%	33.33%	11.94%	1.45%	25.00%	11.11%	43.33%	17.24%	25.00%	0.00%	18.52%	25.00%	22.22%	22.22%	37.04%	21.43%	44.44%	17.50%	32.14%	11.76%	25.58%	10.34%	20.69%	0.00%	17.65%	6.67%	45.00%	35.00%	9.41%	7.55%	8.16%	17.86%	38.10%	0.00%	36.67%	20.51%	2.54%	28.81%	1.09%	1.04%	2.13%	0.00%	0.00%	10.00%	9.52%	0.00%	18.75%	21.74%	36.84%	28.89%	37.78%	38.10%	11.76%	62.50%	10.53%	12.50%	3.19%	4.21%	7.29%	5.10%	4.21%	5.32%	3.33%	2.08%	3.03%	0.00%	4.08%	4.30%	2.20%	4.12%	7.14%	10.34%	5.00%	5.26%	13.33%	37.93%	12.12%	12.00%	34.48%	42.86%	57.14%	6.90%	11.11%	22.22%	22.22%	4.17%	2.67%	0.00%	5.66%	3.23%	4.35%	4.00%	22.11%	10.64%	15.00%	12.50%	11.29%	10.34%	7.14%	35.71%	0.00%	7.14%	0.00%	0.00%	15.25%	21.43%	9.09%	35.71%	25.93%	19.57%	28.57%	43.75%	14.81%	21.43%	4.17%	46.15%	15.38%	44.44%	47.62%	15.79%	16.67%	43.75%	30.30%	21.05%									
20	Зюганов Геннадий Андреевич	474	5	10	10	12	20	17	1	6	2	3	1	8	3	2	6	7	2	6	6	0	9	8	13	11	2	4	6	2	3	4	4	3	6	7	4	2	0	3	15	3	13	1	2	4	0	1	0	1	1	3	2	6	7	5	4	3	2	2	0	3	2	1	3	4	3	4	1	3	0	3	2	3	3	0	0	1	0	9	5	12	1	2	3	4	0	0	5	1	1	1	2	1	2	0	0	9	2	0	1	5	3	0	0	1	0	0	0	2	1	2	0	9	17	6	5	1	10	2	1	2	4	0	5	4	0	3	1									
		8.71%	18.52%	12.05%	15.38%	18.18%	30.30%	25.37%	1.45%	9.38%	7.41%	10.00%	3.45%	28.57%	11.54%	7.41%	21.43%	25.93%	7.41%	22.22%	21.43%	0.00%	11.25%	9.52%	25.49%	25.58%	6.90%	13.79%	27.27%	11.76%	20.00%	20.00%	20.00%	3.53%	11.32%	14.29%	14.29%	9.52%	0.00%	10.00%	38.46%	2.54%	22.03%	1.09%	2.08%	4.26%	0.00%	3.33%	0.00%	4.76%	4.76%	18.75%	8.70%	31.58%	15.56%	11.11%	6.35%	17.65%	12.50%	10.53%	0.00%	3.19%	2.11%	1.04%	3.06%	4.21%	3.19%	4.44%	1.04%	3.03%	0.00%	3.06%	2.15%	3.30%	3.09%	0.00%	0.00%	5.00%	0.00%	15.00%	17.24%	36.36%	4.00%	6.90%	14.29%	28.57%	0.00%	0.00%	27.78%	5.56%	1.39%	1.33%	4.26%	1.89%	6.45%	0.00%	0.00%	9.47%	4.26%	0.00%	4.17%	8.06%	5.17%	0.00%	0.00%	7.14%	0.00%	0.00%	0.00%	3.39%	7.14%	4.55%	0.00%	33.33%	36.96%	9.52%	31.25%	3.70%	35.71%	4.17%	3.85%	15.38%	14.81%	0.00%	26.32%	22.22%	0.00%	9.09%	5.26%									
21	Миронов Сергей Михайлович	255	0	9	7	7	6	5	0	7	1	1	4	1	0	2	3	5	0	0	4	0	5	4	11	4	10	5	0	0	0	1	4	3	3	0	2	2	3	0	1	0	3	0	1	2	1	0	0	1	0	1	2	1	8	5	6	5	2	3	12	2	2	0	1	1	1	2	1	2	0	1	1	2	2	0	0	0	0	2	1	1	0	0	1	0	2	4	1	1	0	0	0	0	0	0	0	6	1	0	0	0	1	0	2	1	0	1	3	2	1	2	1	0	3	4	0	6	3	1	2	1	0	2	1	1	0	0	6									
		4.68%	0.00%	10.84%	10.77%	10.61%	9.09%	7.46%	0.00%	10.94%	3.70%	3.33%	13.79%	3.57%	0.00%	7.41%	10.71%	18.52%	0.00%	0.00%	14.29%	0.00%	6.25%	4.76%	21.57%	9.30%	34.48%	17.24%	0.00%	0.00%	0.00%	5.00%	20.00%	3.53%	5.66%	0.00%	7.14%	9.52%	23.08%	0.00%	2.56%	0.00%	5.08%	0.00%	1.04%	2.13%	5.88%	0.00%	0.00%	4.76%	0.00%	6.25%	8.70%	5.26%	17.78%	11.11%	9.52%	29.41%	12.50%	15.79%	75.00%	2.13%	2.11%	0.00%	1.02%	1.05%	1.06%	2.22%	1.04%	2.02%	0.00%	1.02%	1.08%	2.20%	2.06%	0.00%	0.00%	0.00%	0.00%	3.33%	3.45%	3.03%	0.00%	0.00%	4.76%	0.00%	3.45%	22.22%	5.56%	5.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.32%	2.13%	0.00%	0.00%	0.00%	1.72%	0.00%	14.29%	7.14%	0.00%	10.00%	21.43%	3.39%	7.14%	4.55%	7.14%	0.00%	6.52%	6.35%	0.00%	22.22%	10.71%	2.08%	7.69%	7.69%	0.00%	9.52%	5.26%	5.56%	0.00%	0.00%	31.58%									
22	Прохоров Михаил Дмитриевич	365	3	11	6	10	4	9	0	7	10	1	4	7	8	7	5	2	3	3	6	7	5	7	6	3	10	1	0	2	0	1	1	8	0	0	13	2	1	2	2	2	6	0	0	1	0	0	2	1	0	5	4	2	4	9	8	0	0	1	1	1	0	0	2	1	1	1	0	1	0	1	1	1	1	0	0	0	1	9	1	2	2	2	2	1	3	3	1	2	0	0	1	0	0	1	1	16	1	1	1	0	2	1	0	1	2	1	1	4	3	5	5	2	6	9	2	4	0	4	6	3	1	4	3	5	4	1	1									
		6.71%	11.11%	13.25%	9.23%	15.15%	6.06%	13.43%	0.00%	10.94%	37.04%	3.33%	13.79%	25.00%	30.77%	25.93%	17.86%	7.41%	11.11%	11.11%	21.43%	38.89%	6.25%	8.33%	11.76%	6.98%	34.48%	3.45%	0.00%	11.76%	0.00%	5.00%	5.00%	9.41%	0.00%	0.00%	46.43%	9.52%	7.69%	6.67%	5.13%	1.69%	10.17%	0.00%	0.00%	1.06%	0.00%	0.00%	10.00%	4.76%	0.00%	31.25%	17.39%	10.53%	8.89%	20.00%	12.70%	0.00%	0.00%	5.26%	6.25%	1.06%	0.00%	0.00%	2.04%	1.05%	1.06%	1.11%	0.00%	1.01%	0.00%	1.02%	1.08%	1.10%	1.03%	0.00%	0.00%	0.00%	5.26%	15.00%	3.45%	6.06%	8.00%	6.90%	9.52%	7.14%	5.17%	16.67%	5.56%	11.11%	0.00%	0.00%	2.13%	0.00%	0.00%	4.35%	4.00%	16.84%	2.13%	5.00%	4.17%	0.00%	3.45%	7.14%	0.00%	7.14%	14.29%	10.00%	7.14%	6.78%	21.43%	11.36%	35.71%	7.41%	13.04%	14.29%	12.50%	14.81%	0.00%	8.33%	23.08%	23.08%	3.70%	19.05%	15.79%	27.78%	25.00%	3.03%	5.26%									
23	Путин Владимир Владимирович	3552	11	32	23	18	14	28	67	27	11	12	15	5	14	9	7	7	16	8	6	3	44	38	15	14	4	13	16	8	6	5	3	63	40	38	4	7	9	14	13	110	20	90	92	85	16	29	16	16	20	4	10	3	13	9	21	7	2	11	1	85	87	88	87	85	84	80	92	90	93	89	84	83	87	25	26	18	17	31	11	14	19	15	6	1	48	9	7	10	68	72	44	49	28	21	23	41	37	16	19	50	46	12	6	11	11	8	10	42	6	31	3	9	10	23	2	12	9	39	2	5	10	5	3	5	5	19	7									
		65.26%	40.74%	38.55%	35.38%	27.27%	21.21%	41.79%	97.10%	42.19%	40.74%	40.00%	51.72%	17.86%	53.85%	33.33%	25.00%	25.93%	59.26%	29.63%	21.43%	16.67%	55.00%	45.24%	29.41%	32.56%	13.79%	44.83%	72.73%	47.06%	40.00%	25.00%	15.00%	74.12%	75.47%	77.55%	14.29%	33.33%	69.23%	46.67%	33.33%	93.22%	33.90%	97.83%	95.83%	90.43%	94.12%	96.67%	80.00%	76.19%	95.24%	25.00%	43.48%	15.79%	28.89%	20.00%	33.33%	41.18%	12.50%	57.89%	6.25%	90.43%	91.58%	91.67%	88.78%	89.47%	89.36%	88.89%	95.83%	90.91%	98.94%	90.82%	90.32%	91.21%	89.69%	89.29%	89.66%	90.00%	89.47%	51.67%	37.93%	42.42%	76.00%	51.72%	28.57%	7.14%	82.76%	50.00%	38.89%	55.56%	94.44%	96.00%	93.62%	92.45%	90.32%	91.30%	92.00%	43.16%	78.72%	80.00%	79.17%	80.65%	79.31%	85.71%	42.86%	78.57%	78.57%	80.00%	71.43%	71.19%	42.86%	70.45%	21.43%	33.33%	21.74%	36.51%	12.50%	44.44%	32.14%	81.25%	7.69%	38.46%	37.04%	23.81%	15.79%	27.78%	31.25%	57.58%	36.84%									
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
																																																																																																																																										
