Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Александровская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122									
		20.79%	25.23%	21.28%	25.81%	17.38%	19.06%	21.88%	20.14%	20.45%	24.37%	26.67%	17.96%	23.34%	21.59%	21.36%	19.43%	17.92%	22.58%	21.22%	22.09%	17.01%	16.55%	12.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	0	1	1	2	3	7	7	3	5	0	6	5	3	2	1	0	0	7	2	0	0	1									
		0.70%	0.00%	0.53%	0.81%	0.57%	0.50%	1.13%	0.98%	0.48%	0.90%	0.00%	0.93%	0.87%	0.53%	0.59%	0.24%	0.00%	0.00%	1.58%	2.33%	0.00%	0.00%	1.06%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	69	0	2	1	6	1	3	12	6	6	0	5	3	5	2	3	2	0	8	0	0	1	3									
		0.86%	0.00%	1.06%	0.81%	1.71%	0.17%	0.49%	1.68%	0.97%	1.08%	0.00%	0.77%	0.52%	0.88%	0.59%	0.71%	0.72%	0.00%	1.81%	0.00%	0.00%	0.72%	3.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.16%	0.18%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.68%	0.72%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	104	1	1	2	13	7	6	15	10	7	1	6	7	9	1	4	4	1	6	0	0	2	1									
		1.30%	0.45%	0.53%	1.61%	3.70%	1.17%	0.97%	2.10%	1.61%	1.25%	0.56%	0.93%	1.22%	1.59%	0.30%	0.95%	1.43%	1.08%	1.35%	0.00%	0.00%	1.44%	1.06%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1169	33	18	22	58	96	100	114	87	78	21	81	70	77	36	86	68	5	59	20	17	14	9									
		14.61%	14.86%	9.57%	17.74%	16.52%	16.05%	16.21%	15.94%	14.01%	13.98%	11.67%	12.54%	12.20%	13.63%	10.68%	20.38%	24.37%	5.38%	13.32%	23.26%	11.56%	10.07%	9.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	0	1	2	2	2	0	0	0	3	2	4	1	1	1	1	1	0	0	0	0									
		0.26%	0.00%	0.00%	0.00%	0.28%	0.33%	0.32%	0.28%	0.00%	0.00%	0.00%	0.46%	0.35%	0.71%	0.30%	0.24%	0.36%	1.08%	0.23%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	650	15	13	12	28	60	54	62	67	53	6	63	54	41	22	24	20	7	31	3	5	6	4									
		8.13%	6.76%	6.91%	9.68%	7.98%	10.03%	8.75%	8.67%	10.79%	9.50%	3.33%	9.75%	9.41%	7.26%	6.53%	5.69%	7.17%	7.53%	6.99%	3.49%	3.40%	4.32%	4.26%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
