Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Полярнозоринская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420					
22	"5. ""За Русь Святую"""	31	3	3	6	2	2	2	3	2	2	1	2	3					
		0.37%	0.36%	0.38%	0.79%	0.28%	0.28%	0.24%	0.36%	0.22%	0.23%	0.21%	0.82%	0.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	1	2	0	1	2	1	5	1	0	4	1	2					
		0.23%	0.12%	0.25%	0.0%	0.14%	0.28%	0.12%	0.60%	0.11%	0.0%	0.84%	0.41%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	68	10	4	7	5	1	5	8	11	7	3	2	5					
		0.81%	1.23%	0.51%	0.92%	0.72%	0.14%	0.61%	0.96%	1.24%	0.83%	0.63%	0.82%	0.86%					
25	"8. ""Народно-республиканская партия России"""	13	0	1	0	2	1	0	3	3	2	0	0	1					
		0.15%	0.0%	0.12%	0.0%	0.28%	0.14%	0.0%	0.36%	0.33%	0.23%	0.0%	0.0%	0.17%					
26	"9. ""Российская экологическая партия ""Зеленые"""	30	4	1	5	3	6	3	0	3	4	0	1	0					
		0.35%	0.49%	0.12%	0.66%	0.43%	0.86%	0.37%	0.0%	0.33%	0.47%	0.0%	0.41%	0.0%					
27	"10. ""Аграрная партия России"""	100	7	4	16	10	5	7	14	8	14	2	4	9					
		1.19%	0.86%	0.51%	2.12%	1.44%	0.72%	0.86%	1.68%	0.90%	1.67%	0.42%	1.65%	1.55%					
28	"11. ""Истинные патриоты России"""	16	0	0	0	1	0	0	2	2	10	1	0	0					
		0.19%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.24%	0.22%	1.19%	0.21%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	117	20	10	13	18	15	9	13	10	0	6	0	3					
		1.39%	2.46%	1.29%	1.72%	2.60%	2.16%	1.11%	1.56%	1.12%	0.0%	1.27%	0.0%	0.51%					
30	"13. ""Демократическая партия России"""	14	0	1	2	2	1	0	2	3	1	0	0	2					
		0.16%	0.0%	0.12%	0.26%	0.28%	0.14%	0.0%	0.24%	0.33%	0.11%	0.0%	0.0%	0.34%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	1	4	1	4	2	2	0	0	0	2	1	1					
		0.21%	0.12%	0.51%	0.13%	0.57%	0.28%	0.24%	0.0%	0.0%	0.0%	0.42%	0.41%	0.17%					
32	"15. ""Партия СЛОН"""	7	0	1	3	0	0	1	1	0	0	1	0	0					
		0.08%	0.0%	0.12%	0.39%	0.0%	0.0%	0.12%	0.12%	0.0%	0.0%	0.21%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	831	90	56	97	68	60	78	88	109	97	18	19	51					
		9.92%	11.09%	7.22%	12.86%	9.82%	8.65%	9.64%	10.61%	12.30%	11.61%	3.82%	7.88%	8.79%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	0	2	1	1	2	3	0	1	3	2	0	1					
		0.19%	0.0%	0.25%	0.13%	0.14%	0.28%	0.37%	0.0%	0.11%	0.35%	0.42%	0.0%	0.17%					
35	"18. ""ЛДПР"""	1013	98	92	80	83	92	100	92	105	96	66	37	72					
		12.09%	12.08%	11.87%	10.61%	11.99%	13.27%	12.36%	11.09%	11.85%	11.49%	14.01%	15.35%	12.41%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	171	10	12	15	16	16	11	14	18	20	7	2	30					
		2.04%	1.23%	1.54%	1.98%	2.31%	2.30%	1.35%	1.68%	2.03%	2.39%	1.48%	0.82%	5.17%					
37	"20. ""Политическая партия ""Единая Россия"""	3227	308	283	292	255	254	294	319	307	271	247	119	278					
		38.52%	37.97%	36.51%	38.72%	36.84%	36.65%	36.34%	38.48%	34.65%	32.45%	52.44%	49.37%	47.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	1	2	0	0	1	3	3	4	1	2	2	0					
		0.22%	0.12%	0.25%	0.0%	0.0%	0.14%	0.37%	0.36%	0.45%	0.11%	0.42%	0.82%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	1	4	0	3	0	0	1	1	2	0	0	1					
		0.15%	0.12%	0.51%	0.0%	0.43%	0.0%	0.0%	0.12%	0.11%	0.23%	0.0%	0.0%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	652	53	56	62	55	55	61	69	69	60	54	15	43					
		7.78%	6.53%	7.22%	8.22%	7.94%	7.93%	7.54%	8.32%	7.78%	7.18%	11.46%	6.22%	7.41%					
																			
41	Против всех	545	84	63	37	46	46	53	38	79	62	17	4	16					
		6.50%	10.35%	8.12%	4.90%	6.64%	6.63%	6.55%	4.58%	8.91%	7.42%	3.60%	1.65%	2.75%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
